['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '1', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '0.5', '--opt_mode', '2', '--vr_mode', '0', '--screendump_file', 'log/perf500_fedlisa_cifariid_lenet5_bs50ep1_opt2vr0.log']
2020-07-31 05:08:01.568874

Round   0, Devices participated 10, Average loss 2.304, Central accuracy on global test data 9.465, Local accuracy on global train data 10.181, Local accuracy on local train data 9.820
Round   1, Devices participated 10, Average loss 2.303, Central accuracy on global test data 10.767, Local accuracy on global train data 10.588, Local accuracy on local train data 9.560
Round   2, Devices participated 10, Average loss 2.302, Central accuracy on global test data 13.371, Local accuracy on global train data 10.652, Local accuracy on local train data 10.040
Round   3, Devices participated 10, Average loss 2.300, Central accuracy on global test data 13.522, Local accuracy on global train data 12.949, Local accuracy on local train data 12.480
Round   4, Devices participated 10, Average loss 2.297, Central accuracy on global test data 15.485, Local accuracy on global train data 14.253, Local accuracy on local train data 14.360
Round   5, Devices participated 10, Average loss 2.291, Central accuracy on global test data 13.542, Local accuracy on global train data 15.520, Local accuracy on local train data 15.200
Round   6, Devices participated 10, Average loss 2.278, Central accuracy on global test data 12.470, Local accuracy on global train data 14.451, Local accuracy on local train data 14.740
Round   7, Devices participated 10, Average loss 2.244, Central accuracy on global test data 16.657, Local accuracy on global train data 16.716, Local accuracy on local train data 14.980
Round   8, Devices participated 10, Average loss 2.210, Central accuracy on global test data 20.383, Local accuracy on global train data 20.239, Local accuracy on local train data 18.660
Round   9, Devices participated 10, Average loss 2.172, Central accuracy on global test data 22.326, Local accuracy on global train data 20.974, Local accuracy on local train data 19.600
Round  10, Devices participated 10, Average loss 2.136, Central accuracy on global test data 25.841, Local accuracy on global train data 21.904, Local accuracy on local train data 22.160
Round  11, Devices participated 10, Average loss 2.107, Central accuracy on global test data 26.062, Local accuracy on global train data 24.578, Local accuracy on local train data 22.580
Round  12, Devices participated 10, Average loss 2.079, Central accuracy on global test data 26.693, Local accuracy on global train data 23.616, Local accuracy on local train data 24.080
Round  13, Devices participated 10, Average loss 2.028, Central accuracy on global test data 27.624, Local accuracy on global train data 25.964, Local accuracy on local train data 25.380
Round  14, Devices participated 10, Average loss 2.011, Central accuracy on global test data 29.507, Local accuracy on global train data 26.536, Local accuracy on local train data 26.360
