['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '3', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '0.5', '--opt_mode', '0', '--vr_mode', '1', '--vr_scale', '0.5', '--screendump_file', 'log/perf500_fedlisa_cifariid_lenet5_bs50ep3_opt0vr1_vrs05.log']
2020-08-01 01:13:00.341678

Round   0, Devices participated 10, Average loss 2.302, Central accuracy on global test data 10.627, Local accuracy on global train data 10.342, Local accuracy on local train data 10.420
Round  45, Devices participated 10, Average loss 1.106, Central accuracy on global test data 54.928, Local accuracy on global train data 52.605, Local accuracy on local train data 61.453
Round  46, Devices participated 10, Average loss 1.085, Central accuracy on global test data 54.868, Local accuracy on global train data 53.750, Local accuracy on local train data 62.180
Round  47, Devices participated 10, Average loss 1.075, Central accuracy on global test data 55.499, Local accuracy on global train data 53.792, Local accuracy on local train data 61.940
Round  48, Devices participated 10, Average loss 1.081, Central accuracy on global test data 55.829, Local accuracy on global train data 55.034, Local accuracy on local train data 62.213
Round  49, Devices participated 10, Average loss 1.054, Central accuracy on global test data 56.150, Local accuracy on global train data 55.439, Local accuracy on local train data 62.927
Round  50, Devices participated 10, Average loss 1.036, Central accuracy on global test data 55.659, Local accuracy on global train data 55.449, Local accuracy on local train data 64.027
Round  51, Devices participated 10, Average loss 1.026, Central accuracy on global test data 56.100, Local accuracy on global train data 56.047, Local accuracy on local train data 64.373
Round  52, Devices participated 10, Average loss 1.000, Central accuracy on global test data 56.360, Local accuracy on global train data 56.599, Local accuracy on local train data 65.453
Round  53, Devices participated 10, Average loss 0.985, Central accuracy on global test data 56.480, Local accuracy on global train data 57.009, Local accuracy on local train data 65.800
Round  54, Devices participated 10, Average loss 0.990, Central accuracy on global test data 56.540, Local accuracy on global train data 56.794, Local accuracy on local train data 65.693
Round  55, Devices participated 10, Average loss 0.984, Central accuracy on global test data 56.891, Local accuracy on global train data 56.917, Local accuracy on local train data 65.687
Round  56, Devices participated 10, Average loss 0.946, Central accuracy on global test data 56.751, Local accuracy on global train data 57.131, Local accuracy on local train data 67.353
Round  57, Devices participated 10, Average loss 0.918, Central accuracy on global test data 56.881, Local accuracy on global train data 58.357, Local accuracy on local train data 68.567
Round  58, Devices participated 10, Average loss 0.936, Central accuracy on global test data 56.871, Local accuracy on global train data 58.010, Local accuracy on local train data 68.247
Round  59, Devices participated 10, Average loss 0.929, Central accuracy on global test data 56.871, Local accuracy on global train data 58.684, Local accuracy on local train data 68.480
Round  60, Devices participated 10, Average loss 0.907, Central accuracy on global test data 57.061, Local accuracy on global train data 58.257, Local accuracy on local train data 68.913
Round  61, Devices participated 10, Average loss 0.910, Central accuracy on global test data 56.911, Local accuracy on global train data 59.695, Local accuracy on local train data 68.667
Round  62, Devices participated 10, Average loss 0.899, Central accuracy on global test data 57.372, Local accuracy on global train data 59.534, Local accuracy on local train data 68.840
Round  63, Devices participated 10, Average loss 0.889, Central accuracy on global test data 57.442, Local accuracy on global train data 59.290, Local accuracy on local train data 69.820
Round  64, Devices participated 10, Average loss 0.856, Central accuracy on global test data 57.352, Local accuracy on global train data 60.327, Local accuracy on local train data 71.080
Round  65, Devices participated 10, Average loss 0.834, Central accuracy on global test data 57.452, Local accuracy on global train data 60.291, Local accuracy on local train data 71.860
Round  66, Devices participated 10, Average loss 0.831, Central accuracy on global test data 57.422, Local accuracy on global train data 60.400, Local accuracy on local train data 72.320
Round  67, Devices participated 10, Average loss 0.846, Central accuracy on global test data 56.921, Local accuracy on global train data 61.045, Local accuracy on local train data 71.393
Round  68, Devices participated 10, Average loss 0.838, Central accuracy on global test data 56.921, Local accuracy on global train data 60.552, Local accuracy on local train data 71.893
Round  69, Devices participated 10, Average loss 0.836, Central accuracy on global test data 57.552, Local accuracy on global train data 61.387, Local accuracy on local train data 72.240
Round  70, Devices participated 10, Average loss 0.818, Central accuracy on global test data 57.051, Local accuracy on global train data 61.658, Local accuracy on local train data 72.160
Round  71, Devices participated 10, Average loss 0.806, Central accuracy on global test data 56.971, Local accuracy on global train data 61.670, Local accuracy on local train data 72.753
Round  72, Devices participated 10, Average loss 0.778, Central accuracy on global test data 57.011, Local accuracy on global train data 61.938, Local accuracy on local train data 74.033
Round  73, Devices participated 10, Average loss 0.800, Central accuracy on global test data 57.762, Local accuracy on global train data 62.375, Local accuracy on local train data 73.267
Round  74, Devices participated 10, Average loss 0.810, Central accuracy on global test data 57.332, Local accuracy on global train data 62.554, Local accuracy on local train data 73.173
Round  75, Devices participated 10, Average loss 0.794, Central accuracy on global test data 57.582, Local accuracy on global train data 62.593, Local accuracy on local train data 73.253
Round  76, Devices participated 10, Average loss 0.763, Central accuracy on global test data 57.923, Local accuracy on global train data 63.201, Local accuracy on local train data 74.640
Round  77, Devices participated 10, Average loss 0.778, Central accuracy on global test data 57.722, Local accuracy on global train data 63.425, Local accuracy on local train data 74.020
Round  78, Devices participated 10, Average loss 0.738, Central accuracy on global test data 57.853, Local accuracy on global train data 63.247, Local accuracy on local train data 75.213
Round  79, Devices participated 10, Average loss 0.738, Central accuracy on global test data 58.474, Local accuracy on global train data 63.984, Local accuracy on local train data 75.153
Round  80, Devices participated 10, Average loss 0.747, Central accuracy on global test data 57.893, Local accuracy on global train data 63.750, Local accuracy on local train data 75.793
Round  81, Devices participated 10, Average loss 0.739, Central accuracy on global test data 57.532, Local accuracy on global train data 64.294, Local accuracy on local train data 74.947
Round  82, Devices participated 10, Average loss 0.721, Central accuracy on global test data 57.973, Local accuracy on global train data 63.938, Local accuracy on local train data 75.860
Round  83, Devices participated 10, Average loss 0.721, Central accuracy on global test data 57.802, Local accuracy on global train data 64.270, Local accuracy on local train data 76.173
Round  84, Devices participated 10, Average loss 0.685, Central accuracy on global test data 58.183, Local accuracy on global train data 64.846, Local accuracy on local train data 77.473
Round  85, Devices participated 10, Average loss 0.713, Central accuracy on global test data 58.013, Local accuracy on global train data 64.819, Local accuracy on local train data 76.360
Round  86, Devices participated 10, Average loss 0.708, Central accuracy on global test data 57.983, Local accuracy on global train data 64.954, Local accuracy on local train data 76.547
Round  87, Devices participated 10, Average loss 0.733, Central accuracy on global test data 57.692, Local accuracy on global train data 65.186, Local accuracy on local train data 75.960
Round  88, Devices participated 10, Average loss 0.704, Central accuracy on global test data 57.712, Local accuracy on global train data 65.598, Local accuracy on local train data 76.687
Round  89, Devices participated 10, Average loss 0.648, Central accuracy on global test data 58.083, Local accuracy on global train data 66.089, Local accuracy on local train data 78.620
Round  90, Devices participated 10, Average loss 0.698, Central accuracy on global test data 58.113, Local accuracy on global train data 66.570, Local accuracy on local train data 76.840
Round  91, Devices participated 10, Average loss 0.673, Central accuracy on global test data 57.762, Local accuracy on global train data 66.667, Local accuracy on local train data 77.593
Round  92, Devices participated 10, Average loss 0.687, Central accuracy on global test data 57.843, Local accuracy on global train data 66.790, Local accuracy on local train data 77.620
Round  93, Devices participated 10, Average loss 0.671, Central accuracy on global test data 57.592, Local accuracy on global train data 66.501, Local accuracy on local train data 78.107
Round  94, Devices participated 10, Average loss 0.672, Central accuracy on global test data 57.802, Local accuracy on global train data 66.394, Local accuracy on local train data 78.173
Round  95, Devices participated 10, Average loss 0.676, Central accuracy on global test data 58.053, Local accuracy on global train data 66.448, Local accuracy on local train data 77.940
Round  96, Devices participated 10, Average loss 0.642, Central accuracy on global test data 57.722, Local accuracy on global train data 67.278, Local accuracy on local train data 79.067
Round  97, Devices participated 10, Average loss 0.681, Central accuracy on global test data 57.843, Local accuracy on global train data 67.153, Local accuracy on local train data 77.873
Round  98, Devices participated 10, Average loss 0.637, Central accuracy on global test data 57.592, Local accuracy on global train data 67.739, Local accuracy on local train data 79.387
Round  99, Devices participated 10, Average loss 0.651, Central accuracy on global test data 57.582, Local accuracy on global train data 67.178, Local accuracy on local train data 78.840
Round 100, Devices participated 10, Average loss 0.662, Central accuracy on global test data 57.642, Local accuracy on global train data 67.075, Local accuracy on local train data 78.067
Round 101, Devices participated 10, Average loss 0.647, Central accuracy on global test data 57.181, Local accuracy on global train data 67.700, Local accuracy on local train data 78.893
Round 102, Devices participated 10, Average loss 0.628, Central accuracy on global test data 57.252, Local accuracy on global train data 68.113, Local accuracy on local train data 79.500
Round 103, Devices participated 10, Average loss 0.615, Central accuracy on global test data 57.332, Local accuracy on global train data 68.281, Local accuracy on local train data 80.120
Round 104, Devices participated 10, Average loss 0.661, Central accuracy on global test data 57.602, Local accuracy on global train data 68.398, Local accuracy on local train data 78.607
Round 105, Devices participated 10, Average loss 0.617, Central accuracy on global test data 57.863, Local accuracy on global train data 68.472, Local accuracy on local train data 79.793
Round 106, Devices participated 10, Average loss 0.637, Central accuracy on global test data 57.973, Local accuracy on global train data 68.884, Local accuracy on local train data 79.800
Round 107, Devices participated 10, Average loss 0.617, Central accuracy on global test data 57.592, Local accuracy on global train data 69.519, Local accuracy on local train data 79.860
Round 108, Devices participated 10, Average loss 0.659, Central accuracy on global test data 57.492, Local accuracy on global train data 68.877, Local accuracy on local train data 78.747
Round 109, Devices participated 10, Average loss 0.595, Central accuracy on global test data 57.642, Local accuracy on global train data 68.916, Local accuracy on local train data 80.493
Round 110, Devices participated 10, Average loss 0.629, Central accuracy on global test data 57.582, Local accuracy on global train data 69.426, Local accuracy on local train data 79.547
Round 111, Devices participated 10, Average loss 0.596, Central accuracy on global test data 56.751, Local accuracy on global train data 69.153, Local accuracy on local train data 80.847
Round 112, Devices participated 10, Average loss 0.583, Central accuracy on global test data 57.131, Local accuracy on global train data 69.407, Local accuracy on local train data 81.000
Round 113, Devices participated 10, Average loss 0.593, Central accuracy on global test data 57.502, Local accuracy on global train data 69.834, Local accuracy on local train data 80.653
Round 114, Devices participated 10, Average loss 0.559, Central accuracy on global test data 57.522, Local accuracy on global train data 69.839, Local accuracy on local train data 81.527
Round 115, Devices participated 10, Average loss 0.608, Central accuracy on global test data 57.322, Local accuracy on global train data 69.675, Local accuracy on local train data 80.107
Round 116, Devices participated 10, Average loss 0.593, Central accuracy on global test data 57.242, Local accuracy on global train data 70.222, Local accuracy on local train data 81.033
Round 117, Devices participated 10, Average loss 0.563, Central accuracy on global test data 57.202, Local accuracy on global train data 70.547, Local accuracy on local train data 81.587
Round 118, Devices participated 10, Average loss 0.634, Central accuracy on global test data 57.061, Local accuracy on global train data 69.822, Local accuracy on local train data 79.620
Round 119, Devices participated 10, Average loss 0.633, Central accuracy on global test data 56.560, Local accuracy on global train data 70.762, Local accuracy on local train data 79.453
Round 120, Devices participated 10, Average loss 0.539, Central accuracy on global test data 57.111, Local accuracy on global train data 71.189, Local accuracy on local train data 82.307
Round 121, Devices participated 10, Average loss 0.549, Central accuracy on global test data 56.941, Local accuracy on global train data 70.818, Local accuracy on local train data 81.967
Round 122, Devices participated 10, Average loss 0.626, Central accuracy on global test data 56.771, Local accuracy on global train data 70.520, Local accuracy on local train data 79.993
Round 123, Devices participated 10, Average loss 0.533, Central accuracy on global test data 56.901, Local accuracy on global train data 70.330, Local accuracy on local train data 82.460
Round 124, Devices participated 10, Average loss 0.547, Central accuracy on global test data 56.791, Local accuracy on global train data 71.653, Local accuracy on local train data 82.207
Round 125, Devices participated 10, Average loss 0.533, Central accuracy on global test data 56.591, Local accuracy on global train data 71.694, Local accuracy on local train data 82.573
Round 126, Devices participated 10, Average loss 0.529, Central accuracy on global test data 56.781, Local accuracy on global train data 72.322, Local accuracy on local train data 82.967
Round 127, Devices participated 10, Average loss 0.599, Central accuracy on global test data 56.921, Local accuracy on global train data 71.494, Local accuracy on local train data 81.140
Round 128, Devices participated 10, Average loss 0.574, Central accuracy on global test data 57.041, Local accuracy on global train data 71.812, Local accuracy on local train data 81.393
Round 129, Devices participated 10, Average loss 0.593, Central accuracy on global test data 56.971, Local accuracy on global train data 71.646, Local accuracy on local train data 80.560
Round 130, Devices participated 10, Average loss 0.541, Central accuracy on global test data 56.581, Local accuracy on global train data 72.087, Local accuracy on local train data 82.280
Round 131, Devices participated 10, Average loss 0.534, Central accuracy on global test data 56.701, Local accuracy on global train data 72.773, Local accuracy on local train data 82.560
Round 132, Devices participated 10, Average loss 0.529, Central accuracy on global test data 56.280, Local accuracy on global train data 72.646, Local accuracy on local train data 82.687
Round 133, Devices participated 10, Average loss 0.537, Central accuracy on global test data 56.681, Local accuracy on global train data 72.925, Local accuracy on local train data 82.520
Round 134, Devices participated 10, Average loss 0.550, Central accuracy on global test data 56.681, Local accuracy on global train data 73.115, Local accuracy on local train data 82.340
Round 135, Devices participated 10, Average loss 0.529, Central accuracy on global test data 56.911, Local accuracy on global train data 73.181, Local accuracy on local train data 83.153
Round 136, Devices participated 10, Average loss 0.556, Central accuracy on global test data 57.151, Local accuracy on global train data 72.778, Local accuracy on local train data 81.960
Round 137, Devices participated 10, Average loss 0.577, Central accuracy on global test data 56.981, Local accuracy on global train data 73.125, Local accuracy on local train data 81.367
Round 138, Devices participated 10, Average loss 0.583, Central accuracy on global test data 56.510, Local accuracy on global train data 72.793, Local accuracy on local train data 81.440
Round 139, Devices participated 10, Average loss 0.546, Central accuracy on global test data 56.631, Local accuracy on global train data 72.615, Local accuracy on local train data 82.060
Round 140, Devices participated 10, Average loss 0.564, Central accuracy on global test data 56.500, Local accuracy on global train data 72.576, Local accuracy on local train data 81.433
Round 141, Devices participated 10, Average loss 0.511, Central accuracy on global test data 56.130, Local accuracy on global train data 73.748, Local accuracy on local train data 83.293
Round 142, Devices participated 10, Average loss 0.511, Central accuracy on global test data 56.200, Local accuracy on global train data 73.491, Local accuracy on local train data 83.400
Round 143, Devices participated 10, Average loss 0.522, Central accuracy on global test data 56.621, Local accuracy on global train data 73.853, Local accuracy on local train data 83.040
Round 144, Devices participated 10, Average loss 0.532, Central accuracy on global test data 56.430, Local accuracy on global train data 73.352, Local accuracy on local train data 82.553
Round 145, Devices participated 10, Average loss 0.530, Central accuracy on global test data 56.340, Local accuracy on global train data 74.153, Local accuracy on local train data 82.507
Round 146, Devices participated 10, Average loss 0.521, Central accuracy on global test data 56.571, Local accuracy on global train data 74.041, Local accuracy on local train data 83.267
Round 147, Devices participated 10, Average loss 0.538, Central accuracy on global test data 56.280, Local accuracy on global train data 73.857, Local accuracy on local train data 82.360
Round 148, Devices participated 10, Average loss 0.564, Central accuracy on global test data 56.460, Local accuracy on global train data 74.050, Local accuracy on local train data 81.713
Round 149, Devices participated 10, Average loss 0.521, Central accuracy on global test data 56.571, Local accuracy on global train data 74.265, Local accuracy on local train data 82.713
Round 150, Devices participated 10, Average loss 0.501, Central accuracy on global test data 56.040, Local accuracy on global train data 75.071, Local accuracy on local train data 83.700
Round 151, Devices participated 10, Average loss 0.471, Central accuracy on global test data 56.030, Local accuracy on global train data 74.915, Local accuracy on local train data 84.273
Round 152, Devices participated 10, Average loss 0.493, Central accuracy on global test data 56.550, Local accuracy on global train data 75.251, Local accuracy on local train data 83.540
Round 153, Devices participated 10, Average loss 0.513, Central accuracy on global test data 56.180, Local accuracy on global train data 74.932, Local accuracy on local train data 83.480
Round 154, Devices participated 10, Average loss 0.508, Central accuracy on global test data 56.110, Local accuracy on global train data 74.736, Local accuracy on local train data 83.407
Round 155, Devices participated 10, Average loss 0.537, Central accuracy on global test data 56.330, Local accuracy on global train data 74.929, Local accuracy on local train data 82.480
Round 156, Devices participated 10, Average loss 0.466, Central accuracy on global test data 56.300, Local accuracy on global train data 75.183, Local accuracy on local train data 84.473
Round 157, Devices participated 10, Average loss 0.506, Central accuracy on global test data 55.940, Local accuracy on global train data 75.269, Local accuracy on local train data 83.187
Round 158, Devices participated 10, Average loss 0.510, Central accuracy on global test data 56.090, Local accuracy on global train data 75.454, Local accuracy on local train data 83.540
Round 159, Devices participated 10, Average loss 0.461, Central accuracy on global test data 56.130, Local accuracy on global train data 75.793, Local accuracy on local train data 84.620
Round 160, Devices participated 10, Average loss 0.462, Central accuracy on global test data 56.020, Local accuracy on global train data 75.354, Local accuracy on local train data 84.380
Round 161, Devices participated 10, Average loss 0.527, Central accuracy on global test data 56.340, Local accuracy on global train data 75.371, Local accuracy on local train data 82.793
Round 162, Devices participated 10, Average loss 0.469, Central accuracy on global test data 55.919, Local accuracy on global train data 76.050, Local accuracy on local train data 84.267
Round 163, Devices participated 10, Average loss 0.514, Central accuracy on global test data 55.399, Local accuracy on global train data 75.732, Local accuracy on local train data 83.160
Round 164, Devices participated 10, Average loss 0.503, Central accuracy on global test data 55.399, Local accuracy on global train data 75.540, Local accuracy on local train data 83.227
Round 165, Devices participated 10, Average loss 0.467, Central accuracy on global test data 55.128, Local accuracy on global train data 75.967, Local accuracy on local train data 84.773
Round 166, Devices participated 10, Average loss 0.461, Central accuracy on global test data 55.469, Local accuracy on global train data 76.262, Local accuracy on local train data 84.800
Round 167, Devices participated 10, Average loss 0.482, Central accuracy on global test data 55.569, Local accuracy on global train data 75.991, Local accuracy on local train data 84.387
Round 168, Devices participated 10, Average loss 0.511, Central accuracy on global test data 55.218, Local accuracy on global train data 74.863, Local accuracy on local train data 83.160
Round 169, Devices participated 10, Average loss 0.494, Central accuracy on global test data 55.449, Local accuracy on global train data 76.084, Local accuracy on local train data 83.873
Round 170, Devices participated 10, Average loss 0.500, Central accuracy on global test data 55.278, Local accuracy on global train data 75.852, Local accuracy on local train data 83.367
Round 171, Devices participated 10, Average loss 0.484, Central accuracy on global test data 55.639, Local accuracy on global train data 77.119, Local accuracy on local train data 84.093
Round 172, Devices participated 10, Average loss 0.490, Central accuracy on global test data 55.529, Local accuracy on global train data 76.746, Local accuracy on local train data 83.760
Round 173, Devices participated 10, Average loss 0.494, Central accuracy on global test data 55.439, Local accuracy on global train data 76.619, Local accuracy on local train data 84.107
Round 174, Devices participated 10, Average loss 0.474, Central accuracy on global test data 55.439, Local accuracy on global train data 77.104, Local accuracy on local train data 84.020
Round 175, Devices participated 10, Average loss 0.467, Central accuracy on global test data 55.329, Local accuracy on global train data 76.790, Local accuracy on local train data 84.507
Round 176, Devices participated 10, Average loss 0.494, Central accuracy on global test data 55.168, Local accuracy on global train data 76.973, Local accuracy on local train data 84.193
Round 177, Devices participated 10, Average loss 0.491, Central accuracy on global test data 55.349, Local accuracy on global train data 76.609, Local accuracy on local train data 83.940
Round 178, Devices participated 10, Average loss 0.488, Central accuracy on global test data 54.938, Local accuracy on global train data 77.104, Local accuracy on local train data 83.873
Round 179, Devices participated 10, Average loss 0.492, Central accuracy on global test data 55.789, Local accuracy on global train data 76.760, Local accuracy on local train data 83.593
Round 180, Devices participated 10, Average loss 0.487, Central accuracy on global test data 55.068, Local accuracy on global train data 77.144, Local accuracy on local train data 83.973
Round 181, Devices participated 10, Average loss 0.474, Central accuracy on global test data 55.429, Local accuracy on global train data 77.334, Local accuracy on local train data 84.473
Round 182, Devices participated 10, Average loss 0.472, Central accuracy on global test data 55.439, Local accuracy on global train data 77.700, Local accuracy on local train data 84.193
Round 183, Devices participated 10, Average loss 0.469, Central accuracy on global test data 55.238, Local accuracy on global train data 77.417, Local accuracy on local train data 83.867
Round 184, Devices participated 10, Average loss 0.464, Central accuracy on global test data 55.028, Local accuracy on global train data 77.612, Local accuracy on local train data 84.707
Round 185, Devices participated 10, Average loss 0.459, Central accuracy on global test data 55.168, Local accuracy on global train data 78.137, Local accuracy on local train data 84.673
Round 186, Devices participated 10, Average loss 0.449, Central accuracy on global test data 55.459, Local accuracy on global train data 77.729, Local accuracy on local train data 84.840
Round 187, Devices participated 10, Average loss 0.487, Central accuracy on global test data 55.529, Local accuracy on global train data 78.538, Local accuracy on local train data 84.253
Round 188, Devices participated 10, Average loss 0.449, Central accuracy on global test data 55.409, Local accuracy on global train data 77.900, Local accuracy on local train data 85.060
Round 189, Devices participated 10, Average loss 0.488, Central accuracy on global test data 55.379, Local accuracy on global train data 77.913, Local accuracy on local train data 83.847
Round 190, Devices participated 10, Average loss 0.466, Central accuracy on global test data 55.349, Local accuracy on global train data 78.552, Local accuracy on local train data 84.613
Round 191, Devices participated 10, Average loss 0.476, Central accuracy on global test data 55.218, Local accuracy on global train data 78.308, Local accuracy on local train data 84.667
Round 192, Devices participated 10, Average loss 0.509, Central accuracy on global test data 54.988, Local accuracy on global train data 77.808, Local accuracy on local train data 83.553
Round 193, Devices participated 10, Average loss 0.454, Central accuracy on global test data 54.868, Local accuracy on global train data 78.154, Local accuracy on local train data 84.333
Round 194, Devices participated 10, Average loss 0.457, Central accuracy on global test data 54.647, Local accuracy on global train data 78.645, Local accuracy on local train data 85.160
Round 195, Devices participated 10, Average loss 0.439, Central accuracy on global test data 54.998, Local accuracy on global train data 78.521, Local accuracy on local train data 85.227
Round 196, Devices participated 10, Average loss 0.445, Central accuracy on global test data 54.958, Local accuracy on global train data 78.279, Local accuracy on local train data 85.080
Round 197, Devices participated 10, Average loss 0.484, Central accuracy on global test data 55.278, Local accuracy on global train data 78.228, Local accuracy on local train data 84.093
Round 198, Devices participated 10, Average loss 0.478, Central accuracy on global test data 55.349, Local accuracy on global train data 77.954, Local accuracy on local train data 83.947
Round 199, Devices participated 10, Average loss 0.476, Central accuracy on global test data 55.319, Local accuracy on global train data 79.033, Local accuracy on local train data 83.967
