['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '1', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '0.5', '--opt_mode', '1', '--vr_mode', '2', '--screendump_file', 'log/perf500_fedlisa_cifariid_lenet5_bs50ep1_opt1vr2.log']
2020-08-01 04:25:25.494168

Round   0, Devices participated 10, Average loss 2.304, Central accuracy on global test data 10.226, Local accuracy on global train data 10.181, Local accuracy on local train data 9.820
Round   1, Devices participated 10, Average loss 2.303, Central accuracy on global test data 10.988, Local accuracy on global train data 10.774, Local accuracy on local train data 10.260
Round   2, Devices participated 10, Average loss 2.303, Central accuracy on global test data 11.518, Local accuracy on global train data 10.435, Local accuracy on local train data 9.980
Round   3, Devices participated 10, Average loss 2.301, Central accuracy on global test data 11.659, Local accuracy on global train data 10.637, Local accuracy on local train data 11.040
Round   4, Devices participated 10, Average loss 2.302, Central accuracy on global test data 11.388, Local accuracy on global train data 10.872, Local accuracy on local train data 10.540
Round   5, Devices participated 10, Average loss 2.302, Central accuracy on global test data 11.468, Local accuracy on global train data 11.497, Local accuracy on local train data 10.020
Round   6, Devices participated 10, Average loss 2.302, Central accuracy on global test data 11.859, Local accuracy on global train data 11.682, Local accuracy on local train data 9.900
Round   7, Devices participated 10, Average loss 2.301, Central accuracy on global test data 11.819, Local accuracy on global train data 11.372, Local accuracy on local train data 10.900
Round   8, Devices participated 10, Average loss 2.301, Central accuracy on global test data 11.018, Local accuracy on global train data 11.560, Local accuracy on local train data 10.300
Round   9, Devices participated 10, Average loss 2.302, Central accuracy on global test data 10.627, Local accuracy on global train data 11.365, Local accuracy on local train data 9.740
Round  10, Devices participated 10, Average loss 2.301, Central accuracy on global test data 10.827, Local accuracy on global train data 11.755, Local accuracy on local train data 10.660
Round  11, Devices participated 10, Average loss 2.300, Central accuracy on global test data 11.779, Local accuracy on global train data 11.672, Local accuracy on local train data 10.180
