['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '5', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '0.5', '--opt_mode', '1', '--vr_mode', '0', '--screendump_file', 'log/perf500_fedlisa_cifariid_lenet5_bs50ep5_opt1vr0.log']
2020-07-31 05:08:05.469264

Round   0, Devices participated 10, Average loss 2.299, Central accuracy on global test data 12.740, Local accuracy on global train data 11.006, Local accuracy on local train data 11.416
Round   1, Devices participated 10, Average loss 2.281, Central accuracy on global test data 19.621, Local accuracy on global train data 14.834, Local accuracy on local train data 15.504
Round   2, Devices participated 10, Average loss 2.169, Central accuracy on global test data 25.581, Local accuracy on global train data 22.561, Local accuracy on local train data 20.904
Round   3, Devices participated 10, Average loss 2.027, Central accuracy on global test data 27.604, Local accuracy on global train data 23.926, Local accuracy on local train data 25.292
Round   4, Devices participated 10, Average loss 1.953, Central accuracy on global test data 30.899, Local accuracy on global train data 26.245, Local accuracy on local train data 28.660
Round   5, Devices participated 10, Average loss 1.897, Central accuracy on global test data 33.854, Local accuracy on global train data 29.031, Local accuracy on local train data 31.148
Round   6, Devices participated 10, Average loss 1.847, Central accuracy on global test data 35.777, Local accuracy on global train data 31.045, Local accuracy on local train data 32.592
Round   7, Devices participated 10, Average loss 1.771, Central accuracy on global test data 37.610, Local accuracy on global train data 33.127, Local accuracy on local train data 35.352
Round   8, Devices participated 10, Average loss 1.715, Central accuracy on global test data 39.483, Local accuracy on global train data 33.196, Local accuracy on local train data 37.772
Round   9, Devices participated 10, Average loss 1.639, Central accuracy on global test data 41.316, Local accuracy on global train data 34.717, Local accuracy on local train data 40.208
Round  10, Devices participated 10, Average loss 1.568, Central accuracy on global test data 43.179, Local accuracy on global train data 38.088, Local accuracy on local train data 43.488
Round  11, Devices participated 10, Average loss 1.512, Central accuracy on global test data 43.640, Local accuracy on global train data 38.381, Local accuracy on local train data 45.480
Round  12, Devices participated 10, Average loss 1.460, Central accuracy on global test data 44.752, Local accuracy on global train data 38.145, Local accuracy on local train data 47.652
Round  13, Devices participated 10, Average loss 1.390, Central accuracy on global test data 45.072, Local accuracy on global train data 38.032, Local accuracy on local train data 50.308
Round  14, Devices participated 10, Average loss 1.358, Central accuracy on global test data 46.815, Local accuracy on global train data 41.052, Local accuracy on local train data 51.424
Round  15, Devices participated 10, Average loss 1.301, Central accuracy on global test data 46.805, Local accuracy on global train data 40.300, Local accuracy on local train data 53.856
Round  16, Devices participated 10, Average loss 1.250, Central accuracy on global test data 46.715, Local accuracy on global train data 40.381, Local accuracy on local train data 55.860
Round  17, Devices participated 10, Average loss 1.205, Central accuracy on global test data 47.266, Local accuracy on global train data 41.172, Local accuracy on local train data 57.648
Round  18, Devices participated 10, Average loss 1.147, Central accuracy on global test data 47.306, Local accuracy on global train data 39.695, Local accuracy on local train data 59.428
Round  19, Devices participated 10, Average loss 1.115, Central accuracy on global test data 48.548, Local accuracy on global train data 42.881, Local accuracy on local train data 61.140
Round  20, Devices participated 10, Average loss 1.035, Central accuracy on global test data 48.077, Local accuracy on global train data 40.273, Local accuracy on local train data 64.072
Round  21, Devices participated 10, Average loss 1.017, Central accuracy on global test data 48.988, Local accuracy on global train data 41.079, Local accuracy on local train data 65.060
Round  22, Devices participated 10, Average loss 0.905, Central accuracy on global test data 49.259, Local accuracy on global train data 42.625, Local accuracy on local train data 69.240
Round  23, Devices participated 10, Average loss 0.888, Central accuracy on global test data 48.898, Local accuracy on global train data 43.582, Local accuracy on local train data 70.208
Round  24, Devices participated 10, Average loss 0.848, Central accuracy on global test data 49.229, Local accuracy on global train data 44.102, Local accuracy on local train data 71.952
Round  25, Devices participated 10, Average loss 0.841, Central accuracy on global test data 49.679, Local accuracy on global train data 43.228, Local accuracy on local train data 72.284
Round  26, Devices participated 10, Average loss 0.790, Central accuracy on global test data 49.700, Local accuracy on global train data 44.866, Local accuracy on local train data 74.140
Round  27, Devices participated 10, Average loss 0.797, Central accuracy on global test data 49.800, Local accuracy on global train data 45.940, Local accuracy on local train data 74.296
Round  28, Devices participated 10, Average loss 0.777, Central accuracy on global test data 49.880, Local accuracy on global train data 45.295, Local accuracy on local train data 75.264
Round  29, Devices participated 10, Average loss 0.747, Central accuracy on global test data 50.040, Local accuracy on global train data 46.167, Local accuracy on local train data 75.880
Round  30, Devices participated 10, Average loss 0.736, Central accuracy on global test data 50.651, Local accuracy on global train data 46.501, Local accuracy on local train data 76.804
Round  31, Devices participated 10, Average loss 0.734, Central accuracy on global test data 50.611, Local accuracy on global train data 47.305, Local accuracy on local train data 77.008
Round  32, Devices participated 10, Average loss 0.696, Central accuracy on global test data 50.571, Local accuracy on global train data 47.776, Local accuracy on local train data 78.388
Round  33, Devices participated 10, Average loss 0.696, Central accuracy on global test data 50.310, Local accuracy on global train data 48.579, Local accuracy on local train data 78.372
