['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '5', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '0.5', '--opt_mode', '1', '--vr_mode', '2', '--screendump_file', 'log/perf500_fedlisa_cifariid_lenet5_bs50ep5_opt1vr2.log']
2020-08-01 04:09:49.199572

Round   0, Devices participated 10, Average loss 2.299, Central accuracy on global test data 12.740, Local accuracy on global train data 11.006, Local accuracy on local train data 11.416
Round  29, Devices participated 10, Average loss 1.612, Central accuracy on global test data 46.494, Local accuracy on global train data 40.317, Local accuracy on local train data 42.304
Round  30, Devices participated 10, Average loss 1.580, Central accuracy on global test data 47.907, Local accuracy on global train data 40.874, Local accuracy on local train data 43.420
Round  31, Devices participated 10, Average loss 1.559, Central accuracy on global test data 46.935, Local accuracy on global train data 40.857, Local accuracy on local train data 44.448
Round  32, Devices participated 10, Average loss 1.616, Central accuracy on global test data 46.444, Local accuracy on global train data 39.912, Local accuracy on local train data 41.944
Round  33, Devices participated 10, Average loss 1.601, Central accuracy on global test data 46.204, Local accuracy on global train data 40.410, Local accuracy on local train data 42.468
Round  34, Devices participated 10, Average loss 1.615, Central accuracy on global test data 46.835, Local accuracy on global train data 39.553, Local accuracy on local train data 42.444
Round  35, Devices participated 10, Average loss 1.605, Central accuracy on global test data 45.903, Local accuracy on global train data 40.483, Local accuracy on local train data 42.400
Round  36, Devices participated 10, Average loss 1.629, Central accuracy on global test data 46.504, Local accuracy on global train data 40.144, Local accuracy on local train data 41.880
Round  37, Devices participated 10, Average loss 1.629, Central accuracy on global test data 46.454, Local accuracy on global train data 39.263, Local accuracy on local train data 41.548
Round  38, Devices participated 10, Average loss 1.625, Central accuracy on global test data 46.104, Local accuracy on global train data 39.814, Local accuracy on local train data 41.512
Round  39, Devices participated 10, Average loss 1.627, Central accuracy on global test data 47.035, Local accuracy on global train data 41.877, Local accuracy on local train data 41.596
Round  40, Devices participated 10, Average loss 1.622, Central accuracy on global test data 47.486, Local accuracy on global train data 40.928, Local accuracy on local train data 41.656
Round  41, Devices participated 10, Average loss 1.632, Central accuracy on global test data 47.095, Local accuracy on global train data 40.542, Local accuracy on local train data 41.760
Round  42, Devices participated 10, Average loss 1.626, Central accuracy on global test data 46.414, Local accuracy on global train data 40.461, Local accuracy on local train data 41.160
Round  43, Devices participated 10, Average loss 1.636, Central accuracy on global test data 46.324, Local accuracy on global train data 40.032, Local accuracy on local train data 41.372
Round  44, Devices participated 10, Average loss 1.604, Central accuracy on global test data 47.175, Local accuracy on global train data 41.621, Local accuracy on local train data 42.596
Round  45, Devices participated 10, Average loss 1.606, Central accuracy on global test data 47.506, Local accuracy on global train data 42.969, Local accuracy on local train data 42.760
Round  46, Devices participated 10, Average loss 1.598, Central accuracy on global test data 47.666, Local accuracy on global train data 42.380, Local accuracy on local train data 42.768
Round  47, Devices participated 10, Average loss 1.596, Central accuracy on global test data 46.895, Local accuracy on global train data 40.876, Local accuracy on local train data 42.780
Round  48, Devices participated 10, Average loss 1.612, Central accuracy on global test data 47.706, Local accuracy on global train data 42.849, Local accuracy on local train data 41.900
Round  49, Devices participated 10, Average loss 1.630, Central accuracy on global test data 47.666, Local accuracy on global train data 41.606, Local accuracy on local train data 40.868
Round  50, Devices participated 10, Average loss 1.626, Central accuracy on global test data 47.877, Local accuracy on global train data 41.453, Local accuracy on local train data 42.192
Round  51, Devices participated 10, Average loss 1.628, Central accuracy on global test data 47.476, Local accuracy on global train data 43.455, Local accuracy on local train data 42.364
Round  52, Devices participated 10, Average loss 1.606, Central accuracy on global test data 47.646, Local accuracy on global train data 40.583, Local accuracy on local train data 42.604
Round  53, Devices participated 10, Average loss 1.617, Central accuracy on global test data 47.676, Local accuracy on global train data 42.026, Local accuracy on local train data 42.312
Round  54, Devices participated 10, Average loss 1.612, Central accuracy on global test data 47.877, Local accuracy on global train data 43.169, Local accuracy on local train data 42.484
Round  55, Devices participated 10, Average loss 1.591, Central accuracy on global test data 47.877, Local accuracy on global train data 41.033, Local accuracy on local train data 42.444
Round  56, Devices participated 10, Average loss 1.605, Central accuracy on global test data 48.077, Local accuracy on global train data 42.900, Local accuracy on local train data 42.924
Round  57, Devices participated 10, Average loss 1.598, Central accuracy on global test data 46.985, Local accuracy on global train data 40.669, Local accuracy on local train data 42.912
Round  58, Devices participated 10, Average loss 1.618, Central accuracy on global test data 49.018, Local accuracy on global train data 42.852, Local accuracy on local train data 42.548
Round  59, Devices participated 10, Average loss 1.584, Central accuracy on global test data 48.247, Local accuracy on global train data 42.375, Local accuracy on local train data 42.968
Round  60, Devices participated 10, Average loss 1.594, Central accuracy on global test data 47.796, Local accuracy on global train data 41.501, Local accuracy on local train data 43.544
Round  61, Devices participated 10, Average loss 1.604, Central accuracy on global test data 48.828, Local accuracy on global train data 43.398, Local accuracy on local train data 42.708
Round  62, Devices participated 10, Average loss 1.593, Central accuracy on global test data 48.718, Local accuracy on global train data 42.117, Local accuracy on local train data 42.352
Round  63, Devices participated 10, Average loss 1.590, Central accuracy on global test data 48.708, Local accuracy on global train data 41.072, Local accuracy on local train data 42.780
Round  64, Devices participated 10, Average loss 1.592, Central accuracy on global test data 48.417, Local accuracy on global train data 43.181, Local accuracy on local train data 42.828
Round  65, Devices participated 10, Average loss 1.583, Central accuracy on global test data 48.117, Local accuracy on global train data 41.462, Local accuracy on local train data 43.328
Round  66, Devices participated 10, Average loss 1.602, Central accuracy on global test data 49.008, Local accuracy on global train data 42.463, Local accuracy on local train data 42.460
Round  67, Devices participated 10, Average loss 1.584, Central accuracy on global test data 48.187, Local accuracy on global train data 40.352, Local accuracy on local train data 42.976
Round  68, Devices participated 10, Average loss 1.586, Central accuracy on global test data 48.928, Local accuracy on global train data 43.213, Local accuracy on local train data 43.512
Round  69, Devices participated 10, Average loss 1.606, Central accuracy on global test data 48.007, Local accuracy on global train data 41.304, Local accuracy on local train data 42.748
Round  70, Devices participated 10, Average loss 1.602, Central accuracy on global test data 48.998, Local accuracy on global train data 41.250, Local accuracy on local train data 43.236
Round  71, Devices participated 10, Average loss 1.573, Central accuracy on global test data 49.429, Local accuracy on global train data 42.539, Local accuracy on local train data 44.196
Round  72, Devices participated 10, Average loss 1.597, Central accuracy on global test data 48.688, Local accuracy on global train data 42.512, Local accuracy on local train data 42.928
Round  73, Devices participated 10, Average loss 1.601, Central accuracy on global test data 49.459, Local accuracy on global train data 43.235, Local accuracy on local train data 43.188
Round  74, Devices participated 10, Average loss 1.615, Central accuracy on global test data 47.957, Local accuracy on global train data 41.311, Local accuracy on local train data 42.020
Round  75, Devices participated 10, Average loss 1.604, Central accuracy on global test data 48.878, Local accuracy on global train data 42.639, Local accuracy on local train data 42.612
Round  76, Devices participated 10, Average loss 1.604, Central accuracy on global test data 49.459, Local accuracy on global train data 43.171, Local accuracy on local train data 42.468
Round  77, Devices participated 10, Average loss 1.575, Central accuracy on global test data 48.187, Local accuracy on global train data 42.219, Local accuracy on local train data 43.848
Round  78, Devices participated 10, Average loss 1.568, Central accuracy on global test data 48.698, Local accuracy on global train data 42.661, Local accuracy on local train data 44.452
Round  79, Devices participated 10, Average loss 1.603, Central accuracy on global test data 48.978, Local accuracy on global train data 44.639, Local accuracy on local train data 42.652
Round  80, Devices participated 10, Average loss 1.599, Central accuracy on global test data 48.217, Local accuracy on global train data 43.674, Local accuracy on local train data 42.764
Round  81, Devices participated 10, Average loss 1.612, Central accuracy on global test data 49.259, Local accuracy on global train data 44.814, Local accuracy on local train data 42.356
Round  82, Devices participated 10, Average loss 1.612, Central accuracy on global test data 49.139, Local accuracy on global train data 43.767, Local accuracy on local train data 42.624
Round  83, Devices participated 10, Average loss 1.580, Central accuracy on global test data 49.229, Local accuracy on global train data 41.616, Local accuracy on local train data 43.340
Round  84, Devices participated 10, Average loss 1.595, Central accuracy on global test data 47.175, Local accuracy on global train data 40.959, Local accuracy on local train data 43.088
Round  85, Devices participated 10, Average loss 1.636, Central accuracy on global test data 49.149, Local accuracy on global train data 43.657, Local accuracy on local train data 41.916
Round  86, Devices participated 10, Average loss 1.609, Central accuracy on global test data 49.069, Local accuracy on global train data 43.892, Local accuracy on local train data 42.544
Round  87, Devices participated 10, Average loss 1.602, Central accuracy on global test data 47.947, Local accuracy on global train data 42.053, Local accuracy on local train data 42.860
Round  88, Devices participated 10, Average loss 1.591, Central accuracy on global test data 47.756, Local accuracy on global train data 41.956, Local accuracy on local train data 42.192
Round  89, Devices participated 10, Average loss 1.594, Central accuracy on global test data 49.219, Local accuracy on global train data 41.309, Local accuracy on local train data 42.852
Round  90, Devices participated 10, Average loss 1.596, Central accuracy on global test data 47.776, Local accuracy on global train data 43.044, Local accuracy on local train data 42.988
Round  91, Devices participated 10, Average loss 1.603, Central accuracy on global test data 49.018, Local accuracy on global train data 43.350, Local accuracy on local train data 42.172
Round  92, Devices participated 10, Average loss 1.614, Central accuracy on global test data 48.438, Local accuracy on global train data 44.268, Local accuracy on local train data 42.168
Round  93, Devices participated 10, Average loss 1.607, Central accuracy on global test data 49.149, Local accuracy on global train data 41.892, Local accuracy on local train data 42.900
Round  94, Devices participated 10, Average loss 1.613, Central accuracy on global test data 48.618, Local accuracy on global train data 43.535, Local accuracy on local train data 42.132
Round  95, Devices participated 10, Average loss 1.610, Central accuracy on global test data 48.598, Local accuracy on global train data 43.489, Local accuracy on local train data 42.680
Round  96, Devices participated 10, Average loss 1.613, Central accuracy on global test data 48.688, Local accuracy on global train data 42.129, Local accuracy on local train data 41.868
Round  97, Devices participated 10, Average loss 1.626, Central accuracy on global test data 48.287, Local accuracy on global train data 41.843, Local accuracy on local train data 42.216
Round  98, Devices participated 10, Average loss 1.608, Central accuracy on global test data 49.028, Local accuracy on global train data 41.650, Local accuracy on local train data 42.648
Round  99, Devices participated 10, Average loss 1.597, Central accuracy on global test data 47.927, Local accuracy on global train data 39.814, Local accuracy on local train data 42.640
Round 100, Devices participated 10, Average loss 1.622, Central accuracy on global test data 48.548, Local accuracy on global train data 42.217, Local accuracy on local train data 41.460
Round 101, Devices participated 10, Average loss 1.596, Central accuracy on global test data 48.468, Local accuracy on global train data 40.898, Local accuracy on local train data 43.004
Round 102, Devices participated 10, Average loss 1.634, Central accuracy on global test data 48.387, Local accuracy on global train data 43.398, Local accuracy on local train data 41.160
Round 103, Devices participated 10, Average loss 1.625, Central accuracy on global test data 48.147, Local accuracy on global train data 43.699, Local accuracy on local train data 41.688
Round 104, Devices participated 10, Average loss 1.597, Central accuracy on global test data 48.968, Local accuracy on global train data 42.986, Local accuracy on local train data 42.692
Round 105, Devices participated 10, Average loss 1.619, Central accuracy on global test data 48.007, Local accuracy on global train data 43.806, Local accuracy on local train data 42.236
Round 106, Devices participated 10, Average loss 1.598, Central accuracy on global test data 48.077, Local accuracy on global train data 40.557, Local accuracy on local train data 42.940
Round 107, Devices participated 10, Average loss 1.619, Central accuracy on global test data 48.748, Local accuracy on global train data 42.893, Local accuracy on local train data 42.208
Round 108, Devices participated 10, Average loss 1.606, Central accuracy on global test data 48.367, Local accuracy on global train data 42.009, Local accuracy on local train data 42.700
Round 109, Devices participated 10, Average loss 1.625, Central accuracy on global test data 48.017, Local accuracy on global train data 41.396, Local accuracy on local train data 41.528
Round 110, Devices participated 10, Average loss 1.640, Central accuracy on global test data 48.808, Local accuracy on global train data 41.362, Local accuracy on local train data 40.832
Round 111, Devices participated 10, Average loss 1.636, Central accuracy on global test data 47.877, Local accuracy on global train data 41.567, Local accuracy on local train data 41.876
Round 112, Devices participated 10, Average loss 1.603, Central accuracy on global test data 47.666, Local accuracy on global train data 40.107, Local accuracy on local train data 42.916
Round 113, Devices participated 10, Average loss 1.624, Central accuracy on global test data 48.668, Local accuracy on global train data 44.204, Local accuracy on local train data 41.260
Round 114, Devices participated 10, Average loss 1.603, Central accuracy on global test data 48.047, Local accuracy on global train data 41.042, Local accuracy on local train data 43.000
Round 115, Devices participated 10, Average loss 1.611, Central accuracy on global test data 48.518, Local accuracy on global train data 42.429, Local accuracy on local train data 42.116
Round 116, Devices participated 10, Average loss 1.598, Central accuracy on global test data 48.407, Local accuracy on global train data 42.778, Local accuracy on local train data 43.032
Round 117, Devices participated 10, Average loss 1.600, Central accuracy on global test data 48.127, Local accuracy on global train data 40.151, Local accuracy on local train data 42.496
Round 118, Devices participated 10, Average loss 1.611, Central accuracy on global test data 48.347, Local accuracy on global train data 42.844, Local accuracy on local train data 42.200
Round 119, Devices participated 10, Average loss 1.641, Central accuracy on global test data 48.478, Local accuracy on global train data 40.938, Local accuracy on local train data 41.264
Round 120, Devices participated 10, Average loss 1.620, Central accuracy on global test data 48.377, Local accuracy on global train data 42.314, Local accuracy on local train data 41.896
Round 121, Devices participated 10, Average loss 1.616, Central accuracy on global test data 48.598, Local accuracy on global train data 41.729, Local accuracy on local train data 42.508
Round 122, Devices participated 10, Average loss 1.609, Central accuracy on global test data 48.317, Local accuracy on global train data 43.804, Local accuracy on local train data 42.652
Round 123, Devices participated 10, Average loss 1.623, Central accuracy on global test data 48.718, Local accuracy on global train data 39.631, Local accuracy on local train data 42.020
Round 124, Devices participated 10, Average loss 1.608, Central accuracy on global test data 49.069, Local accuracy on global train data 40.610, Local accuracy on local train data 42.508
Round 125, Devices participated 10, Average loss 1.581, Central accuracy on global test data 48.297, Local accuracy on global train data 42.395, Local accuracy on local train data 43.384
Round 126, Devices participated 10, Average loss 1.605, Central accuracy on global test data 47.446, Local accuracy on global train data 41.484, Local accuracy on local train data 42.252
Round 127, Devices participated 10, Average loss 1.607, Central accuracy on global test data 48.578, Local accuracy on global train data 42.708, Local accuracy on local train data 42.160
Round 128, Devices participated 10, Average loss 1.630, Central accuracy on global test data 48.097, Local accuracy on global train data 42.244, Local accuracy on local train data 41.940
Round 129, Devices participated 10, Average loss 1.628, Central accuracy on global test data 48.608, Local accuracy on global train data 42.810, Local accuracy on local train data 41.712
Round 130, Devices participated 10, Average loss 1.591, Central accuracy on global test data 47.847, Local accuracy on global train data 41.716, Local accuracy on local train data 43.332
Round 131, Devices participated 10, Average loss 1.597, Central accuracy on global test data 48.448, Local accuracy on global train data 43.147, Local accuracy on local train data 42.624
Round 132, Devices participated 10, Average loss 1.623, Central accuracy on global test data 48.748, Local accuracy on global train data 42.971, Local accuracy on local train data 42.308
Round 133, Devices participated 10, Average loss 1.608, Central accuracy on global test data 48.628, Local accuracy on global train data 42.688, Local accuracy on local train data 42.580
Round 134, Devices participated 10, Average loss 1.589, Central accuracy on global test data 48.468, Local accuracy on global train data 42.217, Local accuracy on local train data 43.896
Round 135, Devices participated 10, Average loss 1.600, Central accuracy on global test data 48.708, Local accuracy on global train data 43.059, Local accuracy on local train data 42.692
Round 136, Devices participated 10, Average loss 1.613, Central accuracy on global test data 48.578, Local accuracy on global train data 42.576, Local accuracy on local train data 42.348
Round 137, Devices participated 10, Average loss 1.617, Central accuracy on global test data 48.748, Local accuracy on global train data 44.329, Local accuracy on local train data 42.256
Round 138, Devices participated 10, Average loss 1.596, Central accuracy on global test data 48.137, Local accuracy on global train data 42.166, Local accuracy on local train data 42.628
Round 139, Devices participated 10, Average loss 1.609, Central accuracy on global test data 48.247, Local accuracy on global train data 42.104, Local accuracy on local train data 42.544
Round 140, Devices participated 10, Average loss 1.606, Central accuracy on global test data 49.018, Local accuracy on global train data 41.638, Local accuracy on local train data 42.136
Round 141, Devices participated 10, Average loss 1.633, Central accuracy on global test data 48.638, Local accuracy on global train data 43.308, Local accuracy on local train data 41.804
Round 142, Devices participated 10, Average loss 1.616, Central accuracy on global test data 47.746, Local accuracy on global train data 42.588, Local accuracy on local train data 42.700
Round 143, Devices participated 10, Average loss 1.609, Central accuracy on global test data 48.658, Local accuracy on global train data 42.598, Local accuracy on local train data 42.692
Round 144, Devices participated 10, Average loss 1.619, Central accuracy on global test data 49.069, Local accuracy on global train data 43.438, Local accuracy on local train data 41.836
Round 145, Devices participated 10, Average loss 1.596, Central accuracy on global test data 49.299, Local accuracy on global train data 42.290, Local accuracy on local train data 42.492
Round 146, Devices participated 10, Average loss 1.597, Central accuracy on global test data 48.938, Local accuracy on global train data 41.230, Local accuracy on local train data 43.768
Round 147, Devices participated 10, Average loss 1.608, Central accuracy on global test data 48.758, Local accuracy on global train data 45.344, Local accuracy on local train data 41.972
Round 148, Devices participated 10, Average loss 1.590, Central accuracy on global test data 48.568, Local accuracy on global train data 40.371, Local accuracy on local train data 43.788
Round 149, Devices participated 10, Average loss 1.627, Central accuracy on global test data 49.048, Local accuracy on global train data 42.771, Local accuracy on local train data 42.208
Round 150, Devices participated 10, Average loss 1.603, Central accuracy on global test data 49.389, Local accuracy on global train data 42.449, Local accuracy on local train data 42.928
Round 151, Devices participated 10, Average loss 1.602, Central accuracy on global test data 48.568, Local accuracy on global train data 41.980, Local accuracy on local train data 42.680
Round 152, Devices participated 10, Average loss 1.623, Central accuracy on global test data 46.845, Local accuracy on global train data 40.503, Local accuracy on local train data 41.908
Round 153, Devices participated 10, Average loss 1.614, Central accuracy on global test data 48.548, Local accuracy on global train data 42.625, Local accuracy on local train data 42.176
Round 154, Devices participated 10, Average loss 1.604, Central accuracy on global test data 48.207, Local accuracy on global train data 42.703, Local accuracy on local train data 43.296
Round 155, Devices participated 10, Average loss 1.596, Central accuracy on global test data 47.887, Local accuracy on global train data 40.120, Local accuracy on local train data 42.744
Round 156, Devices participated 10, Average loss 1.594, Central accuracy on global test data 48.207, Local accuracy on global train data 42.915, Local accuracy on local train data 43.072
Round 157, Devices participated 10, Average loss 1.609, Central accuracy on global test data 49.069, Local accuracy on global train data 42.874, Local accuracy on local train data 42.280
Round 158, Devices participated 10, Average loss 1.619, Central accuracy on global test data 49.119, Local accuracy on global train data 43.123, Local accuracy on local train data 41.668
Round 159, Devices participated 10, Average loss 1.615, Central accuracy on global test data 48.748, Local accuracy on global train data 42.224, Local accuracy on local train data 42.264
Round 160, Devices participated 10, Average loss 1.593, Central accuracy on global test data 47.716, Local accuracy on global train data 42.104, Local accuracy on local train data 43.044
Round 161, Devices participated 10, Average loss 1.585, Central accuracy on global test data 48.788, Local accuracy on global train data 41.401, Local accuracy on local train data 43.528
Round 162, Devices participated 10, Average loss 1.587, Central accuracy on global test data 47.626, Local accuracy on global train data 39.900, Local accuracy on local train data 43.620
Round 163, Devices participated 10, Average loss 1.629, Central accuracy on global test data 48.468, Local accuracy on global train data 42.876, Local accuracy on local train data 41.660
Round 164, Devices participated 10, Average loss 1.615, Central accuracy on global test data 48.327, Local accuracy on global train data 41.982, Local accuracy on local train data 42.376
Round 165, Devices participated 10, Average loss 1.627, Central accuracy on global test data 48.768, Local accuracy on global train data 42.180, Local accuracy on local train data 41.644
Round 166, Devices participated 10, Average loss 1.609, Central accuracy on global test data 47.977, Local accuracy on global train data 42.761, Local accuracy on local train data 42.560
Round 167, Devices participated 10, Average loss 1.599, Central accuracy on global test data 49.018, Local accuracy on global train data 42.407, Local accuracy on local train data 42.636
Round 168, Devices participated 10, Average loss 1.607, Central accuracy on global test data 48.718, Local accuracy on global train data 42.864, Local accuracy on local train data 42.728
Round 169, Devices participated 10, Average loss 1.584, Central accuracy on global test data 48.758, Local accuracy on global train data 42.639, Local accuracy on local train data 43.568
Round 170, Devices participated 10, Average loss 1.588, Central accuracy on global test data 48.438, Local accuracy on global train data 41.240, Local accuracy on local train data 43.568
Round 171, Devices participated 10, Average loss 1.592, Central accuracy on global test data 49.349, Local accuracy on global train data 43.918, Local accuracy on local train data 43.624
Round 172, Devices participated 10, Average loss 1.611, Central accuracy on global test data 48.558, Local accuracy on global train data 42.664, Local accuracy on local train data 42.384
Round 173, Devices participated 10, Average loss 1.577, Central accuracy on global test data 48.918, Local accuracy on global train data 40.464, Local accuracy on local train data 43.944
Round 174, Devices participated 10, Average loss 1.593, Central accuracy on global test data 49.089, Local accuracy on global train data 42.839, Local accuracy on local train data 42.620
Round 175, Devices participated 10, Average loss 1.591, Central accuracy on global test data 48.177, Local accuracy on global train data 44.666, Local accuracy on local train data 43.168
Round 176, Devices participated 10, Average loss 1.590, Central accuracy on global test data 48.968, Local accuracy on global train data 43.911, Local accuracy on local train data 43.412
Round 177, Devices participated 10, Average loss 1.574, Central accuracy on global test data 48.458, Local accuracy on global train data 42.002, Local accuracy on local train data 43.228
Round 178, Devices participated 10, Average loss 1.605, Central accuracy on global test data 49.189, Local accuracy on global train data 43.660, Local accuracy on local train data 42.032
Round 179, Devices participated 10, Average loss 1.610, Central accuracy on global test data 49.229, Local accuracy on global train data 44.077, Local accuracy on local train data 43.064
Round 180, Devices participated 10, Average loss 1.578, Central accuracy on global test data 49.249, Local accuracy on global train data 45.173, Local accuracy on local train data 44.008
Round 181, Devices participated 10, Average loss 1.601, Central accuracy on global test data 49.058, Local accuracy on global train data 44.893, Local accuracy on local train data 42.232
Round 182, Devices participated 10, Average loss 1.585, Central accuracy on global test data 48.097, Local accuracy on global train data 40.054, Local accuracy on local train data 43.464
Round 183, Devices participated 10, Average loss 1.615, Central accuracy on global test data 48.197, Local accuracy on global train data 43.755, Local accuracy on local train data 42.148
Round 184, Devices participated 10, Average loss 1.600, Central accuracy on global test data 49.129, Local accuracy on global train data 43.354, Local accuracy on local train data 42.072
Round 185, Devices participated 10, Average loss 1.601, Central accuracy on global test data 49.489, Local accuracy on global train data 42.361, Local accuracy on local train data 42.572
Round 186, Devices participated 10, Average loss 1.617, Central accuracy on global test data 49.079, Local accuracy on global train data 43.901, Local accuracy on local train data 42.952
Round 187, Devices participated 10, Average loss 1.582, Central accuracy on global test data 48.958, Local accuracy on global train data 42.852, Local accuracy on local train data 43.460
Round 188, Devices participated 10, Average loss 1.577, Central accuracy on global test data 47.256, Local accuracy on global train data 42.913, Local accuracy on local train data 43.196
Round 189, Devices participated 10, Average loss 1.600, Central accuracy on global test data 49.089, Local accuracy on global train data 42.539, Local accuracy on local train data 43.168
Round 190, Devices participated 10, Average loss 1.582, Central accuracy on global test data 49.149, Local accuracy on global train data 42.112, Local accuracy on local train data 43.820
Round 191, Devices participated 10, Average loss 1.567, Central accuracy on global test data 49.559, Local accuracy on global train data 43.357, Local accuracy on local train data 43.924
Round 192, Devices participated 10, Average loss 1.570, Central accuracy on global test data 49.439, Local accuracy on global train data 43.274, Local accuracy on local train data 43.600
Round 193, Devices participated 10, Average loss 1.607, Central accuracy on global test data 49.920, Local accuracy on global train data 44.695, Local accuracy on local train data 42.520
Round 194, Devices participated 10, Average loss 1.569, Central accuracy on global test data 49.479, Local accuracy on global train data 43.088, Local accuracy on local train data 44.188
Round 195, Devices participated 10, Average loss 1.579, Central accuracy on global test data 49.860, Local accuracy on global train data 43.137, Local accuracy on local train data 43.104
Round 196, Devices participated 10, Average loss 1.582, Central accuracy on global test data 49.679, Local accuracy on global train data 42.422, Local accuracy on local train data 43.040
Round 197, Devices participated 10, Average loss 1.585, Central accuracy on global test data 49.269, Local accuracy on global train data 40.188, Local accuracy on local train data 42.880
Round 198, Devices participated 10, Average loss 1.587, Central accuracy on global test data 48.157, Local accuracy on global train data 43.896, Local accuracy on local train data 43.500
Round 199, Devices participated 10, Average loss 1.599, Central accuracy on global test data 49.209, Local accuracy on global train data 44.172, Local accuracy on local train data 43.196
Round 200, Devices participated 10, Average loss 1.587, Central accuracy on global test data 48.197, Local accuracy on global train data 41.638, Local accuracy on local train data 43.328
