['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '1', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '0.5', '--opt_mode', '2', '--vr_mode', '1', '--screendump_file', 'log/perf500_fedlisa_cifariid_lenet5_bs50ep1_opt2vr1.log']
2020-07-31 06:56:17.995822

Round   0, Devices participated 10, Average loss 2.304, Central accuracy on global test data 9.465, Local accuracy on global train data 10.181, Local accuracy on local train data 9.820
Round   1, Devices participated 10, Average loss 2.303, Central accuracy on global test data 10.767, Local accuracy on global train data 10.588, Local accuracy on local train data 9.560
Round   2, Devices participated 10, Average loss 2.302, Central accuracy on global test data 13.151, Local accuracy on global train data 10.728, Local accuracy on local train data 10.220
Round   3, Devices participated 10, Average loss 2.300, Central accuracy on global test data 14.383, Local accuracy on global train data 12.837, Local accuracy on local train data 12.300
Round   4, Devices participated 10, Average loss 2.298, Central accuracy on global test data 15.124, Local accuracy on global train data 15.364, Local accuracy on local train data 13.580
Round   5, Devices participated 10, Average loss 2.293, Central accuracy on global test data 14.363, Local accuracy on global train data 15.476, Local accuracy on local train data 14.560
Round   6, Devices participated 10, Average loss 2.287, Central accuracy on global test data 12.590, Local accuracy on global train data 14.673, Local accuracy on local train data 14.580
Round   7, Devices participated 10, Average loss 2.260, Central accuracy on global test data 15.765, Local accuracy on global train data 15.540, Local accuracy on local train data 14.460
Round   8, Devices participated 10, Average loss 2.225, Central accuracy on global test data 18.039, Local accuracy on global train data 20.132, Local accuracy on local train data 17.340
Round   9, Devices participated 10, Average loss 2.191, Central accuracy on global test data 21.565, Local accuracy on global train data 20.637, Local accuracy on local train data 19.220
Round  10, Devices participated 10, Average loss 2.134, Central accuracy on global test data 26.042, Local accuracy on global train data 21.899, Local accuracy on local train data 21.400
Round  11, Devices participated 10, Average loss 2.105, Central accuracy on global test data 25.140, Local accuracy on global train data 24.612, Local accuracy on local train data 22.480
Round  12, Devices participated 10, Average loss 2.092, Central accuracy on global test data 25.401, Local accuracy on global train data 23.833, Local accuracy on local train data 23.720
Round  13, Devices participated 10, Average loss 2.054, Central accuracy on global test data 27.354, Local accuracy on global train data 25.657, Local accuracy on local train data 24.500
