['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '5', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '0.5', '--opt_mode', '1', '--vr_mode', '1', '--screendump_file', 'log/perf500_fedlisa_cifariid_lenet5_bs50ep5_opt1vr1.log']
2020-07-31 05:08:05.502863

Round   0, Devices participated 10, Average loss 2.299, Central accuracy on global test data 12.740, Local accuracy on global train data 11.006, Local accuracy on local train data 11.416
Round   1, Devices participated 10, Average loss 2.281, Central accuracy on global test data 19.621, Local accuracy on global train data 14.834, Local accuracy on local train data 15.504
Round   2, Devices participated 10, Average loss 2.171, Central accuracy on global test data 25.381, Local accuracy on global train data 22.285, Local accuracy on local train data 20.848
Round   3, Devices participated 10, Average loss 2.029, Central accuracy on global test data 27.554, Local accuracy on global train data 23.796, Local accuracy on local train data 25.188
Round   4, Devices participated 10, Average loss 1.964, Central accuracy on global test data 30.619, Local accuracy on global train data 26.257, Local accuracy on local train data 28.108
Round   5, Devices participated 10, Average loss 1.927, Central accuracy on global test data 33.223, Local accuracy on global train data 28.425, Local accuracy on local train data 29.900
Round   6, Devices participated 10, Average loss 1.889, Central accuracy on global test data 34.716, Local accuracy on global train data 30.256, Local accuracy on local train data 31.216
Round   7, Devices participated 10, Average loss 1.805, Central accuracy on global test data 36.819, Local accuracy on global train data 32.227, Local accuracy on local train data 33.992
Round   8, Devices participated 10, Average loss 1.770, Central accuracy on global test data 39.052, Local accuracy on global train data 33.208, Local accuracy on local train data 35.644
Round   9, Devices participated 10, Average loss 1.710, Central accuracy on global test data 41.206, Local accuracy on global train data 34.102, Local accuracy on local train data 37.360
Round  10, Devices participated 10, Average loss 1.636, Central accuracy on global test data 42.258, Local accuracy on global train data 36.982, Local accuracy on local train data 40.584
Round  11, Devices participated 10, Average loss 1.584, Central accuracy on global test data 42.839, Local accuracy on global train data 37.617, Local accuracy on local train data 43.116
Round  12, Devices participated 10, Average loss 1.566, Central accuracy on global test data 45.032, Local accuracy on global train data 39.153, Local accuracy on local train data 43.520
Round  13, Devices participated 10, Average loss 1.528, Central accuracy on global test data 45.423, Local accuracy on global train data 39.111, Local accuracy on local train data 45.028
Round  14, Devices participated 10, Average loss 1.464, Central accuracy on global test data 46.184, Local accuracy on global train data 40.811, Local accuracy on local train data 47.376
Round  15, Devices participated 10, Average loss 1.439, Central accuracy on global test data 46.905, Local accuracy on global train data 41.726, Local accuracy on local train data 48.700
Round  16, Devices participated 10, Average loss 1.417, Central accuracy on global test data 46.915, Local accuracy on global train data 41.819, Local accuracy on local train data 49.764
Round  17, Devices participated 10, Average loss 1.375, Central accuracy on global test data 47.065, Local accuracy on global train data 41.658, Local accuracy on local train data 50.980
Round  18, Devices participated 10, Average loss 1.343, Central accuracy on global test data 47.937, Local accuracy on global train data 42.043, Local accuracy on local train data 52.268
Round  19, Devices participated 10, Average loss 1.327, Central accuracy on global test data 49.439, Local accuracy on global train data 42.986, Local accuracy on local train data 52.948
Round  20, Devices participated 10, Average loss 1.309, Central accuracy on global test data 49.910, Local accuracy on global train data 44.023, Local accuracy on local train data 53.752
Round  21, Devices participated 10, Average loss 1.259, Central accuracy on global test data 49.369, Local accuracy on global train data 43.726, Local accuracy on local train data 55.212
Round  22, Devices participated 10, Average loss 1.252, Central accuracy on global test data 50.300, Local accuracy on global train data 44.048, Local accuracy on local train data 56.216
Round  23, Devices participated 10, Average loss 1.221, Central accuracy on global test data 50.521, Local accuracy on global train data 45.557, Local accuracy on local train data 57.356
