['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '3', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '0.5', '--opt_mode', '1', '--vr_mode', '2', '--screendump_file', 'log/perf500_fedlisa_cifariid_lenet5_bs50ep3_opt1vr2.log']
2020-08-01 04:09:48.210995

Round   0, Devices participated 10, Average loss 2.301, Central accuracy on global test data 12.069, Local accuracy on global train data 10.740, Local accuracy on local train data 10.733
Round   1, Devices participated 10, Average loss 2.297, Central accuracy on global test data 13.882, Local accuracy on global train data 12.832, Local accuracy on local train data 12.647
Round   2, Devices participated 10, Average loss 2.288, Central accuracy on global test data 17.819, Local accuracy on global train data 13.665, Local accuracy on local train data 15.280
Round   3, Devices participated 10, Average loss 2.240, Central accuracy on global test data 21.615, Local accuracy on global train data 18.777, Local accuracy on local train data 17.500
Round   4, Devices participated 10, Average loss 2.173, Central accuracy on global test data 24.319, Local accuracy on global train data 21.067, Local accuracy on local train data 22.020
Round   5, Devices participated 10, Average loss 2.115, Central accuracy on global test data 26.122, Local accuracy on global train data 22.881, Local accuracy on local train data 23.000
Round   6, Devices participated 10, Average loss 2.127, Central accuracy on global test data 24.119, Local accuracy on global train data 20.808, Local accuracy on local train data 22.113
Round   7, Devices participated 10, Average loss 2.088, Central accuracy on global test data 28.145, Local accuracy on global train data 22.852, Local accuracy on local train data 23.000
Round   8, Devices participated 10, Average loss 2.049, Central accuracy on global test data 29.517, Local accuracy on global train data 23.840, Local accuracy on local train data 24.607
Round   9, Devices participated 10, Average loss 2.012, Central accuracy on global test data 30.869, Local accuracy on global train data 26.736, Local accuracy on local train data 25.453
Round  10, Devices participated 10, Average loss 1.983, Central accuracy on global test data 30.980, Local accuracy on global train data 26.956, Local accuracy on local train data 27.380
Round  11, Devices participated 10, Average loss 1.975, Central accuracy on global test data 31.651, Local accuracy on global train data 27.549, Local accuracy on local train data 27.487
Round  12, Devices participated 10, Average loss 1.977, Central accuracy on global test data 32.422, Local accuracy on global train data 27.463, Local accuracy on local train data 28.147
Round  13, Devices participated 10, Average loss 1.963, Central accuracy on global test data 32.632, Local accuracy on global train data 27.285, Local accuracy on local train data 28.620
Round  14, Devices participated 10, Average loss 1.936, Central accuracy on global test data 33.684, Local accuracy on global train data 29.292, Local accuracy on local train data 29.760
Round  15, Devices participated 10, Average loss 1.958, Central accuracy on global test data 32.652, Local accuracy on global train data 28.054, Local accuracy on local train data 28.993
Round  16, Devices participated 10, Average loss 1.963, Central accuracy on global test data 32.492, Local accuracy on global train data 28.677, Local accuracy on local train data 28.733
Round  17, Devices participated 10, Average loss 1.929, Central accuracy on global test data 34.115, Local accuracy on global train data 29.575, Local accuracy on local train data 29.740
Round  18, Devices participated 10, Average loss 1.909, Central accuracy on global test data 35.487, Local accuracy on global train data 30.168, Local accuracy on local train data 30.500
Round  19, Devices participated 10, Average loss 1.899, Central accuracy on global test data 35.176, Local accuracy on global train data 29.724, Local accuracy on local train data 31.280
Round  20, Devices participated 10, Average loss 1.915, Central accuracy on global test data 35.697, Local accuracy on global train data 31.731, Local accuracy on local train data 30.273
