['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '5', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '0.5', '--opt_mode', '2', '--vr_mode', '1', '--screendump_file', 'log/perf500_fedlisa_cifariid_lenet5_bs50ep5_opt2vr1.log']
2020-07-31 05:59:32.019955

Round   0, Devices participated 10, Average loss 2.299, Central accuracy on global test data 9.415, Local accuracy on global train data 11.006, Local accuracy on local train data 11.416
Round   1, Devices participated 10, Average loss 2.297, Central accuracy on global test data 15.024, Local accuracy on global train data 11.826, Local accuracy on local train data 11.732
Round   2, Devices participated 10, Average loss 2.251, Central accuracy on global test data 15.355, Local accuracy on global train data 18.782, Local accuracy on local train data 17.220
Round   3, Devices participated 10, Average loss 2.199, Central accuracy on global test data 14.924, Local accuracy on global train data 21.584, Local accuracy on local train data 18.820
Round   4, Devices participated 10, Average loss 2.138, Central accuracy on global test data 15.475, Local accuracy on global train data 22.200, Local accuracy on local train data 21.552
Round   5, Devices participated 10, Average loss 2.098, Central accuracy on global test data 16.847, Local accuracy on global train data 24.189, Local accuracy on local train data 22.524
Round   6, Devices participated 10, Average loss 2.073, Central accuracy on global test data 19.782, Local accuracy on global train data 23.931, Local accuracy on local train data 23.160
Round   7, Devices participated 10, Average loss 2.019, Central accuracy on global test data 25.501, Local accuracy on global train data 24.802, Local accuracy on local train data 25.208
Round   8, Devices participated 10, Average loss 2.025, Central accuracy on global test data 27.194, Local accuracy on global train data 25.437, Local accuracy on local train data 25.548
Round   9, Devices participated 10, Average loss 1.997, Central accuracy on global test data 28.155, Local accuracy on global train data 25.615, Local accuracy on local train data 26.068
Round  10, Devices participated 10, Average loss 1.952, Central accuracy on global test data 29.357, Local accuracy on global train data 28.359, Local accuracy on local train data 28.568
Round  11, Devices participated 10, Average loss 1.937, Central accuracy on global test data 30.509, Local accuracy on global train data 28.857, Local accuracy on local train data 28.896
Round  12, Devices participated 10, Average loss 1.923, Central accuracy on global test data 31.591, Local accuracy on global train data 29.441, Local accuracy on local train data 30.256
Round  13, Devices participated 10, Average loss 1.905, Central accuracy on global test data 32.512, Local accuracy on global train data 29.983, Local accuracy on local train data 30.388
Round  14, Devices participated 10, Average loss 1.850, Central accuracy on global test data 33.914, Local accuracy on global train data 31.040, Local accuracy on local train data 32.876
Round  15, Devices participated 10, Average loss 1.853, Central accuracy on global test data 34.986, Local accuracy on global train data 32.683, Local accuracy on local train data 32.644
Round  16, Devices participated 10, Average loss 1.813, Central accuracy on global test data 36.008, Local accuracy on global train data 32.795, Local accuracy on local train data 34.072
Round  17, Devices participated 10, Average loss 1.788, Central accuracy on global test data 37.410, Local accuracy on global train data 33.501, Local accuracy on local train data 35.464
Round  18, Devices participated 10, Average loss 1.752, Central accuracy on global test data 38.512, Local accuracy on global train data 33.586, Local accuracy on local train data 36.132
Round  19, Devices participated 10, Average loss 1.725, Central accuracy on global test data 39.363, Local accuracy on global train data 34.587, Local accuracy on local train data 37.484
Round  20, Devices participated 10, Average loss 1.735, Central accuracy on global test data 40.094, Local accuracy on global train data 36.646, Local accuracy on local train data 36.956
Round  21, Devices participated 10, Average loss 1.715, Central accuracy on global test data 40.795, Local accuracy on global train data 36.755, Local accuracy on local train data 38.152
Round  22, Devices participated 10, Average loss 1.688, Central accuracy on global test data 41.546, Local accuracy on global train data 36.111, Local accuracy on local train data 39.292
Round  23, Devices participated 10, Average loss 1.667, Central accuracy on global test data 42.017, Local accuracy on global train data 38.286, Local accuracy on local train data 39.524
Round  24, Devices participated 10, Average loss 1.621, Central accuracy on global test data 42.778, Local accuracy on global train data 38.125, Local accuracy on local train data 40.556
Round  25, Devices participated 10, Average loss 1.611, Central accuracy on global test data 43.159, Local accuracy on global train data 38.284, Local accuracy on local train data 41.368
Round  26, Devices participated 10, Average loss 1.576, Central accuracy on global test data 43.640, Local accuracy on global train data 36.326, Local accuracy on local train data 42.752
Round  27, Devices participated 10, Average loss 1.559, Central accuracy on global test data 44.000, Local accuracy on global train data 39.526, Local accuracy on local train data 43.312
Round  28, Devices participated 10, Average loss 1.555, Central accuracy on global test data 44.862, Local accuracy on global train data 39.226, Local accuracy on local train data 42.932
Round  29, Devices participated 10, Average loss 1.565, Central accuracy on global test data 45.102, Local accuracy on global train data 41.499, Local accuracy on local train data 42.868
Round  30, Devices participated 10, Average loss 1.526, Central accuracy on global test data 45.543, Local accuracy on global train data 39.998, Local accuracy on local train data 45.248
Round  31, Devices participated 10, Average loss 1.481, Central accuracy on global test data 45.974, Local accuracy on global train data 41.724, Local accuracy on local train data 46.752
Round  32, Devices participated 10, Average loss 1.489, Central accuracy on global test data 46.294, Local accuracy on global train data 42.212, Local accuracy on local train data 46.516
Round  33, Devices participated 10, Average loss 1.459, Central accuracy on global test data 46.735, Local accuracy on global train data 43.889, Local accuracy on local train data 47.196
Round  34, Devices participated 10, Average loss 1.457, Central accuracy on global test data 46.995, Local accuracy on global train data 42.715, Local accuracy on local train data 47.448
Round  35, Devices participated 10, Average loss 1.433, Central accuracy on global test data 47.416, Local accuracy on global train data 42.817, Local accuracy on local train data 48.492
Round  36, Devices participated 10, Average loss 1.422, Central accuracy on global test data 47.927, Local accuracy on global train data 44.604, Local accuracy on local train data 49.124
Round  37, Devices participated 10, Average loss 1.419, Central accuracy on global test data 48.217, Local accuracy on global train data 43.879, Local accuracy on local train data 49.236
Round  38, Devices participated 10, Average loss 1.386, Central accuracy on global test data 48.678, Local accuracy on global train data 43.145, Local accuracy on local train data 50.220
Round  39, Devices participated 10, Average loss 1.406, Central accuracy on global test data 48.898, Local accuracy on global train data 43.647, Local accuracy on local train data 49.568
Round  40, Devices participated 10, Average loss 1.358, Central accuracy on global test data 49.239, Local accuracy on global train data 44.944, Local accuracy on local train data 51.708
Round  41, Devices participated 10, Average loss 1.366, Central accuracy on global test data 49.219, Local accuracy on global train data 46.038, Local accuracy on local train data 52.056
Round  42, Devices participated 10, Average loss 1.330, Central accuracy on global test data 49.920, Local accuracy on global train data 45.234, Local accuracy on local train data 52.252
Round  43, Devices participated 10, Average loss 1.308, Central accuracy on global test data 50.110, Local accuracy on global train data 44.614, Local accuracy on local train data 53.848
Round  44, Devices participated 10, Average loss 1.295, Central accuracy on global test data 50.110, Local accuracy on global train data 47.136, Local accuracy on local train data 54.388
Round  45, Devices participated 10, Average loss 1.295, Central accuracy on global test data 50.411, Local accuracy on global train data 46.345, Local accuracy on local train data 54.264
Round  46, Devices participated 10, Average loss 1.274, Central accuracy on global test data 50.761, Local accuracy on global train data 45.989, Local accuracy on local train data 55.264
Round  47, Devices participated 10, Average loss 1.221, Central accuracy on global test data 50.871, Local accuracy on global train data 46.567, Local accuracy on local train data 56.672
Round  48, Devices participated 10, Average loss 1.228, Central accuracy on global test data 51.212, Local accuracy on global train data 46.162, Local accuracy on local train data 56.684
Round  49, Devices participated 10, Average loss 1.239, Central accuracy on global test data 51.302, Local accuracy on global train data 46.802, Local accuracy on local train data 56.300
Round  50, Devices participated 10, Average loss 1.222, Central accuracy on global test data 51.562, Local accuracy on global train data 47.478, Local accuracy on local train data 57.144
Round  51, Devices participated 10, Average loss 1.200, Central accuracy on global test data 51.733, Local accuracy on global train data 47.393, Local accuracy on local train data 58.236
Round  52, Devices participated 10, Average loss 1.181, Central accuracy on global test data 52.113, Local accuracy on global train data 46.299, Local accuracy on local train data 58.788
Round  53, Devices participated 10, Average loss 1.175, Central accuracy on global test data 52.083, Local accuracy on global train data 48.250, Local accuracy on local train data 59.180
Round  54, Devices participated 10, Average loss 1.168, Central accuracy on global test data 52.534, Local accuracy on global train data 49.412, Local accuracy on local train data 59.464
Round  55, Devices participated 10, Average loss 1.113, Central accuracy on global test data 52.514, Local accuracy on global train data 46.523, Local accuracy on local train data 61.708
Round  56, Devices participated 10, Average loss 1.149, Central accuracy on global test data 52.444, Local accuracy on global train data 48.213, Local accuracy on local train data 60.408
Round  57, Devices participated 10, Average loss 1.099, Central accuracy on global test data 52.484, Local accuracy on global train data 46.797, Local accuracy on local train data 62.132
