['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '3', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '0.5', '--opt_mode', '2', '--vr_mode', '1', '--vr_scale', '0.1', '--screendump_file', 'log/perf500_fedlisa_cifariid_lenet5_bs50ep3_opt2vr1_vrs01.log']
2020-08-01 01:13:03.119989

Round   0, Devices participated 10, Average loss 2.304, Central accuracy on global test data 9.415, Local accuracy on global train data 9.824, Local accuracy on local train data 9.733
Round  50, Devices participated 10, Average loss 2.216, Central accuracy on global test data 19.441, Local accuracy on global train data 19.565, Local accuracy on local train data 19.193
Round  51, Devices participated 10, Average loss 2.195, Central accuracy on global test data 20.312, Local accuracy on global train data 20.027, Local accuracy on local train data 20.273
Round  52, Devices participated 10, Average loss 2.188, Central accuracy on global test data 20.793, Local accuracy on global train data 20.867, Local accuracy on local train data 20.607
Round  53, Devices participated 10, Average loss 2.173, Central accuracy on global test data 21.444, Local accuracy on global train data 20.635, Local accuracy on local train data 21.240
Round  54, Devices participated 10, Average loss 2.174, Central accuracy on global test data 21.975, Local accuracy on global train data 21.584, Local accuracy on local train data 20.453
Round  55, Devices participated 10, Average loss 2.167, Central accuracy on global test data 22.386, Local accuracy on global train data 21.765, Local accuracy on local train data 21.393
Round  56, Devices participated 10, Average loss 2.150, Central accuracy on global test data 23.347, Local accuracy on global train data 23.230, Local accuracy on local train data 23.507
Round  57, Devices participated 10, Average loss 2.145, Central accuracy on global test data 23.998, Local accuracy on global train data 23.328, Local accuracy on local train data 23.693
Round  58, Devices participated 10, Average loss 2.130, Central accuracy on global test data 24.679, Local accuracy on global train data 23.782, Local accuracy on local train data 24.133
Round  59, Devices participated 10, Average loss 2.113, Central accuracy on global test data 24.910, Local accuracy on global train data 23.789, Local accuracy on local train data 24.787
Round  60, Devices participated 10, Average loss 2.097, Central accuracy on global test data 25.581, Local accuracy on global train data 24.536, Local accuracy on local train data 24.720
Round  61, Devices participated 10, Average loss 2.098, Central accuracy on global test data 26.062, Local accuracy on global train data 25.139, Local accuracy on local train data 25.647
Round  62, Devices participated 10, Average loss 2.083, Central accuracy on global test data 26.282, Local accuracy on global train data 25.085, Local accuracy on local train data 26.433
Round  63, Devices participated 10, Average loss 2.057, Central accuracy on global test data 26.562, Local accuracy on global train data 25.369, Local accuracy on local train data 26.220
Round  64, Devices participated 10, Average loss 2.045, Central accuracy on global test data 26.723, Local accuracy on global train data 25.989, Local accuracy on local train data 26.967
Round  65, Devices participated 10, Average loss 2.031, Central accuracy on global test data 26.913, Local accuracy on global train data 25.808, Local accuracy on local train data 27.567
Round  66, Devices participated 10, Average loss 2.036, Central accuracy on global test data 26.963, Local accuracy on global train data 25.972, Local accuracy on local train data 25.960
Round  67, Devices participated 10, Average loss 2.015, Central accuracy on global test data 27.063, Local accuracy on global train data 26.013, Local accuracy on local train data 27.120
Round  68, Devices participated 10, Average loss 2.015, Central accuracy on global test data 27.264, Local accuracy on global train data 25.928, Local accuracy on local train data 27.227
Round  69, Devices participated 10, Average loss 2.020, Central accuracy on global test data 27.424, Local accuracy on global train data 26.238, Local accuracy on local train data 26.047
Round  70, Devices participated 10, Average loss 1.997, Central accuracy on global test data 27.724, Local accuracy on global train data 26.780, Local accuracy on local train data 27.753
Round  71, Devices participated 10, Average loss 1.997, Central accuracy on global test data 28.095, Local accuracy on global train data 26.545, Local accuracy on local train data 27.607
Round  72, Devices participated 10, Average loss 1.985, Central accuracy on global test data 28.435, Local accuracy on global train data 26.892, Local accuracy on local train data 28.633
Round  73, Devices participated 10, Average loss 1.992, Central accuracy on global test data 28.796, Local accuracy on global train data 27.231, Local accuracy on local train data 26.647
Round  74, Devices participated 10, Average loss 1.988, Central accuracy on global test data 29.077, Local accuracy on global train data 27.239, Local accuracy on local train data 28.287
Round  75, Devices participated 10, Average loss 1.981, Central accuracy on global test data 29.217, Local accuracy on global train data 27.632, Local accuracy on local train data 28.333
Round  76, Devices participated 10, Average loss 1.962, Central accuracy on global test data 29.377, Local accuracy on global train data 27.971, Local accuracy on local train data 28.540
Round  77, Devices participated 10, Average loss 1.967, Central accuracy on global test data 29.397, Local accuracy on global train data 28.599, Local accuracy on local train data 27.807
Round  78, Devices participated 10, Average loss 1.954, Central accuracy on global test data 29.607, Local accuracy on global train data 28.462, Local accuracy on local train data 28.720
Round  79, Devices participated 10, Average loss 1.958, Central accuracy on global test data 29.708, Local accuracy on global train data 28.464, Local accuracy on local train data 29.260
Round  80, Devices participated 10, Average loss 1.943, Central accuracy on global test data 29.688, Local accuracy on global train data 28.499, Local accuracy on local train data 29.140
Round  81, Devices participated 10, Average loss 1.934, Central accuracy on global test data 30.018, Local accuracy on global train data 29.165, Local accuracy on local train data 29.200
Round  82, Devices participated 10, Average loss 1.936, Central accuracy on global test data 30.278, Local accuracy on global train data 29.595, Local accuracy on local train data 29.787
Round  83, Devices participated 10, Average loss 1.923, Central accuracy on global test data 30.649, Local accuracy on global train data 29.463, Local accuracy on local train data 30.440
Round  84, Devices participated 10, Average loss 1.917, Central accuracy on global test data 30.709, Local accuracy on global train data 29.187, Local accuracy on local train data 30.433
Round  85, Devices participated 10, Average loss 1.934, Central accuracy on global test data 30.789, Local accuracy on global train data 29.392, Local accuracy on local train data 29.313
Round  86, Devices participated 10, Average loss 1.905, Central accuracy on global test data 30.950, Local accuracy on global train data 29.871, Local accuracy on local train data 30.573
Round  87, Devices participated 10, Average loss 1.896, Central accuracy on global test data 31.230, Local accuracy on global train data 29.817, Local accuracy on local train data 31.373
Round  88, Devices participated 10, Average loss 1.900, Central accuracy on global test data 31.540, Local accuracy on global train data 30.569, Local accuracy on local train data 30.373
Round  89, Devices participated 10, Average loss 1.876, Central accuracy on global test data 32.111, Local accuracy on global train data 30.842, Local accuracy on local train data 31.553
Round  90, Devices participated 10, Average loss 1.886, Central accuracy on global test data 32.302, Local accuracy on global train data 31.365, Local accuracy on local train data 31.980
Round  91, Devices participated 10, Average loss 1.864, Central accuracy on global test data 32.292, Local accuracy on global train data 31.270, Local accuracy on local train data 32.720
Round  92, Devices participated 10, Average loss 1.852, Central accuracy on global test data 32.542, Local accuracy on global train data 31.516, Local accuracy on local train data 32.353
Round  93, Devices participated 10, Average loss 1.876, Central accuracy on global test data 32.682, Local accuracy on global train data 31.731, Local accuracy on local train data 31.500
Round  94, Devices participated 10, Average loss 1.868, Central accuracy on global test data 32.782, Local accuracy on global train data 32.021, Local accuracy on local train data 32.353
Round  95, Devices participated 10, Average loss 1.869, Central accuracy on global test data 33.033, Local accuracy on global train data 32.039, Local accuracy on local train data 31.947
Round  96, Devices participated 10, Average loss 1.860, Central accuracy on global test data 33.433, Local accuracy on global train data 32.322, Local accuracy on local train data 32.493
Round  97, Devices participated 10, Average loss 1.858, Central accuracy on global test data 33.734, Local accuracy on global train data 32.471, Local accuracy on local train data 32.973
Round  98, Devices participated 10, Average loss 1.840, Central accuracy on global test data 34.075, Local accuracy on global train data 33.496, Local accuracy on local train data 34.087
Round  99, Devices participated 10, Average loss 1.837, Central accuracy on global test data 34.155, Local accuracy on global train data 32.856, Local accuracy on local train data 33.907
Round 100, Devices participated 10, Average loss 1.843, Central accuracy on global test data 34.305, Local accuracy on global train data 32.815, Local accuracy on local train data 33.267
Round 101, Devices participated 10, Average loss 1.810, Central accuracy on global test data 34.645, Local accuracy on global train data 33.333, Local accuracy on local train data 33.753
Round 102, Devices participated 10, Average loss 1.831, Central accuracy on global test data 35.046, Local accuracy on global train data 33.091, Local accuracy on local train data 33.400
Round 103, Devices participated 10, Average loss 1.800, Central accuracy on global test data 35.327, Local accuracy on global train data 33.857, Local accuracy on local train data 34.927
Round 104, Devices participated 10, Average loss 1.788, Central accuracy on global test data 35.377, Local accuracy on global train data 33.857, Local accuracy on local train data 35.027
Round 105, Devices participated 10, Average loss 1.789, Central accuracy on global test data 35.467, Local accuracy on global train data 34.448, Local accuracy on local train data 35.427
Round 106, Devices participated 10, Average loss 1.789, Central accuracy on global test data 35.757, Local accuracy on global train data 34.553, Local accuracy on local train data 35.567
Round 107, Devices participated 10, Average loss 1.793, Central accuracy on global test data 36.138, Local accuracy on global train data 34.832, Local accuracy on local train data 35.053
Round 108, Devices participated 10, Average loss 1.775, Central accuracy on global test data 36.358, Local accuracy on global train data 34.897, Local accuracy on local train data 35.013
Round 109, Devices participated 10, Average loss 1.754, Central accuracy on global test data 36.398, Local accuracy on global train data 34.927, Local accuracy on local train data 36.620
Round 110, Devices participated 10, Average loss 1.776, Central accuracy on global test data 36.659, Local accuracy on global train data 35.632, Local accuracy on local train data 34.633
Round 111, Devices participated 10, Average loss 1.780, Central accuracy on global test data 36.669, Local accuracy on global train data 35.857, Local accuracy on local train data 35.507
Round 112, Devices participated 10, Average loss 1.744, Central accuracy on global test data 37.039, Local accuracy on global train data 36.038, Local accuracy on local train data 37.660
Round 113, Devices participated 10, Average loss 1.740, Central accuracy on global test data 37.290, Local accuracy on global train data 36.519, Local accuracy on local train data 36.800
Round 114, Devices participated 10, Average loss 1.719, Central accuracy on global test data 37.510, Local accuracy on global train data 36.438, Local accuracy on local train data 37.687
Round 115, Devices participated 10, Average loss 1.719, Central accuracy on global test data 37.831, Local accuracy on global train data 36.577, Local accuracy on local train data 37.453
Round 116, Devices participated 10, Average loss 1.703, Central accuracy on global test data 38.231, Local accuracy on global train data 35.864, Local accuracy on local train data 37.900
Round 117, Devices participated 10, Average loss 1.688, Central accuracy on global test data 38.241, Local accuracy on global train data 35.967, Local accuracy on local train data 38.727
Round 118, Devices participated 10, Average loss 1.710, Central accuracy on global test data 38.472, Local accuracy on global train data 37.129, Local accuracy on local train data 38.313
Round 119, Devices participated 10, Average loss 1.715, Central accuracy on global test data 38.722, Local accuracy on global train data 37.146, Local accuracy on local train data 36.700
Round 120, Devices participated 10, Average loss 1.691, Central accuracy on global test data 38.912, Local accuracy on global train data 37.683, Local accuracy on local train data 38.047
Round 121, Devices participated 10, Average loss 1.693, Central accuracy on global test data 39.243, Local accuracy on global train data 37.336, Local accuracy on local train data 38.240
Round 122, Devices participated 10, Average loss 1.678, Central accuracy on global test data 39.393, Local accuracy on global train data 37.761, Local accuracy on local train data 38.787
Round 123, Devices participated 10, Average loss 1.680, Central accuracy on global test data 39.704, Local accuracy on global train data 37.747, Local accuracy on local train data 38.700
Round 124, Devices participated 10, Average loss 1.676, Central accuracy on global test data 39.764, Local accuracy on global train data 38.098, Local accuracy on local train data 39.553
Round 125, Devices participated 10, Average loss 1.647, Central accuracy on global test data 39.714, Local accuracy on global train data 38.540, Local accuracy on local train data 39.780
Round 126, Devices participated 10, Average loss 1.657, Central accuracy on global test data 40.094, Local accuracy on global train data 38.518, Local accuracy on local train data 39.773
Round 127, Devices participated 10, Average loss 1.663, Central accuracy on global test data 40.224, Local accuracy on global train data 38.530, Local accuracy on local train data 38.540
Round 128, Devices participated 10, Average loss 1.669, Central accuracy on global test data 40.355, Local accuracy on global train data 38.550, Local accuracy on local train data 39.327
Round 129, Devices participated 10, Average loss 1.648, Central accuracy on global test data 40.525, Local accuracy on global train data 38.994, Local accuracy on local train data 40.087
Round 130, Devices participated 10, Average loss 1.640, Central accuracy on global test data 40.665, Local accuracy on global train data 38.796, Local accuracy on local train data 40.313
Round 131, Devices participated 10, Average loss 1.620, Central accuracy on global test data 40.885, Local accuracy on global train data 39.590, Local accuracy on local train data 40.813
Round 132, Devices participated 10, Average loss 1.626, Central accuracy on global test data 41.016, Local accuracy on global train data 39.119, Local accuracy on local train data 40.587
Round 133, Devices participated 10, Average loss 1.630, Central accuracy on global test data 41.246, Local accuracy on global train data 39.209, Local accuracy on local train data 40.667
Round 134, Devices participated 10, Average loss 1.608, Central accuracy on global test data 41.356, Local accuracy on global train data 40.439, Local accuracy on local train data 41.567
Round 135, Devices participated 10, Average loss 1.616, Central accuracy on global test data 41.466, Local accuracy on global train data 40.139, Local accuracy on local train data 41.953
Round 136, Devices participated 10, Average loss 1.633, Central accuracy on global test data 41.647, Local accuracy on global train data 40.168, Local accuracy on local train data 40.073
Round 137, Devices participated 10, Average loss 1.635, Central accuracy on global test data 41.757, Local accuracy on global train data 41.018, Local accuracy on local train data 39.927
Round 138, Devices participated 10, Average loss 1.618, Central accuracy on global test data 41.887, Local accuracy on global train data 40.461, Local accuracy on local train data 40.767
Round 139, Devices participated 10, Average loss 1.601, Central accuracy on global test data 42.188, Local accuracy on global train data 40.405, Local accuracy on local train data 41.713
Round 140, Devices participated 10, Average loss 1.588, Central accuracy on global test data 42.127, Local accuracy on global train data 41.069, Local accuracy on local train data 41.567
Round 141, Devices participated 10, Average loss 1.603, Central accuracy on global test data 42.047, Local accuracy on global train data 40.991, Local accuracy on local train data 42.120
Round 142, Devices participated 10, Average loss 1.588, Central accuracy on global test data 42.248, Local accuracy on global train data 41.765, Local accuracy on local train data 41.913
Round 143, Devices participated 10, Average loss 1.575, Central accuracy on global test data 42.458, Local accuracy on global train data 41.707, Local accuracy on local train data 42.373
Round 144, Devices participated 10, Average loss 1.577, Central accuracy on global test data 42.638, Local accuracy on global train data 41.589, Local accuracy on local train data 42.407
Round 145, Devices participated 10, Average loss 1.570, Central accuracy on global test data 42.758, Local accuracy on global train data 41.411, Local accuracy on local train data 42.533
Round 146, Devices participated 10, Average loss 1.562, Central accuracy on global test data 42.839, Local accuracy on global train data 41.472, Local accuracy on local train data 43.240
Round 147, Devices participated 10, Average loss 1.576, Central accuracy on global test data 42.909, Local accuracy on global train data 41.819, Local accuracy on local train data 42.053
Round 148, Devices participated 10, Average loss 1.555, Central accuracy on global test data 43.039, Local accuracy on global train data 41.992, Local accuracy on local train data 43.873
Round 149, Devices participated 10, Average loss 1.551, Central accuracy on global test data 43.359, Local accuracy on global train data 42.737, Local accuracy on local train data 43.427
Round 150, Devices participated 10, Average loss 1.562, Central accuracy on global test data 43.590, Local accuracy on global train data 42.236, Local accuracy on local train data 43.020
Round 151, Devices participated 10, Average loss 1.535, Central accuracy on global test data 43.800, Local accuracy on global train data 42.590, Local accuracy on local train data 43.993
Round 152, Devices participated 10, Average loss 1.548, Central accuracy on global test data 44.040, Local accuracy on global train data 42.334, Local accuracy on local train data 43.440
Round 153, Devices participated 10, Average loss 1.556, Central accuracy on global test data 44.091, Local accuracy on global train data 43.223, Local accuracy on local train data 43.547
Round 154, Devices participated 10, Average loss 1.530, Central accuracy on global test data 44.631, Local accuracy on global train data 42.593, Local accuracy on local train data 44.807
Round 155, Devices participated 10, Average loss 1.533, Central accuracy on global test data 44.451, Local accuracy on global train data 43.328, Local accuracy on local train data 43.460
Round 156, Devices participated 10, Average loss 1.531, Central accuracy on global test data 44.491, Local accuracy on global train data 42.959, Local accuracy on local train data 43.680
Round 157, Devices participated 10, Average loss 1.539, Central accuracy on global test data 44.692, Local accuracy on global train data 43.374, Local accuracy on local train data 43.207
Round 158, Devices participated 10, Average loss 1.541, Central accuracy on global test data 45.042, Local accuracy on global train data 43.647, Local accuracy on local train data 43.553
Round 159, Devices participated 10, Average loss 1.516, Central accuracy on global test data 45.222, Local accuracy on global train data 43.462, Local accuracy on local train data 44.473
Round 160, Devices participated 10, Average loss 1.508, Central accuracy on global test data 45.122, Local accuracy on global train data 43.972, Local accuracy on local train data 45.193
Round 161, Devices participated 10, Average loss 1.489, Central accuracy on global test data 45.353, Local accuracy on global train data 44.104, Local accuracy on local train data 46.687
Round 162, Devices participated 10, Average loss 1.479, Central accuracy on global test data 45.343, Local accuracy on global train data 44.075, Local accuracy on local train data 46.787
Round 163, Devices participated 10, Average loss 1.525, Central accuracy on global test data 45.393, Local accuracy on global train data 43.948, Local accuracy on local train data 44.433
Round 164, Devices participated 10, Average loss 1.500, Central accuracy on global test data 45.583, Local accuracy on global train data 44.546, Local accuracy on local train data 45.233
Round 165, Devices participated 10, Average loss 1.496, Central accuracy on global test data 45.793, Local accuracy on global train data 45.027, Local accuracy on local train data 45.527
Round 166, Devices participated 10, Average loss 1.468, Central accuracy on global test data 46.094, Local accuracy on global train data 44.727, Local accuracy on local train data 46.440
Round 167, Devices participated 10, Average loss 1.484, Central accuracy on global test data 46.274, Local accuracy on global train data 44.473, Local accuracy on local train data 46.160
Round 168, Devices participated 10, Average loss 1.491, Central accuracy on global test data 46.444, Local accuracy on global train data 45.249, Local accuracy on local train data 45.847
Round 169, Devices participated 10, Average loss 1.458, Central accuracy on global test data 46.554, Local accuracy on global train data 45.288, Local accuracy on local train data 47.087
Round 170, Devices participated 10, Average loss 1.469, Central accuracy on global test data 46.484, Local accuracy on global train data 45.061, Local accuracy on local train data 46.927
Round 171, Devices participated 10, Average loss 1.471, Central accuracy on global test data 46.795, Local accuracy on global train data 45.366, Local accuracy on local train data 46.620
Round 172, Devices participated 10, Average loss 1.498, Central accuracy on global test data 46.815, Local accuracy on global train data 45.540, Local accuracy on local train data 45.460
Round 173, Devices participated 10, Average loss 1.434, Central accuracy on global test data 46.895, Local accuracy on global train data 45.217, Local accuracy on local train data 48.780
Round 174, Devices participated 10, Average loss 1.464, Central accuracy on global test data 46.995, Local accuracy on global train data 45.728, Local accuracy on local train data 46.747
Round 175, Devices participated 10, Average loss 1.447, Central accuracy on global test data 47.015, Local accuracy on global train data 45.647, Local accuracy on local train data 48.360
Round 176, Devices participated 10, Average loss 1.448, Central accuracy on global test data 47.015, Local accuracy on global train data 46.006, Local accuracy on local train data 47.040
Round 177, Devices participated 10, Average loss 1.415, Central accuracy on global test data 47.175, Local accuracy on global train data 45.142, Local accuracy on local train data 48.467
Round 178, Devices participated 10, Average loss 1.459, Central accuracy on global test data 47.326, Local accuracy on global train data 46.228, Local accuracy on local train data 47.113
Round 179, Devices participated 10, Average loss 1.434, Central accuracy on global test data 47.426, Local accuracy on global train data 45.720, Local accuracy on local train data 48.593
Round 180, Devices participated 10, Average loss 1.415, Central accuracy on global test data 47.706, Local accuracy on global train data 46.799, Local accuracy on local train data 48.200
Round 181, Devices participated 10, Average loss 1.416, Central accuracy on global test data 47.877, Local accuracy on global train data 46.514, Local accuracy on local train data 48.327
Round 182, Devices participated 10, Average loss 1.425, Central accuracy on global test data 47.917, Local accuracy on global train data 46.345, Local accuracy on local train data 48.700
Round 183, Devices participated 10, Average loss 1.443, Central accuracy on global test data 47.977, Local accuracy on global train data 46.677, Local accuracy on local train data 47.640
Round 184, Devices participated 10, Average loss 1.441, Central accuracy on global test data 47.987, Local accuracy on global train data 46.670, Local accuracy on local train data 47.587
Round 185, Devices participated 10, Average loss 1.410, Central accuracy on global test data 48.007, Local accuracy on global train data 47.366, Local accuracy on local train data 48.713
Round 186, Devices participated 10, Average loss 1.428, Central accuracy on global test data 48.277, Local accuracy on global train data 47.063, Local accuracy on local train data 48.213
Round 187, Devices participated 10, Average loss 1.383, Central accuracy on global test data 48.147, Local accuracy on global train data 47.190, Local accuracy on local train data 50.147
Round 188, Devices participated 10, Average loss 1.386, Central accuracy on global test data 48.407, Local accuracy on global train data 47.219, Local accuracy on local train data 49.080
Round 189, Devices participated 10, Average loss 1.397, Central accuracy on global test data 48.387, Local accuracy on global train data 46.924, Local accuracy on local train data 48.940
Round 190, Devices participated 10, Average loss 1.399, Central accuracy on global test data 48.488, Local accuracy on global train data 47.903, Local accuracy on local train data 49.187
Round 191, Devices participated 10, Average loss 1.381, Central accuracy on global test data 48.738, Local accuracy on global train data 47.412, Local accuracy on local train data 50.087
Round 192, Devices participated 10, Average loss 1.390, Central accuracy on global test data 48.978, Local accuracy on global train data 48.406, Local accuracy on local train data 49.387
Round 193, Devices participated 10, Average loss 1.419, Central accuracy on global test data 49.179, Local accuracy on global train data 48.276, Local accuracy on local train data 48.973
Round 194, Devices participated 10, Average loss 1.366, Central accuracy on global test data 49.199, Local accuracy on global train data 47.793, Local accuracy on local train data 50.100
Round 195, Devices participated 10, Average loss 1.386, Central accuracy on global test data 49.219, Local accuracy on global train data 47.451, Local accuracy on local train data 49.047
Round 196, Devices participated 10, Average loss 1.355, Central accuracy on global test data 49.219, Local accuracy on global train data 48.406, Local accuracy on local train data 50.960
Round 197, Devices participated 10, Average loss 1.386, Central accuracy on global test data 49.339, Local accuracy on global train data 48.264, Local accuracy on local train data 49.867
Round 198, Devices participated 10, Average loss 1.368, Central accuracy on global test data 49.379, Local accuracy on global train data 48.501, Local accuracy on local train data 51.060
Round 199, Devices participated 10, Average loss 1.384, Central accuracy on global test data 49.499, Local accuracy on global train data 48.628, Local accuracy on local train data 50.007
