['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '3', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '0.5', '--opt_mode', '0', '--vr_mode', '1', '--vr_scale', '0.05', '--screendump_file', 'log/perf500_fedlisa_cifariid_lenet5_bs50ep3_opt0vr1_vrs005.log']
2020-08-01 01:12:59.571986

Round   0, Devices participated 10, Average loss 2.304, Central accuracy on global test data 9.465, Local accuracy on global train data 9.446, Local accuracy on local train data 9.340
Round   1, Devices participated 10, Average loss 2.303, Central accuracy on global test data 9.896, Local accuracy on global train data 9.915, Local accuracy on local train data 9.253
Round   2, Devices participated 10, Average loss 2.304, Central accuracy on global test data 9.886, Local accuracy on global train data 9.639, Local accuracy on local train data 9.187
Round   3, Devices participated 10, Average loss 2.303, Central accuracy on global test data 10.116, Local accuracy on global train data 9.968, Local accuracy on local train data 10.367
Round   4, Devices participated 10, Average loss 2.303, Central accuracy on global test data 10.998, Local accuracy on global train data 10.479, Local accuracy on local train data 10.700
Round   5, Devices participated 10, Average loss 2.303, Central accuracy on global test data 11.038, Local accuracy on global train data 10.801, Local accuracy on local train data 10.493
Round   6, Devices participated 10, Average loss 2.302, Central accuracy on global test data 11.078, Local accuracy on global train data 11.284, Local accuracy on local train data 10.993
Round   7, Devices participated 10, Average loss 2.302, Central accuracy on global test data 11.228, Local accuracy on global train data 11.082, Local accuracy on local train data 10.980
Round   8, Devices participated 10, Average loss 2.302, Central accuracy on global test data 11.218, Local accuracy on global train data 10.913, Local accuracy on local train data 10.933
Round   9, Devices participated 10, Average loss 2.303, Central accuracy on global test data 11.228, Local accuracy on global train data 11.357, Local accuracy on local train data 10.360
Round  10, Devices participated 10, Average loss 2.301, Central accuracy on global test data 11.188, Local accuracy on global train data 11.116, Local accuracy on local train data 10.760
Round  11, Devices participated 10, Average loss 2.301, Central accuracy on global test data 11.348, Local accuracy on global train data 11.333, Local accuracy on local train data 11.260
Round  12, Devices participated 10, Average loss 2.300, Central accuracy on global test data 11.508, Local accuracy on global train data 11.206, Local accuracy on local train data 12.240
Round  13, Devices participated 10, Average loss 2.301, Central accuracy on global test data 11.398, Local accuracy on global train data 11.592, Local accuracy on local train data 10.960
Round  14, Devices participated 10, Average loss 2.300, Central accuracy on global test data 11.508, Local accuracy on global train data 11.553, Local accuracy on local train data 11.827
Round  15, Devices participated 10, Average loss 2.300, Central accuracy on global test data 11.669, Local accuracy on global train data 11.636, Local accuracy on local train data 11.320
Round  16, Devices participated 10, Average loss 2.300, Central accuracy on global test data 12.310, Local accuracy on global train data 11.982, Local accuracy on local train data 11.533
Round  17, Devices participated 10, Average loss 2.299, Central accuracy on global test data 12.780, Local accuracy on global train data 12.031, Local accuracy on local train data 12.167
Round  18, Devices participated 10, Average loss 2.299, Central accuracy on global test data 13.091, Local accuracy on global train data 12.490, Local accuracy on local train data 12.640
Round  19, Devices participated 10, Average loss 2.298, Central accuracy on global test data 13.131, Local accuracy on global train data 12.686, Local accuracy on local train data 12.593
Round  20, Devices participated 10, Average loss 2.298, Central accuracy on global test data 13.552, Local accuracy on global train data 13.074, Local accuracy on local train data 12.760
Round  21, Devices participated 10, Average loss 2.298, Central accuracy on global test data 14.223, Local accuracy on global train data 13.625, Local accuracy on local train data 13.213
Round  22, Devices participated 10, Average loss 2.297, Central accuracy on global test data 15.695, Local accuracy on global train data 14.673, Local accuracy on local train data 14.687
Round  23, Devices participated 10, Average loss 2.296, Central accuracy on global test data 17.448, Local accuracy on global train data 16.487, Local accuracy on local train data 17.000
Round  24, Devices participated 10, Average loss 2.296, Central accuracy on global test data 19.141, Local accuracy on global train data 18.232, Local accuracy on local train data 17.627
Round  25, Devices participated 10, Average loss 2.295, Central accuracy on global test data 19.732, Local accuracy on global train data 19.014, Local accuracy on local train data 19.340
Round  26, Devices participated 10, Average loss 2.294, Central accuracy on global test data 20.473, Local accuracy on global train data 20.344, Local accuracy on local train data 20.120
Round  27, Devices participated 10, Average loss 2.293, Central accuracy on global test data 21.434, Local accuracy on global train data 20.742, Local accuracy on local train data 20.720
Round  28, Devices participated 10, Average loss 2.292, Central accuracy on global test data 21.975, Local accuracy on global train data 21.331, Local accuracy on local train data 20.873
Round  29, Devices participated 10, Average loss 2.291, Central accuracy on global test data 21.334, Local accuracy on global train data 21.130, Local accuracy on local train data 21.440
Round  30, Devices participated 10, Average loss 2.289, Central accuracy on global test data 21.675, Local accuracy on global train data 21.521, Local accuracy on local train data 21.520
Round  31, Devices participated 10, Average loss 2.286, Central accuracy on global test data 21.194, Local accuracy on global train data 21.262, Local accuracy on local train data 22.247
Round  32, Devices participated 10, Average loss 2.284, Central accuracy on global test data 20.533, Local accuracy on global train data 20.752, Local accuracy on local train data 20.740
Round  33, Devices participated 10, Average loss 2.280, Central accuracy on global test data 20.092, Local accuracy on global train data 20.154, Local accuracy on local train data 21.187
Round  34, Devices participated 10, Average loss 2.276, Central accuracy on global test data 19.411, Local accuracy on global train data 19.507, Local accuracy on local train data 20.260
Round  35, Devices participated 10, Average loss 2.271, Central accuracy on global test data 19.040, Local accuracy on global train data 18.792, Local accuracy on local train data 19.907
Round  36, Devices participated 10, Average loss 2.266, Central accuracy on global test data 18.460, Local accuracy on global train data 18.208, Local accuracy on local train data 18.567
Round  37, Devices participated 10, Average loss 2.256, Central accuracy on global test data 17.919, Local accuracy on global train data 17.500, Local accuracy on local train data 19.100
Round  38, Devices participated 10, Average loss 2.256, Central accuracy on global test data 18.199, Local accuracy on global train data 17.502, Local accuracy on local train data 17.520
Round  39, Devices participated 10, Average loss 2.246, Central accuracy on global test data 18.269, Local accuracy on global train data 17.742, Local accuracy on local train data 17.853
Round  40, Devices participated 10, Average loss 2.239, Central accuracy on global test data 18.480, Local accuracy on global train data 17.551, Local accuracy on local train data 18.307
Round  41, Devices participated 10, Average loss 2.228, Central accuracy on global test data 19.111, Local accuracy on global train data 18.425, Local accuracy on local train data 19.153
Round  42, Devices participated 10, Average loss 2.226, Central accuracy on global test data 19.371, Local accuracy on global train data 19.417, Local accuracy on local train data 18.827
Round  43, Devices participated 10, Average loss 2.209, Central accuracy on global test data 19.591, Local accuracy on global train data 19.119, Local accuracy on local train data 19.693
Round  44, Devices participated 10, Average loss 2.205, Central accuracy on global test data 20.423, Local accuracy on global train data 19.875, Local accuracy on local train data 19.607
Round  45, Devices participated 10, Average loss 2.188, Central accuracy on global test data 20.843, Local accuracy on global train data 20.234, Local accuracy on local train data 20.940
Round  46, Devices participated 10, Average loss 2.184, Central accuracy on global test data 21.955, Local accuracy on global train data 21.289, Local accuracy on local train data 21.413
Round  47, Devices participated 10, Average loss 2.175, Central accuracy on global test data 22.746, Local accuracy on global train data 21.135, Local accuracy on local train data 22.120
Round  48, Devices participated 10, Average loss 2.169, Central accuracy on global test data 23.558, Local accuracy on global train data 22.246, Local accuracy on local train data 22.253
Round  49, Devices participated 10, Average loss 2.153, Central accuracy on global test data 23.858, Local accuracy on global train data 22.883, Local accuracy on local train data 23.493
Round  50, Devices participated 10, Average loss 2.156, Central accuracy on global test data 24.659, Local accuracy on global train data 23.748, Local accuracy on local train data 22.627
Round  51, Devices participated 10, Average loss 2.127, Central accuracy on global test data 25.100, Local accuracy on global train data 23.799, Local accuracy on local train data 24.840
Round  52, Devices participated 10, Average loss 2.115, Central accuracy on global test data 25.160, Local accuracy on global train data 24.805, Local accuracy on local train data 24.987
Round  53, Devices participated 10, Average loss 2.098, Central accuracy on global test data 25.501, Local accuracy on global train data 24.763, Local accuracy on local train data 25.207
Round  54, Devices participated 10, Average loss 2.095, Central accuracy on global test data 25.921, Local accuracy on global train data 25.310, Local accuracy on local train data 23.913
Round  55, Devices participated 10, Average loss 2.087, Central accuracy on global test data 26.312, Local accuracy on global train data 25.381, Local accuracy on local train data 24.233
Round  56, Devices participated 10, Average loss 2.064, Central accuracy on global test data 26.573, Local accuracy on global train data 25.779, Local accuracy on local train data 26.173
Round  57, Devices participated 10, Average loss 2.055, Central accuracy on global test data 26.342, Local accuracy on global train data 26.096, Local accuracy on local train data 26.673
Round  58, Devices participated 10, Average loss 2.040, Central accuracy on global test data 27.224, Local accuracy on global train data 25.989, Local accuracy on local train data 26.333
Round  59, Devices participated 10, Average loss 2.022, Central accuracy on global test data 27.173, Local accuracy on global train data 26.018, Local accuracy on local train data 27.040
Round  60, Devices participated 10, Average loss 2.012, Central accuracy on global test data 27.504, Local accuracy on global train data 26.797, Local accuracy on local train data 26.327
Round  61, Devices participated 10, Average loss 2.016, Central accuracy on global test data 28.035, Local accuracy on global train data 26.755, Local accuracy on local train data 27.540
Round  62, Devices participated 10, Average loss 2.002, Central accuracy on global test data 28.185, Local accuracy on global train data 26.868, Local accuracy on local train data 27.533
Round  63, Devices participated 10, Average loss 1.978, Central accuracy on global test data 28.425, Local accuracy on global train data 27.048, Local accuracy on local train data 27.420
Round  64, Devices participated 10, Average loss 1.964, Central accuracy on global test data 28.686, Local accuracy on global train data 27.710, Local accuracy on local train data 29.240
Round  65, Devices participated 10, Average loss 1.959, Central accuracy on global test data 28.996, Local accuracy on global train data 27.712, Local accuracy on local train data 29.253
Round  66, Devices participated 10, Average loss 1.968, Central accuracy on global test data 29.207, Local accuracy on global train data 28.115, Local accuracy on local train data 28.180
