['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '5', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '0.5', '--opt_mode', '2', '--vr_mode', '0', '--screendump_file', 'log/perf500_fedlisa_cifariid_lenet5_bs50ep5_opt2vr0.log']
2020-07-31 06:56:00.463364

Round   0, Devices participated 10, Average loss 2.299, Central accuracy on global test data 9.415, Local accuracy on global train data 11.006, Local accuracy on local train data 11.416
Round   1, Devices participated 10, Average loss 2.297, Central accuracy on global test data 15.024, Local accuracy on global train data 11.826, Local accuracy on local train data 11.732
Round   2, Devices participated 10, Average loss 2.251, Central accuracy on global test data 15.425, Local accuracy on global train data 18.713, Local accuracy on local train data 17.164
Round   3, Devices participated 10, Average loss 2.198, Central accuracy on global test data 14.924, Local accuracy on global train data 21.624, Local accuracy on local train data 18.852
Round   4, Devices participated 10, Average loss 2.122, Central accuracy on global test data 15.695, Local accuracy on global train data 22.664, Local accuracy on local train data 22.164
Round   5, Devices participated 10, Average loss 2.071, Central accuracy on global test data 17.468, Local accuracy on global train data 24.917, Local accuracy on local train data 23.900
Round   6, Devices participated 10, Average loss 2.049, Central accuracy on global test data 20.302, Local accuracy on global train data 24.243, Local accuracy on local train data 24.336
Round   7, Devices participated 10, Average loss 2.007, Central accuracy on global test data 25.551, Local accuracy on global train data 24.895, Local accuracy on local train data 25.764
Round   8, Devices participated 10, Average loss 2.002, Central accuracy on global test data 27.644, Local accuracy on global train data 25.710, Local accuracy on local train data 26.772
Round   9, Devices participated 10, Average loss 1.961, Central accuracy on global test data 28.966, Local accuracy on global train data 26.421, Local accuracy on local train data 27.464
Round  10, Devices participated 10, Average loss 1.921, Central accuracy on global test data 29.958, Local accuracy on global train data 29.109, Local accuracy on local train data 29.948
Round  11, Devices participated 10, Average loss 1.907, Central accuracy on global test data 31.380, Local accuracy on global train data 29.302, Local accuracy on local train data 30.196
Round  12, Devices participated 10, Average loss 1.875, Central accuracy on global test data 32.312, Local accuracy on global train data 29.785, Local accuracy on local train data 32.100
Round  13, Devices participated 10, Average loss 1.840, Central accuracy on global test data 33.804, Local accuracy on global train data 30.469, Local accuracy on local train data 32.816
Round  14, Devices participated 10, Average loss 1.801, Central accuracy on global test data 34.856, Local accuracy on global train data 31.907, Local accuracy on local train data 34.620
Round  15, Devices participated 10, Average loss 1.793, Central accuracy on global test data 35.907, Local accuracy on global train data 33.901, Local accuracy on local train data 34.784
Round  16, Devices participated 10, Average loss 1.741, Central accuracy on global test data 36.939, Local accuracy on global train data 33.706, Local accuracy on local train data 36.528
Round  17, Devices participated 10, Average loss 1.716, Central accuracy on global test data 38.101, Local accuracy on global train data 33.708, Local accuracy on local train data 38.008
Round  18, Devices participated 10, Average loss 1.675, Central accuracy on global test data 39.073, Local accuracy on global train data 34.243, Local accuracy on local train data 38.756
Round  19, Devices participated 10, Average loss 1.639, Central accuracy on global test data 40.004, Local accuracy on global train data 34.070, Local accuracy on local train data 40.876
Round  20, Devices participated 10, Average loss 1.638, Central accuracy on global test data 40.795, Local accuracy on global train data 36.538, Local accuracy on local train data 40.532
Round  21, Devices participated 10, Average loss 1.622, Central accuracy on global test data 41.727, Local accuracy on global train data 37.029, Local accuracy on local train data 41.424
Round  22, Devices participated 10, Average loss 1.571, Central accuracy on global test data 42.488, Local accuracy on global train data 37.278, Local accuracy on local train data 43.120
Round  23, Devices participated 10, Average loss 1.549, Central accuracy on global test data 42.859, Local accuracy on global train data 37.917, Local accuracy on local train data 43.888
Round  24, Devices participated 10, Average loss 1.504, Central accuracy on global test data 43.440, Local accuracy on global train data 37.734, Local accuracy on local train data 44.920
Round  25, Devices participated 10, Average loss 1.477, Central accuracy on global test data 44.010, Local accuracy on global train data 38.040, Local accuracy on local train data 46.384
Round  26, Devices participated 10, Average loss 1.436, Central accuracy on global test data 44.671, Local accuracy on global train data 36.479, Local accuracy on local train data 47.996
Round  27, Devices participated 10, Average loss 1.419, Central accuracy on global test data 45.042, Local accuracy on global train data 40.464, Local accuracy on local train data 48.876
Round  28, Devices participated 10, Average loss 1.405, Central accuracy on global test data 45.533, Local accuracy on global train data 38.728, Local accuracy on local train data 48.968
Round  29, Devices participated 10, Average loss 1.391, Central accuracy on global test data 45.903, Local accuracy on global train data 39.133, Local accuracy on local train data 49.532
Round  30, Devices participated 10, Average loss 1.338, Central accuracy on global test data 46.424, Local accuracy on global train data 38.845, Local accuracy on local train data 52.048
Round  31, Devices participated 10, Average loss 1.304, Central accuracy on global test data 46.935, Local accuracy on global train data 39.749, Local accuracy on local train data 53.108
Round  32, Devices participated 10, Average loss 1.274, Central accuracy on global test data 47.196, Local accuracy on global train data 39.346, Local accuracy on local train data 54.512
Round  33, Devices participated 10, Average loss 1.227, Central accuracy on global test data 47.446, Local accuracy on global train data 42.146, Local accuracy on local train data 55.672
Round  34, Devices participated 10, Average loss 1.214, Central accuracy on global test data 47.857, Local accuracy on global train data 40.518, Local accuracy on local train data 57.016
Round  35, Devices participated 10, Average loss 1.142, Central accuracy on global test data 48.037, Local accuracy on global train data 41.870, Local accuracy on local train data 59.544
Round  36, Devices participated 10, Average loss 1.147, Central accuracy on global test data 48.217, Local accuracy on global train data 42.134, Local accuracy on local train data 59.524
