['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '3', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '0.5', '--opt_mode', '0', '--vr_mode', '1', '--vr_scale', '0.1', '--screendump_file', 'log/perf500_fedlisa_cifariid_lenet5_bs50ep3_opt0vr1_vrs01.log']
2020-08-01 01:12:59.962227

Round   0, Devices participated 10, Average loss 2.304, Central accuracy on global test data 9.605, Local accuracy on global train data 9.824, Local accuracy on local train data 9.733
Round   1, Devices participated 10, Average loss 2.303, Central accuracy on global test data 10.347, Local accuracy on global train data 10.244, Local accuracy on local train data 9.800
Round   2, Devices participated 10, Average loss 2.303, Central accuracy on global test data 10.467, Local accuracy on global train data 10.120, Local accuracy on local train data 9.547
Round   3, Devices participated 10, Average loss 2.302, Central accuracy on global test data 11.198, Local accuracy on global train data 10.437, Local accuracy on local train data 11.267
Round   4, Devices participated 10, Average loss 2.302, Central accuracy on global test data 10.867, Local accuracy on global train data 10.532, Local accuracy on local train data 11.073
Round   5, Devices participated 10, Average loss 2.301, Central accuracy on global test data 11.038, Local accuracy on global train data 10.959, Local accuracy on local train data 11.180
Round   6, Devices participated 10, Average loss 2.301, Central accuracy on global test data 11.148, Local accuracy on global train data 11.509, Local accuracy on local train data 11.187
Round   7, Devices participated 10, Average loss 2.301, Central accuracy on global test data 11.719, Local accuracy on global train data 11.421, Local accuracy on local train data 11.413
Round   8, Devices participated 10, Average loss 2.300, Central accuracy on global test data 12.841, Local accuracy on global train data 12.161, Local accuracy on local train data 11.653
Round   9, Devices participated 10, Average loss 2.300, Central accuracy on global test data 13.792, Local accuracy on global train data 12.603, Local accuracy on local train data 11.760
Round  10, Devices participated 10, Average loss 2.298, Central accuracy on global test data 14.193, Local accuracy on global train data 13.171, Local accuracy on local train data 13.093
Round  11, Devices participated 10, Average loss 2.298, Central accuracy on global test data 16.006, Local accuracy on global train data 14.756, Local accuracy on local train data 13.880
Round  12, Devices participated 10, Average loss 2.296, Central accuracy on global test data 18.269, Local accuracy on global train data 15.876, Local accuracy on local train data 17.193
Round  13, Devices participated 10, Average loss 2.295, Central accuracy on global test data 19.121, Local accuracy on global train data 17.771, Local accuracy on local train data 18.833
Round  14, Devices participated 10, Average loss 2.293, Central accuracy on global test data 20.483, Local accuracy on global train data 19.221, Local accuracy on local train data 19.673
Round  15, Devices participated 10, Average loss 2.291, Central accuracy on global test data 21.274, Local accuracy on global train data 19.902, Local accuracy on local train data 19.893
Round  16, Devices participated 10, Average loss 2.287, Central accuracy on global test data 20.383, Local accuracy on global train data 20.120, Local accuracy on local train data 20.760
Round  17, Devices participated 10, Average loss 2.281, Central accuracy on global test data 18.540, Local accuracy on global train data 18.137, Local accuracy on local train data 19.593
Round  18, Devices participated 10, Average loss 2.274, Central accuracy on global test data 17.408, Local accuracy on global train data 17.441, Local accuracy on local train data 19.207
Round  19, Devices participated 10, Average loss 2.265, Central accuracy on global test data 17.328, Local accuracy on global train data 17.153, Local accuracy on local train data 18.000
Round  20, Devices participated 10, Average loss 2.251, Central accuracy on global test data 17.238, Local accuracy on global train data 16.985, Local accuracy on local train data 17.593
Round  21, Devices participated 10, Average loss 2.240, Central accuracy on global test data 18.269, Local accuracy on global train data 17.954, Local accuracy on local train data 17.167
Round  22, Devices participated 10, Average loss 2.211, Central accuracy on global test data 18.670, Local accuracy on global train data 17.805, Local accuracy on local train data 19.007
Round  23, Devices participated 10, Average loss 2.200, Central accuracy on global test data 20.232, Local accuracy on global train data 19.475, Local accuracy on local train data 19.440
Round  24, Devices participated 10, Average loss 2.184, Central accuracy on global test data 21.645, Local accuracy on global train data 21.143, Local accuracy on local train data 21.033
Round  25, Devices participated 10, Average loss 2.162, Central accuracy on global test data 22.676, Local accuracy on global train data 20.815, Local accuracy on local train data 22.040
Round  26, Devices participated 10, Average loss 2.131, Central accuracy on global test data 23.888, Local accuracy on global train data 22.832, Local accuracy on local train data 23.873
Round  27, Devices participated 10, Average loss 2.118, Central accuracy on global test data 24.960, Local accuracy on global train data 23.699, Local accuracy on local train data 25.167
Round  28, Devices participated 10, Average loss 2.094, Central accuracy on global test data 26.022, Local accuracy on global train data 25.042, Local accuracy on local train data 25.353
Round  29, Devices participated 10, Average loss 2.075, Central accuracy on global test data 26.522, Local accuracy on global train data 25.623, Local accuracy on local train data 25.440
Round  30, Devices participated 10, Average loss 2.045, Central accuracy on global test data 26.202, Local accuracy on global train data 25.649, Local accuracy on local train data 25.933
