['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '3', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '0.5', '--opt_mode', '1', '--vr_mode', '1', '--screendump_file', 'log/perf500_fedlisa_cifariid_lenet5_bs50ep3_opt1vr1.log']
2020-07-31 05:08:03.287803

Round   0, Devices participated 10, Average loss 2.301, Central accuracy on global test data 12.069, Local accuracy on global train data 10.740, Local accuracy on local train data 10.733
Round   1, Devices participated 10, Average loss 2.297, Central accuracy on global test data 13.882, Local accuracy on global train data 12.832, Local accuracy on local train data 12.647
Round   2, Devices participated 10, Average loss 2.288, Central accuracy on global test data 17.087, Local accuracy on global train data 14.382, Local accuracy on local train data 15.813
Round   3, Devices participated 10, Average loss 2.236, Central accuracy on global test data 21.795, Local accuracy on global train data 18.975, Local accuracy on local train data 17.427
Round   4, Devices participated 10, Average loss 2.146, Central accuracy on global test data 25.130, Local accuracy on global train data 22.715, Local accuracy on local train data 22.793
Round   5, Devices participated 10, Average loss 2.072, Central accuracy on global test data 26.813, Local accuracy on global train data 24.255, Local accuracy on local train data 24.360
Round   6, Devices participated 10, Average loss 2.044, Central accuracy on global test data 28.335, Local accuracy on global train data 24.956, Local accuracy on local train data 24.587
Round   7, Devices participated 10, Average loss 1.996, Central accuracy on global test data 30.679, Local accuracy on global train data 25.066, Local accuracy on local train data 26.273
Round   8, Devices participated 10, Average loss 1.980, Central accuracy on global test data 31.721, Local accuracy on global train data 27.031, Local accuracy on local train data 27.513
Round   9, Devices participated 10, Average loss 1.940, Central accuracy on global test data 32.883, Local accuracy on global train data 29.600, Local accuracy on local train data 28.533
Round  10, Devices participated 10, Average loss 1.901, Central accuracy on global test data 33.544, Local accuracy on global train data 28.728, Local accuracy on local train data 30.893
Round  11, Devices participated 10, Average loss 1.877, Central accuracy on global test data 35.747, Local accuracy on global train data 31.658, Local accuracy on local train data 31.587
Round  12, Devices participated 10, Average loss 1.849, Central accuracy on global test data 37.059, Local accuracy on global train data 32.583, Local accuracy on local train data 33.247
Round  13, Devices participated 10, Average loss 1.826, Central accuracy on global test data 37.690, Local accuracy on global train data 32.554, Local accuracy on local train data 33.687
Round  14, Devices participated 10, Average loss 1.769, Central accuracy on global test data 39.453, Local accuracy on global train data 34.182, Local accuracy on local train data 36.313
Round  15, Devices participated 10, Average loss 1.759, Central accuracy on global test data 40.535, Local accuracy on global train data 35.962, Local accuracy on local train data 36.733
Round  16, Devices participated 10, Average loss 1.732, Central accuracy on global test data 40.755, Local accuracy on global train data 35.842, Local accuracy on local train data 37.260
Round  17, Devices participated 10, Average loss 1.693, Central accuracy on global test data 41.677, Local accuracy on global train data 35.122, Local accuracy on local train data 38.593
Round  18, Devices participated 10, Average loss 1.673, Central accuracy on global test data 42.808, Local accuracy on global train data 38.120, Local accuracy on local train data 39.013
Round  19, Devices participated 10, Average loss 1.637, Central accuracy on global test data 43.760, Local accuracy on global train data 39.021, Local accuracy on local train data 40.100
Round  20, Devices participated 10, Average loss 1.659, Central accuracy on global test data 44.131, Local accuracy on global train data 40.383, Local accuracy on local train data 40.147
Round  21, Devices participated 10, Average loss 1.634, Central accuracy on global test data 44.591, Local accuracy on global train data 39.397, Local accuracy on local train data 40.773
Round  22, Devices participated 10, Average loss 1.607, Central accuracy on global test data 45.453, Local accuracy on global train data 40.891, Local accuracy on local train data 42.360
Round  23, Devices participated 10, Average loss 1.585, Central accuracy on global test data 45.723, Local accuracy on global train data 40.286, Local accuracy on local train data 42.387
Round  24, Devices participated 10, Average loss 1.561, Central accuracy on global test data 46.054, Local accuracy on global train data 40.569, Local accuracy on local train data 43.473
Round  25, Devices participated 10, Average loss 1.555, Central accuracy on global test data 47.105, Local accuracy on global train data 41.445, Local accuracy on local train data 43.900
Round  26, Devices participated 10, Average loss 1.519, Central accuracy on global test data 47.175, Local accuracy on global train data 43.455, Local accuracy on local train data 45.380
