['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '3', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '0.5', '--opt_mode', '1', '--vr_mode', '1', '--vr_scale', '0.5', '--screendump_file', 'log/perf500_fedlisa_cifariid_lenet5_bs50ep3_opt1vr1_vrs05.log']
2020-08-01 01:13:01.897671

Round   0, Devices participated 10, Average loss 2.302, Central accuracy on global test data 10.497, Local accuracy on global train data 10.342, Local accuracy on local train data 10.420
Round   1, Devices participated 10, Average loss 2.301, Central accuracy on global test data 10.968, Local accuracy on global train data 11.011, Local accuracy on local train data 10.867
Round   2, Devices participated 10, Average loss 2.300, Central accuracy on global test data 13.572, Local accuracy on global train data 11.226, Local accuracy on local train data 11.120
Round   3, Devices participated 10, Average loss 2.297, Central accuracy on global test data 14.533, Local accuracy on global train data 12.932, Local accuracy on local train data 13.467
Round   4, Devices participated 10, Average loss 2.293, Central accuracy on global test data 21.715, Local accuracy on global train data 15.347, Local accuracy on local train data 16.607
Round   5, Devices participated 10, Average loss 2.281, Central accuracy on global test data 18.880, Local accuracy on global train data 16.240, Local accuracy on local train data 19.693
Round   6, Devices participated 10, Average loss 2.258, Central accuracy on global test data 17.378, Local accuracy on global train data 17.390, Local accuracy on local train data 18.240
Round   7, Devices participated 10, Average loss 2.210, Central accuracy on global test data 19.581, Local accuracy on global train data 19.182, Local accuracy on local train data 19.720
Round   8, Devices participated 10, Average loss 2.170, Central accuracy on global test data 23.738, Local accuracy on global train data 21.594, Local accuracy on local train data 20.840
Round   9, Devices participated 10, Average loss 2.098, Central accuracy on global test data 26.723, Local accuracy on global train data 23.665, Local accuracy on local train data 23.367
Round  10, Devices participated 10, Average loss 2.042, Central accuracy on global test data 27.304, Local accuracy on global train data 25.310, Local accuracy on local train data 25.867
Round  11, Devices participated 10, Average loss 2.011, Central accuracy on global test data 27.965, Local accuracy on global train data 25.930, Local accuracy on local train data 25.880
Round  12, Devices participated 10, Average loss 1.986, Central accuracy on global test data 29.547, Local accuracy on global train data 26.396, Local accuracy on local train data 28.133
Round  13, Devices participated 10, Average loss 1.952, Central accuracy on global test data 30.409, Local accuracy on global train data 27.571, Local accuracy on local train data 28.767
Round  14, Devices participated 10, Average loss 1.926, Central accuracy on global test data 31.460, Local accuracy on global train data 29.229, Local accuracy on local train data 29.847
Round  15, Devices participated 10, Average loss 1.925, Central accuracy on global test data 32.802, Local accuracy on global train data 30.227, Local accuracy on local train data 29.087
Round  16, Devices participated 10, Average loss 1.892, Central accuracy on global test data 32.592, Local accuracy on global train data 30.342, Local accuracy on local train data 30.967
Round  17, Devices participated 10, Average loss 1.863, Central accuracy on global test data 34.065, Local accuracy on global train data 31.636, Local accuracy on local train data 32.260
Round  18, Devices participated 10, Average loss 1.833, Central accuracy on global test data 35.707, Local accuracy on global train data 31.892, Local accuracy on local train data 33.373
Round  19, Devices participated 10, Average loss 1.803, Central accuracy on global test data 36.128, Local accuracy on global train data 32.637, Local accuracy on local train data 34.860
Round  20, Devices participated 10, Average loss 1.803, Central accuracy on global test data 37.069, Local accuracy on global train data 34.871, Local accuracy on local train data 34.313
Round  21, Devices participated 10, Average loss 1.781, Central accuracy on global test data 38.191, Local accuracy on global train data 34.868, Local accuracy on local train data 34.667
Round  22, Devices participated 10, Average loss 1.741, Central accuracy on global test data 38.772, Local accuracy on global train data 35.483, Local accuracy on local train data 36.900
Round  23, Devices participated 10, Average loss 1.709, Central accuracy on global test data 39.633, Local accuracy on global train data 36.418, Local accuracy on local train data 38.480
Round  24, Devices participated 10, Average loss 1.682, Central accuracy on global test data 40.485, Local accuracy on global train data 36.975, Local accuracy on local train data 38.407
Round  25, Devices participated 10, Average loss 1.671, Central accuracy on global test data 41.186, Local accuracy on global train data 37.432, Local accuracy on local train data 38.973
Round  26, Devices participated 10, Average loss 1.637, Central accuracy on global test data 41.276, Local accuracy on global train data 38.284, Local accuracy on local train data 41.153
Round  27, Devices participated 10, Average loss 1.629, Central accuracy on global test data 42.318, Local accuracy on global train data 38.730, Local accuracy on local train data 41.047
Round  28, Devices participated 10, Average loss 1.618, Central accuracy on global test data 43.329, Local accuracy on global train data 39.253, Local accuracy on local train data 40.680
Round  29, Devices participated 10, Average loss 1.608, Central accuracy on global test data 43.419, Local accuracy on global train data 40.325, Local accuracy on local train data 41.507
Round  30, Devices participated 10, Average loss 1.579, Central accuracy on global test data 43.950, Local accuracy on global train data 39.995, Local accuracy on local train data 42.593
Round  31, Devices participated 10, Average loss 1.554, Central accuracy on global test data 44.862, Local accuracy on global train data 40.918, Local accuracy on local train data 43.333
Round  32, Devices participated 10, Average loss 1.564, Central accuracy on global test data 44.942, Local accuracy on global train data 41.890, Local accuracy on local train data 42.707
Round  33, Devices participated 10, Average loss 1.524, Central accuracy on global test data 45.593, Local accuracy on global train data 42.043, Local accuracy on local train data 44.227
Round  34, Devices participated 10, Average loss 1.521, Central accuracy on global test data 46.114, Local accuracy on global train data 42.068, Local accuracy on local train data 45.480
Round  35, Devices participated 10, Average loss 1.502, Central accuracy on global test data 45.763, Local accuracy on global train data 43.196, Local accuracy on local train data 45.200
Round  36, Devices participated 10, Average loss 1.498, Central accuracy on global test data 46.575, Local accuracy on global train data 42.798, Local accuracy on local train data 45.807
Round  37, Devices participated 10, Average loss 1.474, Central accuracy on global test data 47.055, Local accuracy on global train data 44.380, Local accuracy on local train data 46.607
Round  38, Devices participated 10, Average loss 1.492, Central accuracy on global test data 46.955, Local accuracy on global train data 44.116, Local accuracy on local train data 45.327
Round  39, Devices participated 10, Average loss 1.460, Central accuracy on global test data 47.716, Local accuracy on global train data 45.012, Local accuracy on local train data 47.453
Round  40, Devices participated 10, Average loss 1.465, Central accuracy on global test data 47.907, Local accuracy on global train data 44.104, Local accuracy on local train data 46.693
