['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '3', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '0.5', '--opt_mode', '1', '--vr_mode', '1', '--vr_scale', '0.05', '--screendump_file', 'log/perf500_fedlisa_cifariid_lenet5_bs50ep3_opt1vr1_vrs005.log']
2020-08-01 01:13:01.110823

Round   0, Devices participated 10, Average loss 2.304, Central accuracy on global test data 9.425, Local accuracy on global train data 9.446, Local accuracy on local train data 9.340
Round   1, Devices participated 10, Average loss 2.304, Central accuracy on global test data 9.706, Local accuracy on global train data 9.897, Local accuracy on local train data 9.233
Round   2, Devices participated 10, Average loss 2.304, Central accuracy on global test data 9.716, Local accuracy on global train data 9.502, Local accuracy on local train data 8.993
Round   3, Devices participated 10, Average loss 2.303, Central accuracy on global test data 9.846, Local accuracy on global train data 9.783, Local accuracy on local train data 10.047
Round   4, Devices participated 10, Average loss 2.303, Central accuracy on global test data 10.327, Local accuracy on global train data 10.342, Local accuracy on local train data 10.087
Round   5, Devices participated 10, Average loss 2.303, Central accuracy on global test data 10.186, Local accuracy on global train data 10.347, Local accuracy on local train data 9.960
Round   6, Devices participated 10, Average loss 2.303, Central accuracy on global test data 10.417, Local accuracy on global train data 10.750, Local accuracy on local train data 10.473
Round   7, Devices participated 10, Average loss 2.303, Central accuracy on global test data 10.367, Local accuracy on global train data 10.530, Local accuracy on local train data 10.507
Round   8, Devices participated 10, Average loss 2.302, Central accuracy on global test data 10.236, Local accuracy on global train data 10.237, Local accuracy on local train data 10.500
Round   9, Devices participated 10, Average loss 2.304, Central accuracy on global test data 10.256, Local accuracy on global train data 10.574, Local accuracy on local train data 10.053
Round  10, Devices participated 10, Average loss 2.302, Central accuracy on global test data 10.327, Local accuracy on global train data 10.481, Local accuracy on local train data 10.080
Round  11, Devices participated 10, Average loss 2.302, Central accuracy on global test data 10.457, Local accuracy on global train data 10.659, Local accuracy on local train data 10.300
Round  12, Devices participated 10, Average loss 2.301, Central accuracy on global test data 10.617, Local accuracy on global train data 10.618, Local accuracy on local train data 11.260
Round  13, Devices participated 10, Average loss 2.302, Central accuracy on global test data 10.447, Local accuracy on global train data 10.735, Local accuracy on local train data 10.133
Round  14, Devices participated 10, Average loss 2.302, Central accuracy on global test data 10.507, Local accuracy on global train data 10.815, Local accuracy on local train data 10.887
Round  15, Devices participated 10, Average loss 2.301, Central accuracy on global test data 10.687, Local accuracy on global train data 10.942, Local accuracy on local train data 10.700
Round  16, Devices participated 10, Average loss 2.302, Central accuracy on global test data 11.068, Local accuracy on global train data 11.118, Local accuracy on local train data 10.660
Round  17, Devices participated 10, Average loss 2.301, Central accuracy on global test data 11.288, Local accuracy on global train data 11.057, Local accuracy on local train data 10.973
Round  18, Devices participated 10, Average loss 2.301, Central accuracy on global test data 11.318, Local accuracy on global train data 11.135, Local accuracy on local train data 11.273
Round  19, Devices participated 10, Average loss 2.301, Central accuracy on global test data 11.248, Local accuracy on global train data 11.133, Local accuracy on local train data 11.133
Round  20, Devices participated 10, Average loss 2.301, Central accuracy on global test data 11.198, Local accuracy on global train data 11.230, Local accuracy on local train data 11.140
Round  21, Devices participated 10, Average loss 2.300, Central accuracy on global test data 11.348, Local accuracy on global train data 11.414, Local accuracy on local train data 11.220
Round  22, Devices participated 10, Average loss 2.301, Central accuracy on global test data 11.629, Local accuracy on global train data 11.292, Local accuracy on local train data 11.500
Round  23, Devices participated 10, Average loss 2.300, Central accuracy on global test data 11.669, Local accuracy on global train data 11.824, Local accuracy on local train data 11.607
Round  24, Devices participated 10, Average loss 2.301, Central accuracy on global test data 11.679, Local accuracy on global train data 11.777, Local accuracy on local train data 11.107
Round  25, Devices participated 10, Average loss 2.300, Central accuracy on global test data 11.869, Local accuracy on global train data 11.577, Local accuracy on local train data 11.460
Round  26, Devices participated 10, Average loss 2.300, Central accuracy on global test data 11.909, Local accuracy on global train data 11.951, Local accuracy on local train data 11.733
Round  27, Devices participated 10, Average loss 2.300, Central accuracy on global test data 11.969, Local accuracy on global train data 11.467, Local accuracy on local train data 11.413
Round  28, Devices participated 10, Average loss 2.299, Central accuracy on global test data 12.009, Local accuracy on global train data 11.846, Local accuracy on local train data 12.633
Round  29, Devices participated 10, Average loss 2.299, Central accuracy on global test data 12.230, Local accuracy on global train data 11.941, Local accuracy on local train data 11.253
Round  30, Devices participated 10, Average loss 2.299, Central accuracy on global test data 12.460, Local accuracy on global train data 12.117, Local accuracy on local train data 12.613
Round  31, Devices participated 10, Average loss 2.299, Central accuracy on global test data 12.750, Local accuracy on global train data 12.368, Local accuracy on local train data 12.753
Round  32, Devices participated 10, Average loss 2.299, Central accuracy on global test data 13.031, Local accuracy on global train data 12.947, Local accuracy on local train data 12.940
Round  33, Devices participated 10, Average loss 2.298, Central accuracy on global test data 13.291, Local accuracy on global train data 12.996, Local accuracy on local train data 12.987
Round  34, Devices participated 10, Average loss 2.298, Central accuracy on global test data 13.742, Local accuracy on global train data 13.359, Local accuracy on local train data 13.880
Round  35, Devices participated 10, Average loss 2.298, Central accuracy on global test data 14.513, Local accuracy on global train data 14.121, Local accuracy on local train data 13.820
Round  36, Devices participated 10, Average loss 2.297, Central accuracy on global test data 15.094, Local accuracy on global train data 15.217, Local accuracy on local train data 14.620
Round  37, Devices participated 10, Average loss 2.297, Central accuracy on global test data 16.226, Local accuracy on global train data 15.823, Local accuracy on local train data 15.140
Round  38, Devices participated 10, Average loss 2.297, Central accuracy on global test data 16.777, Local accuracy on global train data 16.245, Local accuracy on local train data 15.953
Round  39, Devices participated 10, Average loss 2.296, Central accuracy on global test data 17.308, Local accuracy on global train data 17.026, Local accuracy on local train data 16.927
Round  40, Devices participated 10, Average loss 2.296, Central accuracy on global test data 17.899, Local accuracy on global train data 17.461, Local accuracy on local train data 17.440
Round  41, Devices participated 10, Average loss 2.294, Central accuracy on global test data 18.379, Local accuracy on global train data 17.905, Local accuracy on local train data 19.500
Round  42, Devices participated 10, Average loss 2.294, Central accuracy on global test data 18.860, Local accuracy on global train data 18.916, Local accuracy on local train data 18.547
Round  43, Devices participated 10, Average loss 2.293, Central accuracy on global test data 19.121, Local accuracy on global train data 19.241, Local accuracy on local train data 19.327
Round  44, Devices participated 10, Average loss 2.293, Central accuracy on global test data 19.661, Local accuracy on global train data 19.519, Local accuracy on local train data 18.967
Round  45, Devices participated 10, Average loss 2.292, Central accuracy on global test data 20.242, Local accuracy on global train data 19.741, Local accuracy on local train data 20.507
Round  46, Devices participated 10, Average loss 2.291, Central accuracy on global test data 20.413, Local accuracy on global train data 20.100, Local accuracy on local train data 20.220
Round  47, Devices participated 10, Average loss 2.290, Central accuracy on global test data 20.513, Local accuracy on global train data 19.653, Local accuracy on local train data 20.073
Round  48, Devices participated 10, Average loss 2.290, Central accuracy on global test data 20.703, Local accuracy on global train data 20.425, Local accuracy on local train data 20.247
Round  49, Devices participated 10, Average loss 2.288, Central accuracy on global test data 20.493, Local accuracy on global train data 20.518, Local accuracy on local train data 20.507
Round  50, Devices participated 10, Average loss 2.288, Central accuracy on global test data 20.042, Local accuracy on global train data 19.871, Local accuracy on local train data 20.153
Round  51, Devices participated 10, Average loss 2.285, Central accuracy on global test data 19.722, Local accuracy on global train data 19.600, Local accuracy on local train data 20.947
Round  52, Devices participated 10, Average loss 2.283, Central accuracy on global test data 19.972, Local accuracy on global train data 20.005, Local accuracy on local train data 20.080
Round  53, Devices participated 10, Average loss 2.280, Central accuracy on global test data 19.681, Local accuracy on global train data 20.093, Local accuracy on local train data 20.580
Round  54, Devices participated 10, Average loss 2.280, Central accuracy on global test data 19.421, Local accuracy on global train data 19.463, Local accuracy on local train data 19.053
Round  55, Devices participated 10, Average loss 2.278, Central accuracy on global test data 19.221, Local accuracy on global train data 19.250, Local accuracy on local train data 18.527
Round  56, Devices participated 10, Average loss 2.273, Central accuracy on global test data 19.030, Local accuracy on global train data 19.121, Local accuracy on local train data 19.887
Round  57, Devices participated 10, Average loss 2.273, Central accuracy on global test data 19.030, Local accuracy on global train data 19.199, Local accuracy on local train data 19.480
Round  58, Devices participated 10, Average loss 2.267, Central accuracy on global test data 18.730, Local accuracy on global train data 18.721, Local accuracy on local train data 19.740
Round  59, Devices participated 10, Average loss 2.263, Central accuracy on global test data 18.630, Local accuracy on global train data 18.511, Local accuracy on local train data 18.827
Round  60, Devices participated 10, Average loss 2.258, Central accuracy on global test data 18.309, Local accuracy on global train data 17.988, Local accuracy on local train data 18.413
Round  61, Devices participated 10, Average loss 2.253, Central accuracy on global test data 18.139, Local accuracy on global train data 18.301, Local accuracy on local train data 19.507
Round  62, Devices participated 10, Average loss 2.250, Central accuracy on global test data 18.480, Local accuracy on global train data 18.232, Local accuracy on local train data 17.960
Round  63, Devices participated 10, Average loss 2.242, Central accuracy on global test data 18.299, Local accuracy on global train data 17.849, Local accuracy on local train data 18.367
Round  64, Devices participated 10, Average loss 2.237, Central accuracy on global test data 18.359, Local accuracy on global train data 18.135, Local accuracy on local train data 18.153
Round  65, Devices participated 10, Average loss 2.230, Central accuracy on global test data 18.620, Local accuracy on global train data 18.110, Local accuracy on local train data 18.873
Round  66, Devices participated 10, Average loss 2.229, Central accuracy on global test data 18.700, Local accuracy on global train data 18.425, Local accuracy on local train data 18.967
Round  67, Devices participated 10, Average loss 2.219, Central accuracy on global test data 18.570, Local accuracy on global train data 17.695, Local accuracy on local train data 19.040
Round  68, Devices participated 10, Average loss 2.217, Central accuracy on global test data 19.121, Local accuracy on global train data 18.477, Local accuracy on local train data 19.093
Round  69, Devices participated 10, Average loss 2.213, Central accuracy on global test data 19.291, Local accuracy on global train data 19.001, Local accuracy on local train data 19.733
Round  70, Devices participated 10, Average loss 2.207, Central accuracy on global test data 19.551, Local accuracy on global train data 19.587, Local accuracy on local train data 19.460
Round  71, Devices participated 10, Average loss 2.201, Central accuracy on global test data 19.912, Local accuracy on global train data 19.597, Local accuracy on local train data 20.140
Round  72, Devices participated 10, Average loss 2.196, Central accuracy on global test data 20.092, Local accuracy on global train data 19.688, Local accuracy on local train data 20.527
Round  73, Devices participated 10, Average loss 2.190, Central accuracy on global test data 20.373, Local accuracy on global train data 20.256, Local accuracy on local train data 19.707
Round  74, Devices participated 10, Average loss 2.192, Central accuracy on global test data 21.024, Local accuracy on global train data 20.454, Local accuracy on local train data 21.033
Round  75, Devices participated 10, Average loss 2.184, Central accuracy on global test data 21.224, Local accuracy on global train data 20.576, Local accuracy on local train data 21.153
Round  76, Devices participated 10, Average loss 2.177, Central accuracy on global test data 22.115, Local accuracy on global train data 21.396, Local accuracy on local train data 21.187
Round  77, Devices participated 10, Average loss 2.170, Central accuracy on global test data 22.546, Local accuracy on global train data 21.880, Local accuracy on local train data 21.580
Round  78, Devices participated 10, Average loss 2.154, Central accuracy on global test data 22.806, Local accuracy on global train data 21.875, Local accuracy on local train data 22.893
Round  79, Devices participated 10, Average loss 2.158, Central accuracy on global test data 23.187, Local accuracy on global train data 22.573, Local accuracy on local train data 22.593
Round  80, Devices participated 10, Average loss 2.153, Central accuracy on global test data 23.718, Local accuracy on global train data 22.424, Local accuracy on local train data 22.707
Round  81, Devices participated 10, Average loss 2.142, Central accuracy on global test data 24.089, Local accuracy on global train data 23.171, Local accuracy on local train data 22.847
