['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '3', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '0.5', '--opt_mode', '0', '--vr_mode', '0', '--screendump_file', 'log/perf500_fedlisa_cifariid_lenet5_bs50ep3_opt0vr0.log']
2020-07-31 05:08:01.974753

Round   0, Devices participated 10, Average loss 2.301, Central accuracy on global test data 12.390, Local accuracy on global train data 10.740, Local accuracy on local train data 10.733
Round   1, Devices participated 10, Average loss 2.297, Central accuracy on global test data 15.044, Local accuracy on global train data 12.839, Local accuracy on local train data 12.900
Round   2, Devices participated 10, Average loss 2.265, Central accuracy on global test data 12.790, Local accuracy on global train data 16.089, Local accuracy on local train data 16.160
Round   3, Devices participated 10, Average loss 2.166, Central accuracy on global test data 24.760, Local accuracy on global train data 21.545, Local accuracy on local train data 20.227
Round   4, Devices participated 10, Average loss 2.064, Central accuracy on global test data 27.113, Local accuracy on global train data 24.395, Local accuracy on local train data 24.973
Round   5, Devices participated 10, Average loss 1.996, Central accuracy on global test data 28.285, Local accuracy on global train data 26.050, Local accuracy on local train data 26.880
Round   6, Devices participated 10, Average loss 1.960, Central accuracy on global test data 30.339, Local accuracy on global train data 27.532, Local accuracy on local train data 27.693
Round   7, Devices participated 10, Average loss 1.911, Central accuracy on global test data 31.270, Local accuracy on global train data 28.086, Local accuracy on local train data 29.827
Round   8, Devices participated 10, Average loss 1.830, Central accuracy on global test data 36.028, Local accuracy on global train data 31.748, Local accuracy on local train data 33.407
Round   9, Devices participated 10, Average loss 1.780, Central accuracy on global test data 38.522, Local accuracy on global train data 33.906, Local accuracy on local train data 34.707
Round  10, Devices participated 10, Average loss 1.675, Central accuracy on global test data 40.405, Local accuracy on global train data 36.140, Local accuracy on local train data 38.833
Round  11, Devices participated 10, Average loss 1.651, Central accuracy on global test data 41.036, Local accuracy on global train data 36.672, Local accuracy on local train data 40.127
Round  12, Devices participated 10, Average loss 1.600, Central accuracy on global test data 43.159, Local accuracy on global train data 38.792, Local accuracy on local train data 41.707
Round  13, Devices participated 10, Average loss 1.545, Central accuracy on global test data 44.020, Local accuracy on global train data 37.615, Local accuracy on local train data 44.047
Round  14, Devices participated 10, Average loss 1.514, Central accuracy on global test data 44.812, Local accuracy on global train data 41.206, Local accuracy on local train data 45.660
Round  15, Devices participated 10, Average loss 1.491, Central accuracy on global test data 45.803, Local accuracy on global train data 41.626, Local accuracy on local train data 46.273
Round  16, Devices participated 10, Average loss 1.449, Central accuracy on global test data 46.254, Local accuracy on global train data 41.587, Local accuracy on local train data 47.747
Round  17, Devices participated 10, Average loss 1.414, Central accuracy on global test data 47.486, Local accuracy on global train data 42.197, Local accuracy on local train data 49.260
Round  18, Devices participated 10, Average loss 1.387, Central accuracy on global test data 47.917, Local accuracy on global train data 44.055, Local accuracy on local train data 49.713
Round  19, Devices participated 10, Average loss 1.352, Central accuracy on global test data 48.227, Local accuracy on global train data 43.088, Local accuracy on local train data 51.553
Round  20, Devices participated 10, Average loss 1.330, Central accuracy on global test data 48.608, Local accuracy on global train data 44.102, Local accuracy on local train data 52.333
Round  21, Devices participated 10, Average loss 1.309, Central accuracy on global test data 49.700, Local accuracy on global train data 44.158, Local accuracy on local train data 53.487
Round  22, Devices participated 10, Average loss 1.266, Central accuracy on global test data 49.209, Local accuracy on global train data 45.728, Local accuracy on local train data 54.793
Round  23, Devices participated 10, Average loss 1.210, Central accuracy on global test data 49.960, Local accuracy on global train data 45.710, Local accuracy on local train data 56.807
Round  24, Devices participated 10, Average loss 1.190, Central accuracy on global test data 49.880, Local accuracy on global train data 45.520, Local accuracy on local train data 57.813
Round  25, Devices participated 10, Average loss 1.172, Central accuracy on global test data 51.112, Local accuracy on global train data 45.403, Local accuracy on local train data 58.207
Round  26, Devices participated 10, Average loss 1.109, Central accuracy on global test data 51.252, Local accuracy on global train data 47.717, Local accuracy on local train data 60.447
Round  27, Devices participated 10, Average loss 1.094, Central accuracy on global test data 51.713, Local accuracy on global train data 47.898, Local accuracy on local train data 61.240
Round  28, Devices participated 10, Average loss 1.137, Central accuracy on global test data 51.873, Local accuracy on global train data 47.546, Local accuracy on local train data 60.053
Round  29, Devices participated 10, Average loss 1.049, Central accuracy on global test data 51.773, Local accuracy on global train data 48.721, Local accuracy on local train data 63.420
Round  30, Devices participated 10, Average loss 1.035, Central accuracy on global test data 52.274, Local accuracy on global train data 49.153, Local accuracy on local train data 63.567
Round  31, Devices participated 10, Average loss 1.034, Central accuracy on global test data 52.434, Local accuracy on global train data 48.950, Local accuracy on local train data 64.507
