['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '3', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '0.5', '--opt_mode', '1', '--vr_mode', '0', '--screendump_file', 'log/perf500_fedlisa_cifariid_lenet5_bs50ep3_opt1vr0.log']
2020-07-31 05:08:02.830392

Round   0, Devices participated 10, Average loss 2.301, Central accuracy on global test data 12.069, Local accuracy on global train data 10.740, Local accuracy on local train data 10.733
Round   1, Devices participated 10, Average loss 2.297, Central accuracy on global test data 13.882, Local accuracy on global train data 12.832, Local accuracy on local train data 12.647
Round   2, Devices participated 10, Average loss 2.288, Central accuracy on global test data 16.036, Local accuracy on global train data 14.165, Local accuracy on local train data 15.760
Round   3, Devices participated 10, Average loss 2.235, Central accuracy on global test data 21.745, Local accuracy on global train data 18.948, Local accuracy on local train data 17.367
Round   4, Devices participated 10, Average loss 2.137, Central accuracy on global test data 25.451, Local accuracy on global train data 22.866, Local accuracy on local train data 22.920
Round   5, Devices participated 10, Average loss 2.058, Central accuracy on global test data 27.163, Local accuracy on global train data 24.382, Local accuracy on local train data 24.680
Round   6, Devices participated 10, Average loss 2.027, Central accuracy on global test data 28.846, Local accuracy on global train data 25.337, Local accuracy on local train data 25.127
Round   7, Devices participated 10, Average loss 1.983, Central accuracy on global test data 31.330, Local accuracy on global train data 25.520, Local accuracy on local train data 26.953
Round   8, Devices participated 10, Average loss 1.957, Central accuracy on global test data 32.372, Local accuracy on global train data 27.776, Local accuracy on local train data 28.613
Round   9, Devices participated 10, Average loss 1.910, Central accuracy on global test data 33.884, Local accuracy on global train data 30.176, Local accuracy on local train data 29.933
Round  10, Devices participated 10, Average loss 1.866, Central accuracy on global test data 34.936, Local accuracy on global train data 30.195, Local accuracy on local train data 32.273
Round  11, Devices participated 10, Average loss 1.841, Central accuracy on global test data 37.009, Local accuracy on global train data 31.892, Local accuracy on local train data 33.127
Round  12, Devices participated 10, Average loss 1.801, Central accuracy on global test data 38.011, Local accuracy on global train data 33.372, Local accuracy on local train data 34.933
Round  13, Devices participated 10, Average loss 1.762, Central accuracy on global test data 38.682, Local accuracy on global train data 32.078, Local accuracy on local train data 35.940
Round  14, Devices participated 10, Average loss 1.723, Central accuracy on global test data 40.204, Local accuracy on global train data 35.352, Local accuracy on local train data 37.893
Round  15, Devices participated 10, Average loss 1.709, Central accuracy on global test data 40.966, Local accuracy on global train data 36.328, Local accuracy on local train data 38.547
Round  16, Devices participated 10, Average loss 1.675, Central accuracy on global test data 41.386, Local accuracy on global train data 36.108, Local accuracy on local train data 39.473
Round  17, Devices participated 10, Average loss 1.636, Central accuracy on global test data 42.438, Local accuracy on global train data 35.293, Local accuracy on local train data 40.920
Round  18, Devices participated 10, Average loss 1.615, Central accuracy on global test data 43.309, Local accuracy on global train data 38.235, Local accuracy on local train data 41.467
Round  19, Devices participated 10, Average loss 1.568, Central accuracy on global test data 44.141, Local accuracy on global train data 39.128, Local accuracy on local train data 43.287
Round  20, Devices participated 10, Average loss 1.577, Central accuracy on global test data 44.621, Local accuracy on global train data 40.337, Local accuracy on local train data 42.913
Round  21, Devices participated 10, Average loss 1.560, Central accuracy on global test data 45.282, Local accuracy on global train data 39.802, Local accuracy on local train data 43.387
Round  22, Devices participated 10, Average loss 1.509, Central accuracy on global test data 45.653, Local accuracy on global train data 39.714, Local accuracy on local train data 45.553
Round  23, Devices participated 10, Average loss 1.478, Central accuracy on global test data 45.773, Local accuracy on global train data 39.060, Local accuracy on local train data 46.667
Round  24, Devices participated 10, Average loss 1.463, Central accuracy on global test data 46.775, Local accuracy on global train data 40.903, Local accuracy on local train data 47.020
Round  25, Devices participated 10, Average loss 1.455, Central accuracy on global test data 47.877, Local accuracy on global train data 41.084, Local accuracy on local train data 47.633
Round  26, Devices participated 10, Average loss 1.410, Central accuracy on global test data 47.476, Local accuracy on global train data 43.298, Local accuracy on local train data 49.253
Round  27, Devices participated 10, Average loss 1.414, Central accuracy on global test data 48.247, Local accuracy on global train data 42.483, Local accuracy on local train data 49.153
Round  28, Devices participated 10, Average loss 1.403, Central accuracy on global test data 48.938, Local accuracy on global train data 43.008, Local accuracy on local train data 49.067
Round  29, Devices participated 10, Average loss 1.396, Central accuracy on global test data 48.448, Local accuracy on global train data 42.756, Local accuracy on local train data 49.693
Round  30, Devices participated 10, Average loss 1.365, Central accuracy on global test data 49.119, Local accuracy on global train data 42.388, Local accuracy on local train data 51.367
Round  31, Devices participated 10, Average loss 1.347, Central accuracy on global test data 49.629, Local accuracy on global train data 43.538, Local accuracy on local train data 51.307
