['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '3', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '0.5', '--opt_mode', '2', '--vr_mode', '1', '--vr_scale', '0.5', '--screendump_file', 'log/perf500_fedlisa_cifariid_lenet5_bs50ep3_opt2vr1_vrs05.log']
2020-08-01 01:13:04.064268

Round   0, Devices participated 10, Average loss 2.302, Central accuracy on global test data 9.435, Local accuracy on global train data 10.342, Local accuracy on local train data 10.420
Round   1, Devices participated 10, Average loss 2.302, Central accuracy on global test data 11.068, Local accuracy on global train data 10.212, Local accuracy on local train data 10.400
Round   2, Devices participated 10, Average loss 2.301, Central accuracy on global test data 11.308, Local accuracy on global train data 10.264, Local accuracy on local train data 10.233
Round   3, Devices participated 10, Average loss 2.300, Central accuracy on global test data 11.949, Local accuracy on global train data 10.742, Local accuracy on local train data 11.627
Round   4, Devices participated 10, Average loss 2.298, Central accuracy on global test data 13.131, Local accuracy on global train data 12.944, Local accuracy on local train data 12.487
Round   5, Devices participated 10, Average loss 2.297, Central accuracy on global test data 14.483, Local accuracy on global train data 13.381, Local accuracy on local train data 14.133
Round   6, Devices participated 10, Average loss 2.295, Central accuracy on global test data 15.986, Local accuracy on global train data 16.179, Local accuracy on local train data 16.393
Round   7, Devices participated 10, Average loss 2.290, Central accuracy on global test data 16.026, Local accuracy on global train data 15.740, Local accuracy on local train data 16.853
Round   8, Devices participated 10, Average loss 2.282, Central accuracy on global test data 17.208, Local accuracy on global train data 15.981, Local accuracy on local train data 17.253
Round   9, Devices participated 10, Average loss 2.263, Central accuracy on global test data 17.218, Local accuracy on global train data 14.827, Local accuracy on local train data 16.807
Round  10, Devices participated 10, Average loss 2.233, Central accuracy on global test data 17.097, Local accuracy on global train data 18.049, Local accuracy on local train data 17.720
Round  11, Devices participated 10, Average loss 2.204, Central accuracy on global test data 17.788, Local accuracy on global train data 19.800, Local accuracy on local train data 18.987
Round  12, Devices participated 10, Average loss 2.170, Central accuracy on global test data 20.012, Local accuracy on global train data 22.051, Local accuracy on local train data 21.100
Round  13, Devices participated 10, Average loss 2.124, Central accuracy on global test data 21.645, Local accuracy on global train data 22.300, Local accuracy on local train data 22.553
Round  14, Devices participated 10, Average loss 2.073, Central accuracy on global test data 25.741, Local accuracy on global train data 24.719, Local accuracy on local train data 25.233
Round  15, Devices participated 10, Average loss 2.059, Central accuracy on global test data 26.292, Local accuracy on global train data 24.866, Local accuracy on local train data 24.493
Round  16, Devices participated 10, Average loss 2.039, Central accuracy on global test data 27.244, Local accuracy on global train data 25.503, Local accuracy on local train data 25.507
Round  17, Devices participated 10, Average loss 2.008, Central accuracy on global test data 27.664, Local accuracy on global train data 26.179, Local accuracy on local train data 26.640
Round  18, Devices participated 10, Average loss 1.988, Central accuracy on global test data 28.405, Local accuracy on global train data 26.733, Local accuracy on local train data 27.087
Round  19, Devices participated 10, Average loss 1.963, Central accuracy on global test data 29.117, Local accuracy on global train data 27.197, Local accuracy on local train data 28.107
Round  20, Devices participated 10, Average loss 1.962, Central accuracy on global test data 29.978, Local accuracy on global train data 28.660, Local accuracy on local train data 27.707
Round  21, Devices participated 10, Average loss 1.959, Central accuracy on global test data 30.769, Local accuracy on global train data 28.860, Local accuracy on local train data 28.207
Round  22, Devices participated 10, Average loss 1.927, Central accuracy on global test data 31.190, Local accuracy on global train data 28.838, Local accuracy on local train data 29.613
Round  23, Devices participated 10, Average loss 1.896, Central accuracy on global test data 31.821, Local accuracy on global train data 30.137, Local accuracy on local train data 31.133
Round  24, Devices participated 10, Average loss 1.881, Central accuracy on global test data 32.712, Local accuracy on global train data 30.771, Local accuracy on local train data 31.393
Round  25, Devices participated 10, Average loss 1.874, Central accuracy on global test data 33.373, Local accuracy on global train data 30.706, Local accuracy on local train data 31.640
Round  26, Devices participated 10, Average loss 1.846, Central accuracy on global test data 34.285, Local accuracy on global train data 32.263, Local accuracy on local train data 33.007
Round  27, Devices participated 10, Average loss 1.836, Central accuracy on global test data 34.806, Local accuracy on global train data 32.458, Local accuracy on local train data 33.280
Round  28, Devices participated 10, Average loss 1.817, Central accuracy on global test data 36.028, Local accuracy on global train data 32.749, Local accuracy on local train data 33.640
Round  29, Devices participated 10, Average loss 1.799, Central accuracy on global test data 36.829, Local accuracy on global train data 33.943, Local accuracy on local train data 34.507
Round  30, Devices participated 10, Average loss 1.781, Central accuracy on global test data 37.059, Local accuracy on global train data 34.312, Local accuracy on local train data 35.180
Round  31, Devices participated 10, Average loss 1.745, Central accuracy on global test data 37.821, Local accuracy on global train data 35.208, Local accuracy on local train data 36.867
Round  32, Devices participated 10, Average loss 1.748, Central accuracy on global test data 38.401, Local accuracy on global train data 35.801, Local accuracy on local train data 35.773
Round  33, Devices participated 10, Average loss 1.708, Central accuracy on global test data 39.133, Local accuracy on global train data 36.318, Local accuracy on local train data 38.353
Round  34, Devices participated 10, Average loss 1.700, Central accuracy on global test data 39.894, Local accuracy on global train data 37.166, Local accuracy on local train data 38.320
Round  35, Devices participated 10, Average loss 1.666, Central accuracy on global test data 40.224, Local accuracy on global train data 38.359, Local accuracy on local train data 38.887
Round  36, Devices participated 10, Average loss 1.669, Central accuracy on global test data 40.795, Local accuracy on global train data 37.939, Local accuracy on local train data 39.453
Round  37, Devices participated 10, Average loss 1.655, Central accuracy on global test data 41.456, Local accuracy on global train data 39.146, Local accuracy on local train data 39.853
Round  38, Devices participated 10, Average loss 1.659, Central accuracy on global test data 41.937, Local accuracy on global train data 39.509, Local accuracy on local train data 39.313
Round  39, Devices participated 10, Average loss 1.621, Central accuracy on global test data 42.167, Local accuracy on global train data 39.941, Local accuracy on local train data 41.033
Round  40, Devices participated 10, Average loss 1.628, Central accuracy on global test data 42.478, Local accuracy on global train data 38.940, Local accuracy on local train data 40.500
Round  41, Devices participated 10, Average loss 1.597, Central accuracy on global test data 43.019, Local accuracy on global train data 40.112, Local accuracy on local train data 42.627
Round  42, Devices participated 10, Average loss 1.603, Central accuracy on global test data 43.429, Local accuracy on global train data 40.659, Local accuracy on local train data 41.200
Round  43, Devices participated 10, Average loss 1.576, Central accuracy on global test data 43.910, Local accuracy on global train data 40.664, Local accuracy on local train data 42.453
Round  44, Devices participated 10, Average loss 1.560, Central accuracy on global test data 44.351, Local accuracy on global train data 41.550, Local accuracy on local train data 43.540
Round  45, Devices participated 10, Average loss 1.550, Central accuracy on global test data 44.762, Local accuracy on global train data 41.758, Local accuracy on local train data 43.213
Round  46, Devices participated 10, Average loss 1.535, Central accuracy on global test data 45.212, Local accuracy on global train data 41.360, Local accuracy on local train data 43.760
Round  47, Devices participated 10, Average loss 1.514, Central accuracy on global test data 45.633, Local accuracy on global train data 42.546, Local accuracy on local train data 44.600
Round  48, Devices participated 10, Average loss 1.516, Central accuracy on global test data 46.024, Local accuracy on global train data 42.327, Local accuracy on local train data 45.107
Round  49, Devices participated 10, Average loss 1.524, Central accuracy on global test data 46.344, Local accuracy on global train data 42.959, Local accuracy on local train data 43.980
Round  50, Devices participated 10, Average loss 1.498, Central accuracy on global test data 46.494, Local accuracy on global train data 43.723, Local accuracy on local train data 45.787
Round  51, Devices participated 10, Average loss 1.478, Central accuracy on global test data 46.685, Local accuracy on global train data 43.542, Local accuracy on local train data 47.160
Round  52, Devices participated 10, Average loss 1.464, Central accuracy on global test data 47.065, Local accuracy on global train data 44.121, Local accuracy on local train data 46.873
Round  53, Devices participated 10, Average loss 1.464, Central accuracy on global test data 47.546, Local accuracy on global train data 44.856, Local accuracy on local train data 47.367
Round  54, Devices participated 10, Average loss 1.460, Central accuracy on global test data 47.897, Local accuracy on global train data 44.934, Local accuracy on local train data 47.020
Round  55, Devices participated 10, Average loss 1.431, Central accuracy on global test data 48.087, Local accuracy on global train data 44.812, Local accuracy on local train data 47.853
Round  56, Devices participated 10, Average loss 1.432, Central accuracy on global test data 48.237, Local accuracy on global train data 45.366, Local accuracy on local train data 48.240
Round  57, Devices participated 10, Average loss 1.403, Central accuracy on global test data 48.448, Local accuracy on global train data 45.825, Local accuracy on local train data 48.980
Round  58, Devices participated 10, Average loss 1.417, Central accuracy on global test data 48.878, Local accuracy on global train data 45.786, Local accuracy on local train data 48.893
Round  59, Devices participated 10, Average loss 1.383, Central accuracy on global test data 49.509, Local accuracy on global train data 46.870, Local accuracy on local train data 49.660
