['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '3', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '0.5', '--opt_mode', '0', '--vr_mode', '1', '--screendump_file', 'log/perf500_fedlisa_cifariid_lenet5_bs50ep3_opt0vr1.log']
2020-07-31 05:08:02.337800

Round   0, Devices participated 10, Average loss 2.301, Central accuracy on global test data 12.390, Local accuracy on global train data 10.740, Local accuracy on local train data 10.733
Round   1, Devices participated 10, Average loss 2.297, Central accuracy on global test data 15.044, Local accuracy on global train data 12.839, Local accuracy on local train data 12.900
Round   2, Devices participated 10, Average loss 2.266, Central accuracy on global test data 12.570, Local accuracy on global train data 16.172, Local accuracy on local train data 16.107
Round   3, Devices participated 10, Average loss 2.167, Central accuracy on global test data 24.690, Local accuracy on global train data 21.575, Local accuracy on local train data 19.967
Round   4, Devices participated 10, Average loss 2.070, Central accuracy on global test data 27.234, Local accuracy on global train data 24.412, Local accuracy on local train data 24.820
Round   5, Devices participated 10, Average loss 2.012, Central accuracy on global test data 28.606, Local accuracy on global train data 25.750, Local accuracy on local train data 26.213
Round   6, Devices participated 10, Average loss 1.987, Central accuracy on global test data 29.708, Local accuracy on global train data 26.987, Local accuracy on local train data 26.640
Round   7, Devices participated 10, Average loss 1.935, Central accuracy on global test data 32.662, Local accuracy on global train data 27.434, Local accuracy on local train data 28.813
Round   8, Devices participated 10, Average loss 1.892, Central accuracy on global test data 34.625, Local accuracy on global train data 30.496, Local accuracy on local train data 30.673
Round   9, Devices participated 10, Average loss 1.849, Central accuracy on global test data 36.569, Local accuracy on global train data 32.451, Local accuracy on local train data 32.033
Round  10, Devices participated 10, Average loss 1.774, Central accuracy on global test data 38.081, Local accuracy on global train data 32.769, Local accuracy on local train data 35.593
Round  11, Devices participated 10, Average loss 1.732, Central accuracy on global test data 39.804, Local accuracy on global train data 35.200, Local accuracy on local train data 37.067
Round  12, Devices participated 10, Average loss 1.696, Central accuracy on global test data 41.647, Local accuracy on global train data 36.887, Local accuracy on local train data 38.253
Round  13, Devices participated 10, Average loss 1.654, Central accuracy on global test data 42.418, Local accuracy on global train data 37.073, Local accuracy on local train data 39.920
Round  14, Devices participated 10, Average loss 1.610, Central accuracy on global test data 43.359, Local accuracy on global train data 39.021, Local accuracy on local train data 41.867
Round  15, Devices participated 10, Average loss 1.590, Central accuracy on global test data 44.712, Local accuracy on global train data 40.793, Local accuracy on local train data 42.873
Round  16, Devices participated 10, Average loss 1.565, Central accuracy on global test data 44.862, Local accuracy on global train data 40.447, Local accuracy on local train data 43.480
Round  17, Devices participated 10, Average loss 1.516, Central accuracy on global test data 46.795, Local accuracy on global train data 40.413, Local accuracy on local train data 45.407
Round  18, Devices participated 10, Average loss 1.497, Central accuracy on global test data 47.686, Local accuracy on global train data 43.279, Local accuracy on local train data 45.873
Round  19, Devices participated 10, Average loss 1.472, Central accuracy on global test data 47.867, Local accuracy on global train data 44.021, Local accuracy on local train data 46.973
Round  20, Devices participated 10, Average loss 1.478, Central accuracy on global test data 48.167, Local accuracy on global train data 44.724, Local accuracy on local train data 46.560
Round  21, Devices participated 10, Average loss 1.428, Central accuracy on global test data 49.790, Local accuracy on global train data 43.955, Local accuracy on local train data 48.780
Round  22, Devices participated 10, Average loss 1.441, Central accuracy on global test data 49.720, Local accuracy on global train data 46.152, Local accuracy on local train data 48.620
Round  23, Devices participated 10, Average loss 1.382, Central accuracy on global test data 49.890, Local accuracy on global train data 46.182, Local accuracy on local train data 50.293
Round  24, Devices participated 10, Average loss 1.358, Central accuracy on global test data 50.070, Local accuracy on global train data 46.567, Local accuracy on local train data 51.247
Round  25, Devices participated 10, Average loss 1.359, Central accuracy on global test data 51.212, Local accuracy on global train data 46.526, Local accuracy on local train data 51.353
Round  26, Devices participated 10, Average loss 1.317, Central accuracy on global test data 52.284, Local accuracy on global train data 48.113, Local accuracy on local train data 52.900
Round  27, Devices participated 10, Average loss 1.286, Central accuracy on global test data 52.334, Local accuracy on global train data 48.501, Local accuracy on local train data 54.040
Round  28, Devices participated 10, Average loss 1.303, Central accuracy on global test data 52.494, Local accuracy on global train data 49.360, Local accuracy on local train data 53.760
Round  29, Devices participated 10, Average loss 1.273, Central accuracy on global test data 53.476, Local accuracy on global train data 49.270, Local accuracy on local train data 55.207
Round  30, Devices participated 10, Average loss 1.256, Central accuracy on global test data 54.177, Local accuracy on global train data 50.498, Local accuracy on local train data 55.467
Round  31, Devices participated 10, Average loss 1.202, Central accuracy on global test data 54.117, Local accuracy on global train data 50.762, Local accuracy on local train data 57.507
Round  32, Devices participated 10, Average loss 1.246, Central accuracy on global test data 53.486, Local accuracy on global train data 51.611, Local accuracy on local train data 56.073
Round  33, Devices participated 10, Average loss 1.207, Central accuracy on global test data 54.357, Local accuracy on global train data 51.504, Local accuracy on local train data 57.300
Round  34, Devices participated 10, Average loss 1.208, Central accuracy on global test data 54.788, Local accuracy on global train data 52.744, Local accuracy on local train data 57.927
Round  35, Devices participated 10, Average loss 1.190, Central accuracy on global test data 54.547, Local accuracy on global train data 52.134, Local accuracy on local train data 57.927
Round  36, Devices participated 10, Average loss 1.192, Central accuracy on global test data 55.449, Local accuracy on global train data 53.696, Local accuracy on local train data 58.320
Round  37, Devices participated 10, Average loss 1.184, Central accuracy on global test data 55.449, Local accuracy on global train data 53.757, Local accuracy on local train data 58.733
Round  38, Devices participated 10, Average loss 1.167, Central accuracy on global test data 54.908, Local accuracy on global train data 53.801, Local accuracy on local train data 59.067
Round  39, Devices participated 10, Average loss 1.185, Central accuracy on global test data 55.649, Local accuracy on global train data 54.688, Local accuracy on local train data 58.860
Round  40, Devices participated 10, Average loss 1.135, Central accuracy on global test data 55.970, Local accuracy on global train data 55.415, Local accuracy on local train data 60.307
Round  41, Devices participated 10, Average loss 1.145, Central accuracy on global test data 56.390, Local accuracy on global train data 54.541, Local accuracy on local train data 60.533
Round  42, Devices participated 10, Average loss 1.132, Central accuracy on global test data 56.971, Local accuracy on global train data 55.576, Local accuracy on local train data 60.660
Round  43, Devices participated 10, Average loss 1.098, Central accuracy on global test data 57.001, Local accuracy on global train data 56.670, Local accuracy on local train data 62.747
