Round   0, Devices participated 10, Average loss 0.375, Central accuracy on global test data 29.297, Ensemble accuracy on global test data 34.854, Local accuracy on global train data 19.368, Local accuracy on local train data 92.433
Round 664, Devices participated 10, Average loss 0.009, Central accuracy on global test data 97.015, Ensemble accuracy on global test data 94.482, Local accuracy on global train data 90.200, Local accuracy on local train data 99.783
Round 665, Devices participated 10, Average loss 0.014, Central accuracy on global test data 97.135, Ensemble accuracy on global test data 94.717, Local accuracy on global train data 87.920, Local accuracy on local train data 99.583
Round 666, Devices participated 10, Average loss 0.011, Central accuracy on global test data 96.965, Ensemble accuracy on global test data 93.203, Local accuracy on global train data 89.587, Local accuracy on local train data 99.783
Round 667, Devices participated 10, Average loss 0.008, Central accuracy on global test data 96.925, Ensemble accuracy on global test data 94.697, Local accuracy on global train data 91.404, Local accuracy on local train data 99.783
Round 668, Devices participated 10, Average loss 0.011, Central accuracy on global test data 96.975, Ensemble accuracy on global test data 94.297, Local accuracy on global train data 85.901, Local accuracy on local train data 99.700
Round 669, Devices participated 10, Average loss 0.020, Central accuracy on global test data 96.975, Ensemble accuracy on global test data 94.023, Local accuracy on global train data 87.664, Local accuracy on local train data 99.433
Round 670, Devices participated 10, Average loss 0.011, Central accuracy on global test data 96.705, Ensemble accuracy on global test data 94.688, Local accuracy on global train data 90.088, Local accuracy on local train data 99.650
Round 671, Devices participated 10, Average loss 0.010, Central accuracy on global test data 96.775, Ensemble accuracy on global test data 94.092, Local accuracy on global train data 88.928, Local accuracy on local train data 99.800
Round 672, Devices participated 10, Average loss 0.008, Central accuracy on global test data 96.895, Ensemble accuracy on global test data 94.619, Local accuracy on global train data 90.374, Local accuracy on local train data 99.783
Round 673, Devices participated 10, Average loss 0.021, Central accuracy on global test data 96.775, Ensemble accuracy on global test data 94.150, Local accuracy on global train data 88.115, Local accuracy on local train data 99.317
Round 674, Devices participated 10, Average loss 0.010, Central accuracy on global test data 96.745, Ensemble accuracy on global test data 94.023, Local accuracy on global train data 87.932, Local accuracy on local train data 99.700
Round 675, Devices participated 10, Average loss 0.013, Central accuracy on global test data 96.775, Ensemble accuracy on global test data 94.727, Local accuracy on global train data 90.928, Local accuracy on local train data 99.717
Round 676, Devices participated 10, Average loss 0.008, Central accuracy on global test data 96.384, Ensemble accuracy on global test data 94.463, Local accuracy on global train data 87.722, Local accuracy on local train data 99.867
Round 677, Devices participated 10, Average loss 0.007, Central accuracy on global test data 96.955, Ensemble accuracy on global test data 94.746, Local accuracy on global train data 90.117, Local accuracy on local train data 99.867
Round 678, Devices participated 10, Average loss 0.027, Central accuracy on global test data 97.045, Ensemble accuracy on global test data 94.414, Local accuracy on global train data 90.950, Local accuracy on local train data 99.417
Round 679, Devices participated 10, Average loss 0.015, Central accuracy on global test data 97.115, Ensemble accuracy on global test data 94.746, Local accuracy on global train data 89.639, Local accuracy on local train data 99.617
Round 680, Devices participated 10, Average loss 0.011, Central accuracy on global test data 96.975, Ensemble accuracy on global test data 94.824, Local accuracy on global train data 89.617, Local accuracy on local train data 99.683
Round 681, Devices participated 10, Average loss 0.019, Central accuracy on global test data 96.965, Ensemble accuracy on global test data 94.375, Local accuracy on global train data 85.269, Local accuracy on local train data 99.400
Round 682, Devices participated 10, Average loss 0.006, Central accuracy on global test data 96.885, Ensemble accuracy on global test data 94.707, Local accuracy on global train data 91.606, Local accuracy on local train data 99.900
Round 683, Devices participated 10, Average loss 0.024, Central accuracy on global test data 96.975, Ensemble accuracy on global test data 94.658, Local accuracy on global train data 88.167, Local accuracy on local train data 99.367
Round 684, Devices participated 10, Average loss 0.017, Central accuracy on global test data 97.025, Ensemble accuracy on global test data 94.658, Local accuracy on global train data 87.620, Local accuracy on local train data 99.367
Round 685, Devices participated 10, Average loss 0.010, Central accuracy on global test data 96.835, Ensemble accuracy on global test data 94.600, Local accuracy on global train data 90.166, Local accuracy on local train data 99.683
Round 686, Devices participated 10, Average loss 0.009, Central accuracy on global test data 97.135, Ensemble accuracy on global test data 94.756, Local accuracy on global train data 88.401, Local accuracy on local train data 99.700
Round 687, Devices participated 10, Average loss 0.021, Central accuracy on global test data 97.065, Ensemble accuracy on global test data 94.414, Local accuracy on global train data 90.034, Local accuracy on local train data 99.533
Round 688, Devices participated 10, Average loss 0.007, Central accuracy on global test data 97.005, Ensemble accuracy on global test data 94.766, Local accuracy on global train data 93.181, Local accuracy on local train data 99.817
Round 689, Devices participated 10, Average loss 0.006, Central accuracy on global test data 97.065, Ensemble accuracy on global test data 94.688, Local accuracy on global train data 92.847, Local accuracy on local train data 99.867
Round 690, Devices participated 10, Average loss 0.018, Central accuracy on global test data 97.105, Ensemble accuracy on global test data 93.750, Local accuracy on global train data 90.327, Local accuracy on local train data 99.450
Round 691, Devices participated 10, Average loss 0.007, Central accuracy on global test data 97.055, Ensemble accuracy on global test data 94.648, Local accuracy on global train data 89.961, Local accuracy on local train data 99.850
Round 692, Devices participated 10, Average loss 0.007, Central accuracy on global test data 97.015, Ensemble accuracy on global test data 94.873, Local accuracy on global train data 88.396, Local accuracy on local train data 99.833
Round 693, Devices participated 10, Average loss 0.006, Central accuracy on global test data 96.915, Ensemble accuracy on global test data 94.766, Local accuracy on global train data 90.852, Local accuracy on local train data 99.850
Round 694, Devices participated 10, Average loss 0.028, Central accuracy on global test data 96.795, Ensemble accuracy on global test data 93.516, Local accuracy on global train data 81.648, Local accuracy on local train data 99.400
Round 695, Devices participated 10, Average loss 0.010, Central accuracy on global test data 97.175, Ensemble accuracy on global test data 93.477, Local accuracy on global train data 86.221, Local accuracy on local train data 99.683
Round 696, Devices participated 10, Average loss 0.012, Central accuracy on global test data 97.105, Ensemble accuracy on global test data 94.443, Local accuracy on global train data 88.970, Local accuracy on local train data 99.650
Round 697, Devices participated 10, Average loss 0.015, Central accuracy on global test data 97.025, Ensemble accuracy on global test data 93.789, Local accuracy on global train data 86.548, Local accuracy on local train data 99.567
Round 698, Devices participated 10, Average loss 0.008, Central accuracy on global test data 97.115, Ensemble accuracy on global test data 94.385, Local accuracy on global train data 88.303, Local accuracy on local train data 99.833
Round 699, Devices participated 10, Average loss 0.018, Central accuracy on global test data 97.015, Ensemble accuracy on global test data 93.652, Local accuracy on global train data 85.571, Local accuracy on local train data 99.533
Round 700, Devices participated 10, Average loss 0.006, Central accuracy on global test data 97.065, Ensemble accuracy on global test data 94.326, Local accuracy on global train data 89.709, Local accuracy on local train data 99.900
Round 701, Devices participated 10, Average loss 0.006, Central accuracy on global test data 97.135, Ensemble accuracy on global test data 94.658, Local accuracy on global train data 91.643, Local accuracy on local train data 99.867
Round 702, Devices participated 10, Average loss 0.007, Central accuracy on global test data 97.085, Ensemble accuracy on global test data 93.672, Local accuracy on global train data 89.863, Local accuracy on local train data 99.800
Round 703, Devices participated 10, Average loss 0.007, Central accuracy on global test data 96.975, Ensemble accuracy on global test data 94.521, Local accuracy on global train data 90.339, Local accuracy on local train data 99.783
Round 704, Devices participated 10, Average loss 0.032, Central accuracy on global test data 97.105, Ensemble accuracy on global test data 93.955, Local accuracy on global train data 85.137, Local accuracy on local train data 99.183
Round 705, Devices participated 10, Average loss 0.008, Central accuracy on global test data 96.895, Ensemble accuracy on global test data 93.857, Local accuracy on global train data 91.589, Local accuracy on local train data 99.833
Round 706, Devices participated 10, Average loss 0.012, Central accuracy on global test data 97.206, Ensemble accuracy on global test data 94.219, Local accuracy on global train data 89.294, Local accuracy on local train data 99.717
Round 707, Devices participated 10, Average loss 0.006, Central accuracy on global test data 97.065, Ensemble accuracy on global test data 94.531, Local accuracy on global train data 91.279, Local accuracy on local train data 99.867
Round 708, Devices participated 10, Average loss 0.008, Central accuracy on global test data 97.025, Ensemble accuracy on global test data 94.814, Local accuracy on global train data 88.687, Local accuracy on local train data 99.817
Round 709, Devices participated 10, Average loss 0.013, Central accuracy on global test data 96.965, Ensemble accuracy on global test data 94.805, Local accuracy on global train data 91.040, Local accuracy on local train data 99.683
Round 710, Devices participated 10, Average loss 0.008, Central accuracy on global test data 97.175, Ensemble accuracy on global test data 94.834, Local accuracy on global train data 88.604, Local accuracy on local train data 99.750
Round 711, Devices participated 10, Average loss 0.025, Central accuracy on global test data 97.196, Ensemble accuracy on global test data 94.863, Local accuracy on global train data 87.524, Local accuracy on local train data 99.350
Round 712, Devices participated 10, Average loss 0.007, Central accuracy on global test data 97.216, Ensemble accuracy on global test data 95.098, Local accuracy on global train data 87.605, Local accuracy on local train data 99.767
Round 713, Devices participated 10, Average loss 0.023, Central accuracy on global test data 97.236, Ensemble accuracy on global test data 94.258, Local accuracy on global train data 88.479, Local accuracy on local train data 99.350
Round 714, Devices participated 10, Average loss 0.014, Central accuracy on global test data 96.955, Ensemble accuracy on global test data 94.512, Local accuracy on global train data 88.459, Local accuracy on local train data 99.600
Round 715, Devices participated 10, Average loss 0.054, Central accuracy on global test data 96.745, Ensemble accuracy on global test data 94.395, Local accuracy on global train data 87.524, Local accuracy on local train data 98.517
Round 716, Devices participated 10, Average loss 0.013, Central accuracy on global test data 97.015, Ensemble accuracy on global test data 94.492, Local accuracy on global train data 88.787, Local accuracy on local train data 99.667
Round 717, Devices participated 10, Average loss 0.008, Central accuracy on global test data 97.145, Ensemble accuracy on global test data 94.932, Local accuracy on global train data 90.764, Local accuracy on local train data 99.750
Round 718, Devices participated 10, Average loss 0.005, Central accuracy on global test data 97.135, Ensemble accuracy on global test data 94.688, Local accuracy on global train data 90.969, Local accuracy on local train data 99.900
Round 719, Devices participated 10, Average loss 0.023, Central accuracy on global test data 97.095, Ensemble accuracy on global test data 94.678, Local accuracy on global train data 88.296, Local accuracy on local train data 99.500
Round 720, Devices participated 10, Average loss 0.012, Central accuracy on global test data 97.185, Ensemble accuracy on global test data 94.551, Local accuracy on global train data 90.654, Local accuracy on local train data 99.650
Round 721, Devices participated 10, Average loss 0.013, Central accuracy on global test data 97.095, Ensemble accuracy on global test data 94.678, Local accuracy on global train data 91.145, Local accuracy on local train data 99.700
Round 722, Devices participated 10, Average loss 0.008, Central accuracy on global test data 97.246, Ensemble accuracy on global test data 94.756, Local accuracy on global train data 91.228, Local accuracy on local train data 99.767
Round 723, Devices participated 10, Average loss 0.066, Central accuracy on global test data 97.256, Ensemble accuracy on global test data 94.688, Local accuracy on global train data 87.493, Local accuracy on local train data 98.883
Round 724, Devices participated 10, Average loss 0.010, Central accuracy on global test data 97.376, Ensemble accuracy on global test data 94.697, Local accuracy on global train data 90.625, Local accuracy on local train data 99.817
Round 725, Devices participated 10, Average loss 0.012, Central accuracy on global test data 97.326, Ensemble accuracy on global test data 94.980, Local accuracy on global train data 89.792, Local accuracy on local train data 99.767
Round 726, Devices participated 10, Average loss 0.009, Central accuracy on global test data 97.276, Ensemble accuracy on global test data 94.746, Local accuracy on global train data 90.537, Local accuracy on local train data 99.833
Round 727, Devices participated 10, Average loss 0.009, Central accuracy on global test data 97.196, Ensemble accuracy on global test data 94.229, Local accuracy on global train data 87.061, Local accuracy on local train data 99.700
Round 728, Devices participated 10, Average loss 0.022, Central accuracy on global test data 97.196, Ensemble accuracy on global test data 94.678, Local accuracy on global train data 90.208, Local accuracy on local train data 99.550
Round 729, Devices participated 10, Average loss 0.022, Central accuracy on global test data 97.185, Ensemble accuracy on global test data 94.736, Local accuracy on global train data 87.883, Local accuracy on local train data 99.300
Round 730, Devices participated 10, Average loss 0.022, Central accuracy on global test data 97.256, Ensemble accuracy on global test data 93.633, Local accuracy on global train data 87.012, Local accuracy on local train data 99.367
Round 731, Devices participated 10, Average loss 0.006, Central accuracy on global test data 97.175, Ensemble accuracy on global test data 94.883, Local accuracy on global train data 92.166, Local accuracy on local train data 99.867
Round 732, Devices participated 10, Average loss 0.006, Central accuracy on global test data 97.206, Ensemble accuracy on global test data 94.404, Local accuracy on global train data 89.946, Local accuracy on local train data 99.850
Round 733, Devices participated 10, Average loss 0.008, Central accuracy on global test data 96.985, Ensemble accuracy on global test data 94.502, Local accuracy on global train data 92.007, Local accuracy on local train data 99.817
Round 734, Devices participated 10, Average loss 0.019, Central accuracy on global test data 96.865, Ensemble accuracy on global test data 94.648, Local accuracy on global train data 91.257, Local accuracy on local train data 99.567
Round 735, Devices participated 10, Average loss 0.016, Central accuracy on global test data 96.795, Ensemble accuracy on global test data 94.629, Local accuracy on global train data 87.595, Local accuracy on local train data 99.467
Round 736, Devices participated 10, Average loss 0.019, Central accuracy on global test data 97.045, Ensemble accuracy on global test data 94.678, Local accuracy on global train data 89.641, Local accuracy on local train data 99.467
Round 737, Devices participated 10, Average loss 0.022, Central accuracy on global test data 96.885, Ensemble accuracy on global test data 94.150, Local accuracy on global train data 85.742, Local accuracy on local train data 99.583
Round 738, Devices participated 10, Average loss 0.035, Central accuracy on global test data 96.995, Ensemble accuracy on global test data 94.932, Local accuracy on global train data 90.608, Local accuracy on local train data 99.217
Round 739, Devices participated 10, Average loss 0.038, Central accuracy on global test data 97.155, Ensemble accuracy on global test data 94.775, Local accuracy on global train data 87.632, Local accuracy on local train data 99.033
Round 740, Devices participated 10, Average loss 0.030, Central accuracy on global test data 97.125, Ensemble accuracy on global test data 94.404, Local accuracy on global train data 85.474, Local accuracy on local train data 99.167
Round 741, Devices participated 10, Average loss 0.021, Central accuracy on global test data 97.185, Ensemble accuracy on global test data 94.482, Local accuracy on global train data 90.732, Local accuracy on local train data 99.417
Round 742, Devices participated 10, Average loss 0.039, Central accuracy on global test data 96.995, Ensemble accuracy on global test data 94.736, Local accuracy on global train data 88.357, Local accuracy on local train data 98.867
Round 743, Devices participated 10, Average loss 0.034, Central accuracy on global test data 97.135, Ensemble accuracy on global test data 94.766, Local accuracy on global train data 87.974, Local accuracy on local train data 99.283
Round 744, Devices participated 10, Average loss 0.011, Central accuracy on global test data 97.125, Ensemble accuracy on global test data 94.873, Local accuracy on global train data 91.677, Local accuracy on local train data 99.750
Round 745, Devices participated 10, Average loss 0.054, Central accuracy on global test data 97.196, Ensemble accuracy on global test data 94.248, Local accuracy on global train data 84.233, Local accuracy on local train data 99.050
Round 746, Devices participated 10, Average loss 0.026, Central accuracy on global test data 97.035, Ensemble accuracy on global test data 94.287, Local accuracy on global train data 87.151, Local accuracy on local train data 99.367
Round 747, Devices participated 10, Average loss 0.006, Central accuracy on global test data 97.246, Ensemble accuracy on global test data 94.570, Local accuracy on global train data 92.339, Local accuracy on local train data 99.867
Round 748, Devices participated 10, Average loss 0.019, Central accuracy on global test data 97.196, Ensemble accuracy on global test data 94.932, Local accuracy on global train data 91.045, Local accuracy on local train data 99.583
Round 749, Devices participated 10, Average loss 0.015, Central accuracy on global test data 97.286, Ensemble accuracy on global test data 94.395, Local accuracy on global train data 91.506, Local accuracy on local train data 99.600
Round 750, Devices participated 10, Average loss 0.007, Central accuracy on global test data 97.226, Ensemble accuracy on global test data 94.150, Local accuracy on global train data 91.006, Local accuracy on local train data 99.783
Round 751, Devices participated 10, Average loss 0.007, Central accuracy on global test data 97.065, Ensemble accuracy on global test data 94.561, Local accuracy on global train data 91.558, Local accuracy on local train data 99.867
Round 752, Devices participated 10, Average loss 0.006, Central accuracy on global test data 97.236, Ensemble accuracy on global test data 94.570, Local accuracy on global train data 90.376, Local accuracy on local train data 99.850
Round 753, Devices participated 10, Average loss 0.009, Central accuracy on global test data 97.216, Ensemble accuracy on global test data 94.766, Local accuracy on global train data 92.756, Local accuracy on local train data 99.767
Round 754, Devices participated 10, Average loss 0.021, Central accuracy on global test data 97.256, Ensemble accuracy on global test data 94.795, Local accuracy on global train data 88.623, Local accuracy on local train data 99.417
Round 755, Devices participated 10, Average loss 0.006, Central accuracy on global test data 96.995, Ensemble accuracy on global test data 94.434, Local accuracy on global train data 92.227, Local accuracy on local train data 99.883
Round 756, Devices participated 10, Average loss 0.023, Central accuracy on global test data 97.175, Ensemble accuracy on global test data 93.896, Local accuracy on global train data 87.000, Local accuracy on local train data 99.450
Round 757, Devices participated 10, Average loss 0.007, Central accuracy on global test data 96.915, Ensemble accuracy on global test data 94.971, Local accuracy on global train data 91.208, Local accuracy on local train data 99.850
Round 758, Devices participated 10, Average loss 0.018, Central accuracy on global test data 96.945, Ensemble accuracy on global test data 94.600, Local accuracy on global train data 88.638, Local accuracy on local train data 99.567
Round 759, Devices participated 10, Average loss 0.038, Central accuracy on global test data 96.915, Ensemble accuracy on global test data 94.414, Local accuracy on global train data 90.369, Local accuracy on local train data 99.017
Round 760, Devices participated 10, Average loss 0.010, Central accuracy on global test data 96.685, Ensemble accuracy on global test data 94.727, Local accuracy on global train data 92.129, Local accuracy on local train data 99.767
Round 761, Devices participated 10, Average loss 0.015, Central accuracy on global test data 96.615, Ensemble accuracy on global test data 94.873, Local accuracy on global train data 90.239, Local accuracy on local train data 99.533
Round 762, Devices participated 10, Average loss 0.005, Central accuracy on global test data 96.384, Ensemble accuracy on global test data 94.785, Local accuracy on global train data 93.398, Local accuracy on local train data 99.883
Round 763, Devices participated 10, Average loss 0.008, Central accuracy on global test data 96.645, Ensemble accuracy on global test data 94.580, Local accuracy on global train data 90.466, Local accuracy on local train data 99.750
Round 764, Devices participated 10, Average loss 0.036, Central accuracy on global test data 96.835, Ensemble accuracy on global test data 94.531, Local accuracy on global train data 90.461, Local accuracy on local train data 99.300
Round 765, Devices participated 10, Average loss 0.011, Central accuracy on global test data 96.765, Ensemble accuracy on global test data 94.170, Local accuracy on global train data 90.037, Local accuracy on local train data 99.633
Round 766, Devices participated 10, Average loss 0.022, Central accuracy on global test data 96.454, Ensemble accuracy on global test data 94.404, Local accuracy on global train data 91.221, Local accuracy on local train data 99.583
Round 767, Devices participated 10, Average loss 0.021, Central accuracy on global test data 96.334, Ensemble accuracy on global test data 93.760, Local accuracy on global train data 90.005, Local accuracy on local train data 99.417
Round 768, Devices participated 10, Average loss 0.006, Central accuracy on global test data 96.334, Ensemble accuracy on global test data 94.717, Local accuracy on global train data 91.763, Local accuracy on local train data 99.867
Round 769, Devices participated 10, Average loss 0.011, Central accuracy on global test data 96.625, Ensemble accuracy on global test data 94.570, Local accuracy on global train data 91.907, Local accuracy on local train data 99.700
Round 770, Devices participated 10, Average loss 0.015, Central accuracy on global test data 96.655, Ensemble accuracy on global test data 94.385, Local accuracy on global train data 93.730, Local accuracy on local train data 99.717
Round 771, Devices participated 10, Average loss 0.007, Central accuracy on global test data 96.464, Ensemble accuracy on global test data 94.375, Local accuracy on global train data 91.443, Local accuracy on local train data 99.767
Round 772, Devices participated 10, Average loss 0.016, Central accuracy on global test data 96.645, Ensemble accuracy on global test data 94.961, Local accuracy on global train data 91.230, Local accuracy on local train data 99.567
Round 773, Devices participated 10, Average loss 0.009, Central accuracy on global test data 96.534, Ensemble accuracy on global test data 93.740, Local accuracy on global train data 89.873, Local accuracy on local train data 99.700
Round 774, Devices participated 10, Average loss 0.009, Central accuracy on global test data 96.675, Ensemble accuracy on global test data 94.570, Local accuracy on global train data 87.751, Local accuracy on local train data 99.800
Round 775, Devices participated 10, Average loss 0.009, Central accuracy on global test data 97.155, Ensemble accuracy on global test data 94.170, Local accuracy on global train data 88.906, Local accuracy on local train data 99.700
Round 776, Devices participated 10, Average loss 0.008, Central accuracy on global test data 97.236, Ensemble accuracy on global test data 94.736, Local accuracy on global train data 90.308, Local accuracy on local train data 99.783
Round 777, Devices participated 10, Average loss 0.018, Central accuracy on global test data 97.246, Ensemble accuracy on global test data 94.414, Local accuracy on global train data 90.703, Local accuracy on local train data 99.617
Round 778, Devices participated 10, Average loss 0.017, Central accuracy on global test data 97.296, Ensemble accuracy on global test data 94.824, Local accuracy on global train data 89.460, Local accuracy on local train data 99.567
Round 779, Devices participated 10, Average loss 0.015, Central accuracy on global test data 97.396, Ensemble accuracy on global test data 94.941, Local accuracy on global train data 90.530, Local accuracy on local train data 99.667
Round 780, Devices participated 10, Average loss 0.010, Central accuracy on global test data 97.175, Ensemble accuracy on global test data 94.766, Local accuracy on global train data 87.773, Local accuracy on local train data 99.700
Round 781, Devices participated 10, Average loss 0.008, Central accuracy on global test data 97.406, Ensemble accuracy on global test data 94.648, Local accuracy on global train data 91.621, Local accuracy on local train data 99.767
Round 782, Devices participated 10, Average loss 0.006, Central accuracy on global test data 97.356, Ensemble accuracy on global test data 95.010, Local accuracy on global train data 92.747, Local accuracy on local train data 99.883
Round 783, Devices participated 10, Average loss 0.005, Central accuracy on global test data 97.296, Ensemble accuracy on global test data 94.697, Local accuracy on global train data 93.220, Local accuracy on local train data 99.917
Round 784, Devices participated 10, Average loss 0.009, Central accuracy on global test data 97.145, Ensemble accuracy on global test data 94.590, Local accuracy on global train data 93.381, Local accuracy on local train data 99.900
Round 785, Devices participated 10, Average loss 0.010, Central accuracy on global test data 97.226, Ensemble accuracy on global test data 94.521, Local accuracy on global train data 91.274, Local accuracy on local train data 99.700
Round 786, Devices participated 10, Average loss 0.006, Central accuracy on global test data 96.945, Ensemble accuracy on global test data 94.551, Local accuracy on global train data 93.687, Local accuracy on local train data 99.900
Round 787, Devices participated 10, Average loss 0.005, Central accuracy on global test data 96.895, Ensemble accuracy on global test data 94.141, Local accuracy on global train data 92.305, Local accuracy on local train data 99.900
Round 788, Devices participated 10, Average loss 0.005, Central accuracy on global test data 96.685, Ensemble accuracy on global test data 94.492, Local accuracy on global train data 90.332, Local accuracy on local train data 99.900
Round 789, Devices participated 10, Average loss 0.006, Central accuracy on global test data 96.494, Ensemble accuracy on global test data 94.844, Local accuracy on global train data 90.437, Local accuracy on local train data 99.883
Round 790, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.514, Ensemble accuracy on global test data 94.746, Local accuracy on global train data 92.524, Local accuracy on local train data 99.933
Round 791, Devices participated 10, Average loss 0.027, Central accuracy on global test data 96.454, Ensemble accuracy on global test data 94.707, Local accuracy on global train data 88.706, Local accuracy on local train data 99.250
Round 792, Devices participated 10, Average loss 0.010, Central accuracy on global test data 96.655, Ensemble accuracy on global test data 94.648, Local accuracy on global train data 93.687, Local accuracy on local train data 99.750
Round 793, Devices participated 10, Average loss 0.038, Central accuracy on global test data 96.925, Ensemble accuracy on global test data 94.287, Local accuracy on global train data 89.829, Local accuracy on local train data 98.983
Round 794, Devices participated 10, Average loss 0.010, Central accuracy on global test data 96.775, Ensemble accuracy on global test data 94.521, Local accuracy on global train data 92.056, Local accuracy on local train data 99.750
Round 795, Devices participated 10, Average loss 0.010, Central accuracy on global test data 97.015, Ensemble accuracy on global test data 94.551, Local accuracy on global train data 91.562, Local accuracy on local train data 99.683
Round 796, Devices participated 10, Average loss 0.037, Central accuracy on global test data 96.845, Ensemble accuracy on global test data 94.414, Local accuracy on global train data 90.842, Local accuracy on local train data 99.367
Round 797, Devices participated 10, Average loss 0.019, Central accuracy on global test data 96.895, Ensemble accuracy on global test data 94.756, Local accuracy on global train data 91.069, Local accuracy on local train data 99.600
Round 798, Devices participated 10, Average loss 0.026, Central accuracy on global test data 96.945, Ensemble accuracy on global test data 94.385, Local accuracy on global train data 85.623, Local accuracy on local train data 99.483
Round 799, Devices participated 10, Average loss 0.007, Central accuracy on global test data 96.965, Ensemble accuracy on global test data 94.785, Local accuracy on global train data 89.512, Local accuracy on local train data 99.767
Round 800, Devices participated 10, Average loss 0.017, Central accuracy on global test data 97.025, Ensemble accuracy on global test data 94.932, Local accuracy on global train data 90.276, Local accuracy on local train data 99.583
Round 801, Devices participated 10, Average loss 0.010, Central accuracy on global test data 96.995, Ensemble accuracy on global test data 94.326, Local accuracy on global train data 92.751, Local accuracy on local train data 99.767
Round 802, Devices participated 10, Average loss 0.015, Central accuracy on global test data 96.975, Ensemble accuracy on global test data 94.707, Local accuracy on global train data 90.229, Local accuracy on local train data 99.583
Round 803, Devices participated 10, Average loss 0.020, Central accuracy on global test data 96.444, Ensemble accuracy on global test data 93.926, Local accuracy on global train data 88.110, Local accuracy on local train data 99.567
Round 804, Devices participated 10, Average loss 0.014, Central accuracy on global test data 96.925, Ensemble accuracy on global test data 93.994, Local accuracy on global train data 87.156, Local accuracy on local train data 99.517
Round 805, Devices participated 10, Average loss 0.005, Central accuracy on global test data 97.125, Ensemble accuracy on global test data 94.688, Local accuracy on global train data 91.455, Local accuracy on local train data 99.833
Round 806, Devices participated 10, Average loss 0.034, Central accuracy on global test data 96.885, Ensemble accuracy on global test data 94.902, Local accuracy on global train data 90.684, Local accuracy on local train data 99.250
Round 807, Devices participated 10, Average loss 0.006, Central accuracy on global test data 96.885, Ensemble accuracy on global test data 94.912, Local accuracy on global train data 92.791, Local accuracy on local train data 99.867
Round 808, Devices participated 10, Average loss 0.028, Central accuracy on global test data 97.015, Ensemble accuracy on global test data 94.180, Local accuracy on global train data 85.491, Local accuracy on local train data 99.383
Round 809, Devices participated 10, Average loss 0.005, Central accuracy on global test data 97.085, Ensemble accuracy on global test data 94.648, Local accuracy on global train data 91.829, Local accuracy on local train data 99.867
Round 810, Devices participated 10, Average loss 0.032, Central accuracy on global test data 97.175, Ensemble accuracy on global test data 94.473, Local accuracy on global train data 90.527, Local accuracy on local train data 99.233
Round 811, Devices participated 10, Average loss 0.032, Central accuracy on global test data 97.196, Ensemble accuracy on global test data 94.766, Local accuracy on global train data 88.101, Local accuracy on local train data 99.250
Round 812, Devices participated 10, Average loss 0.015, Central accuracy on global test data 97.145, Ensemble accuracy on global test data 94.844, Local accuracy on global train data 90.232, Local accuracy on local train data 99.650
Round 813, Devices participated 10, Average loss 0.011, Central accuracy on global test data 97.236, Ensemble accuracy on global test data 94.775, Local accuracy on global train data 91.094, Local accuracy on local train data 99.683
Round 814, Devices participated 10, Average loss 0.005, Central accuracy on global test data 97.145, Ensemble accuracy on global test data 94.570, Local accuracy on global train data 92.407, Local accuracy on local train data 99.883
Round 815, Devices participated 10, Average loss 0.007, Central accuracy on global test data 97.165, Ensemble accuracy on global test data 94.551, Local accuracy on global train data 90.867, Local accuracy on local train data 99.917
Round 816, Devices participated 10, Average loss 0.021, Central accuracy on global test data 96.905, Ensemble accuracy on global test data 93.975, Local accuracy on global train data 87.244, Local accuracy on local train data 99.517
Round 817, Devices participated 10, Average loss 0.012, Central accuracy on global test data 96.755, Ensemble accuracy on global test data 94.863, Local accuracy on global train data 90.503, Local accuracy on local train data 99.667
Round 818, Devices participated 10, Average loss 0.038, Central accuracy on global test data 97.115, Ensemble accuracy on global test data 94.541, Local accuracy on global train data 87.861, Local accuracy on local train data 99.067
Round 819, Devices participated 10, Average loss 0.010, Central accuracy on global test data 97.165, Ensemble accuracy on global test data 94.785, Local accuracy on global train data 89.434, Local accuracy on local train data 99.717
Round 820, Devices participated 10, Average loss 0.028, Central accuracy on global test data 97.055, Ensemble accuracy on global test data 94.775, Local accuracy on global train data 87.935, Local accuracy on local train data 99.600
Round 821, Devices participated 10, Average loss 0.012, Central accuracy on global test data 97.135, Ensemble accuracy on global test data 94.785, Local accuracy on global train data 90.771, Local accuracy on local train data 99.683
Round 822, Devices participated 10, Average loss 0.006, Central accuracy on global test data 97.256, Ensemble accuracy on global test data 94.531, Local accuracy on global train data 90.381, Local accuracy on local train data 99.817
Round 823, Devices participated 10, Average loss 0.032, Central accuracy on global test data 97.276, Ensemble accuracy on global test data 94.414, Local accuracy on global train data 91.436, Local accuracy on local train data 99.417
Round 824, Devices participated 10, Average loss 0.011, Central accuracy on global test data 97.206, Ensemble accuracy on global test data 94.014, Local accuracy on global train data 92.673, Local accuracy on local train data 99.683
Round 825, Devices participated 10, Average loss 0.005, Central accuracy on global test data 97.336, Ensemble accuracy on global test data 94.609, Local accuracy on global train data 92.104, Local accuracy on local train data 99.933
Round 826, Devices participated 10, Average loss 0.019, Central accuracy on global test data 97.085, Ensemble accuracy on global test data 94.736, Local accuracy on global train data 93.572, Local accuracy on local train data 99.633
