Round   0, Devices participated 10, Average loss 0.109, Central accuracy on global test data 25.030, Ensemble accuracy on global test data 21.123, Local accuracy on global train data 11.909, Local accuracy on local train data 97.933
Round 723, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.000, Ensemble accuracy on global test data 89.346, Local accuracy on global train data 50.271, Local accuracy on local train data 99.883
Round 724, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.351, Ensemble accuracy on global test data 90.049, Local accuracy on global train data 60.308, Local accuracy on local train data 99.850
Round 725, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.141, Ensemble accuracy on global test data 85.957, Local accuracy on global train data 53.015, Local accuracy on local train data 99.867
Round 726, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.181, Ensemble accuracy on global test data 87.148, Local accuracy on global train data 55.483, Local accuracy on local train data 99.883
Round 727, Devices participated 10, Average loss 0.004, Central accuracy on global test data 93.339, Ensemble accuracy on global test data 90.664, Local accuracy on global train data 56.875, Local accuracy on local train data 99.900
Round 728, Devices participated 10, Average loss 0.005, Central accuracy on global test data 92.097, Ensemble accuracy on global test data 87.969, Local accuracy on global train data 46.294, Local accuracy on local train data 99.833
Round 729, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.309, Ensemble accuracy on global test data 88.418, Local accuracy on global train data 64.958, Local accuracy on local train data 99.967
Round 730, Devices participated 10, Average loss 0.003, Central accuracy on global test data 91.567, Ensemble accuracy on global test data 89.062, Local accuracy on global train data 62.305, Local accuracy on local train data 99.900
Round 731, Devices participated 10, Average loss 0.044, Central accuracy on global test data 90.615, Ensemble accuracy on global test data 89.814, Local accuracy on global train data 63.940, Local accuracy on local train data 99.350
Round 732, Devices participated 10, Average loss 0.009, Central accuracy on global test data 92.238, Ensemble accuracy on global test data 90.010, Local accuracy on global train data 58.682, Local accuracy on local train data 99.767
Round 733, Devices participated 10, Average loss 0.004, Central accuracy on global test data 93.419, Ensemble accuracy on global test data 87.227, Local accuracy on global train data 54.004, Local accuracy on local train data 99.850
Round 734, Devices participated 10, Average loss 0.004, Central accuracy on global test data 92.538, Ensemble accuracy on global test data 90.117, Local accuracy on global train data 55.330, Local accuracy on local train data 99.933
Round 735, Devices participated 10, Average loss 0.028, Central accuracy on global test data 93.139, Ensemble accuracy on global test data 88.447, Local accuracy on global train data 54.243, Local accuracy on local train data 99.483
Round 736, Devices participated 10, Average loss 0.005, Central accuracy on global test data 87.099, Ensemble accuracy on global test data 83.164, Local accuracy on global train data 51.697, Local accuracy on local train data 99.833
Round 737, Devices participated 10, Average loss 0.003, Central accuracy on global test data 90.996, Ensemble accuracy on global test data 85.615, Local accuracy on global train data 57.766, Local accuracy on local train data 99.933
Round 738, Devices participated 10, Average loss 0.005, Central accuracy on global test data 90.585, Ensemble accuracy on global test data 91.631, Local accuracy on global train data 53.440, Local accuracy on local train data 99.900
Round 739, Devices participated 10, Average loss 0.004, Central accuracy on global test data 91.366, Ensemble accuracy on global test data 90.898, Local accuracy on global train data 53.840, Local accuracy on local train data 99.883
Round 740, Devices participated 10, Average loss 0.006, Central accuracy on global test data 91.617, Ensemble accuracy on global test data 85.615, Local accuracy on global train data 37.554, Local accuracy on local train data 99.817
Round 741, Devices participated 10, Average loss 0.004, Central accuracy on global test data 92.839, Ensemble accuracy on global test data 90.713, Local accuracy on global train data 58.403, Local accuracy on local train data 99.867
Round 742, Devices participated 10, Average loss 0.005, Central accuracy on global test data 92.087, Ensemble accuracy on global test data 91.641, Local accuracy on global train data 61.152, Local accuracy on local train data 99.867
Round 743, Devices participated 10, Average loss 0.005, Central accuracy on global test data 93.019, Ensemble accuracy on global test data 82.793, Local accuracy on global train data 59.587, Local accuracy on local train data 99.817
Round 744, Devices participated 10, Average loss 0.003, Central accuracy on global test data 92.849, Ensemble accuracy on global test data 91.279, Local accuracy on global train data 65.022, Local accuracy on local train data 99.933
Round 745, Devices participated 10, Average loss 0.006, Central accuracy on global test data 92.568, Ensemble accuracy on global test data 85.889, Local accuracy on global train data 48.450, Local accuracy on local train data 99.817
Round 746, Devices participated 10, Average loss 0.005, Central accuracy on global test data 93.379, Ensemble accuracy on global test data 84.316, Local accuracy on global train data 53.457, Local accuracy on local train data 99.867
Round 747, Devices participated 10, Average loss 0.008, Central accuracy on global test data 91.316, Ensemble accuracy on global test data 81.270, Local accuracy on global train data 45.442, Local accuracy on local train data 99.767
Round 748, Devices participated 10, Average loss 0.005, Central accuracy on global test data 91.296, Ensemble accuracy on global test data 89.854, Local accuracy on global train data 48.896, Local accuracy on local train data 99.817
Round 749, Devices participated 10, Average loss 0.013, Central accuracy on global test data 94.201, Ensemble accuracy on global test data 83.369, Local accuracy on global train data 56.802, Local accuracy on local train data 99.633
Round 750, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.742, Ensemble accuracy on global test data 90.420, Local accuracy on global train data 56.108, Local accuracy on local train data 99.883
Round 751, Devices participated 10, Average loss 0.004, Central accuracy on global test data 93.029, Ensemble accuracy on global test data 88.955, Local accuracy on global train data 63.577, Local accuracy on local train data 99.917
Round 752, Devices participated 10, Average loss 0.004, Central accuracy on global test data 92.268, Ensemble accuracy on global test data 89.746, Local accuracy on global train data 61.033, Local accuracy on local train data 99.900
Round 753, Devices participated 10, Average loss 0.009, Central accuracy on global test data 90.885, Ensemble accuracy on global test data 88.027, Local accuracy on global train data 53.110, Local accuracy on local train data 99.783
Round 754, Devices participated 10, Average loss 0.005, Central accuracy on global test data 89.744, Ensemble accuracy on global test data 90.996, Local accuracy on global train data 56.746, Local accuracy on local train data 99.867
Round 755, Devices participated 10, Average loss 0.004, Central accuracy on global test data 91.797, Ensemble accuracy on global test data 86.738, Local accuracy on global train data 65.300, Local accuracy on local train data 99.850
Round 756, Devices participated 10, Average loss 0.004, Central accuracy on global test data 93.309, Ensemble accuracy on global test data 88.193, Local accuracy on global train data 58.367, Local accuracy on local train data 99.883
Round 757, Devices participated 10, Average loss 0.013, Central accuracy on global test data 93.089, Ensemble accuracy on global test data 88.828, Local accuracy on global train data 57.991, Local accuracy on local train data 99.750
Round 758, Devices participated 10, Average loss 0.009, Central accuracy on global test data 92.508, Ensemble accuracy on global test data 84.258, Local accuracy on global train data 39.446, Local accuracy on local train data 99.700
Round 759, Devices participated 10, Average loss 0.014, Central accuracy on global test data 91.607, Ensemble accuracy on global test data 87.881, Local accuracy on global train data 53.208, Local accuracy on local train data 99.650
Round 760, Devices participated 10, Average loss 0.003, Central accuracy on global test data 92.308, Ensemble accuracy on global test data 90.391, Local accuracy on global train data 61.086, Local accuracy on local train data 99.900
Round 761, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.221, Ensemble accuracy on global test data 86.553, Local accuracy on global train data 52.703, Local accuracy on local train data 99.883
Round 762, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.690, Ensemble accuracy on global test data 88.711, Local accuracy on global train data 65.044, Local accuracy on local train data 99.933
Round 763, Devices participated 10, Average loss 0.005, Central accuracy on global test data 93.009, Ensemble accuracy on global test data 89.316, Local accuracy on global train data 47.644, Local accuracy on local train data 99.850
Round 764, Devices participated 10, Average loss 0.004, Central accuracy on global test data 91.607, Ensemble accuracy on global test data 88.008, Local accuracy on global train data 59.431, Local accuracy on local train data 99.917
Round 765, Devices participated 10, Average loss 0.006, Central accuracy on global test data 93.580, Ensemble accuracy on global test data 90.596, Local accuracy on global train data 61.592, Local accuracy on local train data 99.833
Round 766, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.429, Ensemble accuracy on global test data 85.137, Local accuracy on global train data 61.169, Local accuracy on local train data 99.900
Round 767, Devices participated 10, Average loss 0.004, Central accuracy on global test data 90.976, Ensemble accuracy on global test data 90.332, Local accuracy on global train data 51.641, Local accuracy on local train data 99.883
Round 768, Devices participated 10, Average loss 0.004, Central accuracy on global test data 91.957, Ensemble accuracy on global test data 90.244, Local accuracy on global train data 59.824, Local accuracy on local train data 99.917
Round 769, Devices participated 10, Average loss 0.008, Central accuracy on global test data 92.738, Ensemble accuracy on global test data 87.451, Local accuracy on global train data 59.729, Local accuracy on local train data 99.667
Round 770, Devices participated 10, Average loss 0.004, Central accuracy on global test data 92.007, Ensemble accuracy on global test data 88.525, Local accuracy on global train data 51.091, Local accuracy on local train data 99.867
Round 771, Devices participated 10, Average loss 0.003, Central accuracy on global test data 92.889, Ensemble accuracy on global test data 82.051, Local accuracy on global train data 55.923, Local accuracy on local train data 99.917
Round 772, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.259, Ensemble accuracy on global test data 89.980, Local accuracy on global train data 60.771, Local accuracy on local train data 99.917
Round 773, Devices participated 10, Average loss 0.011, Central accuracy on global test data 94.401, Ensemble accuracy on global test data 72.900, Local accuracy on global train data 48.284, Local accuracy on local train data 99.700
Round 774, Devices participated 10, Average loss 0.005, Central accuracy on global test data 93.069, Ensemble accuracy on global test data 88.057, Local accuracy on global train data 50.579, Local accuracy on local train data 99.850
Round 775, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.800, Ensemble accuracy on global test data 89.951, Local accuracy on global train data 57.207, Local accuracy on local train data 99.917
Round 776, Devices participated 10, Average loss 0.006, Central accuracy on global test data 93.079, Ensemble accuracy on global test data 89.795, Local accuracy on global train data 50.325, Local accuracy on local train data 99.833
Round 777, Devices participated 10, Average loss 0.008, Central accuracy on global test data 94.091, Ensemble accuracy on global test data 88.779, Local accuracy on global train data 45.437, Local accuracy on local train data 99.800
Round 778, Devices participated 10, Average loss 0.015, Central accuracy on global test data 94.030, Ensemble accuracy on global test data 87.666, Local accuracy on global train data 57.834, Local accuracy on local train data 99.717
Round 779, Devices participated 10, Average loss 0.004, Central accuracy on global test data 93.359, Ensemble accuracy on global test data 89.756, Local accuracy on global train data 65.962, Local accuracy on local train data 99.883
Round 780, Devices participated 10, Average loss 0.004, Central accuracy on global test data 92.298, Ensemble accuracy on global test data 89.678, Local accuracy on global train data 58.708, Local accuracy on local train data 99.917
Round 781, Devices participated 10, Average loss 0.005, Central accuracy on global test data 92.228, Ensemble accuracy on global test data 70.039, Local accuracy on global train data 57.671, Local accuracy on local train data 99.817
Round 782, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.279, Ensemble accuracy on global test data 91.191, Local accuracy on global train data 64.998, Local accuracy on local train data 99.917
Round 783, Devices participated 10, Average loss 0.007, Central accuracy on global test data 93.440, Ensemble accuracy on global test data 92.295, Local accuracy on global train data 56.279, Local accuracy on local train data 99.800
Round 784, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.319, Ensemble accuracy on global test data 92.490, Local accuracy on global train data 65.376, Local accuracy on local train data 99.933
Round 785, Devices participated 10, Average loss 0.005, Central accuracy on global test data 92.568, Ensemble accuracy on global test data 89.893, Local accuracy on global train data 52.651, Local accuracy on local train data 99.800
Round 786, Devices participated 10, Average loss 0.003, Central accuracy on global test data 91.546, Ensemble accuracy on global test data 91.465, Local accuracy on global train data 61.646, Local accuracy on local train data 99.967
Round 787, Devices participated 10, Average loss 0.003, Central accuracy on global test data 91.977, Ensemble accuracy on global test data 91.328, Local accuracy on global train data 64.512, Local accuracy on local train data 99.900
Round 788, Devices participated 10, Average loss 0.005, Central accuracy on global test data 94.060, Ensemble accuracy on global test data 89.668, Local accuracy on global train data 54.304, Local accuracy on local train data 99.817
Round 789, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.221, Ensemble accuracy on global test data 90.342, Local accuracy on global train data 54.419, Local accuracy on local train data 99.900
Round 790, Devices participated 10, Average loss 0.006, Central accuracy on global test data 93.409, Ensemble accuracy on global test data 84.824, Local accuracy on global train data 44.504, Local accuracy on local train data 99.817
Round 791, Devices participated 10, Average loss 0.006, Central accuracy on global test data 94.411, Ensemble accuracy on global test data 78.525, Local accuracy on global train data 49.534, Local accuracy on local train data 99.783
Round 792, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.221, Ensemble accuracy on global test data 88.643, Local accuracy on global train data 58.262, Local accuracy on local train data 99.883
Round 793, Devices participated 10, Average loss 0.005, Central accuracy on global test data 91.837, Ensemble accuracy on global test data 85.068, Local accuracy on global train data 46.858, Local accuracy on local train data 99.817
Round 794, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.059, Ensemble accuracy on global test data 89.814, Local accuracy on global train data 62.170, Local accuracy on local train data 99.883
Round 795, Devices participated 10, Average loss 0.014, Central accuracy on global test data 90.294, Ensemble accuracy on global test data 90.996, Local accuracy on global train data 58.149, Local accuracy on local train data 99.683
Round 796, Devices participated 10, Average loss 0.005, Central accuracy on global test data 93.009, Ensemble accuracy on global test data 84.980, Local accuracy on global train data 46.360, Local accuracy on local train data 99.833
Round 797, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.129, Ensemble accuracy on global test data 90.625, Local accuracy on global train data 62.356, Local accuracy on local train data 99.900
Round 798, Devices participated 10, Average loss 0.003, Central accuracy on global test data 92.117, Ensemble accuracy on global test data 89.404, Local accuracy on global train data 54.492, Local accuracy on local train data 99.933
Round 799, Devices participated 10, Average loss 0.005, Central accuracy on global test data 92.037, Ensemble accuracy on global test data 87.100, Local accuracy on global train data 49.597, Local accuracy on local train data 99.817
Round 800, Devices participated 10, Average loss 0.004, Central accuracy on global test data 91.046, Ensemble accuracy on global test data 90.654, Local accuracy on global train data 65.652, Local accuracy on local train data 99.917
Round 801, Devices participated 10, Average loss 0.005, Central accuracy on global test data 90.946, Ensemble accuracy on global test data 89.102, Local accuracy on global train data 56.448, Local accuracy on local train data 99.867
Round 802, Devices participated 10, Average loss 0.013, Central accuracy on global test data 92.097, Ensemble accuracy on global test data 91.768, Local accuracy on global train data 55.676, Local accuracy on local train data 99.700
Round 803, Devices participated 10, Average loss 0.005, Central accuracy on global test data 93.319, Ensemble accuracy on global test data 87.402, Local accuracy on global train data 49.075, Local accuracy on local train data 99.800
Round 804, Devices participated 10, Average loss 0.005, Central accuracy on global test data 90.705, Ensemble accuracy on global test data 91.543, Local accuracy on global train data 54.006, Local accuracy on local train data 99.800
Round 805, Devices participated 10, Average loss 0.005, Central accuracy on global test data 93.239, Ensemble accuracy on global test data 90.908, Local accuracy on global train data 55.557, Local accuracy on local train data 99.850
Round 806, Devices participated 10, Average loss 0.004, Central accuracy on global test data 89.764, Ensemble accuracy on global test data 89.600, Local accuracy on global train data 63.542, Local accuracy on local train data 99.900
Round 807, Devices participated 10, Average loss 0.005, Central accuracy on global test data 93.820, Ensemble accuracy on global test data 88.965, Local accuracy on global train data 53.879, Local accuracy on local train data 99.883
Round 808, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.740, Ensemble accuracy on global test data 90.488, Local accuracy on global train data 57.258, Local accuracy on local train data 99.933
Round 809, Devices participated 10, Average loss 0.006, Central accuracy on global test data 93.590, Ensemble accuracy on global test data 82.979, Local accuracy on global train data 47.649, Local accuracy on local train data 99.783
Round 810, Devices participated 10, Average loss 0.003, Central accuracy on global test data 92.127, Ensemble accuracy on global test data 89.541, Local accuracy on global train data 59.661, Local accuracy on local train data 99.933
Round 811, Devices participated 10, Average loss 0.016, Central accuracy on global test data 91.536, Ensemble accuracy on global test data 84.209, Local accuracy on global train data 46.843, Local accuracy on local train data 99.717
Round 812, Devices participated 10, Average loss 0.004, Central accuracy on global test data 93.419, Ensemble accuracy on global test data 88.184, Local accuracy on global train data 51.887, Local accuracy on local train data 99.817
Round 813, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.161, Ensemble accuracy on global test data 88.975, Local accuracy on global train data 57.861, Local accuracy on local train data 99.917
Round 814, Devices participated 10, Average loss 0.005, Central accuracy on global test data 93.530, Ensemble accuracy on global test data 89.590, Local accuracy on global train data 52.664, Local accuracy on local train data 99.850
Round 815, Devices participated 10, Average loss 0.005, Central accuracy on global test data 94.091, Ensemble accuracy on global test data 87.783, Local accuracy on global train data 55.464, Local accuracy on local train data 99.900
Round 816, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.702, Ensemble accuracy on global test data 89.023, Local accuracy on global train data 66.265, Local accuracy on local train data 99.917
Round 817, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.722, Ensemble accuracy on global test data 88.301, Local accuracy on global train data 58.347, Local accuracy on local train data 99.950
Round 818, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.381, Ensemble accuracy on global test data 91.143, Local accuracy on global train data 58.557, Local accuracy on local train data 99.883
Round 819, Devices participated 10, Average loss 0.005, Central accuracy on global test data 94.271, Ensemble accuracy on global test data 89.746, Local accuracy on global train data 59.539, Local accuracy on local train data 99.900
Round 820, Devices participated 10, Average loss 0.009, Central accuracy on global test data 94.461, Ensemble accuracy on global test data 91.875, Local accuracy on global train data 54.546, Local accuracy on local train data 99.750
Round 821, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.010, Ensemble accuracy on global test data 91.836, Local accuracy on global train data 63.350, Local accuracy on local train data 99.883
Round 822, Devices participated 10, Average loss 0.005, Central accuracy on global test data 92.819, Ensemble accuracy on global test data 85.088, Local accuracy on global train data 48.560, Local accuracy on local train data 99.817
Round 823, Devices participated 10, Average loss 0.006, Central accuracy on global test data 93.940, Ensemble accuracy on global test data 91.777, Local accuracy on global train data 56.243, Local accuracy on local train data 99.817
Round 824, Devices participated 10, Average loss 0.004, Central accuracy on global test data 95.262, Ensemble accuracy on global test data 91.396, Local accuracy on global train data 72.786, Local accuracy on local train data 99.917
Round 825, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.020, Ensemble accuracy on global test data 90.928, Local accuracy on global train data 64.617, Local accuracy on local train data 99.867
Round 826, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.431, Ensemble accuracy on global test data 88.730, Local accuracy on global train data 65.789, Local accuracy on local train data 99.900
Round 827, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.381, Ensemble accuracy on global test data 90.469, Local accuracy on global train data 64.392, Local accuracy on local train data 99.950
Round 828, Devices participated 10, Average loss 0.017, Central accuracy on global test data 94.081, Ensemble accuracy on global test data 87.588, Local accuracy on global train data 63.228, Local accuracy on local train data 99.650
Round 829, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.299, Ensemble accuracy on global test data 91.406, Local accuracy on global train data 54.431, Local accuracy on local train data 99.917
Round 830, Devices participated 10, Average loss 0.005, Central accuracy on global test data 93.720, Ensemble accuracy on global test data 85.195, Local accuracy on global train data 51.174, Local accuracy on local train data 99.867
Round 831, Devices participated 10, Average loss 0.005, Central accuracy on global test data 93.980, Ensemble accuracy on global test data 89.990, Local accuracy on global train data 55.793, Local accuracy on local train data 99.850
Round 832, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.271, Ensemble accuracy on global test data 90.840, Local accuracy on global train data 62.063, Local accuracy on local train data 99.933
Round 833, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.261, Ensemble accuracy on global test data 89.658, Local accuracy on global train data 61.819, Local accuracy on local train data 99.883
Round 834, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.251, Ensemble accuracy on global test data 87.344, Local accuracy on global train data 58.335, Local accuracy on local train data 99.883
Round 835, Devices participated 10, Average loss 0.008, Central accuracy on global test data 94.401, Ensemble accuracy on global test data 90.596, Local accuracy on global train data 59.504, Local accuracy on local train data 99.800
Round 836, Devices participated 10, Average loss 0.011, Central accuracy on global test data 94.631, Ensemble accuracy on global test data 90.762, Local accuracy on global train data 58.027, Local accuracy on local train data 99.717
Round 837, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.211, Ensemble accuracy on global test data 89.258, Local accuracy on global train data 66.765, Local accuracy on local train data 99.917
Round 838, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.241, Ensemble accuracy on global test data 91.240, Local accuracy on global train data 69.387, Local accuracy on local train data 99.967
Round 839, Devices participated 10, Average loss 0.026, Central accuracy on global test data 94.161, Ensemble accuracy on global test data 89.375, Local accuracy on global train data 54.236, Local accuracy on local train data 99.433
Round 840, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.591, Ensemble accuracy on global test data 92.168, Local accuracy on global train data 63.296, Local accuracy on local train data 99.900
Round 841, Devices participated 10, Average loss 0.004, Central accuracy on global test data 92.378, Ensemble accuracy on global test data 83.516, Local accuracy on global train data 54.268, Local accuracy on local train data 99.917
Round 842, Devices participated 10, Average loss 0.007, Central accuracy on global test data 92.598, Ensemble accuracy on global test data 92.412, Local accuracy on global train data 58.054, Local accuracy on local train data 99.833
Round 843, Devices participated 10, Average loss 0.010, Central accuracy on global test data 94.081, Ensemble accuracy on global test data 91.221, Local accuracy on global train data 64.043, Local accuracy on local train data 99.783
Round 844, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.171, Ensemble accuracy on global test data 86.172, Local accuracy on global train data 53.179, Local accuracy on local train data 99.867
Round 845, Devices participated 10, Average loss 0.008, Central accuracy on global test data 93.550, Ensemble accuracy on global test data 91.211, Local accuracy on global train data 57.175, Local accuracy on local train data 99.800
Round 846, Devices participated 10, Average loss 0.004, Central accuracy on global test data 93.530, Ensemble accuracy on global test data 90.283, Local accuracy on global train data 59.941, Local accuracy on local train data 99.917
Round 847, Devices participated 10, Average loss 0.004, Central accuracy on global test data 90.905, Ensemble accuracy on global test data 91.836, Local accuracy on global train data 61.277, Local accuracy on local train data 99.867
Round 848, Devices participated 10, Average loss 0.005, Central accuracy on global test data 93.570, Ensemble accuracy on global test data 87.520, Local accuracy on global train data 56.560, Local accuracy on local train data 99.833
Round 849, Devices participated 10, Average loss 0.005, Central accuracy on global test data 92.518, Ensemble accuracy on global test data 86.621, Local accuracy on global train data 45.857, Local accuracy on local train data 99.833
Round 850, Devices participated 10, Average loss 0.003, Central accuracy on global test data 89.073, Ensemble accuracy on global test data 88.711, Local accuracy on global train data 54.773, Local accuracy on local train data 99.900
Round 851, Devices participated 10, Average loss 0.003, Central accuracy on global test data 86.168, Ensemble accuracy on global test data 90.869, Local accuracy on global train data 67.935, Local accuracy on local train data 99.933
Round 852, Devices participated 10, Average loss 0.003, Central accuracy on global test data 91.466, Ensemble accuracy on global test data 91.709, Local accuracy on global train data 53.779, Local accuracy on local train data 99.950
Round 853, Devices participated 10, Average loss 0.009, Central accuracy on global test data 90.845, Ensemble accuracy on global test data 90.850, Local accuracy on global train data 62.288, Local accuracy on local train data 99.767
Round 854, Devices participated 10, Average loss 0.003, Central accuracy on global test data 90.655, Ensemble accuracy on global test data 91.045, Local accuracy on global train data 62.085, Local accuracy on local train data 99.883
Round 855, Devices participated 10, Average loss 0.004, Central accuracy on global test data 90.535, Ensemble accuracy on global test data 86.387, Local accuracy on global train data 56.868, Local accuracy on local train data 99.867
Round 856, Devices participated 10, Average loss 0.004, Central accuracy on global test data 91.617, Ensemble accuracy on global test data 90.137, Local accuracy on global train data 63.125, Local accuracy on local train data 99.900
Round 857, Devices participated 10, Average loss 0.004, Central accuracy on global test data 91.807, Ensemble accuracy on global test data 90.605, Local accuracy on global train data 57.710, Local accuracy on local train data 99.900
Round 858, Devices participated 10, Average loss 0.003, Central accuracy on global test data 92.348, Ensemble accuracy on global test data 91.025, Local accuracy on global train data 61.907, Local accuracy on local train data 99.917
Round 859, Devices participated 10, Average loss 0.005, Central accuracy on global test data 93.460, Ensemble accuracy on global test data 88.096, Local accuracy on global train data 46.440, Local accuracy on local train data 99.867
Round 860, Devices participated 10, Average loss 0.004, Central accuracy on global test data 91.446, Ensemble accuracy on global test data 89.072, Local accuracy on global train data 58.672, Local accuracy on local train data 99.883
Round 861, Devices participated 10, Average loss 0.006, Central accuracy on global test data 93.610, Ensemble accuracy on global test data 84.297, Local accuracy on global train data 49.290, Local accuracy on local train data 99.800
Round 862, Devices participated 10, Average loss 0.005, Central accuracy on global test data 94.101, Ensemble accuracy on global test data 91.279, Local accuracy on global train data 62.212, Local accuracy on local train data 99.867
Round 863, Devices participated 10, Average loss 0.006, Central accuracy on global test data 93.940, Ensemble accuracy on global test data 89.746, Local accuracy on global train data 48.364, Local accuracy on local train data 99.850
Round 864, Devices participated 10, Average loss 0.006, Central accuracy on global test data 93.460, Ensemble accuracy on global test data 86.875, Local accuracy on global train data 49.995, Local accuracy on local train data 99.833
Round 865, Devices participated 10, Average loss 0.004, Central accuracy on global test data 93.990, Ensemble accuracy on global test data 85.596, Local accuracy on global train data 63.381, Local accuracy on local train data 99.883
Round 866, Devices participated 10, Average loss 0.004, Central accuracy on global test data 93.480, Ensemble accuracy on global test data 91.436, Local accuracy on global train data 60.640, Local accuracy on local train data 99.917
Round 867, Devices participated 10, Average loss 0.004, Central accuracy on global test data 91.947, Ensemble accuracy on global test data 91.025, Local accuracy on global train data 54.634, Local accuracy on local train data 99.900
Round 868, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.730, Ensemble accuracy on global test data 90.312, Local accuracy on global train data 62.676, Local accuracy on local train data 99.950
Round 869, Devices participated 10, Average loss 0.009, Central accuracy on global test data 90.976, Ensemble accuracy on global test data 71.680, Local accuracy on global train data 41.743, Local accuracy on local train data 99.767
Round 870, Devices participated 10, Average loss 0.003, Central accuracy on global test data 88.141, Ensemble accuracy on global test data 90.742, Local accuracy on global train data 68.215, Local accuracy on local train data 99.950
Round 871, Devices participated 10, Average loss 0.003, Central accuracy on global test data 92.698, Ensemble accuracy on global test data 89.707, Local accuracy on global train data 60.068, Local accuracy on local train data 99.917
Round 872, Devices participated 10, Average loss 0.004, Central accuracy on global test data 92.017, Ensemble accuracy on global test data 71.162, Local accuracy on global train data 48.391, Local accuracy on local train data 99.833
Round 873, Devices participated 10, Average loss 0.006, Central accuracy on global test data 87.169, Ensemble accuracy on global test data 89.551, Local accuracy on global train data 49.780, Local accuracy on local train data 99.850
Round 874, Devices participated 10, Average loss 0.007, Central accuracy on global test data 91.266, Ensemble accuracy on global test data 83.359, Local accuracy on global train data 50.630, Local accuracy on local train data 99.767
Round 875, Devices participated 10, Average loss 0.008, Central accuracy on global test data 93.940, Ensemble accuracy on global test data 78.125, Local accuracy on global train data 43.972, Local accuracy on local train data 99.733
Round 876, Devices participated 10, Average loss 0.019, Central accuracy on global test data 89.724, Ensemble accuracy on global test data 87.725, Local accuracy on global train data 49.216, Local accuracy on local train data 99.583
Round 877, Devices participated 10, Average loss 0.005, Central accuracy on global test data 85.567, Ensemble accuracy on global test data 91.729, Local accuracy on global train data 62.024, Local accuracy on local train data 99.883
Round 878, Devices participated 10, Average loss 0.013, Central accuracy on global test data 93.820, Ensemble accuracy on global test data 90.898, Local accuracy on global train data 51.719, Local accuracy on local train data 99.667
Round 879, Devices participated 10, Average loss 0.011, Central accuracy on global test data 91.436, Ensemble accuracy on global test data 89.248, Local accuracy on global train data 50.527, Local accuracy on local train data 99.650
Round 880, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.601, Ensemble accuracy on global test data 91.172, Local accuracy on global train data 64.128, Local accuracy on local train data 99.967
Round 881, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.092, Ensemble accuracy on global test data 88.984, Local accuracy on global train data 66.980, Local accuracy on local train data 99.917
Round 882, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.822, Ensemble accuracy on global test data 90.742, Local accuracy on global train data 54.780, Local accuracy on local train data 99.867
Round 883, Devices participated 10, Average loss 0.004, Central accuracy on global test data 92.929, Ensemble accuracy on global test data 83.584, Local accuracy on global train data 51.138, Local accuracy on local train data 99.850
Round 884, Devices participated 10, Average loss 0.007, Central accuracy on global test data 93.069, Ensemble accuracy on global test data 79.727, Local accuracy on global train data 57.205, Local accuracy on local train data 99.717
Round 885, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.209, Ensemble accuracy on global test data 83.203, Local accuracy on global train data 67.769, Local accuracy on local train data 99.917
