['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '1', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '1.0', '--seed', '123', '--qn_mode', '0', '--opt_mode', '0', '--vr_mode', '1', '--screendump_file', 'log/perf1000_fedlisa_cifariid_lenet5_bs50ep1_opt0vr1_qn0.log']
2020-08-01 16:16:37.611738

Round   0, Devices participated 10, Average loss 2.303, Central accuracy on global test data 10.737, Local accuracy on global train data 10.486, Local accuracy on local train data 10.060
Round   1, Devices participated 10, Average loss 2.304, Central accuracy on global test data 9.986, Local accuracy on global train data 10.439, Local accuracy on local train data 11.180
Round   2, Devices participated 10, Average loss 2.293, Central accuracy on global test data 15.084, Local accuracy on global train data 12.520, Local accuracy on local train data 11.040
Round   3, Devices participated 10, Average loss 2.278, Central accuracy on global test data 15.865, Local accuracy on global train data 16.228, Local accuracy on local train data 14.800
Round   4, Devices participated 10, Average loss 2.173, Central accuracy on global test data 21.094, Local accuracy on global train data 20.212, Local accuracy on local train data 18.940
Round   5, Devices participated 10, Average loss 2.084, Central accuracy on global test data 24.259, Local accuracy on global train data 22.061, Local accuracy on local train data 21.580
Round   6, Devices participated 10, Average loss 2.227, Central accuracy on global test data 23.147, Local accuracy on global train data 23.196, Local accuracy on local train data 20.420
Round   7, Devices participated 10, Average loss 2.124, Central accuracy on global test data 24.339, Local accuracy on global train data 23.777, Local accuracy on local train data 24.220
Round   8, Devices participated 10, Average loss 2.039, Central accuracy on global test data 25.831, Local accuracy on global train data 25.176, Local accuracy on local train data 23.960
Round   9, Devices participated 10, Average loss 2.025, Central accuracy on global test data 30.449, Local accuracy on global train data 25.703, Local accuracy on local train data 25.360
Round  10, Devices participated 10, Average loss 1.941, Central accuracy on global test data 32.502, Local accuracy on global train data 28.464, Local accuracy on local train data 28.080
Round  11, Devices participated 10, Average loss 1.948, Central accuracy on global test data 33.143, Local accuracy on global train data 30.518, Local accuracy on local train data 27.840
Round  12, Devices participated 10, Average loss 1.883, Central accuracy on global test data 33.994, Local accuracy on global train data 30.315, Local accuracy on local train data 29.880
Round  13, Devices participated 10, Average loss 1.852, Central accuracy on global test data 36.649, Local accuracy on global train data 33.091, Local accuracy on local train data 32.480
Round  14, Devices participated 10, Average loss 1.771, Central accuracy on global test data 36.949, Local accuracy on global train data 33.711, Local accuracy on local train data 34.640
Round  15, Devices participated 10, Average loss 1.821, Central accuracy on global test data 38.642, Local accuracy on global train data 35.601, Local accuracy on local train data 33.420
Round  16, Devices participated 10, Average loss 1.732, Central accuracy on global test data 38.892, Local accuracy on global train data 36.599, Local accuracy on local train data 36.240
Round  17, Devices participated 10, Average loss 1.733, Central accuracy on global test data 38.602, Local accuracy on global train data 36.426, Local accuracy on local train data 36.860
Round  18, Devices participated 10, Average loss 1.668, Central accuracy on global test data 41.146, Local accuracy on global train data 38.086, Local accuracy on local train data 38.560
Round  19, Devices participated 10, Average loss 1.632, Central accuracy on global test data 40.855, Local accuracy on global train data 39.553, Local accuracy on local train data 39.400
Round  20, Devices participated 10, Average loss 1.645, Central accuracy on global test data 43.680, Local accuracy on global train data 41.714, Local accuracy on local train data 39.700
Round  21, Devices participated 10, Average loss 1.603, Central accuracy on global test data 43.389, Local accuracy on global train data 42.158, Local accuracy on local train data 42.160
Round  22, Devices participated 10, Average loss 1.572, Central accuracy on global test data 45.513, Local accuracy on global train data 43.120, Local accuracy on local train data 42.740
Round  23, Devices participated 10, Average loss 1.565, Central accuracy on global test data 46.324, Local accuracy on global train data 44.917, Local accuracy on local train data 43.060
Round  24, Devices participated 10, Average loss 1.535, Central accuracy on global test data 47.346, Local accuracy on global train data 44.453, Local accuracy on local train data 44.580
Round  25, Devices participated 10, Average loss 1.518, Central accuracy on global test data 48.057, Local accuracy on global train data 45.474, Local accuracy on local train data 44.920
Round  26, Devices participated 10, Average loss 1.502, Central accuracy on global test data 47.736, Local accuracy on global train data 47.229, Local accuracy on local train data 45.560
Round  27, Devices participated 10, Average loss 1.500, Central accuracy on global test data 49.349, Local accuracy on global train data 47.520, Local accuracy on local train data 45.920
Round  28, Devices participated 10, Average loss 1.514, Central accuracy on global test data 49.700, Local accuracy on global train data 48.203, Local accuracy on local train data 45.100
Round  29, Devices participated 10, Average loss 1.476, Central accuracy on global test data 49.910, Local accuracy on global train data 49.492, Local accuracy on local train data 46.520
Round  30, Devices participated 10, Average loss 1.459, Central accuracy on global test data 49.840, Local accuracy on global train data 48.770, Local accuracy on local train data 47.140
Round  31, Devices participated 10, Average loss 1.480, Central accuracy on global test data 51.272, Local accuracy on global train data 49.202, Local accuracy on local train data 46.940
Round  32, Devices participated 10, Average loss 1.474, Central accuracy on global test data 51.573, Local accuracy on global train data 49.646, Local accuracy on local train data 47.940
Round  33, Devices participated 10, Average loss 1.399, Central accuracy on global test data 52.063, Local accuracy on global train data 50.232, Local accuracy on local train data 50.200
Round  34, Devices participated 10, Average loss 1.387, Central accuracy on global test data 50.220, Local accuracy on global train data 50.764, Local accuracy on local train data 50.060
Round  35, Devices participated 10, Average loss 1.400, Central accuracy on global test data 52.504, Local accuracy on global train data 51.187, Local accuracy on local train data 49.640
Round  36, Devices participated 10, Average loss 1.394, Central accuracy on global test data 52.204, Local accuracy on global train data 51.316, Local accuracy on local train data 50.200
Round  37, Devices participated 10, Average loss 1.396, Central accuracy on global test data 50.901, Local accuracy on global train data 51.128, Local accuracy on local train data 50.220
Round  38, Devices participated 10, Average loss 1.382, Central accuracy on global test data 53.145, Local accuracy on global train data 52.219, Local accuracy on local train data 50.440
Round  39, Devices participated 10, Average loss 1.382, Central accuracy on global test data 54.067, Local accuracy on global train data 52.832, Local accuracy on local train data 50.640
Round  40, Devices participated 10, Average loss 1.358, Central accuracy on global test data 54.277, Local accuracy on global train data 53.530, Local accuracy on local train data 51.440
Round  41, Devices participated 10, Average loss 1.313, Central accuracy on global test data 54.217, Local accuracy on global train data 53.823, Local accuracy on local train data 53.060
Round  42, Devices participated 10, Average loss 1.385, Central accuracy on global test data 54.147, Local accuracy on global train data 54.319, Local accuracy on local train data 51.080
Round  43, Devices participated 10, Average loss 1.334, Central accuracy on global test data 54.377, Local accuracy on global train data 54.338, Local accuracy on local train data 53.100
Round  44, Devices participated 10, Average loss 1.370, Central accuracy on global test data 54.948, Local accuracy on global train data 54.797, Local accuracy on local train data 52.320
Round  45, Devices participated 10, Average loss 1.323, Central accuracy on global test data 55.349, Local accuracy on global train data 55.508, Local accuracy on local train data 52.940
Round  46, Devices participated 10, Average loss 1.315, Central accuracy on global test data 55.639, Local accuracy on global train data 55.847, Local accuracy on local train data 53.220
Round  47, Devices participated 10, Average loss 1.296, Central accuracy on global test data 54.657, Local accuracy on global train data 55.254, Local accuracy on local train data 53.720
Round  48, Devices participated 10, Average loss 1.311, Central accuracy on global test data 54.878, Local accuracy on global train data 55.344, Local accuracy on local train data 54.100
Round  49, Devices participated 10, Average loss 1.329, Central accuracy on global test data 55.940, Local accuracy on global train data 54.890, Local accuracy on local train data 53.820
Round  50, Devices participated 10, Average loss 1.267, Central accuracy on global test data 56.410, Local accuracy on global train data 56.658, Local accuracy on local train data 55.000
Round  51, Devices participated 10, Average loss 1.315, Central accuracy on global test data 56.170, Local accuracy on global train data 56.914, Local accuracy on local train data 53.740
Round  52, Devices participated 10, Average loss 1.296, Central accuracy on global test data 56.030, Local accuracy on global train data 56.145, Local accuracy on local train data 53.640
Round  53, Devices participated 10, Average loss 1.289, Central accuracy on global test data 56.871, Local accuracy on global train data 57.292, Local accuracy on local train data 55.020
Round  54, Devices participated 10, Average loss 1.274, Central accuracy on global test data 56.821, Local accuracy on global train data 57.510, Local accuracy on local train data 55.580
Round  55, Devices participated 10, Average loss 1.242, Central accuracy on global test data 57.402, Local accuracy on global train data 58.181, Local accuracy on local train data 56.440
Round  56, Devices participated 10, Average loss 1.273, Central accuracy on global test data 57.492, Local accuracy on global train data 58.147, Local accuracy on local train data 55.780
Round  57, Devices participated 10, Average loss 1.259, Central accuracy on global test data 58.033, Local accuracy on global train data 58.464, Local accuracy on local train data 55.940
Round  58, Devices participated 10, Average loss 1.255, Central accuracy on global test data 57.242, Local accuracy on global train data 58.567, Local accuracy on local train data 56.080
Round  59, Devices participated 10, Average loss 1.268, Central accuracy on global test data 57.943, Local accuracy on global train data 58.264, Local accuracy on local train data 54.240
Round  60, Devices participated 10, Average loss 1.243, Central accuracy on global test data 57.762, Local accuracy on global train data 58.379, Local accuracy on local train data 56.720
Round  61, Devices participated 10, Average loss 1.255, Central accuracy on global test data 56.981, Local accuracy on global train data 59.231, Local accuracy on local train data 56.200
Round  62, Devices participated 10, Average loss 1.222, Central accuracy on global test data 57.141, Local accuracy on global train data 58.318, Local accuracy on local train data 57.060
Round  63, Devices participated 10, Average loss 1.237, Central accuracy on global test data 58.654, Local accuracy on global train data 58.586, Local accuracy on local train data 57.360
Round  64, Devices participated 10, Average loss 1.208, Central accuracy on global test data 58.624, Local accuracy on global train data 59.495, Local accuracy on local train data 57.480
Round  65, Devices participated 10, Average loss 1.206, Central accuracy on global test data 58.433, Local accuracy on global train data 59.653, Local accuracy on local train data 57.020
Round  66, Devices participated 10, Average loss 1.199, Central accuracy on global test data 58.283, Local accuracy on global train data 59.316, Local accuracy on local train data 57.880
Round  67, Devices participated 10, Average loss 1.204, Central accuracy on global test data 58.153, Local accuracy on global train data 60.562, Local accuracy on local train data 57.520
Round  68, Devices participated 10, Average loss 1.232, Central accuracy on global test data 59.044, Local accuracy on global train data 60.212, Local accuracy on local train data 56.200
Round  69, Devices participated 10, Average loss 1.214, Central accuracy on global test data 58.734, Local accuracy on global train data 60.627, Local accuracy on local train data 57.640
Round  70, Devices participated 10, Average loss 1.186, Central accuracy on global test data 58.203, Local accuracy on global train data 60.264, Local accuracy on local train data 58.080
Round  71, Devices participated 10, Average loss 1.192, Central accuracy on global test data 58.804, Local accuracy on global train data 61.194, Local accuracy on local train data 57.900
