python main_dfan.py --dataset mnist --model mlp --epochs 500 --gpu 0 --num_channels 1 --local_bs 10 --frac 0.1 --local_ep 1 --momentum 0.5 --lr_S 0.1 --lr_G 0.01 --ensemble_mode 1
MLP(
  (layer_input): Linear(in_features=784, out_features=200, bias=True)
  (relu): ReLU()
  (layer_hidden1): Linear(in_features=200, out_features=200, bias=True)
  (layer_hidden2): Linear(in_features=200, out_features=10, bias=True)
)
Round   0, Devices participated 10, Average loss 0.287, Central accuracy on global test data 43.872, Ensemble accuracy on global test data 22.510, Local accuracy on global train data 11.675, Local accuracy on local train data 95.050
Round 158, Devices participated 10, Average loss 0.133, Central accuracy on global test data 64.624, Ensemble accuracy on global test data 75.342, Local accuracy on global train data 49.602, Local accuracy on local train data 98.500
Round 159, Devices participated 10, Average loss 0.110, Central accuracy on global test data 73.462, Ensemble accuracy on global test data 76.099, Local accuracy on global train data 51.863, Local accuracy on local train data 98.650
Round 160, Devices participated 10, Average loss 0.079, Central accuracy on global test data 67.188, Ensemble accuracy on global test data 76.514, Local accuracy on global train data 57.888, Local accuracy on local train data 98.733
Round 161, Devices participated 10, Average loss 0.100, Central accuracy on global test data 61.426, Ensemble accuracy on global test data 80.127, Local accuracy on global train data 48.052, Local accuracy on local train data 98.467
Round 162, Devices participated 10, Average loss 0.083, Central accuracy on global test data 64.771, Ensemble accuracy on global test data 69.727, Local accuracy on global train data 53.682, Local accuracy on local train data 98.750
Round 163, Devices participated 10, Average loss 0.117, Central accuracy on global test data 69.653, Ensemble accuracy on global test data 69.727, Local accuracy on global train data 46.555, Local accuracy on local train data 98.500
Round 164, Devices participated 10, Average loss 0.104, Central accuracy on global test data 77.515, Ensemble accuracy on global test data 76.001, Local accuracy on global train data 52.849, Local accuracy on local train data 98.367
Round 165, Devices participated 10, Average loss 0.081, Central accuracy on global test data 66.504, Ensemble accuracy on global test data 77.979, Local accuracy on global train data 50.637, Local accuracy on local train data 98.600
Round 166, Devices participated 10, Average loss 0.076, Central accuracy on global test data 70.703, Ensemble accuracy on global test data 74.658, Local accuracy on global train data 51.521, Local accuracy on local train data 98.683
Round 167, Devices participated 10, Average loss 0.169, Central accuracy on global test data 50.269, Ensemble accuracy on global test data 75.562, Local accuracy on global train data 41.047, Local accuracy on local train data 98.167
Round 168, Devices participated 10, Average loss 0.118, Central accuracy on global test data 63.721, Ensemble accuracy on global test data 79.077, Local accuracy on global train data 42.712, Local accuracy on local train data 98.383
Round 169, Devices participated 10, Average loss 0.107, Central accuracy on global test data 72.266, Ensemble accuracy on global test data 77.539, Local accuracy on global train data 41.138, Local accuracy on local train data 98.417
Round 170, Devices participated 10, Average loss 0.071, Central accuracy on global test data 71.655, Ensemble accuracy on global test data 76.025, Local accuracy on global train data 51.990, Local accuracy on local train data 98.767
Round 171, Devices participated 10, Average loss 0.102, Central accuracy on global test data 66.113, Ensemble accuracy on global test data 77.490, Local accuracy on global train data 46.677, Local accuracy on local train data 98.717
Round 172, Devices participated 10, Average loss 0.093, Central accuracy on global test data 70.923, Ensemble accuracy on global test data 77.466, Local accuracy on global train data 48.918, Local accuracy on local train data 98.633
Round 173, Devices participated 10, Average loss 0.077, Central accuracy on global test data 73.486, Ensemble accuracy on global test data 77.100, Local accuracy on global train data 56.924, Local accuracy on local train data 98.733
Round 174, Devices participated 10, Average loss 0.076, Central accuracy on global test data 74.023, Ensemble accuracy on global test data 76.196, Local accuracy on global train data 51.423, Local accuracy on local train data 98.667
Round 175, Devices participated 10, Average loss 0.067, Central accuracy on global test data 65.381, Ensemble accuracy on global test data 76.880, Local accuracy on global train data 56.946, Local accuracy on local train data 98.817
Round 176, Devices participated 10, Average loss 0.181, Central accuracy on global test data 61.938, Ensemble accuracy on global test data 73.560, Local accuracy on global train data 52.659, Local accuracy on local train data 97.883
Round 177, Devices participated 10, Average loss 0.087, Central accuracy on global test data 66.235, Ensemble accuracy on global test data 69.604, Local accuracy on global train data 51.196, Local accuracy on local train data 98.833
Round 178, Devices participated 10, Average loss 0.090, Central accuracy on global test data 72.949, Ensemble accuracy on global test data 78.906, Local accuracy on global train data 48.979, Local accuracy on local train data 98.650
Round 179, Devices participated 10, Average loss 0.079, Central accuracy on global test data 65.259, Ensemble accuracy on global test data 76.318, Local accuracy on global train data 51.978, Local accuracy on local train data 98.500
Round 180, Devices participated 10, Average loss 0.109, Central accuracy on global test data 70.361, Ensemble accuracy on global test data 74.463, Local accuracy on global train data 47.478, Local accuracy on local train data 98.583
Round 181, Devices participated 10, Average loss 0.087, Central accuracy on global test data 65.771, Ensemble accuracy on global test data 74.463, Local accuracy on global train data 55.732, Local accuracy on local train data 98.700
Round 182, Devices participated 10, Average loss 0.100, Central accuracy on global test data 71.069, Ensemble accuracy on global test data 72.656, Local accuracy on global train data 45.339, Local accuracy on local train data 98.633
Round 183, Devices participated 10, Average loss 0.059, Central accuracy on global test data 71.533, Ensemble accuracy on global test data 75.928, Local accuracy on global train data 50.842, Local accuracy on local train data 98.717
Round 184, Devices participated 10, Average loss 0.091, Central accuracy on global test data 72.729, Ensemble accuracy on global test data 73.560, Local accuracy on global train data 59.773, Local accuracy on local train data 98.717
Round 185, Devices participated 10, Average loss 0.122, Central accuracy on global test data 76.831, Ensemble accuracy on global test data 83.545, Local accuracy on global train data 50.178, Local accuracy on local train data 98.450
Round 186, Devices participated 10, Average loss 0.075, Central accuracy on global test data 67.065, Ensemble accuracy on global test data 82.056, Local accuracy on global train data 55.583, Local accuracy on local train data 98.600
Round 187, Devices participated 10, Average loss 0.110, Central accuracy on global test data 75.684, Ensemble accuracy on global test data 82.080, Local accuracy on global train data 53.281, Local accuracy on local train data 98.550
Round 188, Devices participated 10, Average loss 0.077, Central accuracy on global test data 73.535, Ensemble accuracy on global test data 79.272, Local accuracy on global train data 60.093, Local accuracy on local train data 98.883
Round 189, Devices participated 10, Average loss 0.069, Central accuracy on global test data 75.757, Ensemble accuracy on global test data 79.858, Local accuracy on global train data 51.199, Local accuracy on local train data 98.867
Round 190, Devices participated 10, Average loss 0.108, Central accuracy on global test data 66.162, Ensemble accuracy on global test data 79.175, Local accuracy on global train data 48.625, Local accuracy on local train data 98.667
Round 191, Devices participated 10, Average loss 0.067, Central accuracy on global test data 73.511, Ensemble accuracy on global test data 72.461, Local accuracy on global train data 53.418, Local accuracy on local train data 98.833
Round 192, Devices participated 10, Average loss 0.135, Central accuracy on global test data 76.465, Ensemble accuracy on global test data 75.220, Local accuracy on global train data 50.908, Local accuracy on local train data 98.133
Round 193, Devices participated 10, Average loss 0.059, Central accuracy on global test data 63.940, Ensemble accuracy on global test data 76.831, Local accuracy on global train data 52.002, Local accuracy on local train data 98.800
Round 194, Devices participated 10, Average loss 0.144, Central accuracy on global test data 65.845, Ensemble accuracy on global test data 81.763, Local accuracy on global train data 46.677, Local accuracy on local train data 98.467
Round 195, Devices participated 10, Average loss 0.069, Central accuracy on global test data 66.504, Ensemble accuracy on global test data 71.045, Local accuracy on global train data 57.620, Local accuracy on local train data 98.917
Round 196, Devices participated 10, Average loss 0.191, Central accuracy on global test data 65.918, Ensemble accuracy on global test data 75.488, Local accuracy on global train data 50.225, Local accuracy on local train data 97.833
Round 197, Devices participated 10, Average loss 0.127, Central accuracy on global test data 69.800, Ensemble accuracy on global test data 79.858, Local accuracy on global train data 53.401, Local accuracy on local train data 98.417
Round 198, Devices participated 10, Average loss 0.092, Central accuracy on global test data 70.117, Ensemble accuracy on global test data 78.613, Local accuracy on global train data 50.576, Local accuracy on local train data 98.367
Round 199, Devices participated 10, Average loss 0.085, Central accuracy on global test data 64.551, Ensemble accuracy on global test data 69.775, Local accuracy on global train data 41.946, Local accuracy on local train data 98.550
Round 200, Devices participated 10, Average loss 0.076, Central accuracy on global test data 68.042, Ensemble accuracy on global test data 75.708, Local accuracy on global train data 48.999, Local accuracy on local train data 98.817
Round 201, Devices participated 10, Average loss 0.104, Central accuracy on global test data 73.828, Ensemble accuracy on global test data 77.051, Local accuracy on global train data 49.822, Local accuracy on local train data 98.433
Round 202, Devices participated 10, Average loss 0.079, Central accuracy on global test data 71.997, Ensemble accuracy on global test data 74.878, Local accuracy on global train data 54.556, Local accuracy on local train data 98.733
Round 203, Devices participated 10, Average loss 0.107, Central accuracy on global test data 73.291, Ensemble accuracy on global test data 74.121, Local accuracy on global train data 55.273, Local accuracy on local train data 98.650
Round 204, Devices participated 10, Average loss 0.098, Central accuracy on global test data 69.165, Ensemble accuracy on global test data 76.245, Local accuracy on global train data 55.845, Local accuracy on local train data 98.583
Round 205, Devices participated 10, Average loss 0.123, Central accuracy on global test data 72.534, Ensemble accuracy on global test data 82.324, Local accuracy on global train data 54.463, Local accuracy on local train data 98.417
Round 206, Devices participated 10, Average loss 0.089, Central accuracy on global test data 72.632, Ensemble accuracy on global test data 79.126, Local accuracy on global train data 55.464, Local accuracy on local train data 98.850
Round 207, Devices participated 10, Average loss 0.127, Central accuracy on global test data 68.872, Ensemble accuracy on global test data 83.252, Local accuracy on global train data 53.987, Local accuracy on local train data 98.567
Round 208, Devices participated 10, Average loss 0.054, Central accuracy on global test data 64.697, Ensemble accuracy on global test data 69.922, Local accuracy on global train data 44.885, Local accuracy on local train data 98.900
Round 209, Devices participated 10, Average loss 0.083, Central accuracy on global test data 54.199, Ensemble accuracy on global test data 68.140, Local accuracy on global train data 44.060, Local accuracy on local train data 98.783
Round 210, Devices participated 10, Average loss 0.195, Central accuracy on global test data 64.600, Ensemble accuracy on global test data 70.801, Local accuracy on global train data 43.247, Local accuracy on local train data 98.067
Round 211, Devices participated 10, Average loss 0.077, Central accuracy on global test data 62.695, Ensemble accuracy on global test data 70.288, Local accuracy on global train data 45.066, Local accuracy on local train data 98.750
Round 212, Devices participated 10, Average loss 0.074, Central accuracy on global test data 62.744, Ensemble accuracy on global test data 67.407, Local accuracy on global train data 47.886, Local accuracy on local train data 98.767
Round 213, Devices participated 10, Average loss 0.190, Central accuracy on global test data 55.396, Ensemble accuracy on global test data 66.040, Local accuracy on global train data 50.854, Local accuracy on local train data 97.783
Round 214, Devices participated 10, Average loss 0.220, Central accuracy on global test data 55.835, Ensemble accuracy on global test data 73.022, Local accuracy on global train data 41.589, Local accuracy on local train data 98.300
Round 215, Devices participated 10, Average loss 0.136, Central accuracy on global test data 62.231, Ensemble accuracy on global test data 73.389, Local accuracy on global train data 50.896, Local accuracy on local train data 98.367
Round 216, Devices participated 10, Average loss 0.098, Central accuracy on global test data 60.596, Ensemble accuracy on global test data 73.950, Local accuracy on global train data 47.410, Local accuracy on local train data 98.417
Round 217, Devices participated 10, Average loss 0.081, Central accuracy on global test data 60.254, Ensemble accuracy on global test data 66.016, Local accuracy on global train data 44.595, Local accuracy on local train data 98.750
Round 218, Devices participated 10, Average loss 0.126, Central accuracy on global test data 53.955, Ensemble accuracy on global test data 66.040, Local accuracy on global train data 38.274, Local accuracy on local train data 98.517
Round 219, Devices participated 10, Average loss 0.133, Central accuracy on global test data 59.814, Ensemble accuracy on global test data 65.625, Local accuracy on global train data 44.148, Local accuracy on local train data 98.033
Round 220, Devices participated 10, Average loss 0.085, Central accuracy on global test data 56.787, Ensemble accuracy on global test data 65.771, Local accuracy on global train data 45.056, Local accuracy on local train data 98.750
Round 221, Devices participated 10, Average loss 0.143, Central accuracy on global test data 62.964, Ensemble accuracy on global test data 65.942, Local accuracy on global train data 46.104, Local accuracy on local train data 98.350
Round 222, Devices participated 10, Average loss 0.099, Central accuracy on global test data 69.971, Ensemble accuracy on global test data 76.782, Local accuracy on global train data 53.923, Local accuracy on local train data 98.500
Round 223, Devices participated 10, Average loss 0.161, Central accuracy on global test data 59.863, Ensemble accuracy on global test data 71.191, Local accuracy on global train data 52.341, Local accuracy on local train data 98.100
Round 224, Devices participated 10, Average loss 0.158, Central accuracy on global test data 66.016, Ensemble accuracy on global test data 71.899, Local accuracy on global train data 52.908, Local accuracy on local train data 98.283
Round 225, Devices participated 10, Average loss 0.084, Central accuracy on global test data 59.521, Ensemble accuracy on global test data 71.094, Local accuracy on global train data 48.359, Local accuracy on local train data 98.717
Round 226, Devices participated 10, Average loss 0.092, Central accuracy on global test data 62.891, Ensemble accuracy on global test data 74.487, Local accuracy on global train data 44.072, Local accuracy on local train data 98.583
Round 227, Devices participated 10, Average loss 0.158, Central accuracy on global test data 69.214, Ensemble accuracy on global test data 73.169, Local accuracy on global train data 54.290, Local accuracy on local train data 97.917
Round 228, Devices participated 10, Average loss 0.196, Central accuracy on global test data 66.162, Ensemble accuracy on global test data 74.805, Local accuracy on global train data 49.890, Local accuracy on local train data 97.433
Round 229, Devices participated 10, Average loss 0.112, Central accuracy on global test data 63.354, Ensemble accuracy on global test data 73.560, Local accuracy on global train data 57.493, Local accuracy on local train data 98.567
Round 230, Devices participated 10, Average loss 0.231, Central accuracy on global test data 65.137, Ensemble accuracy on global test data 72.559, Local accuracy on global train data 50.669, Local accuracy on local train data 96.533
Round 231, Devices participated 10, Average loss 0.183, Central accuracy on global test data 64.258, Ensemble accuracy on global test data 68.628, Local accuracy on global train data 53.489, Local accuracy on local train data 97.267
Round 232, Devices participated 10, Average loss 0.115, Central accuracy on global test data 64.160, Ensemble accuracy on global test data 70.728, Local accuracy on global train data 48.584, Local accuracy on local train data 98.283
Round 233, Devices participated 10, Average loss 0.062, Central accuracy on global test data 57.422, Ensemble accuracy on global test data 61.597, Local accuracy on global train data 42.004, Local accuracy on local train data 98.850
Round 234, Devices participated 10, Average loss 0.185, Central accuracy on global test data 49.390, Ensemble accuracy on global test data 56.152, Local accuracy on global train data 39.893, Local accuracy on local train data 97.850
Round 235, Devices participated 10, Average loss 0.133, Central accuracy on global test data 60.962, Ensemble accuracy on global test data 65.991, Local accuracy on global train data 35.864, Local accuracy on local train data 98.250
Round 236, Devices participated 10, Average loss 0.101, Central accuracy on global test data 63.062, Ensemble accuracy on global test data 66.113, Local accuracy on global train data 40.051, Local accuracy on local train data 98.583
Round 237, Devices participated 10, Average loss 0.073, Central accuracy on global test data 62.354, Ensemble accuracy on global test data 72.729, Local accuracy on global train data 45.747, Local accuracy on local train data 98.850
Round 238, Devices participated 10, Average loss 0.098, Central accuracy on global test data 59.961, Ensemble accuracy on global test data 68.604, Local accuracy on global train data 52.417, Local accuracy on local train data 98.617
Round 239, Devices participated 10, Average loss 0.184, Central accuracy on global test data 62.085, Ensemble accuracy on global test data 73.608, Local accuracy on global train data 46.013, Local accuracy on local train data 97.733
Round 240, Devices participated 10, Average loss 0.103, Central accuracy on global test data 59.717, Ensemble accuracy on global test data 70.801, Local accuracy on global train data 49.272, Local accuracy on local train data 98.333
Round 241, Devices participated 10, Average loss 0.120, Central accuracy on global test data 57.861, Ensemble accuracy on global test data 66.699, Local accuracy on global train data 38.921, Local accuracy on local train data 98.400
Round 242, Devices participated 10, Average loss 0.108, Central accuracy on global test data 63.184, Ensemble accuracy on global test data 70.850, Local accuracy on global train data 43.811, Local accuracy on local train data 98.200
Round 243, Devices participated 10, Average loss 0.109, Central accuracy on global test data 57.739, Ensemble accuracy on global test data 65.479, Local accuracy on global train data 43.909, Local accuracy on local train data 98.650
Round 244, Devices participated 10, Average loss 0.100, Central accuracy on global test data 60.596, Ensemble accuracy on global test data 68.506, Local accuracy on global train data 38.074, Local accuracy on local train data 98.717
Round 245, Devices participated 10, Average loss 0.080, Central accuracy on global test data 67.651, Ensemble accuracy on global test data 64.795, Local accuracy on global train data 43.330, Local accuracy on local train data 98.500
Round 246, Devices participated 10, Average loss 0.093, Central accuracy on global test data 65.161, Ensemble accuracy on global test data 70.044, Local accuracy on global train data 49.077, Local accuracy on local train data 98.683
Round 247, Devices participated 10, Average loss 0.104, Central accuracy on global test data 68.701, Ensemble accuracy on global test data 75.195, Local accuracy on global train data 49.814, Local accuracy on local train data 98.367
Round 248, Devices participated 10, Average loss 0.114, Central accuracy on global test data 55.640, Ensemble accuracy on global test data 71.875, Local accuracy on global train data 50.012, Local accuracy on local train data 98.167
Round 249, Devices participated 10, Average loss 0.094, Central accuracy on global test data 66.284, Ensemble accuracy on global test data 70.947, Local accuracy on global train data 50.874, Local accuracy on local train data 98.433
Round 250, Devices participated 10, Average loss 0.145, Central accuracy on global test data 70.239, Ensemble accuracy on global test data 74.219, Local accuracy on global train data 49.854, Local accuracy on local train data 97.950
Round 251, Devices participated 10, Average loss 0.196, Central accuracy on global test data 58.008, Ensemble accuracy on global test data 78.076, Local accuracy on global train data 43.379, Local accuracy on local train data 97.683
Round 252, Devices participated 10, Average loss 0.093, Central accuracy on global test data 68.188, Ensemble accuracy on global test data 75.562, Local accuracy on global train data 55.977, Local accuracy on local train data 98.383
Round 253, Devices participated 10, Average loss 0.095, Central accuracy on global test data 68.286, Ensemble accuracy on global test data 72.949, Local accuracy on global train data 52.351, Local accuracy on local train data 98.633
Round 254, Devices participated 10, Average loss 0.120, Central accuracy on global test data 70.776, Ensemble accuracy on global test data 76.782, Local accuracy on global train data 46.516, Local accuracy on local train data 98.300
Round 255, Devices participated 10, Average loss 0.088, Central accuracy on global test data 72.388, Ensemble accuracy on global test data 77.539, Local accuracy on global train data 50.059, Local accuracy on local train data 98.450
Round 256, Devices participated 10, Average loss 0.079, Central accuracy on global test data 59.399, Ensemble accuracy on global test data 76.562, Local accuracy on global train data 51.824, Local accuracy on local train data 98.783
Round 257, Devices participated 10, Average loss 0.116, Central accuracy on global test data 67.236, Ensemble accuracy on global test data 71.436, Local accuracy on global train data 47.532, Local accuracy on local train data 98.467
Round 258, Devices participated 10, Average loss 0.072, Central accuracy on global test data 63.086, Ensemble accuracy on global test data 72.681, Local accuracy on global train data 52.610, Local accuracy on local train data 98.783
Round 259, Devices participated 10, Average loss 0.082, Central accuracy on global test data 70.630, Ensemble accuracy on global test data 71.484, Local accuracy on global train data 46.880, Local accuracy on local train data 98.450
Round 260, Devices participated 10, Average loss 0.099, Central accuracy on global test data 62.866, Ensemble accuracy on global test data 74.487, Local accuracy on global train data 49.409, Local accuracy on local train data 98.417
Round 261, Devices participated 10, Average loss 0.099, Central accuracy on global test data 72.778, Ensemble accuracy on global test data 72.900, Local accuracy on global train data 48.513, Local accuracy on local train data 98.467
Round 262, Devices participated 10, Average loss 0.085, Central accuracy on global test data 69.043, Ensemble accuracy on global test data 74.341, Local accuracy on global train data 50.857, Local accuracy on local train data 98.600
Round 263, Devices participated 10, Average loss 0.138, Central accuracy on global test data 69.800, Ensemble accuracy on global test data 78.052, Local accuracy on global train data 48.506, Local accuracy on local train data 98.300
Round 264, Devices participated 10, Average loss 0.115, Central accuracy on global test data 70.142, Ensemble accuracy on global test data 79.272, Local accuracy on global train data 52.429, Local accuracy on local train data 98.000
Round 265, Devices participated 10, Average loss 0.079, Central accuracy on global test data 66.187, Ensemble accuracy on global test data 73.950, Local accuracy on global train data 44.341, Local accuracy on local train data 98.683
Round 266, Devices participated 10, Average loss 0.180, Central accuracy on global test data 59.692, Ensemble accuracy on global test data 75.952, Local accuracy on global train data 43.210, Local accuracy on local train data 97.750
Round 267, Devices participated 10, Average loss 0.107, Central accuracy on global test data 62.329, Ensemble accuracy on global test data 70.874, Local accuracy on global train data 45.093, Local accuracy on local train data 98.383
Round 268, Devices participated 10, Average loss 0.152, Central accuracy on global test data 70.142, Ensemble accuracy on global test data 77.197, Local accuracy on global train data 49.656, Local accuracy on local train data 97.917
Round 269, Devices participated 10, Average loss 0.074, Central accuracy on global test data 59.521, Ensemble accuracy on global test data 69.360, Local accuracy on global train data 48.674, Local accuracy on local train data 98.817
Round 270, Devices participated 10, Average loss 0.124, Central accuracy on global test data 65.527, Ensemble accuracy on global test data 71.118, Local accuracy on global train data 44.785, Local accuracy on local train data 98.367
Round 271, Devices participated 10, Average loss 0.085, Central accuracy on global test data 67.603, Ensemble accuracy on global test data 75.806, Local accuracy on global train data 48.557, Local accuracy on local train data 98.583
Round 272, Devices participated 10, Average loss 0.096, Central accuracy on global test data 71.948, Ensemble accuracy on global test data 72.046, Local accuracy on global train data 47.148, Local accuracy on local train data 98.517
Round 273, Devices participated 10, Average loss 0.113, Central accuracy on global test data 69.702, Ensemble accuracy on global test data 78.296, Local accuracy on global train data 44.102, Local accuracy on local train data 98.083
Round 274, Devices participated 10, Average loss 0.099, Central accuracy on global test data 64.136, Ensemble accuracy on global test data 74.097, Local accuracy on global train data 49.993, Local accuracy on local train data 98.467
Round 275, Devices participated 10, Average loss 0.083, Central accuracy on global test data 61.450, Ensemble accuracy on global test data 75.024, Local accuracy on global train data 49.944, Local accuracy on local train data 98.833
Round 276, Devices participated 10, Average loss 0.070, Central accuracy on global test data 66.968, Ensemble accuracy on global test data 70.728, Local accuracy on global train data 50.840, Local accuracy on local train data 98.800
Round 277, Devices participated 10, Average loss 0.069, Central accuracy on global test data 65.796, Ensemble accuracy on global test data 68.823, Local accuracy on global train data 50.686, Local accuracy on local train data 98.783
Round 278, Devices participated 10, Average loss 0.050, Central accuracy on global test data 51.953, Ensemble accuracy on global test data 63.281, Local accuracy on global train data 46.550, Local accuracy on local train data 99.217
Round 279, Devices participated 10, Average loss 0.130, Central accuracy on global test data 67.603, Ensemble accuracy on global test data 68.286, Local accuracy on global train data 47.991, Local accuracy on local train data 98.567
Round 280, Devices participated 10, Average loss 0.087, Central accuracy on global test data 64.551, Ensemble accuracy on global test data 71.216, Local accuracy on global train data 47.078, Local accuracy on local train data 98.733
Round 281, Devices participated 10, Average loss 0.081, Central accuracy on global test data 53.833, Ensemble accuracy on global test data 67.773, Local accuracy on global train data 44.465, Local accuracy on local train data 98.667
Round 282, Devices participated 10, Average loss 0.200, Central accuracy on global test data 71.509, Ensemble accuracy on global test data 71.948, Local accuracy on global train data 48.105, Local accuracy on local train data 97.800
Round 283, Devices participated 10, Average loss 0.055, Central accuracy on global test data 59.473, Ensemble accuracy on global test data 72.876, Local accuracy on global train data 52.480, Local accuracy on local train data 98.917
Round 284, Devices participated 10, Average loss 0.113, Central accuracy on global test data 73.120, Ensemble accuracy on global test data 77.368, Local accuracy on global train data 38.691, Local accuracy on local train data 98.483
Round 285, Devices participated 10, Average loss 0.075, Central accuracy on global test data 72.583, Ensemble accuracy on global test data 77.881, Local accuracy on global train data 50.220, Local accuracy on local train data 98.450
Round 286, Devices participated 10, Average loss 0.070, Central accuracy on global test data 63.428, Ensemble accuracy on global test data 73.535, Local accuracy on global train data 47.090, Local accuracy on local train data 98.683
Round 287, Devices participated 10, Average loss 0.105, Central accuracy on global test data 64.331, Ensemble accuracy on global test data 68.774, Local accuracy on global train data 48.518, Local accuracy on local train data 98.500
Round 288, Devices participated 10, Average loss 0.113, Central accuracy on global test data 64.233, Ensemble accuracy on global test data 68.530, Local accuracy on global train data 48.301, Local accuracy on local train data 98.450
Round 289, Devices participated 10, Average loss 0.105, Central accuracy on global test data 60.474, Ensemble accuracy on global test data 70.898, Local accuracy on global train data 47.810, Local accuracy on local train data 98.483
Round 290, Devices participated 10, Average loss 0.130, Central accuracy on global test data 63.379, Ensemble accuracy on global test data 78.882, Local accuracy on global train data 43.137, Local accuracy on local train data 98.000
Round 291, Devices participated 10, Average loss 0.097, Central accuracy on global test data 66.357, Ensemble accuracy on global test data 74.536, Local accuracy on global train data 55.796, Local accuracy on local train data 98.300
Round 292, Devices participated 10, Average loss 0.072, Central accuracy on global test data 58.276, Ensemble accuracy on global test data 71.021, Local accuracy on global train data 48.838, Local accuracy on local train data 98.867
Round 293, Devices participated 10, Average loss 0.136, Central accuracy on global test data 72.412, Ensemble accuracy on global test data 67.725, Local accuracy on global train data 42.080, Local accuracy on local train data 98.117
Round 294, Devices participated 10, Average loss 0.094, Central accuracy on global test data 70.947, Ensemble accuracy on global test data 78.125, Local accuracy on global train data 57.002, Local accuracy on local train data 98.600
Round 295, Devices participated 10, Average loss 0.070, Central accuracy on global test data 71.069, Ensemble accuracy on global test data 72.925, Local accuracy on global train data 54.912, Local accuracy on local train data 98.800
Round 296, Devices participated 10, Average loss 0.124, Central accuracy on global test data 71.558, Ensemble accuracy on global test data 77.319, Local accuracy on global train data 48.845, Local accuracy on local train data 98.350
Round 297, Devices participated 10, Average loss 0.113, Central accuracy on global test data 73.608, Ensemble accuracy on global test data 77.368, Local accuracy on global train data 53.760, Local accuracy on local train data 98.400
Round 298, Devices participated 10, Average loss 0.079, Central accuracy on global test data 72.656, Ensemble accuracy on global test data 73.975, Local accuracy on global train data 56.597, Local accuracy on local train data 98.733
Round 299, Devices participated 10, Average loss 0.146, Central accuracy on global test data 71.118, Ensemble accuracy on global test data 78.589, Local accuracy on global train data 52.209, Local accuracy on local train data 97.967
Round 300, Devices participated 10, Average loss 0.089, Central accuracy on global test data 65.137, Ensemble accuracy on global test data 76.343, Local accuracy on global train data 57.070, Local accuracy on local train data 98.717
Round 301, Devices participated 10, Average loss 0.123, Central accuracy on global test data 62.549, Ensemble accuracy on global test data 71.509, Local accuracy on global train data 60.044, Local accuracy on local train data 98.550
Round 302, Devices participated 10, Average loss 0.099, Central accuracy on global test data 71.338, Ensemble accuracy on global test data 70.215, Local accuracy on global train data 51.616, Local accuracy on local train data 98.517
Round 303, Devices participated 10, Average loss 0.094, Central accuracy on global test data 66.772, Ensemble accuracy on global test data 75.830, Local accuracy on global train data 54.526, Local accuracy on local train data 98.583
Round 304, Devices participated 10, Average loss 0.076, Central accuracy on global test data 69.019, Ensemble accuracy on global test data 71.045, Local accuracy on global train data 48.025, Local accuracy on local train data 98.683
Round 305, Devices participated 10, Average loss 0.091, Central accuracy on global test data 71.875, Ensemble accuracy on global test data 72.412, Local accuracy on global train data 51.550, Local accuracy on local train data 98.500
Round 306, Devices participated 10, Average loss 0.143, Central accuracy on global test data 58.252, Ensemble accuracy on global test data 77.393, Local accuracy on global train data 46.467, Local accuracy on local train data 98.117
Round 307, Devices participated 10, Average loss 0.104, Central accuracy on global test data 61.035, Ensemble accuracy on global test data 69.409, Local accuracy on global train data 51.433, Local accuracy on local train data 98.383
Round 308, Devices participated 10, Average loss 0.132, Central accuracy on global test data 59.180, Ensemble accuracy on global test data 68.848, Local accuracy on global train data 45.530, Local accuracy on local train data 98.433
Round 309, Devices participated 10, Average loss 0.093, Central accuracy on global test data 60.327, Ensemble accuracy on global test data 63.794, Local accuracy on global train data 50.374, Local accuracy on local train data 98.700
Round 310, Devices participated 10, Average loss 0.226, Central accuracy on global test data 66.382, Ensemble accuracy on global test data 71.436, Local accuracy on global train data 49.214, Local accuracy on local train data 97.383
Round 311, Devices participated 10, Average loss 0.069, Central accuracy on global test data 60.718, Ensemble accuracy on global test data 68.457, Local accuracy on global train data 51.238, Local accuracy on local train data 98.783
Round 312, Devices participated 10, Average loss 0.084, Central accuracy on global test data 58.057, Ensemble accuracy on global test data 65.356, Local accuracy on global train data 47.112, Local accuracy on local train data 98.867
Round 313, Devices participated 10, Average loss 0.082, Central accuracy on global test data 61.646, Ensemble accuracy on global test data 64.844, Local accuracy on global train data 45.925, Local accuracy on local train data 98.683
Round 314, Devices participated 10, Average loss 0.152, Central accuracy on global test data 65.405, Ensemble accuracy on global test data 73.389, Local accuracy on global train data 47.024, Local accuracy on local train data 97.683
Round 315, Devices participated 10, Average loss 0.099, Central accuracy on global test data 65.234, Ensemble accuracy on global test data 75.635, Local accuracy on global train data 46.003, Local accuracy on local train data 98.267
Round 316, Devices participated 10, Average loss 0.101, Central accuracy on global test data 68.628, Ensemble accuracy on global test data 69.946, Local accuracy on global train data 54.307, Local accuracy on local train data 98.617
Round 317, Devices participated 10, Average loss 0.110, Central accuracy on global test data 71.655, Ensemble accuracy on global test data 72.729, Local accuracy on global train data 49.893, Local accuracy on local train data 98.333
Round 318, Devices participated 10, Average loss 0.090, Central accuracy on global test data 62.256, Ensemble accuracy on global test data 77.075, Local accuracy on global train data 57.261, Local accuracy on local train data 98.717
