['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '3', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '1.0', '--seed', '123', '--qn_mode', '1', '--opt_mode', '0', '--vr_mode', '1', '--screendump_file', 'log/perf1000_fedlisa_cifariid_lenet5_bs50ep3_opt0vr1_qn1.log']
2020-08-01 16:16:45.491477

['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '3', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '1.0', '--seed', '123', '--qn_mode', '1', '--opt_mode', '0', '--vr_mode', '1', '--screendump_file', 'log/perf1000_fedlisa_cifariid_lenet5_bs50ep3_opt0vr1_qn1.log']
2020-08-01 16:24:58.750467

Round   0, Devices participated 10, Average loss 2.300, Central accuracy on global test data 11.599, Local accuracy on global train data 10.430, Local accuracy on local train data 11.367
Round  27, Devices participated 10, Average loss 1.331, Central accuracy on global test data 52.103, Local accuracy on global train data 47.620, Local accuracy on local train data 52.613
Round  28, Devices participated 10, Average loss 1.323, Central accuracy on global test data 52.875, Local accuracy on global train data 49.607, Local accuracy on local train data 52.667
Round  29, Devices participated 10, Average loss 1.353, Central accuracy on global test data 52.554, Local accuracy on global train data 47.871, Local accuracy on local train data 51.440
Round  30, Devices participated 10, Average loss 1.318, Central accuracy on global test data 53.415, Local accuracy on global train data 49.426, Local accuracy on local train data 53.140
Round  31, Devices participated 10, Average loss 1.302, Central accuracy on global test data 53.686, Local accuracy on global train data 50.591, Local accuracy on local train data 53.113
Round  32, Devices participated 10, Average loss 1.320, Central accuracy on global test data 54.077, Local accuracy on global train data 50.439, Local accuracy on local train data 53.760
Round  33, Devices participated 10, Average loss 1.255, Central accuracy on global test data 53.876, Local accuracy on global train data 50.391, Local accuracy on local train data 55.107
Round  34, Devices participated 10, Average loss 1.210, Central accuracy on global test data 54.167, Local accuracy on global train data 51.035, Local accuracy on local train data 57.267
Round  35, Devices participated 10, Average loss 1.271, Central accuracy on global test data 54.417, Local accuracy on global train data 51.760, Local accuracy on local train data 55.320
Round  36, Devices participated 10, Average loss 1.259, Central accuracy on global test data 54.107, Local accuracy on global train data 50.674, Local accuracy on local train data 56.040
Round  37, Devices participated 10, Average loss 1.197, Central accuracy on global test data 55.068, Local accuracy on global train data 52.617, Local accuracy on local train data 57.840
Round  38, Devices participated 10, Average loss 1.269, Central accuracy on global test data 54.788, Local accuracy on global train data 52.722, Local accuracy on local train data 55.580
Round  39, Devices participated 10, Average loss 1.236, Central accuracy on global test data 55.248, Local accuracy on global train data 53.662, Local accuracy on local train data 56.627
Round  40, Devices participated 10, Average loss 1.178, Central accuracy on global test data 54.447, Local accuracy on global train data 52.163, Local accuracy on local train data 58.420
Round  41, Devices participated 10, Average loss 1.158, Central accuracy on global test data 54.107, Local accuracy on global train data 54.238, Local accuracy on local train data 59.413
Round  42, Devices participated 10, Average loss 1.271, Central accuracy on global test data 54.287, Local accuracy on global train data 53.833, Local accuracy on local train data 56.140
Round  43, Devices participated 10, Average loss 1.158, Central accuracy on global test data 54.938, Local accuracy on global train data 54.248, Local accuracy on local train data 60.053
Round  44, Devices participated 10, Average loss 1.194, Central accuracy on global test data 55.168, Local accuracy on global train data 54.795, Local accuracy on local train data 58.713
Round  45, Devices participated 10, Average loss 1.158, Central accuracy on global test data 55.659, Local accuracy on global train data 55.034, Local accuracy on local train data 59.733
Round  46, Devices participated 10, Average loss 1.198, Central accuracy on global test data 55.088, Local accuracy on global train data 54.702, Local accuracy on local train data 57.860
Round  47, Devices participated 10, Average loss 1.192, Central accuracy on global test data 55.679, Local accuracy on global train data 54.878, Local accuracy on local train data 58.873
Round  48, Devices participated 10, Average loss 1.146, Central accuracy on global test data 56.160, Local accuracy on global train data 56.489, Local accuracy on local train data 60.727
Round  49, Devices participated 10, Average loss 1.169, Central accuracy on global test data 55.819, Local accuracy on global train data 54.583, Local accuracy on local train data 59.707
Round  50, Devices participated 10, Average loss 1.094, Central accuracy on global test data 56.821, Local accuracy on global train data 56.768, Local accuracy on local train data 61.633
Round  51, Devices participated 10, Average loss 1.143, Central accuracy on global test data 56.160, Local accuracy on global train data 56.221, Local accuracy on local train data 60.140
Round  52, Devices participated 10, Average loss 1.110, Central accuracy on global test data 56.490, Local accuracy on global train data 57.202, Local accuracy on local train data 61.707
Round  53, Devices participated 10, Average loss 1.113, Central accuracy on global test data 56.500, Local accuracy on global train data 57.485, Local accuracy on local train data 61.533
Round  54, Devices participated 10, Average loss 1.124, Central accuracy on global test data 56.651, Local accuracy on global train data 56.340, Local accuracy on local train data 60.927
Round  55, Devices participated 10, Average loss 1.113, Central accuracy on global test data 56.691, Local accuracy on global train data 57.542, Local accuracy on local train data 61.847
Round  56, Devices participated 10, Average loss 1.107, Central accuracy on global test data 57.091, Local accuracy on global train data 58.025, Local accuracy on local train data 61.587
Round  57, Devices participated 10, Average loss 1.105, Central accuracy on global test data 56.721, Local accuracy on global train data 57.627, Local accuracy on local train data 61.913
Round  58, Devices participated 10, Average loss 1.102, Central accuracy on global test data 56.921, Local accuracy on global train data 58.179, Local accuracy on local train data 61.927
Round  59, Devices participated 10, Average loss 1.079, Central accuracy on global test data 57.282, Local accuracy on global train data 58.828, Local accuracy on local train data 62.247
Round  60, Devices participated 10, Average loss 1.089, Central accuracy on global test data 57.772, Local accuracy on global train data 58.872, Local accuracy on local train data 62.247
Round  61, Devices participated 10, Average loss 1.091, Central accuracy on global test data 57.913, Local accuracy on global train data 58.069, Local accuracy on local train data 62.573
Round  62, Devices participated 10, Average loss 1.069, Central accuracy on global test data 57.572, Local accuracy on global train data 59.177, Local accuracy on local train data 62.887
Round  63, Devices participated 10, Average loss 1.052, Central accuracy on global test data 58.343, Local accuracy on global train data 59.839, Local accuracy on local train data 63.633
Round  64, Devices participated 10, Average loss 1.067, Central accuracy on global test data 58.243, Local accuracy on global train data 60.325, Local accuracy on local train data 62.920
Round  65, Devices participated 10, Average loss 1.073, Central accuracy on global test data 57.933, Local accuracy on global train data 60.144, Local accuracy on local train data 62.727
Round  66, Devices participated 10, Average loss 1.056, Central accuracy on global test data 58.363, Local accuracy on global train data 59.441, Local accuracy on local train data 63.833
Round  67, Devices participated 10, Average loss 1.044, Central accuracy on global test data 58.433, Local accuracy on global train data 59.968, Local accuracy on local train data 63.947
Round  68, Devices participated 10, Average loss 1.028, Central accuracy on global test data 58.484, Local accuracy on global train data 60.830, Local accuracy on local train data 64.433
Round  69, Devices participated 10, Average loss 1.063, Central accuracy on global test data 58.564, Local accuracy on global train data 60.713, Local accuracy on local train data 63.460
Round  70, Devices participated 10, Average loss 1.033, Central accuracy on global test data 58.634, Local accuracy on global train data 60.376, Local accuracy on local train data 64.213
Round  71, Devices participated 10, Average loss 1.017, Central accuracy on global test data 58.844, Local accuracy on global train data 60.676, Local accuracy on local train data 64.980
Round  72, Devices participated 10, Average loss 1.035, Central accuracy on global test data 59.245, Local accuracy on global train data 61.135, Local accuracy on local train data 64.200
Round  73, Devices participated 10, Average loss 1.007, Central accuracy on global test data 59.155, Local accuracy on global train data 60.615, Local accuracy on local train data 65.693
Round  74, Devices participated 10, Average loss 1.006, Central accuracy on global test data 58.283, Local accuracy on global train data 60.452, Local accuracy on local train data 64.847
Round  75, Devices participated 10, Average loss 1.007, Central accuracy on global test data 58.634, Local accuracy on global train data 60.251, Local accuracy on local train data 65.720
Round  76, Devices participated 10, Average loss 0.942, Central accuracy on global test data 59.425, Local accuracy on global train data 61.843, Local accuracy on local train data 67.827
Round  77, Devices participated 10, Average loss 0.990, Central accuracy on global test data 59.315, Local accuracy on global train data 61.008, Local accuracy on local train data 66.020
Round  78, Devices participated 10, Average loss 0.964, Central accuracy on global test data 59.145, Local accuracy on global train data 61.978, Local accuracy on local train data 66.587
Round  79, Devices participated 10, Average loss 0.971, Central accuracy on global test data 59.054, Local accuracy on global train data 62.439, Local accuracy on local train data 66.807
Round  80, Devices participated 10, Average loss 1.036, Central accuracy on global test data 59.205, Local accuracy on global train data 61.155, Local accuracy on local train data 64.553
Round  81, Devices participated 10, Average loss 0.964, Central accuracy on global test data 59.255, Local accuracy on global train data 62.502, Local accuracy on local train data 66.727
Round  82, Devices participated 10, Average loss 0.993, Central accuracy on global test data 59.095, Local accuracy on global train data 62.034, Local accuracy on local train data 65.940
Round  83, Devices participated 10, Average loss 0.958, Central accuracy on global test data 59.034, Local accuracy on global train data 62.539, Local accuracy on local train data 67.100
Round  84, Devices participated 10, Average loss 0.943, Central accuracy on global test data 59.485, Local accuracy on global train data 63.860, Local accuracy on local train data 67.340
Round  85, Devices participated 10, Average loss 0.952, Central accuracy on global test data 59.826, Local accuracy on global train data 63.215, Local accuracy on local train data 67.833
Round  86, Devices participated 10, Average loss 0.946, Central accuracy on global test data 59.846, Local accuracy on global train data 62.983, Local accuracy on local train data 67.687
Round  87, Devices participated 10, Average loss 0.949, Central accuracy on global test data 58.944, Local accuracy on global train data 62.810, Local accuracy on local train data 67.300
Round  88, Devices participated 10, Average loss 0.943, Central accuracy on global test data 59.165, Local accuracy on global train data 64.143, Local accuracy on local train data 67.400
Round  89, Devices participated 10, Average loss 0.946, Central accuracy on global test data 58.514, Local accuracy on global train data 63.179, Local accuracy on local train data 67.140
Round  90, Devices participated 10, Average loss 0.969, Central accuracy on global test data 58.874, Local accuracy on global train data 64.749, Local accuracy on local train data 67.093
Round  91, Devices participated 10, Average loss 0.944, Central accuracy on global test data 58.934, Local accuracy on global train data 65.198, Local accuracy on local train data 66.953
Round  92, Devices participated 10, Average loss 0.904, Central accuracy on global test data 58.984, Local accuracy on global train data 64.851, Local accuracy on local train data 69.380
Round  93, Devices participated 10, Average loss 0.938, Central accuracy on global test data 59.125, Local accuracy on global train data 64.490, Local accuracy on local train data 68.287
Round  94, Devices participated 10, Average loss 0.899, Central accuracy on global test data 59.034, Local accuracy on global train data 65.562, Local accuracy on local train data 69.747
Round  95, Devices participated 10, Average loss 0.891, Central accuracy on global test data 59.325, Local accuracy on global train data 64.131, Local accuracy on local train data 69.807
Round  96, Devices participated 10, Average loss 0.927, Central accuracy on global test data 59.515, Local accuracy on global train data 64.399, Local accuracy on local train data 68.333
Round  97, Devices participated 10, Average loss 0.934, Central accuracy on global test data 59.195, Local accuracy on global train data 65.417, Local accuracy on local train data 67.800
Round  98, Devices participated 10, Average loss 0.925, Central accuracy on global test data 59.595, Local accuracy on global train data 65.215, Local accuracy on local train data 67.927
Round  99, Devices participated 10, Average loss 0.925, Central accuracy on global test data 59.605, Local accuracy on global train data 65.813, Local accuracy on local train data 68.673
Round 100, Devices participated 10, Average loss 0.895, Central accuracy on global test data 59.315, Local accuracy on global train data 65.496, Local accuracy on local train data 69.413
Round 101, Devices participated 10, Average loss 0.892, Central accuracy on global test data 59.826, Local accuracy on global train data 66.338, Local accuracy on local train data 69.207
Round 102, Devices participated 10, Average loss 0.868, Central accuracy on global test data 59.996, Local accuracy on global train data 65.703, Local accuracy on local train data 71.140
Round 103, Devices participated 10, Average loss 0.914, Central accuracy on global test data 59.545, Local accuracy on global train data 64.958, Local accuracy on local train data 68.500
Round 104, Devices participated 10, Average loss 0.913, Central accuracy on global test data 59.926, Local accuracy on global train data 65.940, Local accuracy on local train data 69.267
Round 105, Devices participated 10, Average loss 0.914, Central accuracy on global test data 60.016, Local accuracy on global train data 65.840, Local accuracy on local train data 68.867
Round 106, Devices participated 10, Average loss 0.908, Central accuracy on global test data 60.317, Local accuracy on global train data 65.923, Local accuracy on local train data 68.867
Round 107, Devices participated 10, Average loss 0.915, Central accuracy on global test data 60.126, Local accuracy on global train data 66.216, Local accuracy on local train data 68.400
Round 108, Devices participated 10, Average loss 0.880, Central accuracy on global test data 59.866, Local accuracy on global train data 67.051, Local accuracy on local train data 69.773
Round 109, Devices participated 10, Average loss 0.916, Central accuracy on global test data 59.896, Local accuracy on global train data 66.638, Local accuracy on local train data 68.887
Round 110, Devices participated 10, Average loss 0.910, Central accuracy on global test data 59.866, Local accuracy on global train data 65.840, Local accuracy on local train data 68.647
Round 111, Devices participated 10, Average loss 0.871, Central accuracy on global test data 60.176, Local accuracy on global train data 66.768, Local accuracy on local train data 70.347
Round 112, Devices participated 10, Average loss 0.859, Central accuracy on global test data 60.026, Local accuracy on global train data 67.720, Local accuracy on local train data 70.267
Round 113, Devices participated 10, Average loss 0.851, Central accuracy on global test data 60.016, Local accuracy on global train data 66.851, Local accuracy on local train data 71.053
Round 114, Devices participated 10, Average loss 0.881, Central accuracy on global test data 59.776, Local accuracy on global train data 66.409, Local accuracy on local train data 69.760
Round 115, Devices participated 10, Average loss 0.835, Central accuracy on global test data 59.986, Local accuracy on global train data 66.853, Local accuracy on local train data 71.440
Round 116, Devices participated 10, Average loss 0.846, Central accuracy on global test data 59.916, Local accuracy on global train data 67.017, Local accuracy on local train data 71.093
Round 117, Devices participated 10, Average loss 0.838, Central accuracy on global test data 59.916, Local accuracy on global train data 66.807, Local accuracy on local train data 71.593
Round 118, Devices participated 10, Average loss 0.830, Central accuracy on global test data 59.876, Local accuracy on global train data 67.307, Local accuracy on local train data 71.233
Round 119, Devices participated 10, Average loss 0.834, Central accuracy on global test data 59.956, Local accuracy on global train data 67.751, Local accuracy on local train data 71.627
Round 120, Devices participated 10, Average loss 0.839, Central accuracy on global test data 60.166, Local accuracy on global train data 67.964, Local accuracy on local train data 71.013
Round 121, Devices participated 10, Average loss 0.800, Central accuracy on global test data 60.116, Local accuracy on global train data 67.515, Local accuracy on local train data 72.087
Round 122, Devices participated 10, Average loss 0.831, Central accuracy on global test data 59.996, Local accuracy on global train data 67.881, Local accuracy on local train data 71.387
Round 123, Devices participated 10, Average loss 0.833, Central accuracy on global test data 59.926, Local accuracy on global train data 66.599, Local accuracy on local train data 72.113
Round 124, Devices participated 10, Average loss 0.847, Central accuracy on global test data 60.367, Local accuracy on global train data 68.118, Local accuracy on local train data 71.447
Round 125, Devices participated 10, Average loss 0.830, Central accuracy on global test data 60.216, Local accuracy on global train data 67.830, Local accuracy on local train data 72.073
Round 126, Devices participated 10, Average loss 0.786, Central accuracy on global test data 60.527, Local accuracy on global train data 67.910, Local accuracy on local train data 73.207
Round 127, Devices participated 10, Average loss 0.804, Central accuracy on global test data 60.787, Local accuracy on global train data 68.567, Local accuracy on local train data 72.507
Round 128, Devices participated 10, Average loss 0.824, Central accuracy on global test data 60.447, Local accuracy on global train data 67.568, Local accuracy on local train data 72.587
Round 129, Devices participated 10, Average loss 0.837, Central accuracy on global test data 60.006, Local accuracy on global train data 68.655, Local accuracy on local train data 71.240
Round 130, Devices participated 10, Average loss 0.812, Central accuracy on global test data 60.286, Local accuracy on global train data 69.470, Local accuracy on local train data 72.507
Round 131, Devices participated 10, Average loss 0.822, Central accuracy on global test data 60.006, Local accuracy on global train data 67.898, Local accuracy on local train data 71.873
Round 132, Devices participated 10, Average loss 0.826, Central accuracy on global test data 60.717, Local accuracy on global train data 68.899, Local accuracy on local train data 72.213
Round 133, Devices participated 10, Average loss 0.798, Central accuracy on global test data 60.116, Local accuracy on global train data 68.650, Local accuracy on local train data 72.387
Round 134, Devices participated 10, Average loss 0.805, Central accuracy on global test data 60.647, Local accuracy on global train data 69.509, Local accuracy on local train data 72.333
Round 135, Devices participated 10, Average loss 0.812, Central accuracy on global test data 60.457, Local accuracy on global train data 69.067, Local accuracy on local train data 72.767
Round 136, Devices participated 10, Average loss 0.831, Central accuracy on global test data 60.176, Local accuracy on global train data 69.407, Local accuracy on local train data 72.080
Round 137, Devices participated 10, Average loss 0.822, Central accuracy on global test data 60.156, Local accuracy on global train data 69.570, Local accuracy on local train data 71.980
Round 138, Devices participated 10, Average loss 0.773, Central accuracy on global test data 60.026, Local accuracy on global train data 69.207, Local accuracy on local train data 73.647
Round 139, Devices participated 10, Average loss 0.809, Central accuracy on global test data 60.116, Local accuracy on global train data 69.800, Local accuracy on local train data 72.687
Round 140, Devices participated 10, Average loss 0.791, Central accuracy on global test data 60.036, Local accuracy on global train data 69.983, Local accuracy on local train data 73.287
Round 141, Devices participated 10, Average loss 0.753, Central accuracy on global test data 59.926, Local accuracy on global train data 69.377, Local accuracy on local train data 74.387
Round 142, Devices participated 10, Average loss 0.785, Central accuracy on global test data 60.116, Local accuracy on global train data 70.498, Local accuracy on local train data 73.173
Round 143, Devices participated 10, Average loss 0.761, Central accuracy on global test data 60.006, Local accuracy on global train data 69.060, Local accuracy on local train data 73.547
Round 144, Devices participated 10, Average loss 0.777, Central accuracy on global test data 60.306, Local accuracy on global train data 69.827, Local accuracy on local train data 73.540
Round 145, Devices participated 10, Average loss 0.811, Central accuracy on global test data 59.926, Local accuracy on global train data 70.332, Local accuracy on local train data 72.700
Round 146, Devices participated 10, Average loss 0.757, Central accuracy on global test data 59.866, Local accuracy on global train data 69.812, Local accuracy on local train data 73.867
Round 147, Devices participated 10, Average loss 0.788, Central accuracy on global test data 60.116, Local accuracy on global train data 70.293, Local accuracy on local train data 73.693
Round 148, Devices participated 10, Average loss 0.747, Central accuracy on global test data 59.766, Local accuracy on global train data 71.089, Local accuracy on local train data 74.720
Round 149, Devices participated 10, Average loss 0.741, Central accuracy on global test data 60.006, Local accuracy on global train data 70.437, Local accuracy on local train data 75.200
Round 150, Devices participated 10, Average loss 0.768, Central accuracy on global test data 60.196, Local accuracy on global train data 69.634, Local accuracy on local train data 74.060
Round 151, Devices participated 10, Average loss 0.780, Central accuracy on global test data 59.655, Local accuracy on global train data 70.852, Local accuracy on local train data 73.633
Round 152, Devices participated 10, Average loss 0.750, Central accuracy on global test data 59.986, Local accuracy on global train data 70.022, Local accuracy on local train data 74.460
Round 153, Devices participated 10, Average loss 0.776, Central accuracy on global test data 59.696, Local accuracy on global train data 70.398, Local accuracy on local train data 73.720
Round 154, Devices participated 10, Average loss 0.777, Central accuracy on global test data 59.685, Local accuracy on global train data 70.303, Local accuracy on local train data 73.853
Round 155, Devices participated 10, Average loss 0.769, Central accuracy on global test data 59.285, Local accuracy on global train data 71.345, Local accuracy on local train data 73.813
Round 156, Devices participated 10, Average loss 0.771, Central accuracy on global test data 59.816, Local accuracy on global train data 70.593, Local accuracy on local train data 73.320
Round 157, Devices participated 10, Average loss 0.761, Central accuracy on global test data 59.495, Local accuracy on global train data 70.679, Local accuracy on local train data 74.087
Round 158, Devices participated 10, Average loss 0.725, Central accuracy on global test data 59.766, Local accuracy on global train data 70.330, Local accuracy on local train data 75.547
Round 159, Devices participated 10, Average loss 0.763, Central accuracy on global test data 59.685, Local accuracy on global train data 70.891, Local accuracy on local train data 74.000
Round 160, Devices participated 10, Average loss 0.780, Central accuracy on global test data 59.746, Local accuracy on global train data 70.947, Local accuracy on local train data 73.253
Round 161, Devices participated 10, Average loss 0.748, Central accuracy on global test data 59.665, Local accuracy on global train data 71.238, Local accuracy on local train data 74.013
Round 162, Devices participated 10, Average loss 0.731, Central accuracy on global test data 59.685, Local accuracy on global train data 71.157, Local accuracy on local train data 74.980
Round 163, Devices participated 10, Average loss 0.750, Central accuracy on global test data 59.485, Local accuracy on global train data 72.488, Local accuracy on local train data 74.533
Round 164, Devices participated 10, Average loss 0.744, Central accuracy on global test data 59.976, Local accuracy on global train data 71.890, Local accuracy on local train data 74.400
Round 165, Devices participated 10, Average loss 0.763, Central accuracy on global test data 59.986, Local accuracy on global train data 71.460, Local accuracy on local train data 73.833
Round 166, Devices participated 10, Average loss 0.734, Central accuracy on global test data 60.136, Local accuracy on global train data 72.542, Local accuracy on local train data 74.693
Round 167, Devices participated 10, Average loss 0.726, Central accuracy on global test data 60.106, Local accuracy on global train data 72.283, Local accuracy on local train data 75.153
Round 168, Devices participated 10, Average loss 0.761, Central accuracy on global test data 59.916, Local accuracy on global train data 72.078, Local accuracy on local train data 74.147
Round 169, Devices participated 10, Average loss 0.746, Central accuracy on global test data 59.916, Local accuracy on global train data 71.404, Local accuracy on local train data 74.460
Round 170, Devices participated 10, Average loss 0.733, Central accuracy on global test data 59.525, Local accuracy on global train data 71.685, Local accuracy on local train data 75.580
Round 171, Devices participated 10, Average loss 0.726, Central accuracy on global test data 59.615, Local accuracy on global train data 72.417, Local accuracy on local train data 74.993
Round 172, Devices participated 10, Average loss 0.744, Central accuracy on global test data 59.425, Local accuracy on global train data 71.094, Local accuracy on local train data 74.860
Round 173, Devices participated 10, Average loss 0.732, Central accuracy on global test data 59.776, Local accuracy on global train data 72.271, Local accuracy on local train data 75.260
Round 174, Devices participated 10, Average loss 0.745, Central accuracy on global test data 60.096, Local accuracy on global train data 71.177, Local accuracy on local train data 74.273
Round 175, Devices participated 10, Average loss 0.728, Central accuracy on global test data 59.906, Local accuracy on global train data 72.283, Local accuracy on local train data 75.613
Round 176, Devices participated 10, Average loss 0.712, Central accuracy on global test data 59.956, Local accuracy on global train data 73.118, Local accuracy on local train data 75.733
Round 177, Devices participated 10, Average loss 0.756, Central accuracy on global test data 59.846, Local accuracy on global train data 72.952, Local accuracy on local train data 74.320
Round 178, Devices participated 10, Average loss 0.711, Central accuracy on global test data 60.186, Local accuracy on global train data 72.454, Local accuracy on local train data 75.653
Round 179, Devices participated 10, Average loss 0.712, Central accuracy on global test data 60.036, Local accuracy on global train data 72.981, Local accuracy on local train data 75.660
Round 180, Devices participated 10, Average loss 0.721, Central accuracy on global test data 59.595, Local accuracy on global train data 72.314, Local accuracy on local train data 75.380
Round 181, Devices participated 10, Average loss 0.742, Central accuracy on global test data 59.265, Local accuracy on global train data 72.263, Local accuracy on local train data 74.807
Round 182, Devices participated 10, Average loss 0.723, Central accuracy on global test data 59.175, Local accuracy on global train data 72.307, Local accuracy on local train data 75.347
Round 183, Devices participated 10, Average loss 0.704, Central accuracy on global test data 59.265, Local accuracy on global train data 72.671, Local accuracy on local train data 76.827
Round 184, Devices participated 10, Average loss 0.701, Central accuracy on global test data 59.395, Local accuracy on global train data 73.013, Local accuracy on local train data 76.520
Round 185, Devices participated 10, Average loss 0.733, Central accuracy on global test data 59.685, Local accuracy on global train data 73.152, Local accuracy on local train data 75.213
Round 186, Devices participated 10, Average loss 0.710, Central accuracy on global test data 59.726, Local accuracy on global train data 73.489, Local accuracy on local train data 76.193
Round 187, Devices participated 10, Average loss 0.714, Central accuracy on global test data 59.205, Local accuracy on global train data 73.826, Local accuracy on local train data 76.407
Round 188, Devices participated 10, Average loss 0.730, Central accuracy on global test data 59.455, Local accuracy on global train data 71.804, Local accuracy on local train data 75.133
Round 189, Devices participated 10, Average loss 0.713, Central accuracy on global test data 59.395, Local accuracy on global train data 73.816, Local accuracy on local train data 75.633
Round 190, Devices participated 10, Average loss 0.705, Central accuracy on global test data 59.265, Local accuracy on global train data 73.455, Local accuracy on local train data 75.900
Round 191, Devices participated 10, Average loss 0.703, Central accuracy on global test data 59.495, Local accuracy on global train data 73.562, Local accuracy on local train data 76.087
