['main_fedlisa.py', '--dataset', 'mnist', '--model', 'mlp', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '1', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '1.0', '--seed', '123', '--opt_mode', '2', '--vr_mode', '0', '--screendump_file', 'log/perf1000_fedlisa_mnistnoniid_mlp_bs50ep1_opt2vr0.log']
2020-08-02 00:10:41.326232

Round   0, Devices participated 10, Average loss 1.787, Central accuracy on global test data 10.877, Local accuracy on global train data 20.352, Local accuracy on local train data 75.533
Round   1, Devices participated 10, Average loss 1.179, Central accuracy on global test data 26.392, Local accuracy on global train data 18.635, Local accuracy on local train data 81.300
Round   2, Devices participated 10, Average loss 0.419, Central accuracy on global test data 42.177, Local accuracy on global train data 19.937, Local accuracy on local train data 86.033
Round   3, Devices participated 10, Average loss 0.306, Central accuracy on global test data 50.611, Local accuracy on global train data 20.581, Local accuracy on local train data 90.333
Round   4, Devices participated 10, Average loss 0.298, Central accuracy on global test data 64.032, Local accuracy on global train data 28.223, Local accuracy on local train data 91.250
Round   5, Devices participated 10, Average loss 0.435, Central accuracy on global test data 82.342, Local accuracy on global train data 38.035, Local accuracy on local train data 86.450
Round   6, Devices participated 10, Average loss 0.323, Central accuracy on global test data 82.993, Local accuracy on global train data 49.934, Local accuracy on local train data 92.117
Round   7, Devices participated 10, Average loss 0.130, Central accuracy on global test data 84.065, Local accuracy on global train data 58.767, Local accuracy on local train data 96.083
Round   8, Devices participated 10, Average loss 0.112, Central accuracy on global test data 84.315, Local accuracy on global train data 55.520, Local accuracy on local train data 96.450
Round   9, Devices participated 10, Average loss 0.091, Central accuracy on global test data 86.268, Local accuracy on global train data 60.217, Local accuracy on local train data 96.767
Round  10, Devices participated 10, Average loss 0.105, Central accuracy on global test data 85.527, Local accuracy on global train data 61.221, Local accuracy on local train data 96.883
Round  11, Devices participated 10, Average loss 0.101, Central accuracy on global test data 88.361, Local accuracy on global train data 59.905, Local accuracy on local train data 96.667
Round  12, Devices participated 10, Average loss 0.135, Central accuracy on global test data 86.488, Local accuracy on global train data 70.227, Local accuracy on local train data 96.167
Round  13, Devices participated 10, Average loss 0.068, Central accuracy on global test data 88.752, Local accuracy on global train data 68.699, Local accuracy on local train data 97.833
Round  14, Devices participated 10, Average loss 0.160, Central accuracy on global test data 77.113, Local accuracy on global train data 66.895, Local accuracy on local train data 96.017
Round  15, Devices participated 10, Average loss 0.280, Central accuracy on global test data 81.691, Local accuracy on global train data 60.994, Local accuracy on local train data 92.983
Round  16, Devices participated 10, Average loss 0.100, Central accuracy on global test data 91.867, Local accuracy on global train data 70.615, Local accuracy on local train data 96.833
Round  17, Devices participated 10, Average loss 0.054, Central accuracy on global test data 86.108, Local accuracy on global train data 77.097, Local accuracy on local train data 98.383
Round  18, Devices participated 10, Average loss 0.122, Central accuracy on global test data 91.316, Local accuracy on global train data 69.561, Local accuracy on local train data 96.033
Round  19, Devices participated 10, Average loss 0.089, Central accuracy on global test data 91.857, Local accuracy on global train data 71.646, Local accuracy on local train data 97.450
Round  20, Devices participated 10, Average loss 0.070, Central accuracy on global test data 92.388, Local accuracy on global train data 75.142, Local accuracy on local train data 97.667
Round  21, Devices participated 10, Average loss 0.060, Central accuracy on global test data 92.007, Local accuracy on global train data 71.646, Local accuracy on local train data 97.933
Round  22, Devices participated 10, Average loss 0.088, Central accuracy on global test data 90.915, Local accuracy on global train data 75.967, Local accuracy on local train data 97.083
Round  23, Devices participated 10, Average loss 0.060, Central accuracy on global test data 91.627, Local accuracy on global train data 75.259, Local accuracy on local train data 98.000
Round  24, Devices participated 10, Average loss 0.053, Central accuracy on global test data 93.169, Local accuracy on global train data 72.878, Local accuracy on local train data 98.217
Round  25, Devices participated 10, Average loss 0.045, Central accuracy on global test data 93.750, Local accuracy on global train data 75.093, Local accuracy on local train data 98.483
Round  26, Devices participated 10, Average loss 0.053, Central accuracy on global test data 93.329, Local accuracy on global train data 77.217, Local accuracy on local train data 98.500
Round  27, Devices participated 10, Average loss 0.050, Central accuracy on global test data 92.688, Local accuracy on global train data 80.637, Local accuracy on local train data 98.550
Round  28, Devices participated 10, Average loss 0.059, Central accuracy on global test data 92.919, Local accuracy on global train data 79.619, Local accuracy on local train data 98.150
Round  29, Devices participated 10, Average loss 0.060, Central accuracy on global test data 86.579, Local accuracy on global train data 76.938, Local accuracy on local train data 98.033
Round  30, Devices participated 10, Average loss 0.082, Central accuracy on global test data 93.259, Local accuracy on global train data 61.731, Local accuracy on local train data 97.100
Round  31, Devices participated 10, Average loss 0.045, Central accuracy on global test data 94.171, Local accuracy on global train data 80.017, Local accuracy on local train data 98.733
Round  32, Devices participated 10, Average loss 0.192, Central accuracy on global test data 80.459, Local accuracy on global train data 79.453, Local accuracy on local train data 96.067
Round  33, Devices participated 10, Average loss 0.092, Central accuracy on global test data 90.655, Local accuracy on global train data 69.849, Local accuracy on local train data 97.250
Round  34, Devices participated 10, Average loss 0.051, Central accuracy on global test data 81.290, Local accuracy on global train data 78.320, Local accuracy on local train data 98.317
Round  35, Devices participated 10, Average loss 0.146, Central accuracy on global test data 94.030, Local accuracy on global train data 63.716, Local accuracy on local train data 95.850
Round  36, Devices participated 10, Average loss 0.043, Central accuracy on global test data 94.671, Local accuracy on global train data 83.870, Local accuracy on local train data 98.717
Round  37, Devices participated 10, Average loss 0.037, Central accuracy on global test data 94.040, Local accuracy on global train data 84.192, Local accuracy on local train data 98.933
Round  38, Devices participated 10, Average loss 0.037, Central accuracy on global test data 93.890, Local accuracy on global train data 82.778, Local accuracy on local train data 98.800
