['main_fedlisa.py', '--dataset', 'mnist', '--model', 'mlp', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '5', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '1.0', '--seed', '123', '--opt_mode', '1', '--vr_mode', '0', '--screendump_file', 'log/perf1000_fedlisa_mnistnoniid_mlp_bs50ep5_opt1vr0.log']
2020-08-02 00:10:48.877550

Round   0, Devices participated 10, Average loss 0.400, Central accuracy on global test data 27.153, Local accuracy on global train data 20.649, Local accuracy on local train data 93.957
Round  51, Devices participated 10, Average loss 0.013, Central accuracy on global test data 93.149, Local accuracy on global train data 70.002, Local accuracy on local train data 99.667
Round  52, Devices participated 10, Average loss 0.008, Central accuracy on global test data 93.189, Local accuracy on global train data 70.715, Local accuracy on local train data 99.820
Round  53, Devices participated 10, Average loss 0.016, Central accuracy on global test data 93.840, Local accuracy on global train data 76.924, Local accuracy on local train data 99.630
Round  54, Devices participated 10, Average loss 0.039, Central accuracy on global test data 93.680, Local accuracy on global train data 71.926, Local accuracy on local train data 99.170
Round  55, Devices participated 10, Average loss 0.010, Central accuracy on global test data 94.702, Local accuracy on global train data 74.373, Local accuracy on local train data 99.757
Round  56, Devices participated 10, Average loss 0.024, Central accuracy on global test data 94.371, Local accuracy on global train data 73.352, Local accuracy on local train data 99.457
Round  57, Devices participated 10, Average loss 0.028, Central accuracy on global test data 93.560, Local accuracy on global train data 73.647, Local accuracy on local train data 99.327
Round  58, Devices participated 10, Average loss 0.010, Central accuracy on global test data 93.980, Local accuracy on global train data 74.883, Local accuracy on local train data 99.790
Round  59, Devices participated 10, Average loss 0.010, Central accuracy on global test data 93.590, Local accuracy on global train data 75.225, Local accuracy on local train data 99.727
Round  60, Devices participated 10, Average loss 0.010, Central accuracy on global test data 92.798, Local accuracy on global train data 74.395, Local accuracy on local train data 99.730
Round  61, Devices participated 10, Average loss 0.011, Central accuracy on global test data 93.319, Local accuracy on global train data 70.476, Local accuracy on local train data 99.683
Round  62, Devices participated 10, Average loss 0.013, Central accuracy on global test data 93.139, Local accuracy on global train data 74.243, Local accuracy on local train data 99.630
Round  63, Devices participated 10, Average loss 0.011, Central accuracy on global test data 94.551, Local accuracy on global train data 73.418, Local accuracy on local train data 99.667
Round  64, Devices participated 10, Average loss 0.008, Central accuracy on global test data 95.192, Local accuracy on global train data 80.757, Local accuracy on local train data 99.790
Round  65, Devices participated 10, Average loss 0.012, Central accuracy on global test data 94.942, Local accuracy on global train data 79.851, Local accuracy on local train data 99.703
Round  66, Devices participated 10, Average loss 0.010, Central accuracy on global test data 94.441, Local accuracy on global train data 74.500, Local accuracy on local train data 99.733
Round  67, Devices participated 10, Average loss 0.009, Central accuracy on global test data 92.879, Local accuracy on global train data 75.786, Local accuracy on local train data 99.707
Round  68, Devices participated 10, Average loss 0.012, Central accuracy on global test data 94.912, Local accuracy on global train data 69.670, Local accuracy on local train data 99.610
Round  69, Devices participated 10, Average loss 0.007, Central accuracy on global test data 95.042, Local accuracy on global train data 73.425, Local accuracy on local train data 99.793
Round  70, Devices participated 10, Average loss 0.010, Central accuracy on global test data 93.640, Local accuracy on global train data 80.823, Local accuracy on local train data 99.760
Round  71, Devices participated 10, Average loss 0.029, Central accuracy on global test data 93.379, Local accuracy on global train data 73.301, Local accuracy on local train data 99.410
Round  72, Devices participated 10, Average loss 0.009, Central accuracy on global test data 93.730, Local accuracy on global train data 74.976, Local accuracy on local train data 99.747
Round  73, Devices participated 10, Average loss 0.010, Central accuracy on global test data 95.182, Local accuracy on global train data 78.801, Local accuracy on local train data 99.723
Round  74, Devices participated 10, Average loss 0.052, Central accuracy on global test data 93.389, Local accuracy on global train data 69.602, Local accuracy on local train data 98.910
Round  75, Devices participated 10, Average loss 0.007, Central accuracy on global test data 93.980, Local accuracy on global train data 75.515, Local accuracy on local train data 99.820
Round  76, Devices participated 10, Average loss 0.008, Central accuracy on global test data 94.111, Local accuracy on global train data 80.251, Local accuracy on local train data 99.773
Round  77, Devices participated 10, Average loss 0.008, Central accuracy on global test data 94.561, Local accuracy on global train data 82.820, Local accuracy on local train data 99.840
Round  78, Devices participated 10, Average loss 0.018, Central accuracy on global test data 94.121, Local accuracy on global train data 72.012, Local accuracy on local train data 99.547
Round  79, Devices participated 10, Average loss 0.025, Central accuracy on global test data 95.142, Local accuracy on global train data 77.065, Local accuracy on local train data 99.447
Round  80, Devices participated 10, Average loss 0.006, Central accuracy on global test data 94.982, Local accuracy on global train data 81.741, Local accuracy on local train data 99.853
Round  81, Devices participated 10, Average loss 0.009, Central accuracy on global test data 95.433, Local accuracy on global train data 79.971, Local accuracy on local train data 99.747
Round  82, Devices participated 10, Average loss 0.008, Central accuracy on global test data 95.272, Local accuracy on global train data 80.483, Local accuracy on local train data 99.783
Round  83, Devices participated 10, Average loss 0.008, Central accuracy on global test data 95.222, Local accuracy on global train data 78.323, Local accuracy on local train data 99.770
Round  84, Devices participated 10, Average loss 0.008, Central accuracy on global test data 94.391, Local accuracy on global train data 78.647, Local accuracy on local train data 99.760
Round  85, Devices participated 10, Average loss 0.006, Central accuracy on global test data 94.822, Local accuracy on global train data 78.806, Local accuracy on local train data 99.840
Round  86, Devices participated 10, Average loss 0.036, Central accuracy on global test data 95.242, Local accuracy on global train data 75.088, Local accuracy on local train data 99.360
Round  87, Devices participated 10, Average loss 0.024, Central accuracy on global test data 93.319, Local accuracy on global train data 74.189, Local accuracy on local train data 99.473
Round  88, Devices participated 10, Average loss 0.026, Central accuracy on global test data 94.992, Local accuracy on global train data 73.179, Local accuracy on local train data 99.490
Round  89, Devices participated 10, Average loss 0.007, Central accuracy on global test data 95.763, Local accuracy on global train data 80.251, Local accuracy on local train data 99.820
Round  90, Devices participated 10, Average loss 0.007, Central accuracy on global test data 95.543, Local accuracy on global train data 80.999, Local accuracy on local train data 99.800
Round  91, Devices participated 10, Average loss 0.006, Central accuracy on global test data 95.443, Local accuracy on global train data 80.034, Local accuracy on local train data 99.840
Round  92, Devices participated 10, Average loss 0.007, Central accuracy on global test data 95.052, Local accuracy on global train data 80.981, Local accuracy on local train data 99.837
Round  93, Devices participated 10, Average loss 0.005, Central accuracy on global test data 94.091, Local accuracy on global train data 82.986, Local accuracy on local train data 99.850
Round  94, Devices participated 10, Average loss 0.007, Central accuracy on global test data 95.042, Local accuracy on global train data 79.785, Local accuracy on local train data 99.810
Round  95, Devices participated 10, Average loss 0.006, Central accuracy on global test data 94.852, Local accuracy on global train data 82.451, Local accuracy on local train data 99.817
Round  96, Devices participated 10, Average loss 0.009, Central accuracy on global test data 94.902, Local accuracy on global train data 81.548, Local accuracy on local train data 99.760
Round  97, Devices participated 10, Average loss 0.057, Central accuracy on global test data 95.012, Local accuracy on global train data 68.958, Local accuracy on local train data 99.093
Round  98, Devices participated 10, Average loss 0.007, Central accuracy on global test data 95.473, Local accuracy on global train data 82.437, Local accuracy on local train data 99.803
Round  99, Devices participated 10, Average loss 0.006, Central accuracy on global test data 94.451, Local accuracy on global train data 81.816, Local accuracy on local train data 99.837
Round 100, Devices participated 10, Average loss 0.007, Central accuracy on global test data 95.383, Local accuracy on global train data 80.532, Local accuracy on local train data 99.813
Round 101, Devices participated 10, Average loss 0.020, Central accuracy on global test data 95.012, Local accuracy on global train data 80.530, Local accuracy on local train data 99.560
Round 102, Devices participated 10, Average loss 0.006, Central accuracy on global test data 94.631, Local accuracy on global train data 81.658, Local accuracy on local train data 99.830
Round 103, Devices participated 10, Average loss 0.006, Central accuracy on global test data 95.763, Local accuracy on global train data 80.710, Local accuracy on local train data 99.850
Round 104, Devices participated 10, Average loss 0.011, Central accuracy on global test data 95.974, Local accuracy on global train data 84.036, Local accuracy on local train data 99.753
Round 105, Devices participated 10, Average loss 0.006, Central accuracy on global test data 96.014, Local accuracy on global train data 82.612, Local accuracy on local train data 99.833
Round 106, Devices participated 10, Average loss 0.007, Central accuracy on global test data 95.994, Local accuracy on global train data 80.859, Local accuracy on local train data 99.847
Round 107, Devices participated 10, Average loss 0.005, Central accuracy on global test data 95.853, Local accuracy on global train data 83.726, Local accuracy on local train data 99.880
Round 108, Devices participated 10, Average loss 0.008, Central accuracy on global test data 95.333, Local accuracy on global train data 80.842, Local accuracy on local train data 99.797
Round 109, Devices participated 10, Average loss 0.027, Central accuracy on global test data 95.723, Local accuracy on global train data 80.618, Local accuracy on local train data 99.567
Round 110, Devices participated 10, Average loss 0.006, Central accuracy on global test data 95.703, Local accuracy on global train data 82.954, Local accuracy on local train data 99.817
Round 111, Devices participated 10, Average loss 0.007, Central accuracy on global test data 96.104, Local accuracy on global train data 81.184, Local accuracy on local train data 99.830
Round 112, Devices participated 10, Average loss 0.008, Central accuracy on global test data 95.312, Local accuracy on global train data 81.731, Local accuracy on local train data 99.780
Round 113, Devices participated 10, Average loss 0.005, Central accuracy on global test data 95.062, Local accuracy on global train data 83.481, Local accuracy on local train data 99.827
Round 114, Devices participated 10, Average loss 0.007, Central accuracy on global test data 94.301, Local accuracy on global train data 83.792, Local accuracy on local train data 99.810
Round 115, Devices participated 10, Average loss 0.016, Central accuracy on global test data 95.192, Local accuracy on global train data 80.000, Local accuracy on local train data 99.627
Round 116, Devices participated 10, Average loss 0.006, Central accuracy on global test data 95.783, Local accuracy on global train data 82.029, Local accuracy on local train data 99.807
Round 117, Devices participated 10, Average loss 0.006, Central accuracy on global test data 96.244, Local accuracy on global train data 83.967, Local accuracy on local train data 99.850
Round 118, Devices participated 10, Average loss 0.007, Central accuracy on global test data 95.713, Local accuracy on global train data 82.473, Local accuracy on local train data 99.833
Round 119, Devices participated 10, Average loss 0.006, Central accuracy on global test data 95.803, Local accuracy on global train data 83.503, Local accuracy on local train data 99.830
Round 120, Devices participated 10, Average loss 0.005, Central accuracy on global test data 95.673, Local accuracy on global train data 83.252, Local accuracy on local train data 99.850
Round 121, Devices participated 10, Average loss 0.006, Central accuracy on global test data 95.192, Local accuracy on global train data 80.168, Local accuracy on local train data 99.843
Round 122, Devices participated 10, Average loss 0.007, Central accuracy on global test data 95.783, Local accuracy on global train data 84.185, Local accuracy on local train data 99.793
Round 123, Devices participated 10, Average loss 0.005, Central accuracy on global test data 95.783, Local accuracy on global train data 86.089, Local accuracy on local train data 99.863
Round 124, Devices participated 10, Average loss 0.005, Central accuracy on global test data 95.002, Local accuracy on global train data 85.181, Local accuracy on local train data 99.860
Round 125, Devices participated 10, Average loss 0.005, Central accuracy on global test data 94.962, Local accuracy on global train data 81.887, Local accuracy on local train data 99.873
Round 126, Devices participated 10, Average loss 0.044, Central accuracy on global test data 95.733, Local accuracy on global train data 76.958, Local accuracy on local train data 99.387
Round 127, Devices participated 10, Average loss 0.005, Central accuracy on global test data 95.242, Local accuracy on global train data 85.955, Local accuracy on local train data 99.867
Round 128, Devices participated 10, Average loss 0.007, Central accuracy on global test data 95.212, Local accuracy on global train data 80.303, Local accuracy on local train data 99.813
Round 129, Devices participated 10, Average loss 0.007, Central accuracy on global test data 95.633, Local accuracy on global train data 84.412, Local accuracy on local train data 99.853
Round 130, Devices participated 10, Average loss 0.056, Central accuracy on global test data 96.284, Local accuracy on global train data 79.255, Local accuracy on local train data 99.043
Round 131, Devices participated 10, Average loss 0.005, Central accuracy on global test data 95.994, Local accuracy on global train data 83.394, Local accuracy on local train data 99.900
Round 132, Devices participated 10, Average loss 0.006, Central accuracy on global test data 95.683, Local accuracy on global train data 87.065, Local accuracy on local train data 99.820
Round 133, Devices participated 10, Average loss 0.017, Central accuracy on global test data 95.974, Local accuracy on global train data 82.712, Local accuracy on local train data 99.650
Round 134, Devices participated 10, Average loss 0.007, Central accuracy on global test data 96.364, Local accuracy on global train data 84.961, Local accuracy on local train data 99.810
Round 135, Devices participated 10, Average loss 0.007, Central accuracy on global test data 96.034, Local accuracy on global train data 83.149, Local accuracy on local train data 99.840
Round 136, Devices participated 10, Average loss 0.005, Central accuracy on global test data 96.384, Local accuracy on global train data 86.462, Local accuracy on local train data 99.857
Round 137, Devices participated 10, Average loss 0.005, Central accuracy on global test data 96.344, Local accuracy on global train data 85.991, Local accuracy on local train data 99.870
Round 138, Devices participated 10, Average loss 0.005, Central accuracy on global test data 95.883, Local accuracy on global train data 87.805, Local accuracy on local train data 99.893
Round 139, Devices participated 10, Average loss 0.005, Central accuracy on global test data 95.994, Local accuracy on global train data 85.354, Local accuracy on local train data 99.853
Round 140, Devices participated 10, Average loss 0.005, Central accuracy on global test data 96.174, Local accuracy on global train data 83.606, Local accuracy on local train data 99.867
Round 141, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.104, Local accuracy on global train data 87.227, Local accuracy on local train data 99.903
Round 142, Devices participated 10, Average loss 0.024, Central accuracy on global test data 96.605, Local accuracy on global train data 79.429, Local accuracy on local train data 99.487
Round 143, Devices participated 10, Average loss 0.005, Central accuracy on global test data 96.404, Local accuracy on global train data 86.858, Local accuracy on local train data 99.827
Round 144, Devices participated 10, Average loss 0.005, Central accuracy on global test data 95.643, Local accuracy on global train data 86.550, Local accuracy on local train data 99.880
Round 145, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.234, Local accuracy on global train data 82.639, Local accuracy on local train data 99.867
Round 146, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.434, Local accuracy on global train data 85.459, Local accuracy on local train data 99.887
Round 147, Devices participated 10, Average loss 0.025, Central accuracy on global test data 95.513, Local accuracy on global train data 83.779, Local accuracy on local train data 99.587
Round 148, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.561, Local accuracy on global train data 87.322, Local accuracy on local train data 99.890
Round 149, Devices participated 10, Average loss 0.005, Central accuracy on global test data 96.084, Local accuracy on global train data 85.549, Local accuracy on local train data 99.847
Round 150, Devices participated 10, Average loss 0.006, Central accuracy on global test data 95.954, Local accuracy on global train data 87.104, Local accuracy on local train data 99.857
Round 151, Devices participated 10, Average loss 0.004, Central accuracy on global test data 95.693, Local accuracy on global train data 87.988, Local accuracy on local train data 99.907
Round 152, Devices participated 10, Average loss 0.027, Central accuracy on global test data 96.454, Local accuracy on global train data 83.848, Local accuracy on local train data 99.563
Round 153, Devices participated 10, Average loss 0.005, Central accuracy on global test data 95.923, Local accuracy on global train data 86.567, Local accuracy on local train data 99.893
Round 154, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.314, Local accuracy on global train data 85.740, Local accuracy on local train data 99.900
Round 155, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.514, Local accuracy on global train data 86.641, Local accuracy on local train data 99.903
Round 156, Devices participated 10, Average loss 0.005, Central accuracy on global test data 96.454, Local accuracy on global train data 84.700, Local accuracy on local train data 99.873
Round 157, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.484, Local accuracy on global train data 87.097, Local accuracy on local train data 99.913
Round 158, Devices participated 10, Average loss 0.005, Central accuracy on global test data 96.484, Local accuracy on global train data 85.176, Local accuracy on local train data 99.857
Round 159, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.224, Local accuracy on global train data 86.079, Local accuracy on local train data 99.910
Round 160, Devices participated 10, Average loss 0.012, Central accuracy on global test data 96.094, Local accuracy on global train data 86.433, Local accuracy on local train data 99.747
Round 161, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.334, Local accuracy on global train data 87.180, Local accuracy on local train data 99.880
Round 162, Devices participated 10, Average loss 0.005, Central accuracy on global test data 96.615, Local accuracy on global train data 85.940, Local accuracy on local train data 99.883
Round 163, Devices participated 10, Average loss 0.005, Central accuracy on global test data 96.104, Local accuracy on global train data 87.417, Local accuracy on local train data 99.890
Round 164, Devices participated 10, Average loss 0.005, Central accuracy on global test data 95.212, Local accuracy on global train data 88.831, Local accuracy on local train data 99.863
Round 165, Devices participated 10, Average loss 0.006, Central accuracy on global test data 96.554, Local accuracy on global train data 85.935, Local accuracy on local train data 99.807
Round 166, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.274, Local accuracy on global train data 88.328, Local accuracy on local train data 99.940
Round 167, Devices participated 10, Average loss 0.040, Central accuracy on global test data 96.474, Local accuracy on global train data 84.026, Local accuracy on local train data 99.500
Round 168, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.314, Local accuracy on global train data 87.346, Local accuracy on local train data 99.870
Round 169, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.364, Local accuracy on global train data 86.782, Local accuracy on local train data 99.910
Round 170, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.384, Local accuracy on global train data 90.378, Local accuracy on local train data 99.873
Round 171, Devices participated 10, Average loss 0.020, Central accuracy on global test data 95.753, Local accuracy on global train data 82.783, Local accuracy on local train data 99.673
Round 172, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.304, Local accuracy on global train data 89.509, Local accuracy on local train data 99.910
Round 173, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.414, Local accuracy on global train data 88.772, Local accuracy on local train data 99.910
Round 174, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.635, Local accuracy on global train data 88.054, Local accuracy on local train data 99.880
Round 175, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.544, Local accuracy on global train data 88.391, Local accuracy on local train data 99.910
Round 176, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.855, Local accuracy on global train data 89.834, Local accuracy on local train data 99.873
Round 177, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.154, Local accuracy on global train data 89.236, Local accuracy on local train data 99.897
Round 178, Devices participated 10, Average loss 0.012, Central accuracy on global test data 96.625, Local accuracy on global train data 89.456, Local accuracy on local train data 99.763
Round 179, Devices participated 10, Average loss 0.044, Central accuracy on global test data 96.184, Local accuracy on global train data 82.278, Local accuracy on local train data 99.400
Round 180, Devices participated 10, Average loss 0.005, Central accuracy on global test data 96.705, Local accuracy on global train data 85.298, Local accuracy on local train data 99.847
Round 181, Devices participated 10, Average loss 0.005, Central accuracy on global test data 96.224, Local accuracy on global train data 90.229, Local accuracy on local train data 99.897
Round 182, Devices participated 10, Average loss 0.004, Central accuracy on global test data 95.833, Local accuracy on global train data 90.574, Local accuracy on local train data 99.900
Round 183, Devices participated 10, Average loss 0.005, Central accuracy on global test data 96.094, Local accuracy on global train data 88.428, Local accuracy on local train data 99.897
Round 184, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.294, Local accuracy on global train data 90.715, Local accuracy on local train data 99.923
Round 185, Devices participated 10, Average loss 0.003, Central accuracy on global test data 96.414, Local accuracy on global train data 88.984, Local accuracy on local train data 99.920
Round 186, Devices participated 10, Average loss 0.003, Central accuracy on global test data 96.695, Local accuracy on global train data 90.874, Local accuracy on local train data 99.930
Round 187, Devices participated 10, Average loss 0.003, Central accuracy on global test data 96.334, Local accuracy on global train data 90.725, Local accuracy on local train data 99.947
Round 188, Devices participated 10, Average loss 0.006, Central accuracy on global test data 96.074, Local accuracy on global train data 86.099, Local accuracy on local train data 99.853
Round 189, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.054, Local accuracy on global train data 88.594, Local accuracy on local train data 99.900
Round 190, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.424, Local accuracy on global train data 88.958, Local accuracy on local train data 99.917
Round 191, Devices participated 10, Average loss 0.003, Central accuracy on global test data 96.444, Local accuracy on global train data 90.110, Local accuracy on local train data 99.947
Round 192, Devices participated 10, Average loss 0.004, Central accuracy on global test data 95.713, Local accuracy on global train data 89.880, Local accuracy on local train data 99.890
Round 193, Devices participated 10, Average loss 0.005, Central accuracy on global test data 96.745, Local accuracy on global train data 86.101, Local accuracy on local train data 99.853
Round 194, Devices participated 10, Average loss 0.003, Central accuracy on global test data 96.494, Local accuracy on global train data 91.475, Local accuracy on local train data 99.953
Round 195, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.695, Local accuracy on global train data 87.974, Local accuracy on local train data 99.870
Round 196, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.575, Local accuracy on global train data 89.875, Local accuracy on local train data 99.920
Round 197, Devices participated 10, Average loss 0.003, Central accuracy on global test data 96.675, Local accuracy on global train data 86.406, Local accuracy on local train data 99.913
Round 198, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.364, Local accuracy on global train data 88.359, Local accuracy on local train data 99.880
Round 199, Devices participated 10, Average loss 0.004, Central accuracy on global test data 96.474, Local accuracy on global train data 89.829, Local accuracy on local train data 99.920
