['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '5', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '1.0', '--seed', '123', '--qn_mode', '0', '--opt_mode', '0', '--vr_mode', '0', '--screendump_file', 'log/perf1000_fedlisa_cifariid_lenet5_bs50ep5_opt0vr0_qn0.log']
2020-08-01 16:16:42.276705

Round   0, Devices participated 10, Average loss 2.298, Central accuracy on global test data 12.580, Local accuracy on global train data 10.759, Local accuracy on local train data 11.792
Round   1, Devices participated 10, Average loss 2.275, Central accuracy on global test data 15.575, Local accuracy on global train data 16.775, Local accuracy on local train data 15.644
Round   2, Devices participated 10, Average loss 2.091, Central accuracy on global test data 28.235, Local accuracy on global train data 23.381, Local accuracy on local train data 22.260
Round   3, Devices participated 10, Average loss 1.965, Central accuracy on global test data 31.360, Local accuracy on global train data 25.110, Local accuracy on local train data 26.508
Round   4, Devices participated 10, Average loss 1.837, Central accuracy on global test data 35.116, Local accuracy on global train data 29.626, Local accuracy on local train data 31.904
Round   5, Devices participated 10, Average loss 1.756, Central accuracy on global test data 37.009, Local accuracy on global train data 32.839, Local accuracy on local train data 35.116
Round   6, Devices participated 10, Average loss 1.654, Central accuracy on global test data 39.824, Local accuracy on global train data 33.738, Local accuracy on local train data 39.288
Round   7, Devices participated 10, Average loss 1.566, Central accuracy on global test data 41.777, Local accuracy on global train data 37.395, Local accuracy on local train data 42.204
Round   8, Devices participated 10, Average loss 1.476, Central accuracy on global test data 43.490, Local accuracy on global train data 37.712, Local accuracy on local train data 47.068
Round   9, Devices participated 10, Average loss 1.392, Central accuracy on global test data 45.433, Local accuracy on global train data 37.371, Local accuracy on local train data 49.944
Round  10, Devices participated 10, Average loss 1.273, Central accuracy on global test data 46.334, Local accuracy on global train data 38.953, Local accuracy on local train data 54.272
Round  11, Devices participated 10, Average loss 1.203, Central accuracy on global test data 48.087, Local accuracy on global train data 41.782, Local accuracy on local train data 57.304
Round  12, Devices participated 10, Average loss 1.118, Central accuracy on global test data 48.638, Local accuracy on global train data 42.319, Local accuracy on local train data 60.960
Round  13, Devices participated 10, Average loss 1.022, Central accuracy on global test data 49.369, Local accuracy on global train data 43.037, Local accuracy on local train data 64.888
Round  14, Devices participated 10, Average loss 0.915, Central accuracy on global test data 50.270, Local accuracy on global train data 44.290, Local accuracy on local train data 69.052
Round  15, Devices participated 10, Average loss 0.865, Central accuracy on global test data 49.289, Local accuracy on global train data 45.403, Local accuracy on local train data 71.456
Round  16, Devices participated 10, Average loss 0.830, Central accuracy on global test data 50.631, Local accuracy on global train data 46.257, Local accuracy on local train data 73.408
Round  17, Devices participated 10, Average loss 0.800, Central accuracy on global test data 49.750, Local accuracy on global train data 47.524, Local accuracy on local train data 74.400
Round  18, Devices participated 10, Average loss 0.756, Central accuracy on global test data 50.240, Local accuracy on global train data 48.303, Local accuracy on local train data 75.936
Round  19, Devices participated 10, Average loss 0.714, Central accuracy on global test data 51.182, Local accuracy on global train data 48.459, Local accuracy on local train data 77.736
Round  20, Devices participated 10, Average loss 0.718, Central accuracy on global test data 50.341, Local accuracy on global train data 49.036, Local accuracy on local train data 77.696
Round  21, Devices participated 10, Average loss 0.658, Central accuracy on global test data 50.942, Local accuracy on global train data 49.719, Local accuracy on local train data 79.680
Round  22, Devices participated 10, Average loss 0.646, Central accuracy on global test data 50.581, Local accuracy on global train data 49.023, Local accuracy on local train data 80.448
Round  23, Devices participated 10, Average loss 0.653, Central accuracy on global test data 50.901, Local accuracy on global train data 50.156, Local accuracy on local train data 80.328
Round  24, Devices participated 10, Average loss 0.576, Central accuracy on global test data 51.222, Local accuracy on global train data 50.212, Local accuracy on local train data 82.416
Round  25, Devices participated 10, Average loss 0.616, Central accuracy on global test data 50.861, Local accuracy on global train data 50.522, Local accuracy on local train data 81.560
Round  26, Devices participated 10, Average loss 0.592, Central accuracy on global test data 51.132, Local accuracy on global train data 50.945, Local accuracy on local train data 82.444
Round  27, Devices participated 10, Average loss 0.582, Central accuracy on global test data 51.322, Local accuracy on global train data 51.826, Local accuracy on local train data 82.504
Round  28, Devices participated 10, Average loss 0.587, Central accuracy on global test data 51.342, Local accuracy on global train data 51.555, Local accuracy on local train data 82.224
Round  29, Devices participated 10, Average loss 0.536, Central accuracy on global test data 51.492, Local accuracy on global train data 51.904, Local accuracy on local train data 83.816
Round  30, Devices participated 10, Average loss 0.570, Central accuracy on global test data 51.613, Local accuracy on global train data 52.551, Local accuracy on local train data 82.828
Round  31, Devices participated 10, Average loss 0.547, Central accuracy on global test data 51.232, Local accuracy on global train data 52.749, Local accuracy on local train data 83.400
Round  32, Devices participated 10, Average loss 0.534, Central accuracy on global test data 51.252, Local accuracy on global train data 52.910, Local accuracy on local train data 83.856
Round  33, Devices participated 10, Average loss 0.456, Central accuracy on global test data 51.482, Local accuracy on global train data 53.604, Local accuracy on local train data 86.260
Round  34, Devices participated 10, Average loss 0.595, Central accuracy on global test data 51.372, Local accuracy on global train data 53.862, Local accuracy on local train data 82.292
Round  35, Devices participated 10, Average loss 0.453, Central accuracy on global test data 51.853, Local accuracy on global train data 54.214, Local accuracy on local train data 86.328
Round  36, Devices participated 10, Average loss 0.497, Central accuracy on global test data 51.743, Local accuracy on global train data 54.146, Local accuracy on local train data 85.352
Round  37, Devices participated 10, Average loss 0.517, Central accuracy on global test data 52.093, Local accuracy on global train data 54.534, Local accuracy on local train data 84.532
Round  38, Devices participated 10, Average loss 0.359, Central accuracy on global test data 51.833, Local accuracy on global train data 55.112, Local accuracy on local train data 88.844
Round  39, Devices participated 10, Average loss 0.490, Central accuracy on global test data 51.883, Local accuracy on global train data 54.690, Local accuracy on local train data 85.784
Round  40, Devices participated 10, Average loss 0.477, Central accuracy on global test data 52.224, Local accuracy on global train data 54.724, Local accuracy on local train data 85.680
Round  41, Devices participated 10, Average loss 0.489, Central accuracy on global test data 51.442, Local accuracy on global train data 55.571, Local accuracy on local train data 85.560
Round  42, Devices participated 10, Average loss 0.444, Central accuracy on global test data 51.272, Local accuracy on global train data 55.903, Local accuracy on local train data 86.736
Round  43, Devices participated 10, Average loss 0.489, Central accuracy on global test data 52.023, Local accuracy on global train data 55.503, Local accuracy on local train data 85.688
Round  44, Devices participated 10, Average loss 0.453, Central accuracy on global test data 52.053, Local accuracy on global train data 55.835, Local accuracy on local train data 86.460
Round  45, Devices participated 10, Average loss 0.562, Central accuracy on global test data 51.542, Local accuracy on global train data 55.693, Local accuracy on local train data 83.508
Round  46, Devices participated 10, Average loss 0.447, Central accuracy on global test data 52.093, Local accuracy on global train data 56.487, Local accuracy on local train data 86.640
Round  47, Devices participated 10, Average loss 0.406, Central accuracy on global test data 52.224, Local accuracy on global train data 56.755, Local accuracy on local train data 87.924
Round  48, Devices participated 10, Average loss 0.484, Central accuracy on global test data 52.574, Local accuracy on global train data 56.914, Local accuracy on local train data 85.824
Round  49, Devices participated 10, Average loss 0.481, Central accuracy on global test data 51.953, Local accuracy on global train data 56.565, Local accuracy on local train data 86.060
Round  50, Devices participated 10, Average loss 0.462, Central accuracy on global test data 52.143, Local accuracy on global train data 57.104, Local accuracy on local train data 86.608
Round  51, Devices participated 10, Average loss 0.468, Central accuracy on global test data 52.474, Local accuracy on global train data 57.346, Local accuracy on local train data 86.336
Round  52, Devices participated 10, Average loss 0.442, Central accuracy on global test data 52.744, Local accuracy on global train data 57.935, Local accuracy on local train data 87.112
Round  53, Devices participated 10, Average loss 0.474, Central accuracy on global test data 52.514, Local accuracy on global train data 57.603, Local accuracy on local train data 86.152
Round  54, Devices participated 10, Average loss 0.380, Central accuracy on global test data 52.294, Local accuracy on global train data 57.678, Local accuracy on local train data 88.728
Round  55, Devices participated 10, Average loss 0.418, Central accuracy on global test data 52.153, Local accuracy on global train data 58.135, Local accuracy on local train data 87.644
Round  56, Devices participated 10, Average loss 0.360, Central accuracy on global test data 52.654, Local accuracy on global train data 58.650, Local accuracy on local train data 89.268
Round  57, Devices participated 10, Average loss 0.398, Central accuracy on global test data 52.434, Local accuracy on global train data 58.723, Local accuracy on local train data 88.264
Round  58, Devices participated 10, Average loss 0.415, Central accuracy on global test data 52.594, Local accuracy on global train data 58.682, Local accuracy on local train data 87.736
Round  59, Devices participated 10, Average loss 0.457, Central accuracy on global test data 52.524, Local accuracy on global train data 58.938, Local accuracy on local train data 86.832
Round  60, Devices participated 10, Average loss 0.358, Central accuracy on global test data 52.374, Local accuracy on global train data 59.446, Local accuracy on local train data 89.448
Round  61, Devices participated 10, Average loss 0.339, Central accuracy on global test data 52.624, Local accuracy on global train data 59.761, Local accuracy on local train data 90.144
Round  62, Devices participated 10, Average loss 0.398, Central accuracy on global test data 52.644, Local accuracy on global train data 58.889, Local accuracy on local train data 88.512
Round  63, Devices participated 10, Average loss 0.419, Central accuracy on global test data 52.424, Local accuracy on global train data 59.504, Local accuracy on local train data 87.780
Round  64, Devices participated 10, Average loss 0.352, Central accuracy on global test data 52.594, Local accuracy on global train data 60.212, Local accuracy on local train data 89.704
Round  65, Devices participated 10, Average loss 0.341, Central accuracy on global test data 52.314, Local accuracy on global train data 60.186, Local accuracy on local train data 89.976
Round  66, Devices participated 10, Average loss 0.335, Central accuracy on global test data 52.574, Local accuracy on global train data 60.491, Local accuracy on local train data 90.128
Round  67, Devices participated 10, Average loss 0.388, Central accuracy on global test data 52.524, Local accuracy on global train data 59.983, Local accuracy on local train data 88.840
Round  68, Devices participated 10, Average loss 0.419, Central accuracy on global test data 52.564, Local accuracy on global train data 59.976, Local accuracy on local train data 88.036
Round  69, Devices participated 10, Average loss 0.357, Central accuracy on global test data 53.225, Local accuracy on global train data 60.911, Local accuracy on local train data 89.644
Round  70, Devices participated 10, Average loss 0.357, Central accuracy on global test data 53.125, Local accuracy on global train data 60.842, Local accuracy on local train data 89.800
Round  71, Devices participated 10, Average loss 0.380, Central accuracy on global test data 52.424, Local accuracy on global train data 60.457, Local accuracy on local train data 88.832
Round  72, Devices participated 10, Average loss 0.297, Central accuracy on global test data 52.825, Local accuracy on global train data 61.218, Local accuracy on local train data 91.384
Round  73, Devices participated 10, Average loss 0.338, Central accuracy on global test data 52.744, Local accuracy on global train data 61.282, Local accuracy on local train data 90.232
Round  74, Devices participated 10, Average loss 0.369, Central accuracy on global test data 52.744, Local accuracy on global train data 60.925, Local accuracy on local train data 89.372
Round  75, Devices participated 10, Average loss 0.396, Central accuracy on global test data 52.815, Local accuracy on global train data 60.935, Local accuracy on local train data 88.612
Round  76, Devices participated 10, Average loss 0.365, Central accuracy on global test data 52.825, Local accuracy on global train data 61.765, Local accuracy on local train data 89.444
Round  77, Devices participated 10, Average loss 0.362, Central accuracy on global test data 53.135, Local accuracy on global train data 61.724, Local accuracy on local train data 89.548
Round  78, Devices participated 10, Average loss 0.319, Central accuracy on global test data 52.614, Local accuracy on global train data 61.765, Local accuracy on local train data 90.876
Round  79, Devices participated 10, Average loss 0.338, Central accuracy on global test data 53.245, Local accuracy on global train data 62.000, Local accuracy on local train data 89.852
Round  80, Devices participated 10, Average loss 0.366, Central accuracy on global test data 52.845, Local accuracy on global train data 61.614, Local accuracy on local train data 89.196
Round  81, Devices participated 10, Average loss 0.377, Central accuracy on global test data 52.995, Local accuracy on global train data 61.733, Local accuracy on local train data 89.116
Round  82, Devices participated 10, Average loss 0.341, Central accuracy on global test data 52.574, Local accuracy on global train data 62.468, Local accuracy on local train data 90.032
Round  83, Devices participated 10, Average loss 0.341, Central accuracy on global test data 53.095, Local accuracy on global train data 62.510, Local accuracy on local train data 89.984
Round  84, Devices participated 10, Average loss 0.340, Central accuracy on global test data 53.115, Local accuracy on global train data 62.488, Local accuracy on local train data 89.972
Round  85, Devices participated 10, Average loss 0.333, Central accuracy on global test data 52.674, Local accuracy on global train data 62.957, Local accuracy on local train data 90.300
Round  86, Devices participated 10, Average loss 0.341, Central accuracy on global test data 53.345, Local accuracy on global train data 63.044, Local accuracy on local train data 89.956
Round  87, Devices participated 10, Average loss 0.310, Central accuracy on global test data 53.265, Local accuracy on global train data 63.787, Local accuracy on local train data 90.932
Round  88, Devices participated 10, Average loss 0.312, Central accuracy on global test data 53.275, Local accuracy on global train data 63.193, Local accuracy on local train data 90.900
Round  89, Devices participated 10, Average loss 0.349, Central accuracy on global test data 52.885, Local accuracy on global train data 62.732, Local accuracy on local train data 89.844
Round  90, Devices participated 10, Average loss 0.258, Central accuracy on global test data 53.285, Local accuracy on global train data 63.513, Local accuracy on local train data 92.268
Round  91, Devices participated 10, Average loss 0.299, Central accuracy on global test data 52.865, Local accuracy on global train data 63.320, Local accuracy on local train data 91.188
