['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '3', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '1.0', '--seed', '123', '--qn_mode', '1', '--opt_mode', '2', '--vr_mode', '1', '--screendump_file', 'log/perf1000_fedlisa_cifariid_lenet5_bs50ep3_opt2vr1_qn1.log']
2020-08-01 16:16:45.892510

['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '3', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '1.0', '--seed', '123', '--qn_mode', '1', '--opt_mode', '2', '--vr_mode', '1', '--screendump_file', 'log/perf1000_fedlisa_cifariid_lenet5_bs50ep3_opt2vr1_qn1.log']
2020-08-01 16:24:59.615482

Round   0, Devices participated 10, Average loss 2.300, Central accuracy on global test data 10.156, Local accuracy on global train data 10.430, Local accuracy on local train data 11.367
Round  43, Devices participated 10, Average loss 1.731, Central accuracy on global test data 27.354, Local accuracy on global train data 36.079, Local accuracy on local train data 35.780
Round  44, Devices participated 10, Average loss 1.753, Central accuracy on global test data 29.197, Local accuracy on global train data 36.897, Local accuracy on local train data 35.847
Round  45, Devices participated 10, Average loss 1.705, Central accuracy on global test data 29.597, Local accuracy on global train data 38.018, Local accuracy on local train data 37.940
Round  46, Devices participated 10, Average loss 1.736, Central accuracy on global test data 29.046, Local accuracy on global train data 37.966, Local accuracy on local train data 35.940
Round  47, Devices participated 10, Average loss 1.706, Central accuracy on global test data 28.295, Local accuracy on global train data 38.223, Local accuracy on local train data 37.247
Round  48, Devices participated 10, Average loss 1.695, Central accuracy on global test data 28.606, Local accuracy on global train data 39.526, Local accuracy on local train data 38.107
Round  49, Devices participated 10, Average loss 1.709, Central accuracy on global test data 29.888, Local accuracy on global train data 39.026, Local accuracy on local train data 38.280
Round  50, Devices participated 10, Average loss 1.674, Central accuracy on global test data 32.342, Local accuracy on global train data 40.352, Local accuracy on local train data 39.827
Round  51, Devices participated 10, Average loss 1.695, Central accuracy on global test data 35.797, Local accuracy on global train data 39.683, Local accuracy on local train data 39.367
Round  52, Devices participated 10, Average loss 1.679, Central accuracy on global test data 38.321, Local accuracy on global train data 39.746, Local accuracy on local train data 39.793
Round  53, Devices participated 10, Average loss 1.665, Central accuracy on global test data 39.473, Local accuracy on global train data 40.244, Local accuracy on local train data 40.593
Round  54, Devices participated 10, Average loss 1.704, Central accuracy on global test data 39.493, Local accuracy on global train data 39.983, Local accuracy on local train data 39.000
Round  55, Devices participated 10, Average loss 1.635, Central accuracy on global test data 38.151, Local accuracy on global train data 41.160, Local accuracy on local train data 41.613
Round  56, Devices participated 10, Average loss 1.647, Central accuracy on global test data 36.548, Local accuracy on global train data 40.984, Local accuracy on local train data 41.367
Round  57, Devices participated 10, Average loss 1.628, Central accuracy on global test data 35.407, Local accuracy on global train data 40.781, Local accuracy on local train data 41.640
Round  58, Devices participated 10, Average loss 1.612, Central accuracy on global test data 34.675, Local accuracy on global train data 41.013, Local accuracy on local train data 41.480
Round  59, Devices participated 10, Average loss 1.607, Central accuracy on global test data 34.605, Local accuracy on global train data 40.854, Local accuracy on local train data 42.193
Round  60, Devices participated 10, Average loss 1.615, Central accuracy on global test data 34.816, Local accuracy on global train data 40.054, Local accuracy on local train data 41.720
Round  61, Devices participated 10, Average loss 1.624, Central accuracy on global test data 35.917, Local accuracy on global train data 40.264, Local accuracy on local train data 41.527
Round  62, Devices participated 10, Average loss 1.618, Central accuracy on global test data 36.969, Local accuracy on global train data 40.505, Local accuracy on local train data 41.273
Round  63, Devices participated 10, Average loss 1.589, Central accuracy on global test data 37.450, Local accuracy on global train data 41.506, Local accuracy on local train data 42.560
Round  64, Devices participated 10, Average loss 1.596, Central accuracy on global test data 35.016, Local accuracy on global train data 41.633, Local accuracy on local train data 41.813
Round  65, Devices participated 10, Average loss 1.620, Central accuracy on global test data 31.621, Local accuracy on global train data 42.234, Local accuracy on local train data 40.587
Round  66, Devices participated 10, Average loss 1.601, Central accuracy on global test data 29.617, Local accuracy on global train data 42.517, Local accuracy on local train data 42.453
Round  67, Devices participated 10, Average loss 1.571, Central accuracy on global test data 30.158, Local accuracy on global train data 42.605, Local accuracy on local train data 42.700
Round  68, Devices participated 10, Average loss 1.584, Central accuracy on global test data 33.233, Local accuracy on global train data 42.390, Local accuracy on local train data 43.160
Round  69, Devices participated 10, Average loss 1.617, Central accuracy on global test data 37.440, Local accuracy on global train data 42.666, Local accuracy on local train data 42.387
Round  70, Devices participated 10, Average loss 1.565, Central accuracy on global test data 41.897, Local accuracy on global train data 43.630, Local accuracy on local train data 44.347
Round  71, Devices participated 10, Average loss 1.540, Central accuracy on global test data 43.209, Local accuracy on global train data 44.111, Local accuracy on local train data 45.673
Round  72, Devices participated 10, Average loss 1.555, Central accuracy on global test data 42.829, Local accuracy on global train data 44.688, Local accuracy on local train data 44.447
Round  73, Devices participated 10, Average loss 1.539, Central accuracy on global test data 41.466, Local accuracy on global train data 43.933, Local accuracy on local train data 45.440
Round  74, Devices participated 10, Average loss 1.537, Central accuracy on global test data 40.485, Local accuracy on global train data 43.850, Local accuracy on local train data 45.827
Round  75, Devices participated 10, Average loss 1.541, Central accuracy on global test data 39.704, Local accuracy on global train data 44.907, Local accuracy on local train data 45.487
Round  76, Devices participated 10, Average loss 1.464, Central accuracy on global test data 39.834, Local accuracy on global train data 44.873, Local accuracy on local train data 47.620
Round  77, Devices participated 10, Average loss 1.546, Central accuracy on global test data 39.704, Local accuracy on global train data 43.933, Local accuracy on local train data 44.433
Round  78, Devices participated 10, Average loss 1.501, Central accuracy on global test data 40.114, Local accuracy on global train data 44.912, Local accuracy on local train data 46.493
Round  79, Devices participated 10, Average loss 1.507, Central accuracy on global test data 41.026, Local accuracy on global train data 44.917, Local accuracy on local train data 45.427
Round  80, Devices participated 10, Average loss 1.538, Central accuracy on global test data 42.077, Local accuracy on global train data 46.155, Local accuracy on local train data 45.393
Round  81, Devices participated 10, Average loss 1.481, Central accuracy on global test data 42.077, Local accuracy on global train data 45.532, Local accuracy on local train data 46.373
Round  82, Devices participated 10, Average loss 1.514, Central accuracy on global test data 40.895, Local accuracy on global train data 45.640, Local accuracy on local train data 45.713
Round  83, Devices participated 10, Average loss 1.490, Central accuracy on global test data 39.493, Local accuracy on global train data 45.334, Local accuracy on local train data 46.900
Round  84, Devices participated 10, Average loss 1.482, Central accuracy on global test data 37.981, Local accuracy on global train data 45.427, Local accuracy on local train data 46.940
Round  85, Devices participated 10, Average loss 1.478, Central accuracy on global test data 36.869, Local accuracy on global train data 45.212, Local accuracy on local train data 46.793
Round  86, Devices participated 10, Average loss 1.517, Central accuracy on global test data 36.008, Local accuracy on global train data 45.303, Local accuracy on local train data 45.113
Round  87, Devices participated 10, Average loss 1.499, Central accuracy on global test data 36.258, Local accuracy on global train data 46.807, Local accuracy on local train data 45.893
Round  88, Devices participated 10, Average loss 1.491, Central accuracy on global test data 37.149, Local accuracy on global train data 46.150, Local accuracy on local train data 46.580
Round  89, Devices participated 10, Average loss 1.468, Central accuracy on global test data 38.892, Local accuracy on global train data 46.345, Local accuracy on local train data 47.767
Round  90, Devices participated 10, Average loss 1.501, Central accuracy on global test data 40.775, Local accuracy on global train data 47.078, Local accuracy on local train data 47.247
Round  91, Devices participated 10, Average loss 1.481, Central accuracy on global test data 42.889, Local accuracy on global train data 46.792, Local accuracy on local train data 47.187
Round  92, Devices participated 10, Average loss 1.459, Central accuracy on global test data 44.401, Local accuracy on global train data 46.614, Local accuracy on local train data 48.400
Round  93, Devices participated 10, Average loss 1.463, Central accuracy on global test data 44.561, Local accuracy on global train data 46.992, Local accuracy on local train data 47.280
Round  94, Devices participated 10, Average loss 1.435, Central accuracy on global test data 43.630, Local accuracy on global train data 47.795, Local accuracy on local train data 49.320
Round  95, Devices participated 10, Average loss 1.447, Central accuracy on global test data 42.418, Local accuracy on global train data 48.223, Local accuracy on local train data 48.620
Round  96, Devices participated 10, Average loss 1.446, Central accuracy on global test data 40.805, Local accuracy on global train data 47.603, Local accuracy on local train data 48.633
Round  97, Devices participated 10, Average loss 1.469, Central accuracy on global test data 39.724, Local accuracy on global train data 47.510, Local accuracy on local train data 47.680
Round  98, Devices participated 10, Average loss 1.440, Central accuracy on global test data 39.062, Local accuracy on global train data 48.142, Local accuracy on local train data 48.480
Round  99, Devices participated 10, Average loss 1.457, Central accuracy on global test data 38.672, Local accuracy on global train data 48.142, Local accuracy on local train data 48.107
Round 100, Devices participated 10, Average loss 1.439, Central accuracy on global test data 38.311, Local accuracy on global train data 47.480, Local accuracy on local train data 48.180
Round 101, Devices participated 10, Average loss 1.438, Central accuracy on global test data 39.243, Local accuracy on global train data 48.127, Local accuracy on local train data 48.047
Round 102, Devices participated 10, Average loss 1.420, Central accuracy on global test data 41.176, Local accuracy on global train data 47.700, Local accuracy on local train data 49.860
Round 103, Devices participated 10, Average loss 1.481, Central accuracy on global test data 40.956, Local accuracy on global train data 48.132, Local accuracy on local train data 46.600
Round 104, Devices participated 10, Average loss 1.454, Central accuracy on global test data 39.062, Local accuracy on global train data 48.623, Local accuracy on local train data 48.407
Round 105, Devices participated 10, Average loss 1.436, Central accuracy on global test data 37.200, Local accuracy on global train data 49.863, Local accuracy on local train data 47.900
Round 106, Devices participated 10, Average loss 1.418, Central accuracy on global test data 35.717, Local accuracy on global train data 49.214, Local accuracy on local train data 48.787
Round 107, Devices participated 10, Average loss 1.439, Central accuracy on global test data 36.198, Local accuracy on global train data 48.730, Local accuracy on local train data 48.800
Round 108, Devices participated 10, Average loss 1.414, Central accuracy on global test data 37.750, Local accuracy on global train data 48.994, Local accuracy on local train data 49.113
Round 109, Devices participated 10, Average loss 1.459, Central accuracy on global test data 40.405, Local accuracy on global train data 48.328, Local accuracy on local train data 48.320
Round 110, Devices participated 10, Average loss 1.458, Central accuracy on global test data 42.728, Local accuracy on global train data 47.876, Local accuracy on local train data 47.513
Round 111, Devices participated 10, Average loss 1.389, Central accuracy on global test data 44.071, Local accuracy on global train data 48.213, Local accuracy on local train data 50.773
Round 112, Devices participated 10, Average loss 1.395, Central accuracy on global test data 43.540, Local accuracy on global train data 48.279, Local accuracy on local train data 51.493
Round 113, Devices participated 10, Average loss 1.372, Central accuracy on global test data 41.817, Local accuracy on global train data 49.243, Local accuracy on local train data 51.073
Round 114, Devices participated 10, Average loss 1.426, Central accuracy on global test data 39.794, Local accuracy on global train data 48.938, Local accuracy on local train data 49.973
Round 115, Devices participated 10, Average loss 1.376, Central accuracy on global test data 38.552, Local accuracy on global train data 49.331, Local accuracy on local train data 51.980
Round 116, Devices participated 10, Average loss 1.404, Central accuracy on global test data 38.081, Local accuracy on global train data 49.912, Local accuracy on local train data 50.347
Round 117, Devices participated 10, Average loss 1.400, Central accuracy on global test data 38.411, Local accuracy on global train data 49.939, Local accuracy on local train data 51.053
Round 118, Devices participated 10, Average loss 1.382, Central accuracy on global test data 39.944, Local accuracy on global train data 49.338, Local accuracy on local train data 50.767
Round 119, Devices participated 10, Average loss 1.364, Central accuracy on global test data 41.336, Local accuracy on global train data 49.885, Local accuracy on local train data 51.627
Round 120, Devices participated 10, Average loss 1.397, Central accuracy on global test data 41.176, Local accuracy on global train data 49.153, Local accuracy on local train data 50.340
Round 121, Devices participated 10, Average loss 1.365, Central accuracy on global test data 39.523, Local accuracy on global train data 49.333, Local accuracy on local train data 51.587
Round 122, Devices participated 10, Average loss 1.401, Central accuracy on global test data 38.001, Local accuracy on global train data 50.090, Local accuracy on local train data 50.213
Round 123, Devices participated 10, Average loss 1.416, Central accuracy on global test data 37.250, Local accuracy on global train data 49.177, Local accuracy on local train data 49.660
Round 124, Devices participated 10, Average loss 1.400, Central accuracy on global test data 37.290, Local accuracy on global train data 48.760, Local accuracy on local train data 49.613
Round 125, Devices participated 10, Average loss 1.417, Central accuracy on global test data 37.580, Local accuracy on global train data 48.984, Local accuracy on local train data 49.380
Round 126, Devices participated 10, Average loss 1.392, Central accuracy on global test data 38.802, Local accuracy on global train data 48.352, Local accuracy on local train data 50.453
Round 127, Devices participated 10, Average loss 1.374, Central accuracy on global test data 39.663, Local accuracy on global train data 49.648, Local accuracy on local train data 50.867
Round 128, Devices participated 10, Average loss 1.364, Central accuracy on global test data 41.246, Local accuracy on global train data 50.493, Local accuracy on local train data 51.860
Round 129, Devices participated 10, Average loss 1.366, Central accuracy on global test data 43.429, Local accuracy on global train data 50.613, Local accuracy on local train data 51.793
Round 130, Devices participated 10, Average loss 1.359, Central accuracy on global test data 45.533, Local accuracy on global train data 50.547, Local accuracy on local train data 51.220
Round 131, Devices participated 10, Average loss 1.342, Central accuracy on global test data 46.765, Local accuracy on global train data 50.747, Local accuracy on local train data 52.540
Round 132, Devices participated 10, Average loss 1.366, Central accuracy on global test data 46.865, Local accuracy on global train data 49.612, Local accuracy on local train data 52.587
Round 133, Devices participated 10, Average loss 1.328, Central accuracy on global test data 45.583, Local accuracy on global train data 49.917, Local accuracy on local train data 53.047
Round 134, Devices participated 10, Average loss 1.370, Central accuracy on global test data 43.780, Local accuracy on global train data 50.886, Local accuracy on local train data 51.407
Round 135, Devices participated 10, Average loss 1.377, Central accuracy on global test data 41.156, Local accuracy on global train data 49.944, Local accuracy on local train data 51.493
Round 136, Devices participated 10, Average loss 1.376, Central accuracy on global test data 38.351, Local accuracy on global train data 49.966, Local accuracy on local train data 51.493
Round 137, Devices participated 10, Average loss 1.425, Central accuracy on global test data 36.018, Local accuracy on global train data 49.543, Local accuracy on local train data 49.780
Round 138, Devices participated 10, Average loss 1.390, Central accuracy on global test data 34.515, Local accuracy on global train data 48.892, Local accuracy on local train data 50.300
Round 139, Devices participated 10, Average loss 1.403, Central accuracy on global test data 34.455, Local accuracy on global train data 50.005, Local accuracy on local train data 50.373
Round 140, Devices participated 10, Average loss 1.376, Central accuracy on global test data 37.039, Local accuracy on global train data 50.151, Local accuracy on local train data 51.020
Round 141, Devices participated 10, Average loss 1.380, Central accuracy on global test data 41.046, Local accuracy on global train data 49.509, Local accuracy on local train data 50.720
Round 142, Devices participated 10, Average loss 1.385, Central accuracy on global test data 43.409, Local accuracy on global train data 49.260, Local accuracy on local train data 50.440
Round 143, Devices participated 10, Average loss 1.349, Central accuracy on global test data 42.358, Local accuracy on global train data 49.893, Local accuracy on local train data 50.953
Round 144, Devices participated 10, Average loss 1.344, Central accuracy on global test data 40.365, Local accuracy on global train data 50.476, Local accuracy on local train data 51.633
Round 145, Devices participated 10, Average loss 1.400, Central accuracy on global test data 38.862, Local accuracy on global train data 50.913, Local accuracy on local train data 50.067
Round 146, Devices participated 10, Average loss 1.340, Central accuracy on global test data 37.921, Local accuracy on global train data 50.349, Local accuracy on local train data 52.240
Round 147, Devices participated 10, Average loss 1.394, Central accuracy on global test data 37.921, Local accuracy on global train data 49.968, Local accuracy on local train data 50.687
Round 148, Devices participated 10, Average loss 1.403, Central accuracy on global test data 39.042, Local accuracy on global train data 50.286, Local accuracy on local train data 50.053
Round 149, Devices participated 10, Average loss 1.364, Central accuracy on global test data 40.775, Local accuracy on global train data 49.556, Local accuracy on local train data 52.400
Round 150, Devices participated 10, Average loss 1.378, Central accuracy on global test data 42.188, Local accuracy on global train data 50.120, Local accuracy on local train data 51.080
Round 151, Devices participated 10, Average loss 1.375, Central accuracy on global test data 42.758, Local accuracy on global train data 49.819, Local accuracy on local train data 51.013
Round 152, Devices participated 10, Average loss 1.372, Central accuracy on global test data 42.298, Local accuracy on global train data 49.348, Local accuracy on local train data 51.220
Round 153, Devices participated 10, Average loss 1.393, Central accuracy on global test data 41.496, Local accuracy on global train data 49.656, Local accuracy on local train data 50.767
Round 154, Devices participated 10, Average loss 1.409, Central accuracy on global test data 41.617, Local accuracy on global train data 49.690, Local accuracy on local train data 50.573
Round 155, Devices participated 10, Average loss 1.385, Central accuracy on global test data 42.167, Local accuracy on global train data 50.029, Local accuracy on local train data 51.207
Round 156, Devices participated 10, Average loss 1.386, Central accuracy on global test data 42.358, Local accuracy on global train data 49.802, Local accuracy on local train data 51.347
Round 157, Devices participated 10, Average loss 1.368, Central accuracy on global test data 42.468, Local accuracy on global train data 49.905, Local accuracy on local train data 52.007
Round 158, Devices participated 10, Average loss 1.345, Central accuracy on global test data 41.647, Local accuracy on global train data 50.574, Local accuracy on local train data 52.513
Round 159, Devices participated 10, Average loss 1.414, Central accuracy on global test data 40.976, Local accuracy on global train data 49.663, Local accuracy on local train data 49.727
Round 160, Devices participated 10, Average loss 1.439, Central accuracy on global test data 40.946, Local accuracy on global train data 50.156, Local accuracy on local train data 48.887
Round 161, Devices participated 10, Average loss 1.374, Central accuracy on global test data 41.186, Local accuracy on global train data 50.388, Local accuracy on local train data 51.213
Round 162, Devices participated 10, Average loss 1.351, Central accuracy on global test data 41.436, Local accuracy on global train data 50.884, Local accuracy on local train data 52.313
Round 163, Devices participated 10, Average loss 1.387, Central accuracy on global test data 41.827, Local accuracy on global train data 51.218, Local accuracy on local train data 50.233
Round 164, Devices participated 10, Average loss 1.371, Central accuracy on global test data 42.608, Local accuracy on global train data 51.282, Local accuracy on local train data 51.513
Round 165, Devices participated 10, Average loss 1.365, Central accuracy on global test data 43.720, Local accuracy on global train data 51.221, Local accuracy on local train data 51.487
Round 166, Devices participated 10, Average loss 1.346, Central accuracy on global test data 44.121, Local accuracy on global train data 51.653, Local accuracy on local train data 51.760
Round 167, Devices participated 10, Average loss 1.325, Central accuracy on global test data 44.501, Local accuracy on global train data 51.919, Local accuracy on local train data 53.920
Round 168, Devices participated 10, Average loss 1.352, Central accuracy on global test data 46.094, Local accuracy on global train data 52.202, Local accuracy on local train data 52.773
Round 169, Devices participated 10, Average loss 1.353, Central accuracy on global test data 46.645, Local accuracy on global train data 50.981, Local accuracy on local train data 52.473
Round 170, Devices participated 10, Average loss 1.346, Central accuracy on global test data 46.204, Local accuracy on global train data 51.882, Local accuracy on local train data 52.807
Round 171, Devices participated 10, Average loss 1.339, Central accuracy on global test data 44.832, Local accuracy on global train data 50.732, Local accuracy on local train data 53.073
Round 172, Devices participated 10, Average loss 1.342, Central accuracy on global test data 43.960, Local accuracy on global train data 51.980, Local accuracy on local train data 52.767
Round 173, Devices participated 10, Average loss 1.332, Central accuracy on global test data 43.770, Local accuracy on global train data 52.141, Local accuracy on local train data 53.073
Round 174, Devices participated 10, Average loss 1.354, Central accuracy on global test data 44.131, Local accuracy on global train data 51.340, Local accuracy on local train data 52.560
Round 175, Devices participated 10, Average loss 1.304, Central accuracy on global test data 45.052, Local accuracy on global train data 52.227, Local accuracy on local train data 54.767
Round 176, Devices participated 10, Average loss 1.305, Central accuracy on global test data 46.044, Local accuracy on global train data 51.594, Local accuracy on local train data 54.587
Round 177, Devices participated 10, Average loss 1.347, Central accuracy on global test data 46.124, Local accuracy on global train data 51.448, Local accuracy on local train data 52.420
Round 178, Devices participated 10, Average loss 1.277, Central accuracy on global test data 45.312, Local accuracy on global train data 51.594, Local accuracy on local train data 54.520
Round 179, Devices participated 10, Average loss 1.306, Central accuracy on global test data 44.040, Local accuracy on global train data 51.716, Local accuracy on local train data 53.653
Round 180, Devices participated 10, Average loss 1.265, Central accuracy on global test data 43.339, Local accuracy on global train data 52.437, Local accuracy on local train data 54.580
Round 181, Devices participated 10, Average loss 1.320, Central accuracy on global test data 42.778, Local accuracy on global train data 51.812, Local accuracy on local train data 53.047
Round 182, Devices participated 10, Average loss 1.300, Central accuracy on global test data 42.899, Local accuracy on global train data 51.826, Local accuracy on local train data 53.467
Round 183, Devices participated 10, Average loss 1.310, Central accuracy on global test data 43.019, Local accuracy on global train data 52.407, Local accuracy on local train data 52.773
Round 184, Devices participated 10, Average loss 1.307, Central accuracy on global test data 44.191, Local accuracy on global train data 52.024, Local accuracy on local train data 53.313
Round 185, Devices participated 10, Average loss 1.348, Central accuracy on global test data 45.813, Local accuracy on global train data 52.817, Local accuracy on local train data 51.880
Round 186, Devices participated 10, Average loss 1.304, Central accuracy on global test data 47.496, Local accuracy on global train data 52.078, Local accuracy on local train data 53.480
Round 187, Devices participated 10, Average loss 1.318, Central accuracy on global test data 48.077, Local accuracy on global train data 52.397, Local accuracy on local train data 53.033
Round 188, Devices participated 10, Average loss 1.325, Central accuracy on global test data 48.017, Local accuracy on global train data 53.069, Local accuracy on local train data 52.613
Round 189, Devices participated 10, Average loss 1.334, Central accuracy on global test data 47.686, Local accuracy on global train data 52.415, Local accuracy on local train data 52.153
Round 190, Devices participated 10, Average loss 1.274, Central accuracy on global test data 46.254, Local accuracy on global train data 52.725, Local accuracy on local train data 54.520
Round 191, Devices participated 10, Average loss 1.301, Central accuracy on global test data 44.942, Local accuracy on global train data 52.332, Local accuracy on local train data 54.187
