['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '1', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '1.0', '--seed', '123', '--qn_mode', '0', '--opt_mode', '2', '--vr_mode', '1', '--screendump_file', 'log/perf1000_fedlisa_cifariid_lenet5_bs50ep1_opt2vr1_qn0.log']
2020-08-01 16:16:39.372819

Round   0, Devices participated 10, Average loss 2.303, Central accuracy on global test data 10.286, Local accuracy on global train data 10.486, Local accuracy on local train data 10.060
Round   1, Devices participated 10, Average loss 2.305, Central accuracy on global test data 10.076, Local accuracy on global train data 10.420, Local accuracy on local train data 10.920
Round   2, Devices participated 10, Average loss 2.297, Central accuracy on global test data 10.417, Local accuracy on global train data 13.135, Local accuracy on local train data 11.900
Round   3, Devices participated 10, Average loss 2.291, Central accuracy on global test data 15.244, Local accuracy on global train data 14.214, Local accuracy on local train data 11.740
Round   4, Devices participated 10, Average loss 2.244, Central accuracy on global test data 15.194, Local accuracy on global train data 17.000, Local accuracy on local train data 15.520
Round   5, Devices participated 10, Average loss 2.205, Central accuracy on global test data 19.852, Local accuracy on global train data 19.688, Local accuracy on local train data 19.540
Round   6, Devices participated 10, Average loss 2.125, Central accuracy on global test data 15.104, Local accuracy on global train data 21.257, Local accuracy on local train data 21.140
Round   7, Devices participated 10, Average loss 2.266, Central accuracy on global test data 24.619, Local accuracy on global train data 22.029, Local accuracy on local train data 18.720
Round   8, Devices participated 10, Average loss 2.066, Central accuracy on global test data 25.721, Local accuracy on global train data 23.137, Local accuracy on local train data 22.720
Round   9, Devices participated 10, Average loss 2.068, Central accuracy on global test data 26.072, Local accuracy on global train data 22.957, Local accuracy on local train data 22.080
Round  10, Devices participated 10, Average loss 2.012, Central accuracy on global test data 29.077, Local accuracy on global train data 24.973, Local accuracy on local train data 24.760
Round  11, Devices participated 10, Average loss 1.990, Central accuracy on global test data 30.990, Local accuracy on global train data 26.665, Local accuracy on local train data 25.640
Round  12, Devices participated 10, Average loss 1.960, Central accuracy on global test data 30.769, Local accuracy on global train data 27.886, Local accuracy on local train data 26.760
Round  13, Devices participated 10, Average loss 1.907, Central accuracy on global test data 34.105, Local accuracy on global train data 31.426, Local accuracy on local train data 30.500
Round  14, Devices participated 10, Average loss 1.856, Central accuracy on global test data 34.836, Local accuracy on global train data 30.867, Local accuracy on local train data 31.120
Round  15, Devices participated 10, Average loss 1.850, Central accuracy on global test data 35.978, Local accuracy on global train data 33.735, Local accuracy on local train data 32.620
Round  16, Devices participated 10, Average loss 1.836, Central accuracy on global test data 36.809, Local accuracy on global train data 32.830, Local accuracy on local train data 33.000
Round  17, Devices participated 10, Average loss 1.777, Central accuracy on global test data 37.530, Local accuracy on global train data 34.307, Local accuracy on local train data 33.360
Round  18, Devices participated 10, Average loss 1.752, Central accuracy on global test data 38.271, Local accuracy on global train data 35.957, Local accuracy on local train data 34.380
Round  19, Devices participated 10, Average loss 1.709, Central accuracy on global test data 39.653, Local accuracy on global train data 35.857, Local accuracy on local train data 36.300
Round  20, Devices participated 10, Average loss 1.726, Central accuracy on global test data 40.535, Local accuracy on global train data 37.805, Local accuracy on local train data 35.780
Round  21, Devices participated 10, Average loss 1.707, Central accuracy on global test data 40.795, Local accuracy on global train data 36.890, Local accuracy on local train data 37.700
Round  22, Devices participated 10, Average loss 1.660, Central accuracy on global test data 40.946, Local accuracy on global train data 39.961, Local accuracy on local train data 39.660
Round  23, Devices participated 10, Average loss 1.673, Central accuracy on global test data 42.188, Local accuracy on global train data 40.178, Local accuracy on local train data 39.260
Round  24, Devices participated 10, Average loss 1.614, Central accuracy on global test data 43.179, Local accuracy on global train data 39.976, Local accuracy on local train data 40.240
Round  25, Devices participated 10, Average loss 1.612, Central accuracy on global test data 43.990, Local accuracy on global train data 41.714, Local accuracy on local train data 40.660
Round  26, Devices participated 10, Average loss 1.598, Central accuracy on global test data 45.052, Local accuracy on global train data 43.657, Local accuracy on local train data 41.320
Round  27, Devices participated 10, Average loss 1.567, Central accuracy on global test data 43.890, Local accuracy on global train data 43.779, Local accuracy on local train data 43.100
Round  28, Devices participated 10, Average loss 1.591, Central accuracy on global test data 46.404, Local accuracy on global train data 44.585, Local accuracy on local train data 42.700
Round  29, Devices participated 10, Average loss 1.558, Central accuracy on global test data 46.214, Local accuracy on global train data 46.475, Local accuracy on local train data 43.060
Round  30, Devices participated 10, Average loss 1.551, Central accuracy on global test data 47.025, Local accuracy on global train data 45.781, Local accuracy on local train data 44.240
Round  31, Devices participated 10, Average loss 1.537, Central accuracy on global test data 46.294, Local accuracy on global train data 46.675, Local accuracy on local train data 44.500
Round  32, Devices participated 10, Average loss 1.564, Central accuracy on global test data 48.508, Local accuracy on global train data 45.537, Local accuracy on local train data 43.160
Round  33, Devices participated 10, Average loss 1.483, Central accuracy on global test data 46.595, Local accuracy on global train data 47.175, Local accuracy on local train data 46.980
Round  34, Devices participated 10, Average loss 1.472, Central accuracy on global test data 50.160, Local accuracy on global train data 47.620, Local accuracy on local train data 46.340
Round  35, Devices participated 10, Average loss 1.475, Central accuracy on global test data 49.880, Local accuracy on global train data 47.939, Local accuracy on local train data 47.100
Round  36, Devices participated 10, Average loss 1.470, Central accuracy on global test data 50.080, Local accuracy on global train data 48.611, Local accuracy on local train data 47.140
Round  37, Devices participated 10, Average loss 1.463, Central accuracy on global test data 50.341, Local accuracy on global train data 48.223, Local accuracy on local train data 47.960
Round  38, Devices participated 10, Average loss 1.453, Central accuracy on global test data 50.851, Local accuracy on global train data 49.509, Local accuracy on local train data 47.320
Round  39, Devices participated 10, Average loss 1.456, Central accuracy on global test data 51.082, Local accuracy on global train data 50.205, Local accuracy on local train data 48.020
Round  40, Devices participated 10, Average loss 1.446, Central accuracy on global test data 51.242, Local accuracy on global train data 50.105, Local accuracy on local train data 49.100
Round  41, Devices participated 10, Average loss 1.407, Central accuracy on global test data 51.292, Local accuracy on global train data 51.111, Local accuracy on local train data 49.040
Round  42, Devices participated 10, Average loss 1.462, Central accuracy on global test data 52.103, Local accuracy on global train data 51.108, Local accuracy on local train data 47.800
