['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '1', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '1.0', '--seed', '123', '--qn_mode', '0', '--opt_mode', '2', '--vr_mode', '0', '--screendump_file', 'log/perf1000_fedlisa_cifariid_lenet5_bs50ep1_opt2vr0_qn0.log']
2020-08-01 16:16:38.841323

Round   0, Devices participated 10, Average loss 2.303, Central accuracy on global test data 10.286, Local accuracy on global train data 10.486, Local accuracy on local train data 10.060
Round   1, Devices participated 10, Average loss 2.305, Central accuracy on global test data 9.996, Local accuracy on global train data 10.288, Local accuracy on local train data 10.940
Round   2, Devices participated 10, Average loss 2.296, Central accuracy on global test data 10.096, Local accuracy on global train data 12.510, Local accuracy on local train data 11.560
Round   3, Devices participated 10, Average loss 2.290, Central accuracy on global test data 14.343, Local accuracy on global train data 13.945, Local accuracy on local train data 11.600
Round   4, Devices participated 10, Average loss 2.234, Central accuracy on global test data 15.615, Local accuracy on global train data 16.458, Local accuracy on local train data 15.420
Round   5, Devices participated 10, Average loss 2.206, Central accuracy on global test data 19.211, Local accuracy on global train data 19.883, Local accuracy on local train data 19.500
Round   6, Devices participated 10, Average loss 2.111, Central accuracy on global test data 16.747, Local accuracy on global train data 21.016, Local accuracy on local train data 21.480
Round   7, Devices participated 10, Average loss 2.242, Central accuracy on global test data 24.970, Local accuracy on global train data 22.402, Local accuracy on local train data 19.360
Round   8, Devices participated 10, Average loss 2.050, Central accuracy on global test data 26.242, Local accuracy on global train data 23.589, Local accuracy on local train data 23.360
Round   9, Devices participated 10, Average loss 2.046, Central accuracy on global test data 26.312, Local accuracy on global train data 23.218, Local accuracy on local train data 23.260
Round  10, Devices participated 10, Average loss 1.987, Central accuracy on global test data 29.958, Local accuracy on global train data 26.304, Local accuracy on local train data 26.200
Round  11, Devices participated 10, Average loss 1.944, Central accuracy on global test data 31.991, Local accuracy on global train data 28.076, Local accuracy on local train data 26.400
Round  12, Devices participated 10, Average loss 1.911, Central accuracy on global test data 33.243, Local accuracy on global train data 29.060, Local accuracy on local train data 28.120
Round  13, Devices participated 10, Average loss 1.890, Central accuracy on global test data 34.675, Local accuracy on global train data 31.313, Local accuracy on local train data 30.360
Round  14, Devices participated 10, Average loss 1.833, Central accuracy on global test data 35.687, Local accuracy on global train data 31.108, Local accuracy on local train data 31.900
Round  15, Devices participated 10, Average loss 1.826, Central accuracy on global test data 36.358, Local accuracy on global train data 33.591, Local accuracy on local train data 33.660
Round  16, Devices participated 10, Average loss 1.787, Central accuracy on global test data 36.829, Local accuracy on global train data 34.133, Local accuracy on local train data 34.060
Round  17, Devices participated 10, Average loss 1.753, Central accuracy on global test data 38.582, Local accuracy on global train data 35.071, Local accuracy on local train data 34.400
Round  18, Devices participated 10, Average loss 1.708, Central accuracy on global test data 39.002, Local accuracy on global train data 36.133, Local accuracy on local train data 35.860
Round  19, Devices participated 10, Average loss 1.690, Central accuracy on global test data 39.974, Local accuracy on global train data 36.626, Local accuracy on local train data 37.120
Round  20, Devices participated 10, Average loss 1.696, Central accuracy on global test data 40.315, Local accuracy on global train data 38.271, Local accuracy on local train data 37.520
Round  21, Devices participated 10, Average loss 1.670, Central accuracy on global test data 41.306, Local accuracy on global train data 37.998, Local accuracy on local train data 39.540
Round  22, Devices participated 10, Average loss 1.625, Central accuracy on global test data 40.765, Local accuracy on global train data 39.229, Local accuracy on local train data 40.360
Round  23, Devices participated 10, Average loss 1.629, Central accuracy on global test data 42.208, Local accuracy on global train data 40.356, Local accuracy on local train data 40.220
Round  24, Devices participated 10, Average loss 1.565, Central accuracy on global test data 43.429, Local accuracy on global train data 40.696, Local accuracy on local train data 41.960
Round  25, Devices participated 10, Average loss 1.572, Central accuracy on global test data 44.050, Local accuracy on global train data 41.597, Local accuracy on local train data 42.140
Round  26, Devices participated 10, Average loss 1.571, Central accuracy on global test data 45.893, Local accuracy on global train data 43.242, Local accuracy on local train data 41.880
Round  27, Devices participated 10, Average loss 1.538, Central accuracy on global test data 46.575, Local accuracy on global train data 43.750, Local accuracy on local train data 44.000
Round  28, Devices participated 10, Average loss 1.551, Central accuracy on global test data 47.055, Local accuracy on global train data 44.561, Local accuracy on local train data 44.100
Round  29, Devices participated 10, Average loss 1.498, Central accuracy on global test data 47.847, Local accuracy on global train data 46.021, Local accuracy on local train data 45.100
Round  30, Devices participated 10, Average loss 1.501, Central accuracy on global test data 48.017, Local accuracy on global train data 46.094, Local accuracy on local train data 45.620
Round  31, Devices participated 10, Average loss 1.485, Central accuracy on global test data 48.568, Local accuracy on global train data 46.782, Local accuracy on local train data 46.100
Round  32, Devices participated 10, Average loss 1.505, Central accuracy on global test data 48.718, Local accuracy on global train data 46.558, Local accuracy on local train data 46.360
Round  33, Devices participated 10, Average loss 1.401, Central accuracy on global test data 49.930, Local accuracy on global train data 47.092, Local accuracy on local train data 49.660
Round  34, Devices participated 10, Average loss 1.425, Central accuracy on global test data 47.897, Local accuracy on global train data 47.903, Local accuracy on local train data 48.120
Round  35, Devices participated 10, Average loss 1.403, Central accuracy on global test data 50.421, Local accuracy on global train data 48.652, Local accuracy on local train data 49.440
Round  36, Devices participated 10, Average loss 1.394, Central accuracy on global test data 47.817, Local accuracy on global train data 49.004, Local accuracy on local train data 50.140
Round  37, Devices participated 10, Average loss 1.426, Central accuracy on global test data 50.551, Local accuracy on global train data 49.382, Local accuracy on local train data 49.480
Round  38, Devices participated 10, Average loss 1.330, Central accuracy on global test data 50.220, Local accuracy on global train data 49.475, Local accuracy on local train data 51.680
Round  39, Devices participated 10, Average loss 1.388, Central accuracy on global test data 51.833, Local accuracy on global train data 50.828, Local accuracy on local train data 50.740
Round  40, Devices participated 10, Average loss 1.367, Central accuracy on global test data 50.180, Local accuracy on global train data 50.239, Local accuracy on local train data 51.320
Round  41, Devices participated 10, Average loss 1.323, Central accuracy on global test data 52.023, Local accuracy on global train data 51.724, Local accuracy on local train data 53.160
Round  42, Devices participated 10, Average loss 1.358, Central accuracy on global test data 51.042, Local accuracy on global train data 52.292, Local accuracy on local train data 50.740
Round  43, Devices participated 10, Average loss 1.331, Central accuracy on global test data 52.674, Local accuracy on global train data 50.459, Local accuracy on local train data 51.880
Round  44, Devices participated 10, Average loss 1.308, Central accuracy on global test data 52.304, Local accuracy on global train data 51.499, Local accuracy on local train data 53.680
Round  45, Devices participated 10, Average loss 1.357, Central accuracy on global test data 52.975, Local accuracy on global train data 53.215, Local accuracy on local train data 51.660
Round  46, Devices participated 10, Average loss 1.322, Central accuracy on global test data 52.053, Local accuracy on global train data 53.091, Local accuracy on local train data 52.700
Round  47, Devices participated 10, Average loss 1.278, Central accuracy on global test data 53.215, Local accuracy on global train data 51.824, Local accuracy on local train data 54.460
Round  48, Devices participated 10, Average loss 1.297, Central accuracy on global test data 52.664, Local accuracy on global train data 51.826, Local accuracy on local train data 53.720
Round  49, Devices participated 10, Average loss 1.302, Central accuracy on global test data 53.566, Local accuracy on global train data 53.699, Local accuracy on local train data 54.660
Round  50, Devices participated 10, Average loss 1.252, Central accuracy on global test data 54.287, Local accuracy on global train data 54.143, Local accuracy on local train data 55.200
Round  51, Devices participated 10, Average loss 1.302, Central accuracy on global test data 55.028, Local accuracy on global train data 55.110, Local accuracy on local train data 53.740
Round  52, Devices participated 10, Average loss 1.275, Central accuracy on global test data 54.447, Local accuracy on global train data 54.351, Local accuracy on local train data 53.780
Round  53, Devices participated 10, Average loss 1.257, Central accuracy on global test data 55.178, Local accuracy on global train data 55.923, Local accuracy on local train data 55.520
Round  54, Devices participated 10, Average loss 1.214, Central accuracy on global test data 54.087, Local accuracy on global train data 54.790, Local accuracy on local train data 56.660
Round  55, Devices participated 10, Average loss 1.221, Central accuracy on global test data 55.789, Local accuracy on global train data 55.125, Local accuracy on local train data 56.580
Round  56, Devices participated 10, Average loss 1.217, Central accuracy on global test data 55.669, Local accuracy on global train data 55.129, Local accuracy on local train data 56.980
Round  57, Devices participated 10, Average loss 1.206, Central accuracy on global test data 55.829, Local accuracy on global train data 55.854, Local accuracy on local train data 57.280
Round  58, Devices participated 10, Average loss 1.208, Central accuracy on global test data 55.689, Local accuracy on global train data 55.532, Local accuracy on local train data 57.340
Round  59, Devices participated 10, Average loss 1.261, Central accuracy on global test data 55.759, Local accuracy on global train data 55.042, Local accuracy on local train data 55.300
Round  60, Devices participated 10, Average loss 1.181, Central accuracy on global test data 56.460, Local accuracy on global train data 56.680, Local accuracy on local train data 58.000
Round  61, Devices participated 10, Average loss 1.163, Central accuracy on global test data 55.759, Local accuracy on global train data 56.130, Local accuracy on local train data 58.780
Round  62, Devices participated 10, Average loss 1.182, Central accuracy on global test data 55.909, Local accuracy on global train data 56.438, Local accuracy on local train data 57.960
Round  63, Devices participated 10, Average loss 1.212, Central accuracy on global test data 55.899, Local accuracy on global train data 56.921, Local accuracy on local train data 57.160
Round  64, Devices participated 10, Average loss 1.164, Central accuracy on global test data 56.000, Local accuracy on global train data 58.022, Local accuracy on local train data 59.080
Round  65, Devices participated 10, Average loss 1.139, Central accuracy on global test data 55.919, Local accuracy on global train data 57.151, Local accuracy on local train data 59.200
Round  66, Devices participated 10, Average loss 1.126, Central accuracy on global test data 56.941, Local accuracy on global train data 57.339, Local accuracy on local train data 60.160
Round  67, Devices participated 10, Average loss 1.151, Central accuracy on global test data 56.070, Local accuracy on global train data 57.942, Local accuracy on local train data 59.420
