['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '5', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '1.0', '--seed', '123', '--qn_mode', '0', '--opt_mode', '2', '--vr_mode', '1', '--screendump_file', 'log/perf1000_fedlisa_cifariid_lenet5_bs50ep5_opt2vr1_qn0.log']
2020-08-01 16:16:44.304961

Round   0, Devices participated 10, Average loss 2.298, Central accuracy on global test data 10.246, Local accuracy on global train data 10.759, Local accuracy on local train data 11.792
Round 122, Devices participated 10, Average loss 0.735, Central accuracy on global test data 55.629, Local accuracy on global train data 59.565, Local accuracy on local train data 75.672
Round 123, Devices participated 10, Average loss 0.752, Central accuracy on global test data 55.679, Local accuracy on global train data 59.587, Local accuracy on local train data 75.204
Round 124, Devices participated 10, Average loss 0.759, Central accuracy on global test data 55.579, Local accuracy on global train data 59.680, Local accuracy on local train data 75.456
Round 125, Devices participated 10, Average loss 0.735, Central accuracy on global test data 55.719, Local accuracy on global train data 59.387, Local accuracy on local train data 76.280
Round 126, Devices participated 10, Average loss 0.725, Central accuracy on global test data 55.379, Local accuracy on global train data 59.468, Local accuracy on local train data 76.036
Round 127, Devices participated 10, Average loss 0.726, Central accuracy on global test data 55.359, Local accuracy on global train data 59.512, Local accuracy on local train data 76.524
Round 128, Devices participated 10, Average loss 0.750, Central accuracy on global test data 55.168, Local accuracy on global train data 59.373, Local accuracy on local train data 75.576
Round 129, Devices participated 10, Average loss 0.741, Central accuracy on global test data 55.459, Local accuracy on global train data 59.575, Local accuracy on local train data 75.940
Round 130, Devices participated 10, Average loss 0.748, Central accuracy on global test data 55.459, Local accuracy on global train data 60.754, Local accuracy on local train data 75.580
Round 131, Devices participated 10, Average loss 0.758, Central accuracy on global test data 55.419, Local accuracy on global train data 59.446, Local accuracy on local train data 74.992
Round 132, Devices participated 10, Average loss 0.769, Central accuracy on global test data 55.579, Local accuracy on global train data 60.276, Local accuracy on local train data 74.856
Round 133, Devices participated 10, Average loss 0.717, Central accuracy on global test data 55.449, Local accuracy on global train data 60.010, Local accuracy on local train data 76.668
Round 134, Devices participated 10, Average loss 0.761, Central accuracy on global test data 55.078, Local accuracy on global train data 59.905, Local accuracy on local train data 75.224
Round 135, Devices participated 10, Average loss 0.725, Central accuracy on global test data 55.158, Local accuracy on global train data 60.540, Local accuracy on local train data 76.208
Round 136, Devices participated 10, Average loss 0.770, Central accuracy on global test data 54.998, Local accuracy on global train data 59.333, Local accuracy on local train data 74.676
Round 137, Devices participated 10, Average loss 0.762, Central accuracy on global test data 54.868, Local accuracy on global train data 60.383, Local accuracy on local train data 74.712
Round 138, Devices participated 10, Average loss 0.721, Central accuracy on global test data 54.888, Local accuracy on global train data 60.627, Local accuracy on local train data 76.480
Round 139, Devices participated 10, Average loss 0.733, Central accuracy on global test data 54.828, Local accuracy on global train data 59.700, Local accuracy on local train data 76.000
Round 140, Devices participated 10, Average loss 0.712, Central accuracy on global test data 55.298, Local accuracy on global train data 60.347, Local accuracy on local train data 76.756
Round 141, Devices participated 10, Average loss 0.679, Central accuracy on global test data 55.268, Local accuracy on global train data 60.537, Local accuracy on local train data 77.656
Round 142, Devices participated 10, Average loss 0.693, Central accuracy on global test data 55.148, Local accuracy on global train data 61.038, Local accuracy on local train data 77.448
Round 143, Devices participated 10, Average loss 0.676, Central accuracy on global test data 55.369, Local accuracy on global train data 61.406, Local accuracy on local train data 77.908
Round 144, Devices participated 10, Average loss 0.697, Central accuracy on global test data 55.288, Local accuracy on global train data 61.062, Local accuracy on local train data 77.632
Round 145, Devices participated 10, Average loss 0.719, Central accuracy on global test data 55.038, Local accuracy on global train data 61.443, Local accuracy on local train data 76.828
Round 146, Devices participated 10, Average loss 0.669, Central accuracy on global test data 55.349, Local accuracy on global train data 61.653, Local accuracy on local train data 78.304
Round 147, Devices participated 10, Average loss 0.710, Central accuracy on global test data 55.399, Local accuracy on global train data 61.819, Local accuracy on local train data 77.040
Round 148, Devices participated 10, Average loss 0.663, Central accuracy on global test data 55.369, Local accuracy on global train data 62.500, Local accuracy on local train data 78.648
Round 149, Devices participated 10, Average loss 0.649, Central accuracy on global test data 55.449, Local accuracy on global train data 62.527, Local accuracy on local train data 78.972
Round 150, Devices participated 10, Average loss 0.703, Central accuracy on global test data 55.549, Local accuracy on global train data 61.831, Local accuracy on local train data 77.588
Round 151, Devices participated 10, Average loss 0.688, Central accuracy on global test data 55.539, Local accuracy on global train data 62.427, Local accuracy on local train data 77.576
Round 152, Devices participated 10, Average loss 0.695, Central accuracy on global test data 55.459, Local accuracy on global train data 61.519, Local accuracy on local train data 77.164
Round 153, Devices participated 10, Average loss 0.723, Central accuracy on global test data 55.499, Local accuracy on global train data 61.680, Local accuracy on local train data 76.204
Round 154, Devices participated 10, Average loss 0.723, Central accuracy on global test data 55.308, Local accuracy on global train data 62.141, Local accuracy on local train data 76.044
Round 155, Devices participated 10, Average loss 0.691, Central accuracy on global test data 55.559, Local accuracy on global train data 62.454, Local accuracy on local train data 77.264
Round 156, Devices participated 10, Average loss 0.670, Central accuracy on global test data 55.549, Local accuracy on global train data 63.196, Local accuracy on local train data 77.588
Round 157, Devices participated 10, Average loss 0.687, Central accuracy on global test data 55.619, Local accuracy on global train data 62.063, Local accuracy on local train data 77.632
Round 158, Devices participated 10, Average loss 0.644, Central accuracy on global test data 55.549, Local accuracy on global train data 62.412, Local accuracy on local train data 78.980
Round 159, Devices participated 10, Average loss 0.680, Central accuracy on global test data 55.529, Local accuracy on global train data 61.748, Local accuracy on local train data 77.616
Round 160, Devices participated 10, Average loss 0.718, Central accuracy on global test data 55.849, Local accuracy on global train data 62.341, Local accuracy on local train data 76.260
Round 161, Devices participated 10, Average loss 0.702, Central accuracy on global test data 55.679, Local accuracy on global train data 62.473, Local accuracy on local train data 77.032
Round 162, Devices participated 10, Average loss 0.678, Central accuracy on global test data 55.879, Local accuracy on global train data 62.600, Local accuracy on local train data 77.792
Round 163, Devices participated 10, Average loss 0.713, Central accuracy on global test data 55.379, Local accuracy on global train data 61.824, Local accuracy on local train data 76.388
Round 164, Devices participated 10, Average loss 0.653, Central accuracy on global test data 55.479, Local accuracy on global train data 62.974, Local accuracy on local train data 78.352
Round 165, Devices participated 10, Average loss 0.693, Central accuracy on global test data 55.479, Local accuracy on global train data 62.493, Local accuracy on local train data 77.068
Round 166, Devices participated 10, Average loss 0.676, Central accuracy on global test data 55.268, Local accuracy on global train data 62.454, Local accuracy on local train data 78.300
Round 167, Devices participated 10, Average loss 0.653, Central accuracy on global test data 55.559, Local accuracy on global train data 63.518, Local accuracy on local train data 78.668
Round 168, Devices participated 10, Average loss 0.669, Central accuracy on global test data 55.599, Local accuracy on global train data 63.679, Local accuracy on local train data 78.416
Round 169, Devices participated 10, Average loss 0.669, Central accuracy on global test data 55.489, Local accuracy on global train data 62.161, Local accuracy on local train data 78.220
Round 170, Devices participated 10, Average loss 0.662, Central accuracy on global test data 55.819, Local accuracy on global train data 62.778, Local accuracy on local train data 78.252
Round 171, Devices participated 10, Average loss 0.660, Central accuracy on global test data 55.940, Local accuracy on global train data 62.466, Local accuracy on local train data 78.652
Round 172, Devices participated 10, Average loss 0.664, Central accuracy on global test data 56.230, Local accuracy on global train data 63.511, Local accuracy on local train data 78.328
Round 173, Devices participated 10, Average loss 0.630, Central accuracy on global test data 55.990, Local accuracy on global train data 63.369, Local accuracy on local train data 79.084
Round 174, Devices participated 10, Average loss 0.681, Central accuracy on global test data 55.649, Local accuracy on global train data 63.555, Local accuracy on local train data 77.784
Round 175, Devices participated 10, Average loss 0.669, Central accuracy on global test data 55.349, Local accuracy on global train data 62.900, Local accuracy on local train data 78.092
Round 176, Devices participated 10, Average loss 0.671, Central accuracy on global test data 55.529, Local accuracy on global train data 63.789, Local accuracy on local train data 78.084
Round 177, Devices participated 10, Average loss 0.687, Central accuracy on global test data 55.649, Local accuracy on global train data 63.723, Local accuracy on local train data 77.248
Round 178, Devices participated 10, Average loss 0.656, Central accuracy on global test data 55.669, Local accuracy on global train data 64.336, Local accuracy on local train data 78.424
Round 179, Devices participated 10, Average loss 0.656, Central accuracy on global test data 55.379, Local accuracy on global train data 63.865, Local accuracy on local train data 78.428
Round 180, Devices participated 10, Average loss 0.673, Central accuracy on global test data 55.379, Local accuracy on global train data 64.124, Local accuracy on local train data 77.800
Round 181, Devices participated 10, Average loss 0.657, Central accuracy on global test data 55.499, Local accuracy on global train data 64.651, Local accuracy on local train data 78.364
Round 182, Devices participated 10, Average loss 0.676, Central accuracy on global test data 55.298, Local accuracy on global train data 63.606, Local accuracy on local train data 77.872
Round 183, Devices participated 10, Average loss 0.636, Central accuracy on global test data 55.529, Local accuracy on global train data 63.232, Local accuracy on local train data 78.876
Round 184, Devices participated 10, Average loss 0.648, Central accuracy on global test data 55.649, Local accuracy on global train data 63.687, Local accuracy on local train data 78.592
Round 185, Devices participated 10, Average loss 0.672, Central accuracy on global test data 55.629, Local accuracy on global train data 63.074, Local accuracy on local train data 77.912
Round 186, Devices participated 10, Average loss 0.666, Central accuracy on global test data 55.970, Local accuracy on global train data 63.567, Local accuracy on local train data 78.040
Round 187, Devices participated 10, Average loss 0.670, Central accuracy on global test data 55.950, Local accuracy on global train data 63.120, Local accuracy on local train data 78.032
Round 188, Devices participated 10, Average loss 0.683, Central accuracy on global test data 55.689, Local accuracy on global train data 64.258, Local accuracy on local train data 77.736
Round 189, Devices participated 10, Average loss 0.670, Central accuracy on global test data 55.759, Local accuracy on global train data 64.470, Local accuracy on local train data 78.048
Round 190, Devices participated 10, Average loss 0.655, Central accuracy on global test data 55.609, Local accuracy on global train data 65.674, Local accuracy on local train data 78.604
Round 191, Devices participated 10, Average loss 0.649, Central accuracy on global test data 55.439, Local accuracy on global train data 63.635, Local accuracy on local train data 78.932
Round 192, Devices participated 10, Average loss 0.629, Central accuracy on global test data 55.078, Local accuracy on global train data 64.939, Local accuracy on local train data 79.452
Round 193, Devices participated 10, Average loss 0.651, Central accuracy on global test data 54.778, Local accuracy on global train data 64.946, Local accuracy on local train data 78.720
Round 194, Devices participated 10, Average loss 0.623, Central accuracy on global test data 54.547, Local accuracy on global train data 64.802, Local accuracy on local train data 79.440
Round 195, Devices participated 10, Average loss 0.631, Central accuracy on global test data 55.048, Local accuracy on global train data 64.507, Local accuracy on local train data 79.272
Round 196, Devices participated 10, Average loss 0.696, Central accuracy on global test data 55.248, Local accuracy on global train data 64.436, Local accuracy on local train data 77.340
Round 197, Devices participated 10, Average loss 0.649, Central accuracy on global test data 55.549, Local accuracy on global train data 64.827, Local accuracy on local train data 78.988
Round 198, Devices participated 10, Average loss 0.669, Central accuracy on global test data 55.469, Local accuracy on global train data 63.628, Local accuracy on local train data 78.328
Round 199, Devices participated 10, Average loss 0.627, Central accuracy on global test data 55.599, Local accuracy on global train data 65.107, Local accuracy on local train data 79.200
