['main_fedlisa.py', '--dataset', 'cifar', '--iid', '--model', 'lenet5', '--epochs', '1000', '--gpu', '0', '--num_channels', '3', '--local_bs', '50', '--frac', '0.1', '--momentum', '0.0', '--local_ep', '5', '--lr', '0.1', '--lbfgs_hist', '50', '--lr_g', '1.0', '--seed', '123', '--qn_mode', '0', '--opt_mode', '0', '--vr_mode', '1', '--screendump_file', 'log/perf1000_fedlisa_cifariid_lenet5_bs50ep5_opt0vr1_qn0.log']
2020-08-01 16:16:42.602642

Round   0, Devices participated 10, Average loss 2.298, Central accuracy on global test data 12.580, Local accuracy on global train data 10.759, Local accuracy on local train data 11.792
Round   1, Devices participated 10, Average loss 2.276, Central accuracy on global test data 15.525, Local accuracy on global train data 16.719, Local accuracy on local train data 15.340
Round   2, Devices participated 10, Average loss 2.091, Central accuracy on global test data 28.446, Local accuracy on global train data 23.325, Local accuracy on local train data 22.184
Round   3, Devices participated 10, Average loss 1.971, Central accuracy on global test data 31.340, Local accuracy on global train data 24.832, Local accuracy on local train data 26.248
Round   4, Devices participated 10, Average loss 1.854, Central accuracy on global test data 34.535, Local accuracy on global train data 29.602, Local accuracy on local train data 31.604
Round   5, Devices participated 10, Average loss 1.773, Central accuracy on global test data 36.669, Local accuracy on global train data 33.069, Local accuracy on local train data 34.452
Round   6, Devices participated 10, Average loss 1.692, Central accuracy on global test data 39.253, Local accuracy on global train data 34.031, Local accuracy on local train data 37.936
Round   7, Devices participated 10, Average loss 1.622, Central accuracy on global test data 41.276, Local accuracy on global train data 37.402, Local accuracy on local train data 40.284
Round   8, Devices participated 10, Average loss 1.545, Central accuracy on global test data 42.518, Local accuracy on global train data 37.712, Local accuracy on local train data 44.200
Round   9, Devices participated 10, Average loss 1.487, Central accuracy on global test data 45.062, Local accuracy on global train data 38.154, Local accuracy on local train data 46.428
Round  10, Devices participated 10, Average loss 1.373, Central accuracy on global test data 45.823, Local accuracy on global train data 39.062, Local accuracy on local train data 50.488
Round  11, Devices participated 10, Average loss 1.341, Central accuracy on global test data 48.227, Local accuracy on global train data 40.857, Local accuracy on local train data 51.896
Round  12, Devices participated 10, Average loss 1.272, Central accuracy on global test data 49.139, Local accuracy on global train data 42.771, Local accuracy on local train data 54.504
Round  13, Devices participated 10, Average loss 1.160, Central accuracy on global test data 50.461, Local accuracy on global train data 44.158, Local accuracy on local train data 59.448
Round  14, Devices participated 10, Average loss 1.098, Central accuracy on global test data 50.541, Local accuracy on global train data 43.259, Local accuracy on local train data 61.996
Round  15, Devices participated 10, Average loss 1.088, Central accuracy on global test data 49.910, Local accuracy on global train data 45.935, Local accuracy on local train data 62.720
Round  16, Devices participated 10, Average loss 0.979, Central accuracy on global test data 50.751, Local accuracy on global train data 46.440, Local accuracy on local train data 66.688
Round  17, Devices participated 10, Average loss 1.022, Central accuracy on global test data 50.521, Local accuracy on global train data 46.401, Local accuracy on local train data 65.688
Round  18, Devices participated 10, Average loss 0.915, Central accuracy on global test data 51.152, Local accuracy on global train data 47.974, Local accuracy on local train data 69.664
Round  19, Devices participated 10, Average loss 0.871, Central accuracy on global test data 51.683, Local accuracy on global train data 48.071, Local accuracy on local train data 71.344
Round  20, Devices participated 10, Average loss 0.892, Central accuracy on global test data 51.002, Local accuracy on global train data 48.499, Local accuracy on local train data 70.820
Round  21, Devices participated 10, Average loss 0.883, Central accuracy on global test data 50.531, Local accuracy on global train data 48.796, Local accuracy on local train data 71.584
Round  22, Devices participated 10, Average loss 0.891, Central accuracy on global test data 50.361, Local accuracy on global train data 48.469, Local accuracy on local train data 70.980
Round  23, Devices participated 10, Average loss 0.864, Central accuracy on global test data 50.631, Local accuracy on global train data 48.948, Local accuracy on local train data 72.200
Round  24, Devices participated 10, Average loss 0.862, Central accuracy on global test data 50.300, Local accuracy on global train data 48.552, Local accuracy on local train data 71.808
Round  25, Devices participated 10, Average loss 0.886, Central accuracy on global test data 50.190, Local accuracy on global train data 49.385, Local accuracy on local train data 71.028
Round  26, Devices participated 10, Average loss 0.877, Central accuracy on global test data 50.250, Local accuracy on global train data 49.563, Local accuracy on local train data 71.380
Round  27, Devices participated 10, Average loss 0.830, Central accuracy on global test data 50.921, Local accuracy on global train data 50.339, Local accuracy on local train data 73.216
Round  28, Devices participated 10, Average loss 0.862, Central accuracy on global test data 51.172, Local accuracy on global train data 50.767, Local accuracy on local train data 72.144
Round  29, Devices participated 10, Average loss 0.915, Central accuracy on global test data 50.821, Local accuracy on global train data 50.779, Local accuracy on local train data 70.380
Round  30, Devices participated 10, Average loss 0.858, Central accuracy on global test data 50.851, Local accuracy on global train data 51.199, Local accuracy on local train data 71.940
Round  31, Devices participated 10, Average loss 0.870, Central accuracy on global test data 51.042, Local accuracy on global train data 51.411, Local accuracy on local train data 71.316
Round  32, Devices participated 10, Average loss 0.913, Central accuracy on global test data 50.661, Local accuracy on global train data 50.901, Local accuracy on local train data 70.240
Round  33, Devices participated 10, Average loss 0.882, Central accuracy on global test data 50.761, Local accuracy on global train data 50.830, Local accuracy on local train data 70.552
Round  34, Devices participated 10, Average loss 0.822, Central accuracy on global test data 51.332, Local accuracy on global train data 51.897, Local accuracy on local train data 73.132
Round  35, Devices participated 10, Average loss 0.915, Central accuracy on global test data 50.290, Local accuracy on global train data 50.439, Local accuracy on local train data 69.068
Round  36, Devices participated 10, Average loss 0.909, Central accuracy on global test data 50.972, Local accuracy on global train data 52.009, Local accuracy on local train data 69.816
Round  37, Devices participated 10, Average loss 0.850, Central accuracy on global test data 51.713, Local accuracy on global train data 52.720, Local accuracy on local train data 72.180
Round  38, Devices participated 10, Average loss 0.913, Central accuracy on global test data 51.853, Local accuracy on global train data 51.545, Local accuracy on local train data 69.560
Round  39, Devices participated 10, Average loss 0.894, Central accuracy on global test data 51.102, Local accuracy on global train data 52.817, Local accuracy on local train data 70.508
Round  40, Devices participated 10, Average loss 0.836, Central accuracy on global test data 51.562, Local accuracy on global train data 52.983, Local accuracy on local train data 72.348
Round  41, Devices participated 10, Average loss 0.847, Central accuracy on global test data 52.183, Local accuracy on global train data 52.566, Local accuracy on local train data 71.908
Round  42, Devices participated 10, Average loss 0.910, Central accuracy on global test data 51.913, Local accuracy on global train data 53.323, Local accuracy on local train data 69.652
Round  43, Devices participated 10, Average loss 0.856, Central accuracy on global test data 51.122, Local accuracy on global train data 52.649, Local accuracy on local train data 71.392
Round  44, Devices participated 10, Average loss 0.877, Central accuracy on global test data 52.494, Local accuracy on global train data 53.254, Local accuracy on local train data 71.132
Round  45, Devices participated 10, Average loss 0.854, Central accuracy on global test data 51.973, Local accuracy on global train data 53.572, Local accuracy on local train data 71.780
Round  46, Devices participated 10, Average loss 0.895, Central accuracy on global test data 52.123, Local accuracy on global train data 53.789, Local accuracy on local train data 70.164
Round  47, Devices participated 10, Average loss 0.902, Central accuracy on global test data 51.452, Local accuracy on global train data 52.285, Local accuracy on local train data 69.972
Round  48, Devices participated 10, Average loss 0.875, Central accuracy on global test data 52.574, Local accuracy on global train data 54.312, Local accuracy on local train data 70.888
Round  49, Devices participated 10, Average loss 0.904, Central accuracy on global test data 52.294, Local accuracy on global train data 53.174, Local accuracy on local train data 70.428
